brickid,brickname,objid,type,ra,dec,ebv,flux_g,flux_r,flux_i,flux_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Separation,ID,CHI2NU,XC_R,e_XC_R,YC_R,e_YC_R,MAG_R,e_MAG_R,RE_R,e_RE_R,n_R,e_n_R,AR_R,e_AR_R,PA_R,e_PA_R,XC_J0378,e_XC_J0378,YC_J0378,e_YC_J0378,MAG_J0378,e_MAG_J0378,RE_J0378,e_RE_J0378,n_J0378,e_n_J0378,AR_J0378,e_AR_J0378,PA_J0378,e_PA_J0378,XC_J0395,e_XC_J0395,YC_J0395,e_YC_J0395,MAG_J0395,e_MAG_J0395,RE_J0395,e_RE_J0395,n_J0395,e_n_J0395,AR_J0395,e_AR_J0395,PA_J0395,e_PA_J0395,XC_J0410,e_XC_J0410,YC_J0410,e_YC_J0410,MAG_J0410,e_MAG_J0410,RE_J0410,e_RE_J0410,n_J0410,e_n_J0410,AR_J0410,e_AR_J0410,PA_J0410,e_PA_J0410,XC_J0430,e_XC_J0430,YC_J0430,e_YC_J0430,MAG_J0430,e_MAG_J0430,RE_J0430,e_RE_J0430,n_J0430,e_n_J0430,AR_J0430,e_AR_J0430,PA_J0430,e_PA_J0430,XC_J0515,e_XC_J0515,YC_J0515,e_YC_J0515,MAG_J0515,e_MAG_J0515,RE_J0515,e_RE_J0515,n_J0515,e_n_J0515,AR_J0515,e_AR_J0515,PA_J0515,e_PA_J0515,XC_J0660,e_XC_J0660,YC_J0660,e_YC_J0660,MAG_J0660,e_MAG_J0660,RE_J0660,e_RE_J0660,n_J0660,e_n_J0660,AR_J0660,e_AR_J0660,PA_J0660,e_PA_J0660,XC_J0861,e_XC_J0861,YC_J0861,e_YC_J0861,MAG_J0861,e_MAG_J0861,RE_J0861,e_RE_J0861,n_J0861,e_n_J0861,AR_J0861,e_AR_J0861,PA_J0861,e_PA_J0861,XC_G,e_XC_G,YC_G,e_YC_G,MAG_G,e_MAG_G,RE_G,e_RE_G,n_G,e_n_G,AR_G,e_AR_G,PA_G,e_PA_G,XC_I,e_XC_I,YC_I,e_YC_I,MAG_I,e_MAG_I,RE_I,e_RE_I,n_I,e_n_I,AR_I,e_AR_I,PA_I,e_PA_I,XC_Z,e_XC_Z,YC_Z,e_YC_Z,MAG_Z,e_MAG_Z,RE_Z,e_RE_Z,n_Z,e_n_Z,AR_Z,e_AR_Z,PA_Z,e_PA_Z,XC_U,e_XC_U,YC_U,e_YC_U,MAG_U,e_MAG_U,RE_U,e_RE_U,n_U,e_n_U,AR_U,e_AR_U,PA_U,e_PA_U,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,g_auto,e_g_auto,J0515_auto,e_J0515_auto,r_auto,e_r_auto,J0660_auto,e_J0660_auto,i_auto,e_i_auto,J0861_auto,e_J0861_auto,z_auto,e_z_auto
141098,0476m350,1927,SER,47.56346908968972,-35.01856114450278,0.021541655,43.769463,73.8212,95.72727,109.34872,17.726961,18.21407,16.182932,14.658928,0.56752396,0.28213692,0.42658234,0.14444542,47.5634167,-35.0186111,51,4,03 10 15.22,-35 01 07.0,0.0,,20.3004,20.3873,0.2370654696703063,iDR4_3_SPLUS-s27s30_0016032,1.16135612655644,190.912,0.0225,155.7757,0.0193,17.1158,0.02,6.1767,0.1177,1.4322,0.0291,0.7933,0.0085,-19.8677,2.0966,190.912,0.0225,155.7757,0.0193,18.6540,0.1508,6.3443,0.2938,1.1349,0.0881,0.7933,0.0085,-19.8677,2.0966,190.912,0.0225,155.7757,0.0193,18.3653,0.1629,6.3329,0.2789,1.1552,0.0833,0.7933,0.0085,-19.8677,2.0966,190.912,0.0225,155.7757,0.0193,18.5451,0.1878,6.3225,0.2655,1.1736,0.0789,0.7933,0.0085,-19.8677,2.0966,190.912,0.0225,155.7757,0.0193,18.1678,0.1265,6.3091,0.2485,1.1973,0.0733,0.7933,0.0085,-19.8677,2.0966,190.912,0.0225,155.7757,0.0193,17.5199,0.0545,6.2525,0.1807,1.2978,0.0508,0.7933,0.0085,-19.8677,2.0966,190.912,0.0225,155.7757,0.0193,17.0273,0.0201,6.1527,0.1128,1.4748,0.0279,0.7933,0.0085,-19.8677,2.0966,190.912,0.0225,155.7757,0.0193,16.7378,0.043,6.0181,0.2215,1.7134,0.0682,0.7933,0.0085,-19.8677,2.0966,190.912,0.0225,155.7757,0.0193,17.7073,0.0365,6.2782,0.2104,1.2521,0.0608,0.7933,0.0085,-19.8677,2.0966,190.912,0.0225,155.7757,0.0193,16.7938,0.0233,6.0802,0.1526,1.6033,0.0444,0.7933,0.0085,-19.8677,2.0966,190.912,0.0225,155.7757,0.0193,16.6842,0.0368,6.0033,0.2398,1.7397,0.0743,0.7933,0.0085,-19.8677,2.0966,190.912,0.0225,155.7757,0.0193,18.8629,0.0878,6.3601,0.3145,1.1069,0.0948,0.7933,0.0085,-19.8677,2.0966,19.55181312561035,0.2286656349897384,19.23089027404785,0.4011578559875488,19.233760833740234,0.5884280800819397,19.534875869750977,0.6938972473144531,18.605453491210938,0.2808957397937774,18.42057991027832,0.0605225749313831,18.346355438232425,0.1645617336034774,18.003543853759766,0.0396516509354114,17.83665657043457,0.0408685207366943,17.78122329711914,0.045926347374916,17.767154693603516,0.1350260227918625,17.352731704711914,0.057979580014944
164091,0270m302,896,SER,26.8952270149351,-30.26768591844592,0.016626108,40.9404,52.02528,54.656178,59.497013,18.70128,19.499096,,14.158124,0.26015663,0.053562164,0.14570045,0.09213829,26.895,-30.2676111,36,2,01 47 34.80,-30 16 03.4,0.0425,,19.2358,18.9576,0.7554905814735158,iDR4_3_SPLUS-s23s18_0000653,1.90752955489361,301.9678,0.0158,189.7171,0.0431,18.298,0.0156,5.3517,0.0527,0.5619,0.0320,0.1293,0.0049,-4.1167,0.295,301.9678,0.0158,189.7171,0.0431,19.0605,0.0582,5.4061,0.1039,0.4387,0.0634,0.1293,0.0049,-4.1167,0.295,301.9678,0.0158,189.7171,0.0431,18.9006,0.0834,5.4024,0.0984,0.4471,0.0600,0.1293,0.0049,-4.1167,0.295,301.9678,0.0158,189.7171,0.0431,18.6403,0.0626,5.3990,0.0935,0.4548,0.0569,0.1293,0.0049,-4.1167,0.295,301.9678,0.0158,189.7171,0.0431,18.7675,0.0612,5.3947,0.0874,0.4646,0.0531,0.1293,0.0049,-4.1167,0.295,301.9678,0.0158,189.7171,0.0431,18.1451,0.0301,5.3763,0.0648,0.5062,0.0390,0.1293,0.0049,-4.1167,0.295,301.9678,0.0158,189.7171,0.0431,18.3958,0.0186,5.3439,0.0555,0.5795,0.0340,0.1293,0.0049,-4.1167,0.295,301.9678,0.0158,189.7171,0.0431,18.2172,0.0426,5.3002,0.1074,0.6784,0.0674,0.1293,0.0049,-4.1167,0.295,301.9678,0.0158,189.7171,0.0431,18.5887,0.0195,5.3847,0.0743,0.4873,0.0449,0.1293,0.0049,-4.1167,0.295,301.9678,0.0158,189.7171,0.0431,18.2518,0.0205,5.3204,0.0788,0.6328,0.0493,0.1293,0.0049,-4.1167,0.295,301.9678,0.0158,189.7171,0.0431,18.2173,0.0347,5.2954,0.1147,0.6893,0.0720,0.1293,0.0049,-4.1167,0.295,301.9678,0.0158,189.7171,0.0431,19.2549,0.0408,5.4112,0.1116,0.4271,0.0682,0.1293,0.0049,-4.1167,0.295,19.452943801879883,0.0940649136900901,19.233129501342773,0.1376977562904358,18.96853446960449,0.1853132843971252,18.641843795776367,0.1269725561141967,18.73087310791016,0.1314134299755096,18.56841278076172,0.0366919375956058,18.13925552368164,0.0625216886401176,18.294116973876957,0.0310031715780496,18.385787963867188,0.0376586094498634,18.247604370117188,0.0417503416538238,18.283485412597656,0.1078037992119789,18.352073669433597,0.0875670462846756
164091,0270m302,682,REX,26.88918569427224,-30.2617488125907,0.01652258,319.4851,439.38245,467.07123,533.17664,16.327017,16.744072,14.403498,,0.3459797,0.06635094,0.21007061,0.14371967,26.8894167,-30.2618889,36,1,01 47 33.46,-30 15 42.8,0.0428,,17.3607,17.2249,0.8776581600559852,iDR4_3_SPLUS-s24s18_0046816,1.16271042542296,294.052,0.007,225.1083,0.0066,15.7146,0.0045,6.3150,0.0300,1.8089,0.0096,0.9114,0.0023,83.12,1.1693,294.052,0.007,225.1083,0.0066,16.6989,0.0160,6.6002,0.0634,1.7281,0.0223,0.9114,0.0023,83.12,1.1693,294.052,0.007,225.1083,0.0066,16.4271,0.0195,6.5807,0.0602,1.7337,0.0212,0.9114,0.0023,83.12,1.1693,294.052,0.007,225.1083,0.0066,16.2612,0.0155,6.5630,0.0574,1.7387,0.0201,0.9114,0.0023,83.12,1.1693,294.052,0.007,225.1083,0.0066,16.1265,0.0134,6.5404,0.0538,1.7451,0.0187,0.9114,0.0023,83.12,1.1693,294.052,0.007,225.1083,0.0066,15.8264,0.0087,6.4440,0.0402,1.7724,0.0135,0.9114,0.0023,83.12,1.1693,294.052,0.007,225.1083,0.0066,15.7669,0.0049,6.2742,0.0302,1.8205,0.0098,0.9114,0.0023,83.12,1.1693,294.052,0.007,225.1083,0.0066,15.5897,0.0095,6.0453,0.0557,1.8853,0.0201,0.9114,0.0023,83.12,1.1693,294.052,0.007,225.1083,0.0066,16.0704,0.0065,6.4877,0.0460,1.7600,0.0158,0.9114,0.0023,83.12,1.1693,294.052,0.007,225.1083,0.0066,15.631,0.0059,6.1509,0.0406,1.8554,0.0141,0.9114,0.0023,83.12,1.1693,294.052,0.007,225.1083,0.0066,15.5736,0.0091,6.0201,0.0597,1.8925,0.0216,0.9114,0.0023,83.12,1.1693,294.052,0.007,225.1083,0.0066,16.8881,0.0128,6.6270,0.0678,1.7205,0.0240,0.9114,0.0023,83.12,1.1693,17.046016693115234,0.0215223710983991,16.77566909790039,0.0289884973317384,16.543859481811523,0.0393708758056163,16.268341064453125,0.0287965424358844,16.09850311279297,0.0237078182399272,16.068557739257812,0.007393863517791,15.830451965332031,0.0146844238042831,15.74936294555664,0.0059370514936745,15.79757022857666,0.0070310463197529,15.63758373260498,0.0073076440021395,15.63619613647461,0.0153421564027667,15.624675750732422,0.0125015219673514
164091,0270m302,1575,SER,26.91354851874674,-30.24911880652262,0.016972756,33.459236,38.817207,37.649544,39.328484,19.210167,19.5645,,14.275536,0.16127014,-0.033161163,0.01420784,0.047369003,26.9132917,-30.2491944,36,4,01 47 39.19,-30 14 57.1,0.0428,,19.8025,19.4564,0.8437547951245034,iDR4_3_SPLUS-s23s18_0001031,1.90752955489361,197.7652,0.0237,309.5622,0.0235,17.8437,0.1325,10.2652,4.0763,*15.2491*,*2.7541*,0.5484,0.0247,49.5877,2.2918,197.7652,0.0237,309.5622,0.0235,19.0077,0.1732,3.1820,1.8673,*19.5873*,*3.9927*,0.5484,0.0247,49.5877,2.2918,197.7652,0.0237,309.5622,0.0235,18.8789,0.1810,3.6660,1.8861,*19.2908*,*3.8982*,0.5484,0.0247,49.5877,2.2918,197.7652,0.0237,309.5622,0.0235,18.3626,0.1527,4.1044,1.9303,*19.0223*,*3.8135*,0.5484,0.0247,49.5877,2.2918,197.7652,0.0237,309.5622,0.0235,18.5595,0.1489,4.6681,2.0221,*18.6771*,*3.7059*,0.5484,0.0247,49.5877,2.2918,197.7652,0.0237,309.5622,0.0235,17.5978,0.1257,7.0624,2.7319,*17.2107*,*3.2688*,0.5484,0.0247,49.5877,2.2918,197.7652,0.0237,309.5622,0.0235,17.851,0.1373,11.2787,4.5408,*14.6283*,*2.6149*,0.5484,0.0247,49.5877,2.2918,197.7652,0.0237,309.5622,0.0235,17.5258,0.1741,16.9641,7.2751,*11.1463*,*2.1739*,0.5484,0.0247,49.5877,2.2918,197.7652,0.0237,309.5622,0.0235,18.2106,0.1255,5.9749,2.3586,*17.8767*,*3.4630*,0.5484,0.0247,49.5877,2.2918,197.7652,0.0237,309.5622,0.0235,17.649,0.1535,14.3420,5.9957,*12.7522*,*2.2937*,0.5484,0.0247,49.5877,2.2918,197.7652,0.0237,309.5622,0.0235,17.5236,0.1769,17.5904,7.5835,*10.7627*,*2.1700*,0.5484,0.0247,49.5877,2.2918,197.7652,0.0237,309.5622,0.0235,19.2614,0.1896,2.5158,1.8942,*19.9953*,*4.1243*,0.5484,0.0247,49.5877,2.2918,19.646411895751957,0.0836790278553962,19.5635986328125,0.1378699243068695,19.5230770111084,0.2289256006479263,19.01979255676269,0.1338261365890503,19.18163681030273,0.1467148065567016,18.85025405883789,0.0356271937489509,18.391260147094727,0.0586606003344059,18.620723724365234,0.031254943460226,18.602094650268555,0.0345681570470333,18.52782249450684,0.0400993563234806,18.35794258117676,0.0853540822863578,18.657804489135746,0.0855780392885208
164091,0270m302,1259,SER,26.90490354802899,-30.25425529877529,0.016820092,179.91002,273.8398,321.8695,368.18576,16.63387,17.129385,16.11406,,0.45610428,0.175457,0.32142448,0.14596748,26.9049167,-30.2543056,36,3,01 47 37.18,-30 15 15.5,0.0,,19.4921,18.6985,0.1856454571632879,iDR4_3_SPLUS-s24s18_0046552,1.16271042542296,204.7451,0.0087,273.6216,0.0059,16.4258,0.0052,4.9122,0.0229,1.3554,0.0106,0.5339,0.0020,-77.6865,0.2287,204.7451,0.0087,273.6216,0.0059,17.7989,0.0256,4.6585,0.0482,1.2282,0.0257,0.5339,0.0020,-77.6865,0.2287,204.7451,0.0087,273.6216,0.0059,17.5731,0.0336,4.6758,0.0458,1.2369,0.0244,0.5339,0.0020,-77.6865,0.2287,204.7451,0.0087,273.6216,0.0059,17.2628,0.0233,4.6915,0.0436,1.2448,0.0232,0.5339,0.0020,-77.6865,0.2287,204.7451,0.0087,273.6216,0.0059,17.0945,0.0193,4.7117,0.0409,1.2549,0.0217,0.5339,0.0020,-77.6865,0.2287,204.7451,0.0087,273.6216,0.0059,16.7169,0.0118,4.7975,0.0306,1.2979,0.0158,0.5339,0.0020,-77.6865,0.2287,204.7451,0.0087,273.6216,0.0059,16.3979,0.0055,4.9485,0.0230,1.3736,0.0103,0.5339,0.0020,-77.6865,0.2287,204.7451,0.0087,273.6216,0.0059,16.1264,0.0102,5.1522,0.0423,1.4757,0.0201,0.5339,0.0020,-77.6865,0.2287,204.7451,0.0087,273.6216,0.0059,16.923,0.0079,4.7585,0.0350,1.2784,0.0184,0.5339,0.0020,-77.6865,0.2287,204.7451,0.0087,273.6216,0.0059,16.218,0.0063,5.0583,0.0308,1.4286,0.0140,0.5339,0.0020,-77.6865,0.2287,204.7451,0.0087,273.6216,0.0059,16.0547,0.0092,5.1746,0.0453,1.4869,0.0217,0.5339,0.0020,-77.6865,0.2287,204.7451,0.0087,273.6216,0.0059,18.0356,0.0202,4.6346,0.0515,1.2163,0.0275,0.5339,0.0020,-77.6865,0.2287,18.15145301818848,0.0374497175216674,17.85613250732422,0.0507544241845607,17.671152114868164,0.0713677629828453,17.24211883544922,0.0453289821743965,17.117666244506836,0.0389910452067852,16.8918399810791,0.0103412950411438,16.70503044128418,0.0212006252259016,16.41525650024414,0.0073066833429038,16.38166618347168,0.0080086588859558,16.224008560180664,0.0083002615720033,16.14069938659668,0.0159599501639604,16.112857818603516,0.012816771864891
161384,3222m310,2964,EXP,322.3181191668331,-31.02895929460352,0.051160417,0.0,0.0,102.88535,0.0,17.77803,18.290398,15.948809,,,Infinity,,Infinity,322.318,-31.029,191,3,21 29 16.32,-31 01 44.4,0.0,,19.1556,18.8756,0.3957442065761111,iDR4_3_SPLUS-s24s53_0021332,1.18233181633365,220.9006,0.0156,246.9529,0.0219,17.7819,0.0178,3.8434,0.0536,1.2910,0.0415,0.5599,0.0053,27.6082,0.9037,220.9006,0.0156,246.9529,0.0219,18.4524,0.0524,4.2701,0.1104,1.2746,0.0916,0.5599,0.0053,27.6082,0.9037,220.9006,0.0156,246.9529,0.0219,18.3536,0.0655,4.2410,0.1046,1.2757,0.0862,0.5599,0.0053,27.6082,0.9037,220.9006,0.0156,246.9529,0.0219,18.1399,0.0515,4.2146,0.0995,1.2767,0.0813,0.5599,0.0053,27.6082,0.9037,220.9006,0.0156,246.9529,0.0219,18.2257,0.0519,4.1806,0.0931,1.2780,0.0753,0.5599,0.0053,27.6082,0.9037,220.9006,0.0156,246.9529,0.0219,17.8278,0.0307,4.0363,0.0690,1.2836,0.0524,0.5599,0.0053,27.6082,0.9037,220.9006,0.0156,246.9529,0.0219,17.7341,0.0196,3.7823,0.0555,1.2933,0.0456,0.5599,0.0053,27.6082,0.9037,220.9006,0.0156,246.9529,0.0219,17.4991,0.0451,3.4398,0.1064,1.3064,0.1010,0.5599,0.0053,27.6082,0.9037,220.9006,0.0156,246.9529,0.0219,17.9485,0.0217,4.1019,0.0792,1.2811,0.0620,0.5599,0.0053,27.6082,0.9037,220.9006,0.0156,246.9529,0.0219,17.4684,0.0244,3.5978,0.0776,1.3004,0.0719,0.5599,0.0053,27.6082,0.9037,220.9006,0.0156,246.9529,0.0219,17.4664,0.0451,3.4020,0.1138,1.3079,0.1083,0.5599,0.0053,27.6082,0.9037,220.9006,0.0156,246.9529,0.0219,18.782,0.0442,4.3103,0.1184,1.2731,0.0993,0.5599,0.0053,27.6082,0.9037,18.820749282836918,0.0584977716207504,18.54220962524414,0.0753028690814971,18.357664108276367,0.098482646048069,18.105674743652344,0.0690841227769851,18.19134330749512,0.0700132697820663,17.939023971557617,0.0202614534646272,17.832584381103516,0.042674034833908,17.73566246032715,0.0207369439303874,17.73160171508789,0.0240627638995647,17.50185203552246,0.0260924994945526,17.46775245666504,0.0615586563944816,17.417964935302734,0.0574518702924251
14563,0722m730,4679,PSF,72.38381935125376,-73.06689547614671,0.1128474,120.00913,87.94037,69.67264,59.27348,Infinity,Infinity,Infinity,Infinity,-0.33756638,-0.25281334,-0.42831802,-0.17550468,72.3834583,-73.0668611,271,3,04 49 32.03,-73 04 00.7,0.0,,16.8821,16.7737,0.3982833569527736,iDR4_3_MC0127_0125079,1.3565091499027,307.9604,0.292,273.7357,0.0673,17.404,0.0133,*0.1221*,*6.9951*,1.0780,58.9961,0.2794,3.2918,33.8713,498.0135,307.9604,0.292,273.7357,0.0673,17.1525,0.2397,*0.0444*,*5.1896*,1.0031,48.2317,0.2794,3.2918,33.8713,498.0135,307.9604,0.292,273.7357,0.0673,16.9706,0.1684,*0.0497*,*5.2617*,1.0082,48.6338,0.2794,3.2918,33.8713,498.0135,307.9604,0.292,273.7357,0.0673,16.9305,0.1264,*0.0545*,*5.3350*,1.0128,49.0467,0.2794,3.2918,33.8713,498.0135,307.9604,0.292,273.7357,0.0673,16.9776,0.091,*0.0607*,*5.4400*,1.0188,49.6438,0.2794,3.2918,33.8713,498.0135,307.9604,0.292,273.7357,0.0673,17.1971,0.0333,*0.0870*,*6.0054*,1.0441,52.9461,0.2794,3.2918,33.8713,498.0135,307.9604,0.292,273.7357,0.0673,17.549,0.0105,*0.1332*,*7.3490*,1.0888,61.2230,0.2794,3.2918,33.8713,498.0135,307.9604,0.292,273.7357,0.0673,17.7227,0.0233,*0.1956*,*9.5616*,1.1489,75.6707,0.2794,3.2918,33.8713,498.0135,307.9604,0.292,273.7357,0.0673,17.1939,0.0488,*0.0750*,*5.7264*,1.0326,51.2995,0.2794,3.2918,33.8713,498.0135,307.9604,0.292,273.7357,0.0673,17.626,0.0099,*0.1668*,*8.5018*,1.1212,68.6551,0.2794,3.2918,33.8713,498.0135,307.9604,0.292,273.7357,0.0673,17.7256,0.026,*0.2024*,*9.8222*,1.1555,77.4168,0.2794,3.2918,33.8713,498.0135,307.9604,0.292,273.7357,0.0673,17.5184,0.4225,*0.0371*,*5.1064*,0.9960,47.7731,0.2794,3.2918,33.8713,498.0135,17.738916,0.015368731,17.468195,0.019568989,17.289007,0.025693204,17.289286,0.022416357,17.321854,0.021671213,17.497051,0.009959061,17.507915,0.020575551,17.677174,0.0115044685,17.802565,0.014714143,17.937805,0.020038506,18.290304,0.058667213,18.243208,0.048615634
14563,0722m730,4440,PSF,72.35695349024942,-73.06578208127395,0.11267689,158.47723,121.30776,97.96651,86.447395,Infinity,Infinity,Infinity,Infinity,-0.29019737,-0.23202705,-0.36784172,-0.13581467,72.3569583,-73.0658611,271,2,04 49 25.67,-73 03 57.1,0.0,,17.1163,16.8631,0.2845121185069453,iDR4_3_MC0127_0125334,1.3565091499027,166.4786,0.0271,161.6508,0.0202,16.9126,0.0131,7.1559,0.0730,0.9236,0.0118,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,18.6068,0.0831,7.3058,0.1619,0.7681,0.0317,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,18.1662,0.0896,7.2955,0.1538,0.7787,0.0299,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,17.9562,0.0671,7.2863,0.1465,0.7884,0.0284,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,17.9818,0.0639,7.2743,0.1373,0.8007,0.0264,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,17.2549,0.029,7.2237,0.1017,0.8533,0.0185,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,16.8865,0.0139,7.1345,0.0726,0.9458,0.0118,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,16.6133,0.0283,7.0142,0.1361,1.0706,0.0268,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,17.4777,0.0214,7.2467,0.1171,0.8294,0.0220,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,16.6639,0.0166,7.0697,0.0977,1.0131,0.0182,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,16.5586,0.0264,7.0010,0.1463,1.0844,0.0290,0.7067,0.0048,-56.9747,0.8976,166.4786,0.0271,161.6508,0.0202,18.6309,0.0555,7.3199,0.1733,0.7535,0.0341,0.7067,0.0048,-56.9747,0.8976,17.620388,0.013886474,17.245487,0.016539194,17.051498,0.021410763,17.007328,0.018102607,17.03566,0.017392358,17.191092,0.007961015,17.221045,0.016426338,17.355507,0.0088798525,17.507341,0.0114778085,17.601547,0.014647116,17.74332,0.035011303,17.736065,0.02984476
14563,0722m730,4816,PSF,72.39819006470766,-73.05513940680447,0.11286391,75.7998,134.55936,136.58871,165.92633,Infinity,Infinity,Infinity,Infinity,0.62311554,0.016252518,0.22750282,0.2112503,72.398375,-73.0551944,271,4,04 49 35.61,-73 03 18.7,0.0,,19.5031,19.0108,0.2772096260412131,iDR4_3_MC0127_0127365,1.3565091499027,444.6651,0.7104,253.2656,0.1725,19.7333,4.4054,*0.4518*,*0.9255*,0.6878,15.2437,0.1093,9.2735,49.165,820.7633,444.6651,0.7104,253.2656,0.1725,19.6471,2.2424,*0.0782*,*1.0697*,1.2570,17.7582,0.1093,9.2735,49.165,820.7633,444.6651,0.7104,253.2656,0.1725,19.5291,1.3308,*0.1037*,*1.0380*,1.2181,17.5503,0.1093,9.2735,49.165,820.7633,444.6651,0.7104,253.2656,0.1725,19.4054,0.9322,*0.1269*,*1.0113*,1.1829,17.3660,0.1093,9.2735,49.165,820.7633,444.6651,0.7104,253.2656,0.1725,19.5205,0.8121,*0.1566*,*0.9802*,1.1376,17.1347,0.1093,9.2735,49.165,820.7633,444.6651,0.7104,253.2656,0.1725,19.5877,2.1523,*0.2829*,*0.8959*,0.9452,16.2296,0.1093,9.2735,49.165,820.7633,444.6651,0.7104,253.2656,0.1725,19.8479,4.9073,0.5053,0.9680,0.6063,14.9928,0.1093,9.2735,49.165,820.7633,444.6651,0.7104,253.2656,0.1725,20.3424,4.1919,0.8052,1.3972,0.1495,14.2168,0.1093,9.2735,49.165,820.7633,444.6651,0.7104,253.2656,0.1725,19.5774,1.3028,*0.2255*,*0.9238*,1.0326,16.6245,0.1093,9.2735,49.165,820.7633,444.6651,0.7104,253.2656,0.1725,19.8651,5.5007,0.6669,1.1683,0.3602,14.4352,0.1093,9.2735,49.165,820.7633,444.6651,0.7104,253.2656,0.1725,19.9455,3.7182,0.8382,1.4569,0.0991,14.2016,0.1093,9.2735,49.165,820.7633,444.6651,0.7104,253.2656,0.1725,20.3271,9.8937,*0.0431*,*1.1171*,1.3105,18.0514,0.1093,9.2735,49.165,820.7633,18.39162,0.046222337,18.03914,0.0555157,18.011215,0.08748117,17.553444,0.050921865,17.371616,0.04113945,17.096302,0.012562873,16.87815,0.022354912,16.374996,0.007312688,16.358097,0.008405493,16.085697,0.008237664,15.922632,0.01526129,15.859715,0.012374513
151766,0167m327,6445,REX,16.80270840320432,-32.83567747715625,0.029552748,73.49026,117.93108,143.41069,163.30852,17.419529,18.017485,18.834425,,0.5134964,0.21238327,0.35345078,0.1410675,16.8027083,-32.8356111,26,1,01 07 12.65,-32 50 08.2,0.0643,,19.734,19.2631,0.238957966410072,iDR4_3_SPLUS-s25s12_0003152,1.14453880637418,128.217,0.0022,287.6115,0.0038,15.1287,0.0024,6.3734,0.0129,1.6872,0.0045,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,17.0688,0.0158,7.4255,0.0336,1.2775,0.0130,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,16.8217,0.0197,7.3536,0.0320,1.3055,0.0123,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,16.5345,0.0143,7.2885,0.0305,1.3309,0.0116,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,16.3085,0.0115,7.2047,0.0285,1.3635,0.0108,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,15.7293,0.0062,6.8491,0.0208,1.5020,0.0075,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,15.1288,0.0025,6.2228,0.0118,1.7459,0.0044,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,14.5698,0.0041,5.3783,0.0226,2.0748,0.0104,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,16.0127,0.0042,7.0106,0.0242,1.4391,0.0090,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,14.7774,0.0025,5.7678,0.0152,1.9231,0.0069,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,14.4601,0.0038,5.2853,0.0246,2.1110,0.0114,0.3696,0.0006,15.6594,0.0595,128.217,0.0022,287.6115,0.0038,17.4209,0.0127,7.5244,0.0359,1.2390,0.0140,0.3696,0.0006,15.6594,0.0595,18.94806671142578,0.1161033883690834,18.51077651977539,0.1413665264844894,18.2869873046875,0.189298391342163,18.08843231201172,0.1471759527921676,18.066734313964844,0.1372540295124054,17.79308319091797,0.0332755371928215,17.520069122314453,0.0656283870339393,17.436498641967773,0.0292595494538545,17.356836318969727,0.0313133262097835,17.074831008911133,0.0369779765605926,16.970861434936523,0.0792768076062202,16.876537322998047,0.0613319650292396
