brickid,brickname,objid,type,ra,dec,ebv,flux_g,flux_r,flux_i,flux_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Separation,ID,CHI2NU,XC_R,e_XC_R,YC_R,e_YC_R,MAG_R,e_MAG_R,RE_R,e_RE_R,n_R,e_n_R,AR_R,e_AR_R,PA_R,e_PA_R,XC_J0378,e_XC_J0378,YC_J0378,e_YC_J0378,MAG_J0378,e_MAG_J0378,RE_J0378,e_RE_J0378,n_J0378,e_n_J0378,AR_J0378,e_AR_J0378,PA_J0378,e_PA_J0378,XC_J0395,e_XC_J0395,YC_J0395,e_YC_J0395,MAG_J0395,e_MAG_J0395,RE_J0395,e_RE_J0395,n_J0395,e_n_J0395,AR_J0395,e_AR_J0395,PA_J0395,e_PA_J0395,XC_J0410,e_XC_J0410,YC_J0410,e_YC_J0410,MAG_J0410,e_MAG_J0410,RE_J0410,e_RE_J0410,n_J0410,e_n_J0410,AR_J0410,e_AR_J0410,PA_J0410,e_PA_J0410,XC_J0430,e_XC_J0430,YC_J0430,e_YC_J0430,MAG_J0430,e_MAG_J0430,RE_J0430,e_RE_J0430,n_J0430,e_n_J0430,AR_J0430,e_AR_J0430,PA_J0430,e_PA_J0430,XC_J0515,e_XC_J0515,YC_J0515,e_YC_J0515,MAG_J0515,e_MAG_J0515,RE_J0515,e_RE_J0515,n_J0515,e_n_J0515,AR_J0515,e_AR_J0515,PA_J0515,e_PA_J0515,XC_J0660,e_XC_J0660,YC_J0660,e_YC_J0660,MAG_J0660,e_MAG_J0660,RE_J0660,e_RE_J0660,n_J0660,e_n_J0660,AR_J0660,e_AR_J0660,PA_J0660,e_PA_J0660,XC_J0861,e_XC_J0861,YC_J0861,e_YC_J0861,MAG_J0861,e_MAG_J0861,RE_J0861,e_RE_J0861,n_J0861,e_n_J0861,AR_J0861,e_AR_J0861,PA_J0861,e_PA_J0861,XC_G,e_XC_G,YC_G,e_YC_G,MAG_G,e_MAG_G,RE_G,e_RE_G,n_G,e_n_G,AR_G,e_AR_G,PA_G,e_PA_G,XC_I,e_XC_I,YC_I,e_YC_I,MAG_I,e_MAG_I,RE_I,e_RE_I,n_I,e_n_I,AR_I,e_AR_I,PA_I,e_PA_I,XC_Z,e_XC_Z,YC_Z,e_YC_Z,MAG_Z,e_MAG_Z,RE_Z,e_RE_Z,n_Z,e_n_Z,AR_Z,e_AR_Z,PA_Z,e_PA_Z,XC_U,e_XC_U,YC_U,e_YC_U,MAG_U,e_MAG_U,RE_U,e_RE_U,n_U,e_n_U,AR_U,e_AR_U,PA_U,e_PA_U,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,g_auto,e_g_auto,J0515_auto,e_J0515_auto,r_auto,e_r_auto,J0660_auto,e_J0660_auto,i_auto,e_i_auto,J0861_auto,e_J0861_auto,z_auto,e_z_auto
151766,0167m327,6928,EXP,16.81804207117206,-32.8427817921172,0.029327404,25.418844,33.354465,36.752907,39.609005,20.840569,19.185719,,11.086848,0.29499435,0.10534477,0.18659973,0.08125496,16.8177917,-32.8426111,26,2,01 07 16.27,-32 50 33.4,0.0638,,20.0433,19.8393,0.97522120075189,iDR4_3_SPLUS-s25s12_0002771,1.14453880637418,207.5489,0.0112,269.5022,0.0095,15.8806,0.0037,9.4397,0.0238,0.7105,0.0045,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,17.5825,0.0234,9.4267,0.0446,0.3267,0.0084,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,17.2432,0.0276,9.4275,0.0424,0.3530,0.0080,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,17.0301,0.0211,9.4284,0.0403,0.3767,0.0076,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,16.7994,0.0167,9.4294,0.0378,0.4072,0.0071,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,16.3343,0.0094,9.4338,0.0286,0.5370,0.0054,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,15.8459,0.004,9.4416,0.0249,0.7654,0.0047,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,15.332,0.0078,9.4520,0.0462,1.0734,0.0087,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,16.5915,0.0055,9.4318,0.0324,0.4780,0.0061,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,15.5361,0.0046,9.4472,0.0344,0.9314,0.0065,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,15.2419,0.0067,9.4532,0.0492,1.1073,0.0093,0.2554,0.0006,49.7176,0.059,207.5489,0.0112,269.5022,0.0095,17.852,0.0172,9.4254,0.0478,0.2906,0.0090,0.2554,0.0006,49.7176,0.059,19.768896102905277,0.2485425323247909,19.43678855895996,0.3333609402179718,18.890979766845703,0.3330609202384949,18.886777877807617,0.3088163435459137,18.912155151367188,0.2995794713497162,18.66439247131348,0.0737780556082725,19.141433715820312,0.2919277846813202,18.53851890563965,0.0803891718387603,18.489940643310547,0.0885158330202102,18.461769104003903,0.1329652667045593,18.2488956451416,0.2586372494697571,18.316335678100582,0.2323977202177047
151766,0167m327,9564,DUP,16.83293887916162,-32.8317691155815,0.029134303,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,,,,,16.8327917,-32.8316944,26,3,01 07 19.87,-32 49 54.1,0.035194,,19.3174,18.4741,0.5201547326875124,iDR4_3_SPLUS-s25s12_0003507,1.14453880637418,373.9122,0.0496,242.7181,0.0526,17.4445,0.0198,7.3787,0.1200,0.9437,0.0204,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,18.8245,0.0979,7.4940,0.2168,0.6342,0.0419,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,18.4557,0.1127,7.4861,0.2054,0.6554,0.0394,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,18.3719,0.0944,7.4790,0.1954,0.6745,0.0372,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,18.1123,0.0723,7.4698,0.1829,0.6992,0.0345,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,17.7738,0.0431,7.4308,0.1383,0.8038,0.0245,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,17.4205,0.0217,7.3621,0.1279,0.9880,0.0224,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,17.0331,0.0486,7.2695,0.2408,1.2364,0.0477,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,17.9688,0.0272,7.4485,0.1565,0.7563,0.0286,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,17.1679,0.0283,7.3123,0.1798,1.1219,0.0344,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,17.0574,0.0457,7.2593,0.2564,1.2638,0.0510,0.9337,0.0095,-6.126,7.2623,373.9122,0.0496,242.7181,0.0526,18.968,0.0671,7.5049,0.2328,0.6051,0.0453,0.9337,0.0095,-6.126,7.2623,17.732318878173828,0.0349137298762798,17.48523712158203,0.0504010841250419,17.104167938232422,0.0585986077785491,16.928829193115234,0.0468865819275379,16.628461837768555,0.034144327044487,16.425567626953125,0.0093480180948972,16.20189666748047,0.0187644120305776,15.768115043640137,0.006261175032705,15.746624946594238,0.0070906458422541,15.435221672058104,0.0077244322746992,15.268798828125,0.015385003760457,15.250182151794434,0.0126543454825878
151766,0167m327,7828,SER,16.84741713183292,-32.8290673708472,0.028982436,414.1549,920.47723,1297.2289,1622.3225,14.970778,15.49166,15.527465,,0.8671255,0.372509,0.61531067,0.24280167,16.8474167,-32.8291111,26,4,01 07 23.38,-32 49 44.8,0.035811,,19.5974,18.7922,0.1574303699103669,iDR4_3_SPLUS-s25s12_0003871,1.14453880637418,290.0509,0.1435,196.4374,0.1029,18.7227,0.051,7.4311,0.2516,0.7636,0.0498,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,19.9699,0.2355,7.3998,0.4132,0.5730,0.0910,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,19.2784,0.2064,7.4020,0.3900,0.5860,0.0854,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,19.4244,0.2106,7.4039,0.3696,0.5978,0.0805,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,18.9452,0.1339,7.4064,0.3446,0.6130,0.0743,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,18.8129,0.0939,7.4170,0.2606,0.6774,0.0529,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,18.6196,0.0542,7.4356,0.2774,0.7909,0.0563,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,18.5071,0.1518,7.4607,0.5369,0.9440,0.1187,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,18.9464,0.0547,7.4122,0.2932,0.6481,0.0615,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,18.4629,0.0749,7.4491,0.4030,0.8734,0.0870,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,18.4905,0.135,7.4634,0.5706,0.9608,0.1266,0.6808,0.0166,72.5676,3.1468,290.0509,0.1435,196.4374,0.1029,19.7267,0.1185,7.3969,0.4462,0.5550,0.0989,0.6808,0.0166,72.5676,3.1468,17.512815475463867,0.0225855074822902,17.186861038208008,0.0302887558937072,16.951570510864258,0.0399677455425262,16.505481719970703,0.025463692843914,16.307029724121094,0.0205786135047674,15.991662979125977,0.0055511691607534,15.727572441101074,0.0103995185345411,15.160457611083984,0.0032757632434368,15.158079147338867,0.0037737702950835,14.790938377380373,0.0036284660454839,14.58268928527832,0.006710581947118,14.486468315124512,0.0050582950934767
11332,0311m750,9952,PSF,31.28981444086932,-74.88614996059573,0.046803355,47.355904,34.252953,25.84043,21.457582,21.270905,,18.055174,,-0.3516903,-0.30599594,-0.5077915,-0.20179558,31.2893333,-74.8859444,277,5,02 05 09.44,-74 53 09.4,0.0,,18.1556,18.0103,0.8669461113107261,iDR4_3_MC0138_0008574,1.22405064925279,302.047,0.056,411.4949,0.0396,19.3681,0.0374,0.8699,0.0804,2.5519,0.7603,0.1491,0.1442,24.0684,3.7808,302.047,0.056,411.4949,0.0396,19.2069,0.1427,*0.1028*,*0.0726*,4.8704,1.8480,0.1491,0.1442,24.0684,3.7808,302.047,0.056,411.4949,0.0396,18.9465,0.0935,*0.1552*,*0.0701*,4.7120,1.7636,0.1491,0.1442,24.0684,3.7808,302.047,0.056,411.4949,0.0396,18.8892,0.0700,*0.2027*,*0.0682*,4.5685,1.6876,0.1491,0.1442,24.0684,3.7808,302.047,0.056,411.4949,0.0396,18.9225,0.0589,*0.2637*,*0.0663*,4.3840,1.5907,0.1491,0.1442,24.0684,3.7808,302.047,0.056,411.4949,0.0396,19.1066,0.0476,0.5230,0.0651,3.6003,1.1951,0.1491,0.1442,24.0684,3.7808,302.047,0.056,411.4949,0.0396,19.3678,0.0416,0.9797,0.0881,2.2201,0.6766,0.1491,0.1442,24.0684,3.7808,302.047,0.056,411.4949,0.0396,19.7968,0.1578,1.5955,0.1420,0.3592,1.0529,0.1491,0.1442,24.0684,3.7808,302.047,0.056,411.4949,0.0396,19.0691,0.0325,*0.4053*,*0.0641*,3.9562,1.3709,0.1491,0.1442,24.0684,3.7808,302.047,0.056,411.4949,0.0396,19.6681,0.0667,1.3115,0.1156,1.2174,0.7272,0.1491,0.1442,24.0684,3.7808,302.047,0.056,411.4949,0.0396,19.6269,0.148,1.6633,0.1486,0.1542,1.1480,0.1491,0.1442,24.0684,3.7808,302.047,0.056,411.4949,0.0396,19.0251,1.0743,*0.0306*,*0.0766*,5.0885,1.9651,0.1491,0.1442,24.0684,3.7808,18.534113,0.035457812,18.35053,0.047325883,18.247835,0.06636052,18.091728,0.049632672,18.309067,0.05637326,18.398891,0.020351268,18.324623,0.043446817,18.636229,0.027089069,18.855274,0.035337202,18.848167,0.055908434,19.043676,0.1378236,19.305267,0.14334512
11709,0315m747,2661,PSF,31.2698883435623,-74.87465573347932,0.046873324,56.116436,40.733727,31.250546,26.019596,21.462753,23.972338,19.197666,,-0.34783936,-0.2877407,-0.4866333,-0.1988926,31.2690417,-74.8746389,277,4,02 05 04.57,-74 52 28.7,0.0,,18.1774,18.0428,0.7976035900298988,iDR4_3_MC0138_0008796,1.22405064925279,238.8744,0.0332,179.4477,0.0112,18.4133,0.1409,0.7721,0.0850,0.5932,0.2375,*0.0766*,*0.1078*,67.5611,3.0358,238.8744,0.0332,179.4477,0.0112,18.2326,0.0798,*0.0950*,*0.4077*,1.0482,1.1846,*0.0766*,*0.1078*,67.5611,3.0358,238.8744,0.0332,179.4477,0.0112,18.0002,0.0395,*0.1413*,*0.3762*,1.0171,1.1079,*0.0766*,*0.1078*,67.5611,3.0358,238.8744,0.0332,179.4477,0.0112,17.9826,0.0868,*0.1832*,*0.3478*,0.9889,1.0387,*0.0766*,*0.1078*,67.5611,3.0358,238.8744,0.0332,179.4477,0.0112,18.0648,0.1289,*0.2371*,*0.3114*,0.9527,0.9501,*0.0766*,*0.1078*,67.5611,3.0358,238.8744,0.0332,179.4477,0.0112,18.1602,0.1627,*0.4659*,*0.1598*,0.7989,0.5830,*0.0766*,*0.1078*,67.5611,3.0358,238.8744,0.0332,179.4477,0.0112,18.4507,0.2403,0.8690,0.1409,0.5281,0.2804,*0.0766*,*0.1078*,67.5611,3.0358,238.8744,0.0332,179.4477,0.0112,19.0249,0.6025,1.4124,0.5048,0.1628,1.0958,*0.0766*,*0.1078*,67.5611,3.0358,238.8744,0.0332,179.4477,0.0112,18.1514,0.1786,*0.3620*,*0.2277*,0.8688,0.7472,*0.0766*,*0.1078*,67.5611,3.0358,238.8744,0.0332,179.4477,0.0112,18.6167,0.335,1.1618,0.3345,0.3313,0.6877,*0.0766*,*0.1078*,67.5611,3.0358,238.8744,0.0332,179.4477,0.0112,18.9278,1.0186,1.4723,0.5457,0.1226,1.1950,*0.0766*,*0.1078*,67.5611,3.0358,238.8744,0.0332,179.4477,0.0112,18.3469,3.8483,*0.0313*,*0.4510*,1.0910,1.2904,*0.0766*,*0.1078*,67.5611,3.0358,18.526644,0.033174884,18.271044,0.041692164,18.054335,0.052724835,18.005075,0.043212056,18.063332,0.04274429,18.299026,0.017822605,18.212181,0.037164234,18.549883,0.023527738,18.633284,0.027242145,18.900047,0.0550626,19.283405,0.15772854,19.175877,0.11707006
11709,0315m747,1975,PSF,31.22132385598527,-74.85981012953496,0.046868652,31.489006,22.745947,17.590752,14.488115,22.29352,,18.494164,,-0.35313797,-0.27904892,-0.48972893,-0.21068001,31.2207917,-74.8597222,277,1,02 04 52.99,-74 51 35.0,0.0,,19.0133,18.3356,0.5920852383066888,iDR4_3_MC0138_0009087,1.22405064925279,301.3531,0.0354,271.1881,0.0396,19.1478,0.0448,0.8439,0.0590,4.1524,1.2153,0.1631,0.0723,57.2369,2.9724,301.3531,0.0354,271.1881,0.0396,19.0404,0.1332,*0.0882*,*0.0955*,4.5382,2.9762,0.1631,0.0723,57.2369,2.9724,301.3531,0.0354,271.1881,0.0396,18.6833,0.0785,*0.1398*,*0.0901*,4.5119,2.8150,0.1631,0.0723,57.2369,2.9724,301.3531,0.0354,271.1881,0.0396,18.8289,0.0602,*0.1866*,*0.0853*,4.4880,2.6708,0.1631,0.0723,57.2369,2.9724,301.3531,0.0354,271.1881,0.0396,18.7558,0.0504,*0.2467*,*0.0795*,4.4573,2.4883,0.1631,0.0723,57.2369,2.9724,301.3531,0.0354,271.1881,0.0396,18.9361,0.0482,0.5021,0.0601,4.3269,1.7733,0.1631,0.0723,57.2369,2.9724,301.3531,0.0354,271.1881,0.0396,19.2514,0.055,0.9520,0.0653,4.0972,1.2343,0.1631,0.0723,57.2369,2.9724,301.3531,0.0354,271.1881,0.0396,19.9934,0.2244,1.5586,0.1268,3.7876,2.6269,0.1631,0.0723,57.2369,2.9724,301.3531,0.0354,271.1881,0.0396,18.9737,0.0365,*0.3861*,*0.0676*,4.3861,2.0827,0.1631,0.0723,57.2369,2.9724,301.3531,0.0354,271.1881,0.0396,19.2279,0.0679,1.2788,0.0952,3.9304,1.8280,0.1631,0.0723,57.2369,2.9724,301.3531,0.0354,271.1881,0.0396,19.8189,0.1882,1.6254,0.1347,3.7535,2.8327,0.1631,0.0723,57.2369,2.9724,301.3531,0.0354,271.1881,0.0396,19.1089,2.5004,*0.0171*,*0.1032*,4.5745,3.2008,0.1631,0.0723,57.2369,2.9724,19.12371,0.0632444,18.764345,0.07261702,18.53035,0.091765754,18.731762,0.09272785,18.765892,0.09023419,18.809902,0.03053774,18.752443,0.067468405,19.02102,0.040740874,19.162193,0.049639966,19.28707,0.09037445,19.134563,0.16216531,20.000046,0.29437503
11709,0315m747,2122,PSF,31.23291628295148,-74.86070568971819,0.046883963,27.019127,19.803602,15.220186,12.649067,22.333103,22.061611,18.31967,14.333531,-0.3373165,-0.28581238,-0.48671532,-0.20090294,31.232625,-74.8607222,277,3,02 04 55.83,-74 51 38.6,0.0,,19.0109,19.0229,0.280239625645921,iDR4_3_MC0138_0009066,1.22405064925279,205.2822,0.0245,103.9875,0.0336,18.4477,0.0281,0.9883,0.0517,6.1373,0.9089,0.2200,0.0345,75.4438,1.733,205.2822,0.0245,103.9875,0.0336,18.2604,0.0935,*0.1100*,*0.0674*,4.3960,1.9652,0.2200,0.0345,75.4438,1.733,205.2822,0.0245,103.9875,0.0336,18.1528,0.0602,*0.1700*,*0.0632*,4.5150,1.8327,0.2200,0.0345,75.4438,1.733,205.2822,0.0245,103.9875,0.0336,17.9897,0.0442,*0.2243*,*0.0597*,4.6228,1.7147,0.2200,0.0345,75.4438,1.733,205.2822,0.0245,103.9875,0.0336,18.2078,0.0403,*0.2942*,*0.0554*,4.7613,1.5666,0.2200,0.0345,75.4438,1.733,205.2822,0.0245,103.9875,0.0336,18.2687,0.0312,0.5911,0.0437,5.3499,1.0233,0.2200,0.0345,75.4438,1.733,205.2822,0.0245,103.9875,0.0336,18.5852,0.0329,1.1139,0.0589,6.3864,1.0734,0.2200,0.0345,75.4438,1.733,205.2822,0.0245,103.9875,0.0336,18.8894,0.0914,1.8189,0.1135,7.7840,2.5516,0.2200,0.0345,75.4438,1.733,205.2822,0.0245,103.9875,0.0336,18.2889,0.0267,*0.4563*,*0.0475*,5.0826,1.2469,0.2200,0.0345,75.4438,1.733,205.2822,0.0245,103.9875,0.0336,18.6044,0.0554,1.4938,0.0866,7.1395,1.8152,0.2200,0.0345,75.4438,1.733,205.2822,0.0245,103.9875,0.0336,18.9429,0.0917,1.8965,0.1201,7.9380,2.7326,0.2200,0.0345,75.4438,1.733,205.2822,0.0245,103.9875,0.0336,18.2665,0.9931,*0.0274*,*0.0734*,4.2322,2.1508,0.2200,0.0345,75.4438,1.733,19.274086,0.06614275,18.989422,0.08115542,18.690832,0.09650581,18.916431,0.099816166,18.895756,0.09298103,19.094341,0.035965145,19.095444,0.08375283,19.224945,0.044728167,19.604956,0.067608505,19.370611,0.088810965,19.8587,0.28728217,20.210804,0.32588086
11332,0311m750,10136,PSF,31.30233561278636,-74.89927054249452,0.046709366,26.318802,20.273869,16.184969,14.085288,22.079046,,,,-0.2833233,-0.24456215,-0.3954277,-0.15086555,31.3014167,-74.8992222,277,7,02 05 12.34,-74 53 57.2,0.0,,19.7537,19.3028,0.8792097042595014,iDR4_3_MC0138_0008303,1.22405064925279,321.1596,0.032,277.2012,0.0383,18.7587,0.0454,1.1857,0.1543,*11.8506*,*2.1733*,0.3574,0.0480,-63.8472,3.1866,321.1596,0.032,277.2012,0.0383,18.7186,0.1162,*0.1294*,*0.0492*,9.8984,4.6245,0.3574,0.0480,-63.8472,3.1866,321.1596,0.032,277.2012,0.0383,18.3569,0.1026,*0.2015*,*0.0479*,*10.0318*,*4.3587*,0.3574,0.0480,-63.8472,3.1866,321.1596,0.032,277.2012,0.0383,18.4680,0.0946,*0.2669*,*0.0488*,*10.1526*,*4.1223*,0.3574,0.0480,-63.8472,3.1866,321.1596,0.032,277.2012,0.0383,18.4773,0.0866,*0.3510*,*0.0527*,*10.3080*,*3.8257*,0.3574,0.0480,-63.8472,3.1866,321.1596,0.032,277.2012,0.0383,18.6287,0.0478,0.7081,0.0892,*10.9678*,*2.7194*,0.3574,0.0480,-63.8472,3.1866,321.1596,0.032,277.2012,0.0383,18.8146,0.0473,1.3369,0.1760,*12.1299*,*2.3557*,0.3574,0.0480,-63.8472,3.1866,321.1596,0.032,277.2012,0.0383,18.8279,0.1084,2.1848,0.2999,*13.6968*,*5.0085*,0.3574,0.0480,-63.8472,3.1866,321.1596,0.032,277.2012,0.0383,18.6158,0.0669,0.5459,0.0700,*10.6681*,*3.1825*,0.3574,0.0480,-63.8472,3.1866,321.1596,0.032,277.2012,0.0383,18.9439,0.0602,1.7938,0.2424,*12.9742*,*3.5962*,0.3574,0.0480,-63.8472,3.1866,321.1596,0.032,277.2012,0.0383,19.3545,0.1882,2.2782,0.3137,*13.8695*,*5.3651*,0.3574,0.0480,-63.8472,3.1866,321.1596,0.032,277.2012,0.0383,18.8031,0.419,*0.0300*,*0.0546*,9.7148,4.9973,0.3574,0.0480,-63.8472,3.1866,19.567202,0.07771436,19.212994,0.08959467,18.97856,0.11232795,18.711315,0.07587464,18.799725,0.077532075,19.122826,0.033733297,19.083508,0.07580115,19.311909,0.044021152,19.521128,0.057035994,19.576601,0.09715226,19.580242,0.20137925,19.50959,0.154803
11709,0315m747,2107,PSF,31.23202317710591,-74.83926423428834,0.0470229,23.880783,17.76616,13.851952,11.631242,22.93385,,18.35212,15.275742,-0.32113838,-0.27020645,-0.45991898,-0.18971252,31.2315,-74.8392222,277,2,02 04 55.56,-74 50 21.2,0.0,,19.0679,18.9425,0.5152920668660401,iDR4_3_MC0138_0009497,1.22405064925279,196.6496,0.0234,485.2553,0.0731,18.999,0.0687,0.7226,0.1229,0.7117,0.5634,*0.0945*,*0.4414*,69.5905,16.4067,196.6496,0.0234,485.2553,0.0731,18.8997,0.0515,*0.0791*,*0.2120*,0.8826,1.3077,*0.0945*,*0.4414*,69.5905,16.4067,196.6496,0.0234,485.2553,0.0731,18.5943,0.0481,*0.1230*,*0.1991*,0.8709,1.2416,*0.0945*,*0.4414*,69.5905,16.4067,196.6496,0.0234,485.2553,0.0731,18.5387,0.0330,*0.1629*,*0.1878*,0.8603,1.1824,*0.0945*,*0.4414*,69.5905,16.4067,196.6496,0.0234,485.2553,0.0731,18.5243,0.0323,*0.2141*,*0.1738*,0.8467,1.1075,*0.0945*,*0.4414*,69.5905,16.4067,196.6496,0.0234,485.2553,0.0731,18.7793,0.0417,*0.4316*,*0.1261*,0.7890,0.8132,*0.0945*,*0.4414*,69.5905,16.4067,196.6496,0.0234,485.2553,0.0731,18.9904,0.0873,0.8147,0.1387,0.6873,0.5540,*0.0945*,*0.4414*,69.5905,16.4067,196.6496,0.0234,485.2553,0.0731,19.256,0.175,1.3312,0.2850,0.5502,1.0601,*0.0945*,*0.4414*,69.5905,16.4067,196.6496,0.0234,485.2553,0.0731,18.7612,0.0286,*0.3328*,*0.1447*,0.8152,0.9409,*0.0945*,*0.4414*,69.5905,16.4067,196.6496,0.0234,485.2553,0.0731,19.1699,0.1251,1.0930,0.2108,0.6134,0.7499,*0.0945*,*0.4414*,69.5905,16.4067,196.6496,0.0234,485.2553,0.0731,19.2132,0.1828,1.3881,0.3035,0.5351,1.1423,*0.0945*,*0.4414*,69.5905,16.4067,196.6496,0.0234,485.2553,0.0731,19.0745,4.8046,*0.0186*,*0.2303*,0.8987,1.3999,*0.0945*,*0.4414*,69.5905,16.4067,19.304518,0.0571269,19.331354,0.091782615,19.052866,0.11114668,18.966627,0.08696147,18.967346,0.0822905,19.207794,0.03327837,19.348843,0.08711097,19.4296,0.044496413,19.604208,0.05583933,19.996977,0.12874974,19.92126,0.24829434,19.93427,0.20597638
11709,0315m747,3018,PSF,31.29326848028049,-74.82789735280632,0.047581524,35.5742,26.61665,20.65037,17.492197,24.704435,,19.514965,14.925191,-0.31495476,-0.2755642,-0.4557724,-0.1802082,31.2932917,-74.8278333,277,6,02 05 10.39,-74 49 40.2,0.0,,19.0302,18.809,0.2316255964651938,iDR4_3_MC0138_0009706,1.22405064925279,184.5951,0.0501,17.9916,0.106,19.1341,0.1231,0.6042,0.1269,2.9755,1.6272,*0.0690*,*0.0927*,70.3865,7.4918,184.5951,0.0501,17.9916,0.106,19.1743,0.5179,*0.0765*,*0.1204*,5.7115,3.0278,*0.0690*,*0.0927*,70.3865,7.4918,184.5951,0.0501,17.9916,0.106,18.8655,0.3228,*0.1126*,*0.1194*,5.5246,2.9289,*0.0690*,*0.0927*,70.3865,7.4918,184.5951,0.0501,17.9916,0.106,18.6361,0.2230,*0.1452*,*0.1187*,5.3552,2.8396,*0.0690*,*0.0927*,70.3865,7.4918,184.5951,0.0501,17.9916,0.106,18.7921,0.146,*0.1872*,*0.1180*,5.1375,2.7251,*0.0690*,*0.0927*,70.3865,7.4918,184.5951,0.0501,17.9916,0.106,18.9159,0.0669,*0.3656*,*0.1184*,4.2126,2.2446,*0.0690*,*0.0927*,70.3865,7.4918,184.5951,0.0501,17.9916,0.106,19.2205,0.1406,0.6797,0.1313,2.5840,1.4432,*0.0690*,*0.0927*,70.3865,7.4918,184.5951,0.0501,17.9916,0.106,19.6103,0.3073,1.1032,0.1665,0.3879,0.7889,*0.0690*,*0.0927*,70.3865,7.4918,184.5951,0.0501,17.9916,0.106,18.9449,0.0571,*0.2846*,*0.1176*,4.6327,2.4616,*0.0690*,*0.0927*,70.3865,7.4918,184.5951,0.0501,17.9916,0.106,19.4342,0.1797,0.9079,0.1484,1.4007,0.9673,*0.0690*,*0.0927*,70.3865,7.4918,184.5951,0.0501,17.9916,0.106,19.5697,0.3286,1.1499,0.1712,0.1460,0.7992,*0.0690*,*0.0927*,70.3865,7.4918,184.5951,0.0501,17.9916,0.106,19.3584,1.8963,*0.0269*,*0.1221*,5.9688,3.1642,*0.0690*,*0.0927*,70.3865,7.4918,19.146547,0.05630683,18.975746,0.07656278,18.554363,0.08083142,18.493784,0.06488639,18.534573,0.06334361,18.812628,0.026690977,18.842674,0.06283502,19.086748,0.036981557,19.136364,0.04162192,19.323675,0.07874848,19.532381,0.19658521,19.552475,0.16422337
