Group,Gal,zmemb,ra,dec,logSFR_NUV,logSFR_FUV,RE_g,n_g,RE_r,n_r,RE_i,n_i,RE_z,n_z,e_RE_g,e_n_g,e_RE_r,e_n_r,e_RE_i,e_n_i,e_RE_z,e_n_z,m_g_corrected,m_r_corrected,m_i_corrected,m_z_corrected,ebv,e_mag_g,e_mag_r,e_mag_i,e_mag_z,FUV_corrected,NUV_corrected
67,3,0.075992,71.10617325880328,-21.86501550591355,0.967164634051759,1.0058869532121655,14.9718,0.7501,14.5802,0.8468,14.2066,0.9391,13.8021,1.039,0.0087,0.0012,0.0054,7.0E-4,0.0069,0.001,0.0117,0.0018,17.619933928372145,16.80311879221869,16.41944920413906,16.169774794924088,0.05540152,8.741910395499037E-4,5.790501125414132E-4,7.693147493366382E-4,9.352976097898966E-4,19.87634182530544,19.61639403519151
67,2,0.075992,71.08374050309193,-21.87837950419339,1.0945275849586125,1.139335860110915,3.7449,2.285,3.7307,2.2164,3.7172,2.151,3.7026,2.0802,0.0053,0.0111,0.0035,0.0052,0.0049,0.0072,0.0082,0.0144,18.40933450440824,18.004932899572214,17.69339955436442,17.636886622008806,0.055256926,0.0012219381898932067,9.687689349998593E-4,0.0012906160678505794,0.0019454834417941811,19.853773723774935,19.645410025542507
67,4,0.075992,71.12449448156778,-21.87924339533691,0.6283995283965833,0.4321998141916108,11.3742,1.3978,11.7379,2.1379,12.0849,2.844,12.4605,3.6085,0.0144,0.0031,0.0114,0.0024,0.0206,0.0044,0.0339,0.0073,17.43957924594747,16.7198492162304,16.302154097376352,16.105125362696658,0.056838658,9.919236563058183E-4,7.027093659029795E-4,8.049143692319523E-4,0.0011411687491313563,19.909316938195527,19.2585895050439
67,1,0.075992,71.07582040865003,-21.87990448550879,1.7000353097890102,1.7426504104374363,8.1274,1.8729,7.9062,1.5917,7.6952,1.3234,7.4668,1.0329,0.0061,0.0023,0.0038,0.0013,0.0036,0.0011,0.0057,0.0019,20.37216693457805,19.003197025461215,18.470445221749735,18.031404332265407,0.05503123,0.005908787186048791,0.001953238264626593,0.0019133647226461865,0.0023773969433823596,19.886016904425237,18.865175026236294
69,2,0.079085,76.1235594281997,-18.71315542993489,0.6070640635075151,0.6685681873944702,10.4026,1.2838,10.2159,1.4005,10.0378,1.5119,9.845,1.6325,0.0412,0.008,0.0292,0.0054,0.0492,0.0094,0.082,0.0159,18.70300918161408,18.460739252439176,18.21726399430227,18.253941663002824,0.05624637,0.0017479544350206112,0.0018169730069729124,0.0025778520820113502,0.004714830908102621,19.40502722665542,19.3985593887336
69,1,0.079085,76.119033695372,-18.67883717310202,1.4822767860303347,1.4902629266271763,17.1928,0.9596,17.3441,1.2756,17.4884,1.5771,17.6446,1.9035,0.0074,8.0E-4,0.0044,5.0E-4,0.0069,7.0E-4,0.0122,0.0012,16.007514748139755,15.292860967565943,14.918407106314433,14.71858861534969,0.056397155,3.6149945489363306E-4,2.6046803429348095E-4,2.784669475960158E-4,3.8403429735802465E-4,18.196514614142142,17.710492393463962
69,3,0.079085,76.12872756807623,-18.69552750239949,1.5202103186267362,1.5746292820424177,23.5829,0.7156,23.4576,0.774,23.338,0.8297,23.2086,0.89,0.0668,0.0037,0.0485,0.0023,0.0779,0.0041,0.128,0.0072,18.21333144238984,17.830432508642165,17.578126912223837,17.561224569958576,0.057008445,0.0020916602725679473,0.002100071728960391,0.0030025348070268887,0.005485648624929851,18.82304951025193,18.921070724533966
72,3,0.03368,97.22231387110172,-69.69733218703982,,0.8547668187611865,31.3093,0.8973,34.0784,1.3213,36.7206,1.7259,39.5807,2.1638,0.0899,0.0044,0.0852,0.0037,0.1471,0.006,0.2321,0.0094,,,,,0.08792646,Infinity,Infinity,Infinity,Infinity,17.085920467579967,
72,4,0.03368,97.22345319052988,-69.68528612598803,0.6206202877150222,0.44600979033124766,27.8342,1.6032,28.6603,1.6346,29.4486,1.6645,30.3018,1.697,0.1842,0.0122,0.1154,0.0077,0.1533,0.0086,0.2596,0.0141,15.835522820454615,15.354561290786807,15.13952682669283,15.004126103936038,0.08825557,7.436019379396035E-4,6.185104949320713E-4,6.629579647335804E-4,7.540077302923473E-4,18.107813038654808,17.51105864755617
74,1,0.106065,128.6624563525526,15.76384033243654,0.4221512890472283,0.6569438114500592,10.8291,0.9878,10.7234,1.1214,10.6225,1.2488,10.5134,1.3868,0.0412,0.0066,0.0262,0.004,0.0383,0.0062,0.065,0.0108,21.6010975355602,21.35371514282164,21.066282591269324,21.44936012046131,0.036841176,0.029692962034671738,0.038535943423150885,0.06488803524983693,0.10240831561092895,20.07147805321805,20.498231211585928
74,4,0.231664,128.7059611543737,15.79771320620018,1.814641621405574,1.8479178591354533,1.6241,2.7455,1.6449,3.5414,1.6648,4.3008,1.6863,5.1229,0.0095,0.0595,0.006,0.0407,0.0081,0.0669,0.0136,0.1123,18.733206456214077,17.947306313512588,17.548277303353238,17.45395138898857,0.03672075,0.001998966268336403,0.002044012294498835,0.001953700659261741,0.002026703390978506,19.69264333120277,19.489512820385592
74,3,0.10596,128.6843710942975,15.79049411645369,1.193902920547469,1.2428467861748391,7.5859,1.5324,7.4107,1.6237,7.2434,1.7107,7.0624,1.805,0.0179,0.0066,0.0111,0.004,0.0151,0.0055,0.0258,0.0094,21.314473042180293,20.94005752336424,20.740585258251343,20.842134528803605,0.03737228,0.015775266545202133,0.01831323983471611,0.02893729662357899,0.037654479800971974,20.117520556254433,20.06705989482119
74,2,0.105406,128.6674180043287,15.78626723646112,1.7441192703610255,1.7815370198926885,21.2772,7.7355,20.8978,7.4225,20.5358,7.1238,20.144,6.8005,0.1772,0.0341,0.1149,0.0217,0.1129,0.0197,0.1757,0.0306,16.592008003182432,15.861326631644916,15.412568042553715,15.259566754016449,0.037424065,7.935813359952648E-4,7.871189057622744E-4,6.022896512190622E-4,7.076456361776933E-4,19.180841549040153,18.688146168705217
75,4,0.029043,129.7310932089061,1.412784557146267,-0.4023591934139681,-0.3608307414356524,18.9108,0.6782,19.2911,0.7177,19.6539,0.7554,20.0467,0.7963,0.0799,0.006,0.0399,0.0026,0.0863,0.0064,0.1589,0.0121,18.121590674596874,17.63366821960818,17.42563057087109,17.30837802949653,0.055550557,0.002853483728971462,0.0013777779010700664,0.008503122179879023,0.008507222068631755,19.803261328150146,19.746854310456744
75,1,0.029043,129.7108345362294,1.404989034976722,0.6930493990660338,0.6750198954636399,22.6982,1.7734,23.3369,1.8323,23.9463,1.8886,24.606,1.9495,0.0258,0.0022,0.0154,0.0013,0.0325,0.0026,0.0574,0.0045,15.814401695406326,15.562588836917143,15.307841631259414,15.282925495309941,0.05517295,4.385575457776174E-4,2.6989147538525045E-4,0.001326725046576559,9.752086085496293E-4,16.981317508167617,16.713100490450934
75,3,0.029274,129.718088653798,1.399198747685501,1.180506144355208,1.2164003403969925,14.9263,4.7172,12.7513,4.198,10.6759,3.7027,8.4294,3.1665,0.0147,0.0042,0.0093,0.0026,0.0084,0.003,0.0132,0.005,15.46270253138743,14.797756346531036,14.497026853178825,14.322995798746138,0.05535798,3.4101088796943224E-4,1.693990802057393E-4,6.964637471852148E-4,4.4484032144187453E-4,18.864402300353422,17.715430694402112
77,4,0.063449,137.1821683729567,30.89134443978931,,1.147061096607521,2.0148,5.9743,7.3255,6.1815,0.0,0.0,17.8778,6.5932,0.0155,0.0958,0.6228,0.2688,0.0,0.0,1.8607,0.7575,,,,,0.028093811,Infinity,Infinity,Infinity,Infinity,17.730448267346564,
77,1,0.062972,137.1614682167713,30.88936418749903,0.4731315112740013,0.41925149326823785,7.8405,1.7375,7.8012,1.8725,0.0,0.0,7.7232,2.1408,0.0322,0.0113,0.0334,0.0112,0.0,0.0,0.0902,0.0312,17.84255083320483,17.356336000189245,,17.006860056334535,0.028247949,0.0010906041312076524,0.0015453563406310235,Infinity,0.0024651013943893887,19.533585801063534,19.238657608409923
77,2,0.06384,137.1623837628655,30.87827335513489,0.6841145756571656,0.6924492759560774,10.5729,2.1575,10.3821,2.3469,0.0,0.0,10.0031,2.7233,0.0456,0.0129,0.0469,0.013,0.0,0.0,0.1271,0.0362,17.528550546929367,17.079653292027498,,16.731738283733968,0.027906865,0.0010248107204609111,0.0014693780026494435,Infinity,0.002396918068955689,19.196742929700996,18.916992397155415
79,4,0.039894,143.0551904226769,15.98970612539843,0.3423915745005992,0.36223136736683514,22.1808,0.6324,21.1852,0.7479,20.2352,0.8581,19.2068,0.9773,0.0138,0.0013,0.009,8.0E-4,0.0115,0.0012,0.0188,0.0021,17.108476594510506,16.398567790940632,16.037838877296863,15.80521831470609,0.03822261,0.0010807550088555258,0.0010011491352323566,0.0014949699145439623,0.0011168047582870316,19.60017711671455,19.219647511715355
79,3,0.039894,143.0456006879086,15.98871735974647,0.6076625812681531,0.49869888992430766,38.6081,1.4906,39.5352,1.7928,40.4198,2.0812,41.3774,2.3934,0.0867,0.0035,0.0708,0.0028,0.1195,0.0047,0.1927,0.0077,16.623657775536117,16.151227557546004,15.867181265670437,15.76773733733958,0.03859613,0.0014137478350707757,0.0015735241875910464,0.0018041289254057452,0.0024992755024646177,18.34376779220928,17.91113041621046
79,2,0.040148,143.0317518534595,15.99813279206816,0.6766222763732337,0.6446205314529685,25.5315,1.6371,24.6076,1.8613,23.726,2.0752,22.7718,2.3068,0.051,0.0036,0.0373,0.0027,0.06,0.0048,0.0986,0.0078,16.55243564348987,16.147669390339082,15.878141835497201,15.824195523853357,0.039178833,0.001251444548552141,0.0014359801033307438,0.0016147010779436128,0.0022499303716798516,17.992745349101256,17.752512839161387
79,1,0.040354,143.0164322817605,16.01371716945271,0.025369152355764868,0.042839541066959086,10.8939,0.4534,11.317,0.5661,11.7206,0.6737,12.1575,0.7901,0.019,0.0028,0.0174,0.002,0.0256,0.0035,0.0385,0.0057,18.092739609588453,17.707590228796036,17.517989299413074,17.42715793922226,0.039790135,0.002731458738314825,0.003629082818791334,0.003238435037445621,0.005429904335881713,19.519366277738197,19.39025570971754
81,2,0.098052,146.1286498642796,28.54031347010365,0.7395418044969055,0.5936128906484299,15.7218,1.0799,15.2875,1.2723,14.8732,1.4558,14.4248,1.6544,0.0669,0.0076,0.0387,0.0044,0.0536,0.0063,0.0949,0.0111,17.96990670129311,17.249528677071936,16.86475960106663,16.692643925794318,0.021510258,0.003265867490708365,0.0028365263457240894,0.0027915048360183147,0.0038854097377441655,20.059227156455986,19.534176724195593
81,3,0.052644,146.1387653927208,28.53417230557005,0.2714223803619724,0.3552920598371543,21.666,1.0857,21.9445,1.1708,22.2102,1.252,22.4979,1.3399,0.0945,0.007,0.0595,0.0042,0.092,0.0062,0.1578,0.0109,21.869138179147225,21.94051119141229,22.22508438966527,23.14645056433302,0.021683449,0.0376898465033948,0.05328610138708726,0.08337985756341545,0.3197123594763724,19.304491353014836,19.353937404063586
81,1,0.098052,146.1252659379537,28.53480709878931,0.888503115938903,0.8779280876031947,22.299,0.1041,21.8126,0.168,21.3484,0.2289,20.8461,0.2949,0.05,0.0039,0.0395,0.0024,0.059,0.0041,0.0931,0.0072,18.778493261777726,18.574324796851162,18.30443232035218,18.430424868132803,0.021739794,0.004812895160667601,0.005824243089264609,0.0073769058085489045,0.014430692088137458,19.348439164069074,19.161773445590597
85,3,0.022012,153.2552584410947,17.03427513335899,1.4496666996005452,1.4918306905575047,41.6149,0.9702,40.1949,1.0876,38.84,1.1995,37.3733,1.3207,0.0127,5.0E-4,0.0087,4.0E-4,0.0094,4.0E-4,0.0143,6.0E-4,14.159676761005413,13.384172783725397,13.023103710683067,12.778985826926661,0.032711726,2.3586471855277933E-4,2.196327729151255E-4,1.7352674108076324E-4,1.968763323579079E-4,17.607580122394523,16.70080440402234
85,2,0.022,153.2432671688487,17.03079459778517,0.05325333047822767,0.0011323051993663569,35.1355,0.6009,34.715,0.7188,34.3138,0.8312,33.8795,0.9529,0.0241,0.0013,0.0172,8.0E-4,0.0234,0.0012,0.0374,0.002,16.144277822541515,15.623123788471299,15.35155541163862,15.22364967913598,0.03277961,6.603963748459319E-4,7.31070235895995E-4,6.599822688277452E-4,8.462184969626772E-4,18.268166556203905,17.742312445155672
85,4,0.022102,153.2742230933507,17.04376906687544,-0.11573929662480609,-0.14066715006972785,18.7138,1.5655,19.5235,1.6151,20.2961,1.6625,21.1324,1.7139,0.0246,0.0027,0.0156,0.0018,0.0227,0.0022,0.0386,0.0036,16.207088119179957,15.65805998351468,15.391914569768634,15.268702180102476,0.0326991,6.635678320534188E-4,6.962663295725069E-4,6.397437882699137E-4,8.206200239922875E-4,19.131157233804487,18.534173547341265
88,1,0.115493,155.93016937439643,33.42009694413524,0.5389706043710589,0.6830970308661612,8.9741,0.8713,8.9497,0.9158,0.0,0.0,8.9011,1.0044,0.0405,0.0072,0.035,0.0061,0.0,0.0,0.0906,0.017,19.261512212655685,18.900484868854385,-1.142970299562711E11,18.652683360090453,0.025512,0.008665451578516158,0.01321312956246226,,0.012508404716764602,20.191012835943656,20.391100754542204
88,3,0.115493,155.94277343085915,33.41409223936866,1.333236880416047,1.3477055017367636,6.1909,1.5032,6.0263,1.7362,0.0,0.0,5.699,2.1991,0.0071,0.0039,0.0051,0.0028,0.0,0.0,0.0134,0.0077,17.69375311296797,17.014247775958644,-1.1423989052363594E11,16.490621872095772,0.025336,0.0015563202582116159,0.0019264813577865613,,0.0014208720761494736,19.98888815285621,19.28172105530533
88,2,0.11571,155.93727781519456,33.41405137073238,0.7132879191119752,0.7268916041398246,5.5881,1.1573,5.5705,1.3708,0.0,0.0,5.5356,1.7949,0.0064,0.0034,0.0047,0.0024,0.0,0.0,0.012,0.0063,18.02853506764716,17.353103367476283,-1.1440857040477448E11,16.85943318934009,0.025377,0.0020961385674754867,0.002957972719250068,,0.0018072496128490054,19.911589515170498,19.799195661912265
88,4,0.124611,155.9664835835643,33.40516276013409,1.0070844126094798,0.9941142949520785,9.2471,0.6492,9.1845,0.8934,0.0,0.0,9.06,1.3785,0.0068,0.0013,0.0059,0.0011,0.0,0.0,0.0159,0.0033,17.721630929230834,17.03542303849003,-1.2065826292401358E11,16.554813533322214,0.024761,0.001729631243347811,0.002182097633996879,,0.0015308351827447743,19.620059246129323,19.28735660407181
89,1,0.240906,157.0206666929759,31.23020816330698,1.4895914738684386,1.3544183278825823,20.8484,0.3751,20.7371,0.4276,0.0,0.0,20.5159,0.5319,0.0203,0.0018,0.0181,0.0015,0.0,0.0,0.0502,0.0047,17.725668700125265,17.14602293839717,,16.964400810951567,0.019625831,0.001669941572471449,0.0015703312623486351,Infinity,0.004667962643150612,19.22267679317484,18.755162467023634
89,3,0.240906,157.0303310450496,31.22960425904854,1.625525828816702,1.7297559219387626,2.5558,4.0499,2.4706,3.9667,0.0,0.0,2.3015,3.8015,0.0223,0.1153,0.0138,0.07,0.0,0.0,0.0327,0.1579,19.533386510217866,18.632641149253633,,18.14526330365832,0.019521337,0.003638932202834161,0.0024569062224797478,Infinity,0.004986527451194606,19.259202643811005,19.89038129118914
89,4,0.044971,157.034626533431,31.20686057030345,0.29105359255344077,0.2635592379941869,12.9784,1.2649,12.9334,1.2524,0.0,0.0,12.8439,1.2275,0.0216,0.0033,0.0182,0.0025,0.0,0.0,0.0517,0.0073,17.656483664148784,17.40460587798997,,17.20925201548886,0.018932596,0.0013529515307092077,0.0013769449394312873,Infinity,0.0035308591165617137,19.619826828161077,19.025820206440212
89,2,0.240906,157.0207094719814,31.19713507979533,1.3662815448539316,1.2907613882373834,4.6442,1.0215,4.6299,1.0732,0.0,0.0,4.6013,1.176,0.0159,0.0126,0.0139,0.0106,0.0,0.0,0.0379,0.0288,19.38104239989025,18.835895062611616,,18.634746861807276,0.018813742,0.0032588283517495944,0.003343075188808959,Infinity,0.00818352652265138,20.268311713064872,19.919283173884295
90,4,0.043596,160.1178137831449,24.23412248992252,0.8536695603782416,0.8591319324320352,44.7036,2.428,41.2284,2.6892,37.9126,2.9384,34.3232,3.2081,0.0926,0.0046,0.0597,0.003,0.0632,0.0036,0.1008,0.0059,15.859673531173726,15.18105609536144,14.824674049013964,14.602890946945015,0.022839496,8.674324499840576E-4,9.513654323045779E-4,5.657098112836991E-4,0.001092202803348292,18.146893427361157,17.77428676745716
90,2,0.043596,160.0996401426918,24.23677740509459,0.32915997370091254,0.36727751188356095,11.8934,0.4534,11.4152,0.5305,10.9589,0.6041,10.465,0.6838,0.0423,0.0075,0.0286,0.0043,0.0315,0.005,0.0488,0.0088,18.391994776197674,17.982727936802657,17.658368371058355,17.597280407737873,0.022828387,0.004590244605296279,0.005256205982252956,0.0029120533060432796,0.008685503159077233,19.879662777050655,19.71753974846318
90,3,0.04348,160.105463817595,24.22891625645232,0.06234338523106153,0.07681572495629929,6.4243,4.7524,8.9745,4.8767,11.4077,4.9954,14.0416,5.1238,0.0498,0.0304,0.0564,0.0228,0.0935,0.0233,0.1418,0.032,17.780757958055748,17.31919334464641,17.10316552254894,16.994299307577784,0.022847438,0.001743267310544615,0.0017462992426897038,0.0017037178898784314,0.0021288328661464156,20.035027219955953,19.763306333739862
90,1,0.111183,160.0979346994472,24.218117062578,0.7040552281421366,0.6622027218896616,5.5287,0.6178,5.3369,0.7577,5.154,0.8911,4.9559,1.0356,0.0067,0.0038,0.0045,0.0025,0.0055,0.0032,0.0087,0.0054,21.13533447632176,21.09883815771958,20.732985623967572,21.372003208598375,0.022866905,0.01737561714809058,0.02962295171496327,0.028176762944179413,0.06456085923634802,19.902496270965738,19.525988558988555
91,1,0.022068,161.0694624321164,2.787771575071178,-0.1477391404868449,-0.21113033626037492,14.5551,2.2223,14.0642,2.5248,13.5959,2.8134,13.0889,3.1258,0.0109,0.0021,0.0063,0.0011,0.0091,0.0018,0.0162,0.0032,15.779178024264906,15.134582150483146,14.828900261731519,14.645164556669066,0.037806675,3.9995795154803654E-4,3.623491165725369E-4,3.880196758040604E-4,4.896754055937627E-4,18.781855803937077,18.209110738479435
91,4,0.021862,161.0886590441903,2.793372537284227,0.477329125258132,0.5098082544195002,46.6176,0.5345,43.4413,0.7029,40.4107,0.8636,37.13,1.0376,0.0129,5.0E-4,0.0086,3.0E-4,0.0104,5.0E-4,0.0169,8.0E-4,15.76261863986201,14.968628263761824,14.547822233612317,14.261980092439092,0.037751343,4.4833040967318224E-4,3.7501090619599173E-4,3.8523812349839786E-4,4.8722091750423525E-4,18.403199822271162,18.025539961160515
91,3,0.101,161.0837845321902,2.805499092512202,2.31663445426652,2.365058445392421,5.8679,8.9483,5.1188,8.2599,4.4041,7.6029,3.6304,6.8918,0.03,0.0492,0.0189,0.0317,0.0156,0.0326,0.0238,0.0517,16.982119711491254,16.562629738373108,16.178387813906234,16.095995217495915,0.037757788,6.622627978434474E-4,6.601077893091072E-4,7.360463926759718E-4,8.603300628022486E-4,18.975469923226104,18.315377192651948
91,2,0.02192,161.074430010559,2.801448483886973,,-0.3368498577415462,10.0695,0.9339,9.5703,1.2187,9.094,1.4905,8.5784,1.7847,0.0096,0.0019,0.0068,0.0015,0.0104,0.0025,0.0169,0.0042,,,,,0.037762705,Infinity,Infinity,Infinity,Infinity,19.132304493760397,
93,1,0.0364,161.7856875878521,-2.358856722769892,,0.24718958554848847,46.945,2.1612,50.2296,2.5888,53.3635,2.9969,56.756,3.4386,0.0397,0.0016,0.0298,0.0011,0.0486,0.0017,0.0793,0.0028,,,,,0.042180613,Infinity,Infinity,Infinity,Infinity,18.773510054718916,
93,3,0.036855,161.8018864878908,-2.332915819015037,0.471168494824715,0.44053325595907644,20.1884,0.7568,20.3272,0.8315,20.4597,0.9027,20.6031,0.9799,0.0089,7.0E-4,0.0076,5.0E-4,0.0117,8.0E-4,0.0182,0.0014,16.180210506646326,15.712743397007014,15.441125670025867,15.356156340571662,0.0427374,5.114477133035429E-4,5.736982924914961E-4,9.79408209945138E-4,8.505988984841032E-4,18.03108517090339,17.718405200140314
93,2,0.0715,161.7988142070167,-2.311209411369505,0.7158860820967821,0.6249044199957048,17.002,0.6564,17.0367,0.8144,17.0698,0.9651,17.1057,1.1283,0.012,0.0012,0.0104,8.0E-4,0.0158,0.0014,0.0245,0.0024,16.966479293278063,16.431354358506415,16.105515021326756,16.005108606513723,0.043063596,8.22398400870055E-4,9.156801189329766E-4,0.001237972958866244,0.001340710225980916,19.517175661288434,18.65182976789153
95,1,0.062221,164.8595290461594,4.430497689710559,0.9518340408475066,0.9394504276206632,29.9602,1.2839,30.4112,1.5142,30.8416,1.734,31.3074,1.9719,0.0288,0.0016,0.0175,9.0E-4,0.0233,0.0011,0.0402,0.002,16.31075527700279,15.575934695656787,15.213383947403129,14.99925641131273,0.052647676,8.337772705855867E-4,8.150224604070684E-4,5.16553138037272E-4,0.0010333760125838518,18.55883593355191,18.108743849203712
95,3,0.062221,164.8665143237579,4.450992052653255,0.6345393049958563,0.7026370552862335,17.557,0.599,16.9381,0.7445,16.3476,0.8833,15.7084,1.0335,0.0434,0.0056,0.0269,0.0032,0.0343,0.0046,0.0582,0.0081,18.75236391228237,18.231283648790644,17.942714742659096,17.837667763921274,0.05205103,0.00352790791312028,0.0034758137002824647,0.002552136732061131,0.00573119072558961,19.897115395108703,20.3440448316255
95,2,0.062221,164.8642379200843,4.444907233463884,0.38745215310254544,0.3563608990357192,20.8905,1.0457,19.8116,1.16,18.7822,1.2691,17.6679,1.3872,0.0476,0.004,0.0303,0.0024,0.0354,0.0031,0.0583,0.0054,17.87637092519929,17.296437187812316,16.96940139105935,16.83102643920298,0.052236687,0.0021528977672264048,0.002076173817474374,0.001510824215753558,0.0030590323067410086,19.19198362637237,18.938507934101573
96,4,0.028677,165.3026356518377,16.72426358807883,0.49719304255055263,0.42677256873332503,39.5356,0.9795,37.9019,1.0569,36.3432,1.1307,34.6558,1.2106,0.0429,0.0015,0.0294,0.001,0.0315,0.0011,0.0478,0.0018,15.210015239178645,14.581255978545919,14.272087049253429,14.091550635989885,0.019108232,5.889895994472936E-4,6.225730769315954E-4,4.913964604418379E-4,6.57391465197622E-4,17.634783837658297,17.085933554107346
96,3,0.028677,165.2900877920556,16.75221064756445,-0.5019552685381807,-0.5528210777876001,11.6248,1.4997,11.2722,1.6503,10.9357,1.794,10.5714,1.9495,0.153,0.0252,0.1067,0.0178,0.1602,0.0287,0.2636,0.0476,18.735276906754944,18.34492512389701,18.0418020384547,17.993307342593894,0.019011,0.004149887206534187,0.005616169613900498,0.005617502673633301,0.00743168341261728,20.255698376446638,19.968305705683896
96,2,0.028677,165.2834657745998,16.73486998596282,-0.3942699484349692,-0.43478119113878755,27.0346,1.2474,26.3721,1.1829,25.74,1.1214,25.0558,1.0547,0.3126,0.0153,0.2031,0.0094,0.2778,0.0138,0.4636,0.0237,18.39565905055122,18.083918196100363,17.89238687915203,17.858163253770115,0.019123863,0.0046855000173393006,0.006549425298787365,0.008047176549801053,0.01078425689989717,19.960598659824615,19.699092405425866
97,2,0.109852,167.5168502117463,-1.004677110111772,1.4231782167041853,1.4469489126410675,4.9789,1.4324,4.8736,1.406,4.7732,1.3808,4.6644,1.3535,0.0106,0.008,0.0071,0.0049,0.0079,0.005,0.0125,0.0085,20.88243218465297,20.625147550204133,20.43545412410312,20.820916749031603,0.037206035,0.03512175461788871,0.032440248000772706,0.05133766861325516,0.08631370214864452,20.043826247072168,19.267549594522837
97,1,0.1085,167.5127542218795,-1.005626684312333,0.6668533140452588,0.6794375315056875,7.0635,1.4256,6.688,1.6471,6.3298,1.8585,5.942,2.0873,0.0155,0.0064,0.0098,0.0037,0.0108,0.0044,0.0176,0.0078,17.99413564501601,17.14723160904282,16.69059128025543,16.46374382895032,0.03710507,0.002116697743201887,0.0013863985530549344,0.0012041979129283715,0.0015499712134013411,19.9218383206584,19.796641600558093
97,4,0.109852,167.5390798010606,-1.013468111430023,1.7046289623241115,1.7510054031097742,10.9603,1.1703,10.7792,1.5688,10.6064,1.949,10.4194,2.3606,0.0175,0.0035,0.0107,0.0022,0.0169,0.0037,0.0293,0.0063,17.522783745528873,16.763868294837938,16.33588737766302,16.155955343590897,0.037153237,0.0015175222788079653,0.0010855182898938138,0.001275086003786093,0.0014345139121465227,19.770425654795226,19.405662222070152
97,3,0.109589,167.5261035286813,-1.021252338016023,1.2498056775716861,1.3033253327150955,3.5769,1.0195,3.2702,1.2239,2.9776,1.419,2.6608,1.6302,0.0074,0.0109,0.0054,0.0052,0.0055,0.0074,0.0077,0.0145,18.430725291834875,18.079456086662766,17.520880580990802,17.55813869719204,0.036855802,0.002431347691352348,0.002237771716499652,0.0014838921818200316,0.002619897706497866,19.384195837713307,19.494121551308318
98,3,0.048454,168.002160282404,29.40591666699664,0.07912431641867457,-0.08964858847113533,15.9862,0.6852,15.5081,0.7367,15.052,0.7858,14.5582,0.8389,0.0186,0.0019,0.0122,0.0012,0.0148,0.0016,0.0241,0.0027,17.66682517118036,16.91145621612702,16.578276090532345,16.365830364176464,0.028941227,0.0017044086799911592,0.001559283189776861,0.0015677860667081696,0.0025167937901911246,20.23674674638454,19.65458633652081
98,1,0.048454,167.9824744936344,29.43309680026038,0.4933160151553171,0.5094378826853756,9.9552,1.1845,10.0063,1.5316,10.055,1.8628,10.1077,2.2213,0.0344,0.0081,0.0301,0.0072,0.0503,0.012,0.0798,0.019,18.38346209624382,18.137663644045833,17.815377286959002,17.83887143007107,0.029222382,0.002921086424188365,0.00379174941865658,0.00288657923600566,0.007406206857033119,20.100437878589506,19.46965707874015
98,2,0.028823,167.9983969039964,29.42771908085983,0.20394342396870613,0.045237141330051855,20.9136,1.1003,19.8569,1.2097,18.8486,1.314,17.7571,1.427,0.0208,0.0016,0.0126,9.0E-4,0.017,0.0013,0.0292,0.0024,16.5391757980112,16.001005578015036,15.715074026902808,15.575871059423697,0.029173618,0.001033890936889036,9.78502331754569E-4,8.894755142864351E-4,0.0017798202902402564,18.771580155717537,18.2145863014817
98,4,0.033857,168.0198611603887,29.40156252050033,-0.08665926211399366,-0.06170959053888936,13.9051,1.069,13.7931,1.0606,13.6862,1.0526,13.5705,1.0439,0.0317,0.0042,0.0218,0.0024,0.033,0.0038,0.0545,0.0067,18.09968546099294,17.760972625211693,17.575395234625887,17.522272615777403,0.02899991,0.002189361301241939,0.0026318554066225193,0.003090746658064784,0.005620528817049825,19.38849344432116,19.29063947561971
100,1,0.060382,169.4989741521495,30.5481299308621,0.11541326466257118,-0.045152541840199234,23.2871,0.8515,23.2014,0.9252,0.0,0.0,23.0313,1.0715,0.0344,0.0025,0.0334,0.0022,0.0,0.0,0.08,0.0058,17.563368818439333,17.13136328957552,,16.797392668356782,0.014530996,0.00160858430014961,0.00234918117794824,Infinity,0.0030525345900477784,19.704573849667725,19.166019741244526
100,2,0.024726,169.5035696181568,30.54045052288772,0.18615867119019924,0.22968687941460608,5.2821,1.0314,5.3669,1.1396,0.0,0.0,5.5356,1.3546,0.0056,0.0037,0.0043,0.0025,0.0,0.0,0.0106,0.0064,17.875306212207413,17.379420007852826,,16.99862573998822,0.014548471,0.0014171628105180713,0.0015803675984052475,Infinity,0.0017578414692407099,19.792004667212588,19.516294091551806
100,3,0.082091,169.5256052218398,30.53044278003313,0.3015091186981049,0.095012997704222,5.7055,1.201,5.4126,1.3838,0.0,0.0,4.8304,1.7468,0.0059,0.0033,0.0045,0.0025,0.0,0.0,0.0095,0.0066,17.89253311803205,17.20107317790937,,16.682797507576776,0.014795836,0.0011610081075625917,0.001234179034472488,Infinity,0.0012821726123656465,19.845881650540466,19.261010476665728
