Group,Gal,zmemb,ra,dec,logSFR_NUV,logSFR_FUV,RE_g,n_g,RE_r,n_r,RE_i,n_i,RE_z,n_z,e_RE_g,e_n_g,e_RE_r,e_n_r,e_RE_i,e_n_i,e_RE_z,e_n_z,m_g_corrected,m_r_corrected,m_i_corrected,m_z_corrected,ebv,e_mag_g,e_mag_r,e_mag_i,e_mag_z,FUV_corrected,NUV_corrected
15,4,0.059258,9.496903749885028,-25.05817536248398,0.6309089375819337,0.6311054913930274,13.8921,0.9015,13.7755,1.144,13.6642,1.3753,13.5437,1.6257,0.0113,0.0015,0.0064,9.0E-4,0.0096,0.0013,0.0171,0.0023,16.920960301084865,16.144681518986268,15.786250375268407,15.540036029179687,0.015810696,5.677676242636408E-4,4.282113930724917E-4,4.925135157339596E-4,6.169801398509266E-4,19.9890263910462,19.28315134791555
15,1,0.066176,9.46964856140158,-25.06268643212763,0.39364105597333143,0.3150548426031019,8.4609,0.9333,8.6711,0.9625,8.8716,0.9903,9.0886,1.0205,0.0217,0.0068,0.0164,0.0036,0.0275,0.006,0.0451,0.011,18.537942545528878,18.38671000258756,18.180305622647886,18.269629104730882,0.01586036,0.0013748551505966286,0.0014837984254885816,0.0021993205567895214,0.00365540151488129,19.90184255754618,19.545148876481395
16,1,0.215976,11.98475234468605,-63.15271598449009,1.9322313884901448,1.9349013599866218,11.4528,0.8769,11.1095,0.9645,10.7819,1.0481,10.4273,1.1386,0.0111,0.0018,0.0074,0.0012,0.008,0.0013,0.0124,0.0021,17.509073043463346,16.723376470255392,16.332873829230813,16.226849371192586,0.01930333,0.0010380293758601499,8.406009294094021E-4,7.817539884995838E-4,9.786439573336654E-4,19.378941039296187,18.783184084749603
16,4,0.215976,12.04557225387533,-63.15872257113716,1.5243092859298883,1.352309714209202,12.7563,0.7492,12.7991,0.905,12.84,1.0537,12.8842,1.2147,0.0133,0.0017,0.008,0.0011,0.0116,0.0015,0.0202,0.0027,17.040842123295942,16.31975171819724,15.964318444154705,15.931382370423758,0.019557705,0.0010148400974711199,8.058555195070658E-4,9.028175668905052E-4,0.0012485846751871853,19.8772302824592,19.287003205518285
16,2,0.086353,12.00123945421535,-63.16669403271604,0.8471430209779669,0.6268521402992882,5.2128,,12.9146,,20.2632,,28.218,,0.0397,,0.1027,,0.1804,,0.2667,,18.016901928055695,17.223796950761802,16.875930099145787,16.709072993460282,0.019543245,0.002087867355040918,0.001470050052537214,0.001628868509521549,0.002161642845254386,19.700233899809668,18.989278550473767
16,3,0.215976,12.00294737230044,-63.13376969298704,1.278338589209799,1.1832246907404844,20.2828,0.8311,19.9864,0.9599,19.7036,1.0828,19.3975,1.2159,0.0324,0.0024,0.0212,0.0014,0.031,0.0023,0.052,0.004,17.929164194645363,17.311818633271013,16.970143843862367,17.02944284506023,0.019062782,0.0015797393516234202,0.0015055475603110754,0.0016679352625844088,0.0025296914603204295,20.059923153138044,19.43307451719522
18,4,0.159397,12.31221568686366,-18.31617999953638,2.428932339743561,2.4796061677794015,5.4089,1.1446,5.1873,1.3634,4.976,1.5722,4.7472,1.7983,0.0048,0.0033,0.0028,0.0019,0.0036,0.0028,0.0063,0.0049,18.34081000468629,17.674218346310877,17.147568719093996,17.012241809764085,0.023851948,0.001054893310430209,8.507574056676223E-4,8.582337846009197E-4,0.001002228341426691,20.249081416277253,19.49411861201187
18,1,0.159397,12.27927560073106,-18.2866320671963,2.2211280847235493,2.2534510772005802,10.233,0.614,10.2672,0.6808,10.2998,0.7445,10.3352,0.8135,0.0019,4.0E-4,0.0013,3.0E-4,0.0016,3.0E-4,0.0025,6.0E-4,16.380572192026715,15.641727999143042,15.276256585516968,15.151133454392902,0.023887008,3.588905550506604E-4,2.749597943983843E-4,3.2292477547006277E-4,3.180379215033208E-4,18.81353503461288,18.233891914415068
18,2,0.159397,12.29286562494236,-18.30786280759166,1.2105016200135186,1.234191169753382,14.3749,0.7635,14.4356,0.8168,14.4936,0.8676,14.5564,0.9227,0.0177,0.0026,0.0124,0.0014,0.0194,0.0024,0.032,0.0043,18.278651086791854,17.87194578740853,17.555859692597956,17.659554223169543,0.02386131,0.0013502520099749023,0.0012984726201273507,0.001963012659176723,0.0026036174689472624,19.91299607144898,19.738112114992678
18,3,0.159397,12.2954947848856,-18.27013099982027,1.9658462414824651,1.994746420460121,13.428,2.6474,12.9863,3.0101,12.5648,3.3561,12.1085,3.7308,0.0199,0.0042,0.0122,0.0024,0.0152,0.0033,0.0259,0.0058,17.08101878791064,16.199552410119953,15.778982521142268,15.573114799691544,0.024565043,6.260259918873682E-4,4.801154630196891E-4,5.16484645096137E-4,5.250234468154052E-4,19.561785238224772,18.850872725046013
20,1,0.041238,13.04012577583562,-1.119177251059751,0.8709726557884334,0.8977357621449258,34.2949,0.7657,32.8672,0.9628,31.505,1.1508,30.0303,1.3544,0.0154,9.0E-4,0.0116,6.0E-4,0.0134,7.0E-4,0.0195,0.0013,16.673171409225226,15.909468115165545,15.519258581199837,15.257586085333918,0.051570516,7.379533218900014E-4,4.618285265762887E-4,4.4959414128698433E-4,6.540691498363115E-4,19.50904191928069,18.668544356778543
20,3,0.104819,13.04660065707238,-1.128448197229796,0.900993960541749,0.6696930378611601,13.8501,1.2425,12.7863,1.3475,11.7714,1.4478,10.6727,1.5562,0.0278,0.0039,0.0145,0.002,0.017,0.0029,0.0325,0.0053,21.26651273028608,21.247245959393073,20.894139593924283,21.389783909920663,0.051507268,0.01421535489682319,0.01743222255772617,0.0260034892901713,0.06024035067263304,20.013944566222914,19.275464111882247
20,2,0.041238,13.04231588811046,-1.109083549669928,-0.3862627284283757,-0.09924049087905296,2.8661,1.0814,3.0283,1.1854,3.1832,1.2846,3.3508,1.392,0.0112,0.0223,0.0066,0.0108,0.0103,0.0159,0.018,0.0308,24.008129764923375,23.52262357768692,23.26443544239329,24.603386735686176,0.051510766,0.16606063983076544,0.13017982088669608,0.16819717457424058,1.0187283832117038,19.910566299006014,20.467893745240115
20,4,0.0413,13.05099114252429,-1.111288683922806,0.23954694620028327,0.2556932862123471,15.2334,0.953,14.5706,1.0009,13.9382,1.0466,13.2537,1.0961,0.013,0.0019,0.0083,0.0011,0.0088,0.0013,0.0143,0.0022,17.53553600124448,16.86771751360031,16.534315122285417,16.33546363077814,0.05183192,0.0010080106943472355,6.631912431352431E-4,6.609256611150999E-4,9.97355803933043E-4,19.675583160939308,19.352471575084834
22,1,0.1259,14.39405519174368,-35.7386845437449,1.1243459248678054,1.1610633528435432,6.9356,0.8772,6.8764,0.9007,6.8198,0.923,6.7587,0.9472,0.0156,0.0056,0.0096,0.0031,0.0104,0.0032,0.0173,0.0058,18.867895030703817,18.454902767303313,18.150443137023274,18.18708671365764,0.015916472,0.0019340932152762018,0.0019836283063335257,9.421148040669706E-4,0.00550459236717037,20.29518173750252,20.08489973520491
22,2,0.1259,14.39986228328184,-35.76252380171717,,0.832061335263024,15.6982,1.1487,15.6693,1.5471,15.6418,1.9272,15.6119,2.3387,0.019,0.002,0.0115,0.0012,0.0135,0.0015,0.0231,0.0025,,,,,0.015940491,Infinity,Infinity,Infinity,Infinity,20.005952412726625,
22,4,0.1259,14.42210331313963,-35.76380560490426,0.8600554487987822,0.8998360284622979,6.8046,0.9459,6.5688,1.0209,6.3438,1.0924,6.1003,1.1698,0.025,0.0105,0.015,0.0058,0.0168,0.0068,0.0288,0.0124,19.672761917898534,19.216216629951948,18.86959739587361,18.896478658291013,0.015783668,0.0026757138746331412,0.002544891374908129,0.0014462063570333627,0.0063473507990167415,20.191636945297006,20.176397917081193
22,3,0.1259,14.40623730680628,-35.76529492217725,1.020946737719484,1.0527404815925507,11.325,2.3946,10.5999,2.7568,9.9081,3.1024,9.1591,3.4765,0.0266,0.0065,0.013,0.0031,0.011,0.003,0.0242,0.0065,17.939440022835587,16.8524265693137,16.400068411928462,16.123913015705202,0.015905386,0.0010322534386140983,7.058982922668042E-4,3.203023034089412E-4,0.001083036064910989,20.034929877639744,19.895667482703704
23,1,0.067744,15.55490269161658,-17.22199811019127,1.2862583546259128,1.313306001550135,15.2549,2.5273,15.6825,2.9024,16.0905,3.2603,16.5321,3.6477,0.0153,0.0029,0.0079,0.0015,0.0126,0.0021,0.0235,0.0039,16.536772893138902,15.774204927342327,15.41112690815755,15.199646005688017,0.022165973,4.6784900935193855E-4,3.1336376061782517E-4,3.560947318315219E-4,4.6927517776652807E-4,19.5702667946197,18.723027144151654
23,4,0.067744,15.59404648858646,-17.18606974187302,0.578215755594945,0.5371062636261996,8.4301,1.0867,8.7909,1.147,9.1352,1.2046,9.508,1.267,0.0096,0.0029,0.0053,0.0018,0.0081,0.0023,0.0146,0.0038,17.64836976460654,17.119044995141444,16.832726445620953,16.717808065461824,0.023858592,0.0010965786115000335,8.167985981484765E-4,0.0010194681818028236,0.0013798627633798478,20.18866371025548,19.29063448253224
23,2,0.067744,15.56111337095784,-17.2052903336089,,0.7862662024835156,19.3508,2.0499,20.0865,2.5051,20.7884,2.9395,21.5483,3.4096,0.02,0.0023,0.0101,0.0011,0.0165,0.0017,0.0309,0.0033,,,,,0.02291302,Infinity,Infinity,Infinity,Infinity,18.77466577583267,
24,1,0.025441,16.06999899516408,-51.03289212005716,0.16768701695756327,0.12487830540423239,57.7516,2.6943,61.052,3.3431,64.2011,3.9621,67.61,4.6322,0.0263,0.0011,0.0183,8.0E-4,0.0276,0.001,0.0455,0.0017,14.13595683588101,13.279298991913043,12.898904243027243,12.63645710362999,0.017685674,1.653358484204409E-4,1.313537248142508E-4,1.3996641034746344E-4,1.5396989888859987E-4,19.05142043578222,18.165763640574067
24,4,0.120637,16.11515694368739,-51.00492400063066,,0.9571253175682308,19.4103,2.042,18.0488,2.291,16.7497,2.5287,15.3434,2.7859,0.0535,0.0063,0.0321,0.0034,0.0411,0.0051,0.071,0.0093,,,,,0.016495699,Infinity,Infinity,Infinity,Infinity,19.600566449564816,
24,3,0.062667,16.09287142866929,-51.02112254740798,,0.8323132170034206,20.6221,2.7157,19.3577,2.8514,18.1512,2.9809,16.8453,3.1211,0.0297,0.0038,0.0179,0.0021,0.0225,0.0029,0.0387,0.0052,,,,,0.017373092,Infinity,Infinity,Infinity,Infinity,18.49038858091084,
24,2,0.025441,16.07865415737977,-51.01993933260395,-0.43487517686452115,-0.5125834349966585,13.1552,0.6331,12.7683,0.7265,12.399,0.8157,11.9994,0.9122,0.0229,0.0036,0.0179,0.0024,0.0282,0.0045,0.0452,0.0077,18.184203010437162,17.755378391084488,17.475351204738736,17.391149475877924,0.017435594,0.0015183529799308074,0.0015779036088774175,0.002367435974035381,0.0038122327076544698,19.895106577660712,19.540607784691158
26,4,0.035811,16.84741713183292,-32.8290673708472,0.14961346098742467,-0.09249798912981788,13.6116,1.2265,12.2773,1.3947,11.0043,1.5551,9.6262,1.7287,0.0037,9.0E-4,0.0024,6.0E-4,0.0021,6.0E-4,0.0033,0.001,16.027791350588195,15.1247019236974,14.750316340399143,14.489768731561615,0.028982436,3.1166621797488385E-4,2.378187204980603E-4,2.2515297672556553E-4,2.5171615351519716E-4,19.58730431609798,18.821797543165673
26,3,0.035194,16.83293887916162,-32.8317691155815,,0.003974461292932219,19.4818,0.5078,19.1045,0.6747,18.7444,0.834,18.3547,1.0064,0.0051,6.0E-4,0.0032,4.0E-4,0.0043,5.0E-4,0.0073,9.0E-4,,,,,0.029134303,Infinity,Infinity,Infinity,Infinity,19.30838409561129,
26,1,0.0643,16.80270840320432,-32.83567747715625,0.4845147048277276,0.3659724344320132,16.5049,0.9076,16.3141,1.0749,16.1321,1.2345,15.9351,1.4073,0.0287,0.0025,0.0209,0.0018,0.034,0.003,0.0559,0.0051,17.894384255127743,17.359102441928304,17.073762993991824,16.959432971470033,0.029552748,0.0014035314458556508,0.001337873918035073,0.0019034976639133517,0.002671828605367648,19.712100878885952,19.25551705525745
26,2,0.0638,16.81804207117206,-32.8427817921172,1.6539482439829651,1.708233364427942,16.8836,0.9029,16.5454,0.9463,16.2226,0.9877,15.8732,1.0326,0.0594,0.0049,0.047,0.0036,0.0774,0.0065,0.1251,0.0108,18.98440393319426,18.720554022955405,18.48620683422519,18.486141962189176,0.029327404,0.0028941837943404136,0.003358993028382867,0.005368265229190474,0.008493189869743761,20.00907864373722,19.84861714131563
27,4,0.056532,18.19595612054755,14.36088077656736,,0.24962832226498222,10.3566,1.7547,10.2334,1.8991,0.0,0.0,9.9885,2.186,0.0082,0.0025,0.0057,0.0018,0.0,0.0,0.0102,0.003,,,,,0.0480818,Infinity,Infinity,Infinity,Infinity,19.72337804611171,
27,1,0.093823,18.16061455505786,14.39029019366459,0.8891703915746518,0.8078906169209255,11.0671,0.7416,10.8277,0.8665,0.0,0.0,10.3521,1.1146,0.0134,0.002,0.0119,0.0017,0.0,0.0,0.027,0.0047,17.61161440774803,17.09793880458819,,16.63750055686502,0.046533834,0.001395847452542614,0.0015812769274165823,Infinity,0.002010382932110767,19.427797135260246,19.064369550986733
27,3,0.094517,18.18909008692755,14.38406382373882,1.0203346638254747,1.0294865189561886,15.0437,0.7684,14.6162,0.8971,0.0,0.0,13.7667,1.153,0.0137,0.0017,0.0104,0.0011,0.0,0.0,0.02,0.0028,17.60529517832373,16.83644139456881,,16.14739405502056,0.04791779,0.001224157739431245,0.0011927864484934157,Infinity,0.0011628394269166758,20.08549808088832,19.445104404491378
27,2,0.056532,18.17538394148337,14.37477702837627,0.25362676831774067,0.19697884323905157,10.2031,0.8195,9.9209,0.8974,0.0,0.0,9.3601,1.0521,0.026,0.0042,0.0209,0.0032,0.0,0.0,0.0453,0.0085,18.5614736359319,18.143275699735124,,17.7188808307246,0.04708795,0.002824574112022676,0.0027382352803784074,Infinity,0.003989447705207323,19.85500174367654,19.5531537833406
28,4,0.0352,20.29108124601455,-32.04061563232854,-0.13478715838496136,-0.2711311695105252,17.4979,1.2767,17.054,1.3601,16.6306,1.4396,16.1721,1.5256,0.0183,0.0019,0.011,0.0011,0.0151,0.0016,0.0262,0.0028,17.10620219012364,16.63950986249302,16.3751367367706,16.298836381668465,0.026457714,8.903091297365722E-4,7.054897583553851E-4,9.7201784164342E-4,0.0010399768530725358,19.069719317781963,18.616002387432594
28,3,0.0722,20.27815691689498,-32.0500743178396,0.42521057177122046,0.31602369936491215,10.0835,0.543,10.3687,0.6275,10.6408,0.7082,10.9353,0.7955,0.0103,0.0024,0.0077,0.0013,0.0122,0.0023,0.0198,0.0042,19.01655302945743,18.971128924761683,18.812171650069857,19.023626852908162,0.02635827,0.0028958480079861707,0.0032010210365602323,0.006127971925478319,0.007515832562009891,20.088603839780784,19.65540851112582
28,2,0.0726,20.2526136443005,-32.05851136884929,0.8899292163055126,0.8795644789165511,21.0406,0.8906,20.6192,1.1242,20.2171,1.347,19.7818,1.5883,0.0133,0.0011,0.008,6.0E-4,0.0114,0.001,0.0198,0.0017,17.186983867205026,16.460542137214997,16.09049087891264,15.88387776863893,0.026182787,7.585479883138378E-4,5.587816662248469E-4,7.05137407784151E-4,7.11508633431771E-4,19.10406019296061,18.64315793673009
28,1,0.0724,20.24462727220963,-32.06282642816967,1.847816572553091,1.9024458146172645,7.8737,0.6432,8.0469,0.7986,8.2121,0.9469,8.391,1.1074,0.0101,0.0036,0.0083,0.0021,0.0145,0.0042,0.0234,0.0074,18.63589645255707,18.474475821546886,18.2334788511192,18.30933612449044,0.026235,0.001511415091595029,0.0014812594174107936,0.002362522863850017,0.002987282803326119,19.640819138494205,19.57213029530734
29,2,0.114883,20.41330839888735,-38.10274483052454,0.5657907334639791,0.6844763532476197,7.7445,1.0634,7.2578,1.2644,6.7934,1.4562,6.2907,1.6639,0.0201,0.0059,0.0121,0.0032,0.0154,0.0048,0.0265,0.0087,19.44872679902339,18.495943957048766,18.06732111737954,17.868433478165596,0.017717453,0.0025400001048062385,0.0015991176083136726,0.0019203546747031403,0.0028486121653955947,20.176065057254643,20.312550959074542
29,4,0.114883,20.43451926412359,-38.06105280715363,1.2182465786347567,1.2079719259071027,15.4762,0.7413,13.9924,0.9088,12.5766,1.0686,11.0441,1.2417,0.0139,0.0019,0.0086,0.001,0.0113,0.0017,0.0192,0.0032,18.001311778405245,17.402231933503682,17.011620539856747,16.879513798426444,0.017960101,0.0011437156857991,9.310549211284105E-4,0.0011590953132838522,0.0017374243356741814,19.851275954947216,19.10810192594911
29,1,0.114883,20.38887533531592,-38.07229220822765,2.156390977900216,2.207449357917742,12.2934,0.6985,12.0618,0.7269,11.8409,0.754,11.6017,0.7834,0.014,0.0022,0.0091,0.0011,0.014,0.0019,0.0237,0.0035,18.186401331256803,17.771082872836022,17.468654759319822,17.476357035814576,0.017932164,0.0014459938742692631,0.0013228514394725817,0.00193539506693031,0.0032186684074472626,20.21257187966693,19.507682750944504
29,3,0.115156,20.41619222635546,-38.07807236029036,0.6770904531124149,0.5309052930621405,7.9402,1.1555,7.409,1.3579,6.9022,1.5511,6.3535,1.7602,0.0076,0.0025,0.0045,0.0014,0.0062,0.0023,0.011,0.0041,18.074276961148524,17.440008662565557,17.04223400925151,16.925422045819815,0.017943224,9.84376646326919E-4,7.540801659262185E-4,9.094372697730097E-4,0.0012952005527346994,20.222193247522352,19.442417757712292
34,4,0.025227,24.65484190517569,-40.01143096051686,,0.21567613708859312,77.428,2.644,74.4018,2.7369,71.5145,2.8255,68.3889,2.9215,0.0516,0.0015,0.0305,9.0E-4,0.029,8.0E-4,0.0497,0.0014,,,,,0.013918355,Infinity,Infinity,Infinity,Infinity,18.056114793621443,
34,2,0.068968,24.61344207589009,-40.00632048453307,0.7201095277121716,0.7427744583717555,13.5553,1.2462,13.6329,1.527,13.707,1.7949,13.7871,2.0849,0.0203,0.003,0.0113,0.0017,0.0164,0.0024,0.0296,0.0043,16.693050746750313,15.832239431647473,15.46839336398852,15.20983342815265,0.014003525,6.807752535558769E-4,4.178887645446218E-4,4.4305177269794325E-4,5.977211923885137E-4,19.09436673499668,18.966043303937887
34,1,0.025227,24.59397860042316,-40.01277573056711,-0.5999385990707751,-0.696526844016411,17.0933,1.1351,15.9549,1.1947,14.8687,1.2516,13.6928,1.3131,0.0463,0.0052,0.0275,0.0032,0.0311,0.004,0.0537,0.0069,17.751270362026567,17.02835494887845,16.68864826356702,16.4373996427454,0.014104888,0.0012441957430389585,8.332013416388197E-4,9.990709158311443E-4,0.0013926895664531538,20.336622246383946,19.934923486380654
34,3,0.025227,24.6358900324604,-40.02196211047985,-0.006282664325693688,0.037342358031780876,13.9062,0.7614,14.1705,0.8408,14.4228,0.9166,14.6958,0.9986,0.032,0.0048,0.0238,0.0024,0.0391,0.0044,0.0641,0.0081,17.869967147802317,17.563679686932844,17.41126276828623,17.3480001521663,0.013948152,0.0012673521027911575,0.001095275636095087,0.0016775178305181906,0.0024005453692542856,19.345204921204864,19.301754794520257
35,2,0.060572,25.5612075562337,-54.43857303940469,,0.3184658253747781,16.862,1.8018,17.2417,1.8098,17.604,1.8174,17.9961,1.8256,0.0288,0.0037,0.0172,0.0021,0.0295,0.0033,0.0518,0.0059,,,,,0.023369707,Infinity,Infinity,Infinity,Infinity,19.70117210529244,
35,3,0.060805,25.57396994166383,-54.44834918719977,0.37628329501387725,0.31659234177469386,11.9505,0.5123,11.7782,0.6049,11.6138,0.6933,11.4359,0.7889,0.0107,0.0021,0.0088,0.0014,0.015,0.0027,0.0242,0.0046,18.236323134972988,17.985516296165752,17.756111327033814,17.747791966903783,0.022918489,0.0011975943349649854,0.0012200361254966743,0.0021639826961640887,0.0034268364805338895,19.71419270996316,19.404737179226
36,1,0.0428,26.88918569427224,-30.2617488125907,0.9385394332287014,0.9647951191495068,12.7935,1.6745,12.2872,1.7504,11.8041,1.8229,11.2811,1.9013,0.0067,0.0012,0.0038,7.0E-4,0.006,0.001,0.0106,0.0018,16.246404899292322,15.924759692301485,15.77105590757843,15.676963808121087,0.01652258,4.001061785362967E-4,3.6981039203603394E-4,4.7142971482373036E-4,6.622038678038593E-4,17.331208147536966,17.236619214699775
36,4,0.0428,26.91354851874674,-30.24911880652262,0.16771276315168393,0.18034224523372977,3.9111,3.6667,4.5503,3.4878,5.1602,3.3172,5.8204,3.1324,0.0232,0.0286,0.018,0.0178,0.0319,0.0208,0.0525,0.0347,18.664619591919802,18.561444393910605,18.463068202115466,18.506454411741665,0.016972756,0.001578184971914662,0.0016240638002592523,0.002118380267556634,0.0035610591835441375,19.77829504976548,19.478185778503093
36,3,0.0428,26.90490354802899,-30.25425529877529,0.35286539300097886,0.10444534263385918,9.6617,1.151,9.6903,1.1761,9.7175,1.2,9.7471,1.2259,0.0048,0.0013,0.0029,8.0E-4,0.004,0.001,0.0071,0.0018,16.894715190201598,16.440192192058237,16.20735322553714,16.08368013383114,0.016820092,5.312941863038654E-4,5.019468289528462E-4,5.278039370990925E-4,7.95496262834639E-4,19.482082588826092,18.700804315269078
36,2,0.0425,26.8952270149351,-30.26768591844592,0.2560589231704906,0.26457801777060297,11.3719,0.5448,10.937,0.5377,10.5222,0.5309,10.0731,0.5236,0.012,0.003,0.0069,0.0015,0.0109,0.0025,0.0193,0.0047,18.46008739034777,18.241172220367346,18.086251998507613,18.056337085213872,0.016626108,0.0016598020224602948,0.0015699378190469915,0.0022410055800991,0.003588738545952181,19.209887783219333,18.984951104015575
38,1,0.044701,27.18138553326402,13.68754653128461,-0.04863878108523245,-0.05839511757651472,18.4208,0.7438,18.4435,0.8443,0.0,0.0,18.4886,1.044,0.0356,0.0025,0.0296,0.0019,0.0,0.0,0.0713,0.0053,17.850586626500395,17.271696728073188,,16.844542662885,0.054501202,0.0022106174461053096,0.002054672926969948,Infinity,0.003419551633379943,19.983551088203562,19.79893209933616
38,2,0.044567,27.18433339919904,13.69942507557517,0.5768745816443186,0.5217003662003172,18.8583,2.054,19.1795,2.5647,0.0,0.0,19.8179,3.5795,0.0197,0.0026,0.0147,0.0019,0.0,0.0,0.0395,0.0052,15.698982722449067,14.957144136214236,,14.376757406848611,0.05502789,6.452415162331753E-4,4.898266343445227E-4,Infinity,5.279393343548038E-4,18.679082679239162,18.04905384697992
38,3,0.04482,27.18947930893261,13.71669923697014,0.6032869713887976,0.5824799642721192,13.2634,1.4937,13.8491,1.6196,0.0,0.0,15.013,1.8696,0.0093,0.0014,0.0079,0.0011,0.0,0.0,0.0208,0.0026,16.236644095477413,15.779405714110517,,15.43952041656187,0.05580897,5.783968480282733E-4,5.6326245073618E-4,Infinity,7.536500490399662E-4,18.000566308408228,17.76645545635139
38,4,0.063404,27.19234414037269,13.72650684187296,1.325655830494835,1.364614308236602,12.3448,0.98,12.5584,1.0674,0.0,0.0,12.9829,1.2411,0.0096,0.0014,0.0076,9.0E-4,0.0,0.0,0.0177,0.0023,16.920737960432024,16.380730991152948,,15.962243126341487,0.056262165,9.604609319023282E-4,8.765920126119788E-4,Infinity,0.0011533301765997578,19.120381049024704,18.669406197200793
39,1,0.157394,29.6593525435057,-33.77359425372538,1.4104671065072303,1.459774156839261,9.9631,0.8404,9.7964,1.4029,9.6372,1.9396,9.465,2.5206,0.0148,0.0029,0.01,0.0022,0.0167,0.004,0.0281,0.0066,18.49050789029128,17.447586738143123,17.013858236327945,16.78187687130536,0.01881649,0.0015355563110222206,0.0010218460868624065,0.0011604205554302158,0.0015999592240182037,20.206545203832476,20.199341908989098
39,2,0.157394,29.66166257692671,-33.74332914844585,1.8032959747155175,1.7797042288097646,8.0183,0.8596,7.7929,0.9299,7.5778,0.9969,7.345,1.0695,0.0027,9.0E-4,0.0018,6.0E-4,0.0022,8.0E-4,0.0036,0.0013,16.641410564358974,16.05820769991091,15.70516305600644,15.64984030512399,0.019050054,4.791050153596692E-4,4.1505329275098965E-4,4.319005948757768E-4,5.652149641258447E-4,18.885079814105847,18.14424581120246
39,3,0.157394,29.6653533612545,-33.7557267984171,1.3163788746206695,1.3301885046270776,14.6316,0.5789,14.7083,0.6599,14.7815,0.7371,14.8607,0.8207,0.0105,0.0017,0.008,0.001,0.0131,0.0017,0.0214,0.0031,17.731332162607504,17.409345060697497,17.026819537361057,17.255296384185158,0.019086022,9.629194898763798E-4,9.903905368541033E-4,0.0012172190432693946,0.002108831480781473,18.779042714064396,18.72395875844298
39,4,0.062604,29.68659056847958,-33.75728046432995,0.7357703394193713,0.7546969493904214,5.3664,1.4028,5.4623,1.6308,5.5537,1.8484,5.6527,2.0839,0.0052,0.0034,0.0036,0.0023,0.0057,0.0034,0.0095,0.0056,17.88188937645865,17.4897386811808,17.246260249176455,17.174111409382608,0.019105537,8.607717906511821E-4,7.663326957766489E-4,8.601753483153304E-4,0.0011803801946094908,19.722043810870797,19.2798841020694
40,3,0.0289,30.96466705372731,-31.14377393611345,0.31864962031180255,0.2611188354542868,14.8916,0.5343,14.5148,0.6172,14.1552,0.6963,13.766,0.782,0.0038,5.0E-4,0.0028,3.0E-4,0.0038,5.0E-4,0.0059,8.0E-4,16.38032513191848,16.075298117320642,15.910310837490488,15.815658502427285,0.022625748,4.853148653097218E-4,5.166351668178818E-4,5.117746766722595E-4,6.366092506840713E-4,17.577735486932028,17.280430623256468
40,2,0.0289,30.95856931662525,-31.14696311824521,0.031455590114166654,0.07566234796542126,12.0249,0.4039,12.0586,0.4513,12.0907,0.4966,12.1254,0.5456,0.0073,0.0014,0.0052,8.0E-4,0.0074,0.0012,0.0121,0.0022,17.814325526613448,17.57765576217557,17.434514994502116,17.37788323254414,0.022556743,9.94955776147044E-4,0.0010696845072134121,0.001307868106762817,0.0016868122697813036,18.701310444214048,18.651599191202997
40,4,0.0665,30.97886528617959,-31.15557516968853,1.0816948843161498,1.1265879080382657,10.1025,0.7328,10.2225,0.7903,10.337,0.8452,10.4609,0.9047,0.0086,0.0025,0.0052,0.0015,0.0073,0.0019,0.0127,0.0033,18.164502669570123,17.663438289168663,17.361984540562176,17.305370686854356,0.022416946,0.0012041421568147969,0.0010593518511916409,0.0011828455367058294,0.0014588088624957177,19.892579345992353,19.59530750761527
40,1,0.0289,30.9478588830863,-31.16082085071439,-1.485055175045602E-4,0.017672990039153902,13.7588,3.8465,12.39,3.6282,11.0841,3.4199,9.6704,3.1945,0.043,0.0116,0.0265,0.0072,0.022,0.0067,0.0346,0.0109,17.99965460388197,17.328135477454623,17.018341218058875,16.78886962128996,0.022319773,0.0010526264631097809,8.766985549198328E-4,8.86027861876838E-4,9.50004283245409E-4,19.7989466356807,19.379024508059395
43,3,0.060526,36.23039555650625,-27.2663842386504,0.33412230999135595,0.2624968461332422,11.4189,0.5541,10.9518,0.6592,10.5062,0.7595,10.0237,0.868,0.0058,0.0012,0.0036,7.0E-4,0.0047,9.0E-4,0.008,0.0017,17.55598925361527,16.90341737220098,16.591997537171903,16.400044289021825,0.01437738,8.270169721148557E-4,6.132093608382319E-4,6.953163792363559E-4,0.0011225359508154338,19.839444852564846,19.500153045280378
43,1,0.060526,36.20420687265285,-27.2753540644782,0.25107103798262465,0.2487017952861521,13.5082,0.6858,13.3445,0.7181,13.1884,0.7489,13.0193,0.7823,0.0186,0.0022,0.0132,0.0013,0.0206,0.0023,0.0338,0.004,18.2128582514599,17.8519599743115,17.60878684032499,17.58280141326579,0.013722445,0.001577572307910824,0.0016026909224059241,0.0022977744852807178,0.004487535007016491,19.873932479682576,19.707781225302206
43,2,0.060465,36.2089162292208,-27.28800563203144,1.086026384151344,1.124999459505558,15.9927,0.4921,15.8982,0.6544,15.808,0.8092,15.7103,0.9769,0.0109,0.001,0.0086,6.0E-4,0.0134,0.0012,0.0215,0.0021,17.557820007123514,17.000474965083452,16.719539559222877,16.589405716072054,0.013799462,0.0010556004758240879,9.310448848268045E-4,0.0011979337599113964,0.0020720356174405517,19.48109440989136,19.085904167527694
