Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,type_2,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation
55,2,8260,53.26270992841383,-47.67381086448842,REX,0.551987423672432,700.3046,0.007,547.018,0.0066,12.7095,0.0143,17.7354,0.0013,0.5138,0.0019,0.9449,7.0E-4,65.2521,0.5808,700.3046,0.007,547.018,0.0066,12.4351,0.0091,17.0471,8.0E-4,0.6053,0.0011,0.9449,7.0E-4,65.2521,0.5808,700.3046,0.007,547.018,0.0066,12.1733,0.0116,16.717,0.001,0.6926,0.0015,0.9449,7.0E-4,65.2521,0.5808,700.3046,0.007,547.018,0.0066,11.8898,0.0193,16.5553,0.0017,0.7871,0.0027,0.9449,7.0E-4,65.2521,0.5808,86033,0531m477,8260,REX,0.014096289,85.39593,164.12111,224.23605,266.48404,1.3896109,1.2970874,1.1649393,1.1142542,1.0,0.0,3.4682767,430038.3,0.0,0.0,0.0,0.0,17.671408,16.96209,16.623236,16.435822,16.72351,17.142431,15.835383,14.122403,0.70931816,0.33885384,0.526268,0.18741417,53.2622083,-47.674,03 33 02.93,-47 40 26.4,0.0,,20.0421,19.7671,Simbad,0.0
55,4,8599,53.27460303614701,-47.65381446480341,SER,0.551987423672432,590.2397,0.0048,822.0083,0.0046,1.3837,0.0179,19.8201,0.0058,4.1710,0.1639,0.652,0.0068,26.0574,0.7076,590.2397,0.0048,822.0083,0.0046,1.8475,0.0133,19.367,0.0042,4.5552,0.1017,0.652,0.0068,26.0574,0.7076,590.2397,0.0048,822.0083,0.0046,2.2900,0.0280,19.1032,0.007,4.9217,0.1320,0.652,0.0068,26.0574,0.7076,590.2397,0.0048,822.0083,0.0046,2.7691,0.0475,18.9572,0.0097,5.3184,0.2240,0.652,0.0068,26.0574,0.7076,86033,0531m477,8599,SER,0.014271567,12.11249,16.981213,20.375582,20.442955,1.4106262,1.3319834,1.2677276,1.0727925,6.0,77.688416,0.49062312,249989.56,0.13565373,67472.49,0.1692548,76212.695,19.791916,19.425077,19.227224,19.22364,19.514679,19.632006,18.488607,16.413912,0.36683846,0.19785309,0.201437,0.003583908,53.2745833,-47.6536944,03 33 05.90,-47 39 13.3,0.0,,20.307,20.7464,Simbad,0.0
55,3,8367,53.26621212288526,-47.66102872075055,SER,0.551987423672432,667.8858,0.002,722.7148,0.0029,13.6451,0.0110,17.084,7.0E-4,0.9186,0.0018,0.4605,2.0E-4,-34.2764,0.0223,667.8858,0.002,722.7148,0.0029,13.3496,0.0066,16.3285,4.0E-4,1.0837,0.0011,0.4605,2.0E-4,-34.2764,0.0223,667.8858,0.002,722.7148,0.0029,13.0676,0.0088,15.9865,6.0E-4,1.2413,0.0015,0.4605,2.0E-4,-34.2764,0.0223,667.8858,0.002,722.7148,0.0029,12.7623,0.0153,15.738,9.0E-4,1.4118,0.0025,0.4605,2.0E-4,-34.2764,0.0223,86033,0531m477,8367,SER,0.014189268,144.94789,293.8526,407.68198,503.97122,1.3896109,1.3199816,1.2677276,1.0729812,1.1626164,1007539.5,3.4645479,7270454.0,0.11873416,2.6355594E7,-0.34459376,3.152681E7,17.09697,16.329676,15.974196,15.743986,15.822361,16.26767,14.50028,13.746101,0.76729393,0.35547924,0.58568954,0.2302103,53.2657917,-47.6608889,03 33 03.79,-47 39 39.2,0.0,,20.1609,19.6938,Simbad,0.0
55,1,8017,53.2536851230029,-47.66581926330934,REX,0.551987423672432,783.6249,0.0116,657.1605,0.0124,10.5615,0.0457,18.6758,0.0038,0.9883,0.0075,0.9019,0.0022,15.7635,0.9851,783.6249,0.0116,657.1605,0.0124,10.1001,0.0328,18.3505,0.003,1.2328,0.0057,0.9019,0.0022,15.7635,0.9851,783.6249,0.0116,657.1605,0.0124,9.6597,0.0559,18.2355,0.005,1.4662,0.0107,0.9019,0.0022,15.7635,0.9851,783.6249,0.0116,657.1605,0.0124,9.1831,0.0931,18.2053,0.0087,1.7188,0.0179,0.9019,0.0022,15.7635,0.9851,86033,0531m477,8017,REX,0.014104508,26.800255,38.146793,44.377495,48.383686,1.3896109,1.2970874,1.1649393,1.0697137,1.0,0.0,2.1178205,339982.25,0.0,0.0,0.0,0.0,18.929653,18.546354,18.382093,18.288252,19.067497,19.67182,,14.72372,0.38329887,0.16426086,0.25810242,0.09384155,53.2539167,-47.6656944,03 33 00.94,-47 39 56.5,0.0,,20.2183,19.923,Simbad,0.0
56,3,10501,53.44363247558491,-30.33458516543448,SER,0.556192157674747,651.9734,0.0034,417.1922,0.0025,21.3170,0.0258,16.9622,0.001,1.1995,0.0020,0.5307,2.0E-4,-53.8162,0.0297,651.9734,0.0034,417.1922,0.0025,20.1592,0.0167,16.3106,6.0E-4,1.4842,0.0013,0.5307,2.0E-4,-53.8162,0.0297,651.9734,0.0034,417.1922,0.0025,19.0545,0.0273,15.9901,0.001,1.7559,0.0024,0.5307,2.0E-4,-53.8162,0.0297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164182,0533m302,10501,SER,0.014927684,155.51395,292.3136,403.61145,497.08762,1.3090708,1.2117945,1.1699176,1.2132684,1.5238527,500472.2,5.271472,172458.53,-0.09941544,6168862.0,-0.2924813,1.0631971E7,17.020576,16.335377,15.985091,15.758918,15.923354,16.35686,14.64345,14.136445,0.68519974,0.35028553,0.57645893,0.2261734,53.4432917,-30.3338889,03 33 46.39,-30 20 02.0,0.1064,,19.3753,18.7572,Simbad,0.0
56,2,10337,53.43844343605756,-30.3025939673689,SER,0.556192157674747,713.4595,0.003,856.7115,0.004,7.5607,0.0129,18.6755,0.0015,0.9351,0.0040,0.6823,8.0E-4,30.3664,0.1124,713.4595,0.003,856.7115,0.004,7.4569,0.0089,18.1885,0.001,1.0463,0.0027,0.6823,8.0E-4,30.3664,0.1124,713.4595,0.003,856.7115,0.004,7.3578,0.0152,17.9341,0.0017,1.1523,0.0047,0.6823,8.0E-4,30.3664,0.1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164182,0533m302,10337,SER,0.01512724,33.128834,51.759212,65.84274,72.05579,1.3456476,1.2059089,1.1643689,1.241273,1.066766,80467.48,1.9312133,370837.44,0.087938644,1323916.8,0.16002104,1986233.9,18.699484,18.21503,17.95373,17.855827,18.264282,18.558987,17.475004,,0.4844532,0.26130104,0.35920334,0.0979023,53.4385833,-30.3025,03 33 45.26,-30 18 09.0,0.1061,,20.3328,20.2223,Simbad,0.0
56,4,10561,53.44537476493722,-30.30588441877911,SER,0.556192157674747,631.2318,0.0015,811.469,0.0016,6.4792,0.0275,18.0827,0.0024,3.8080,0.0194,0.7543,8.0E-4,4.7571,0.1229,631.2318,0.0015,811.469,0.0016,6.5357,0.0148,17.2794,0.0012,3.9744,0.0097,0.7543,8.0E-4,4.7571,0.1229,631.2318,0.0015,811.469,0.0016,6.5896,0.0233,16.8342,0.0019,4.1331,0.0152,0.7543,8.0E-4,4.7571,0.1229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164182,0533m302,10561,SER,0.01508493,56.49489,117.13751,176.40283,207.84972,1.3469751,1.2350729,1.1804036,1.2031342,4.202573,20190.404,1.7752483,569832.3,0.14581116,3102963.8,0.024221394,1879441.4,18.119978,17.32826,16.883736,16.705626,15.912089,15.647626,14.68996,12.769016,0.7917175,0.44452477,0.6226349,0.17811012,53.4454167,-30.3058056,03 33 46.90,-30 18 20.9,0.0,,20.1442,19.4364,Simbad,0.0
56,1,10222,53.43533681994836,-30.31760628997305,SER,0.556192157674747,750.1791,9.0E-4,650.8336,0.0016,10.5565,0.0072,17.1767,5.0E-4,0.9380,0.0017,0.4811,1.0E-4,-31.4559,0.0188,750.1791,9.0E-4,650.8336,0.0016,9.7433,0.0045,16.4299,3.0E-4,1.3097,0.0011,0.4811,1.0E-4,-31.4559,0.0188,750.1791,9.0E-4,650.8336,0.0016,8.9675,0.0068,16.0058,4.0E-4,1.6643,0.0020,0.4811,1.0E-4,-31.4559,0.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164182,0533m302,10222,SER,0.015213116,128.04419,260.34515,395.70584,483.4198,1.3381984,1.1752974,1.1257668,1.1689986,1.5323101,425924.0,2.4861465,1805385.5,0.16182746,1.445285E7,-0.2992442,1.6000795E7,17.2316,16.461126,16.006569,15.789189,15.042479,14.994829,13.067019,12.020145,0.7704735,0.45455742,0.671937,0.21737957,53.4352083,-30.3173889,03 33 44.45,-30 19 02.6,0.130297,,20.2098,19.575,Simbad,0.0
58,3,8686,54.54555348227841,-47.41201930354791,SER,0.514797866886711,623.1254,0.0031,500.9246,0.0028,12.7928,0.0196,17.893,0.0014,1.1330,0.0027,0.8218,5.0E-4,-48.3031,0.1448,623.1254,0.0031,500.9246,0.0028,12.5481,0.0120,17.2358,8.0E-4,1.2838,0.0016,0.8218,5.0E-4,-48.3031,0.1448,623.1254,0.0031,500.9246,0.0028,12.3146,0.0154,16.917,0.001,1.4277,0.0021,0.8218,5.0E-4,-48.3031,0.1448,623.1254,0.0031,500.9246,0.0028,12.0618,0.0262,16.7671,0.0017,1.5834,0.0037,0.8218,5.0E-4,-48.3031,0.1448,87009,0544m475,8686,SER,0.011218387,1.4255263,1.3110534,1.0507045,0.11910851,1.4098734,1.3618282,1.155096,1.1008481,0.5,145.65414,2.3031752,353.58447,0.5851116,2842.922,0.030058727,1813.7762,22.115063,22.20595,22.446299,24.810143,,,,,-0.09088707,-0.24034882,-2.6041927,-2.363844,54.5455,-47.4116944,03 38 10.92,-47 24 42.1,0.0,,20.2691,19.7303,Simbad,0.0
58,4,8794,54.54934174827138,-47.38559464123681,SER,0.514797866886711,583.7546,0.0044,852.2288,0.003,13.6483,0.0125,17.641,9.0E-4,0.8404,0.0016,0.6272,3.0E-4,75.3871,0.0503,583.7546,0.0044,852.2288,0.003,12.9498,0.0078,17.2002,6.0E-4,0.9488,0.0010,0.6272,3.0E-4,75.3871,0.0503,583.7546,0.0044,852.2288,0.003,12.2834,0.0103,17.033,8.0E-4,1.0522,0.0014,0.6272,3.0E-4,75.3871,0.0503,583.7546,0.0044,852.2288,0.003,11.5620,0.0174,16.9394,0.0013,1.1642,0.0025,0.6272,3.0E-4,75.3871,0.0503,87009,0544m475,8794,SER,0.010906948,85.34626,132.57211,164.51413,180.46375,1.4031245,1.3618908,1.155096,1.1010625,0.9669872,340624.4,3.4932282,325458.1,-0.21842794,6171258.0,0.12070631,4215817.5,17.672039,17.193869,16.959492,16.859026,17.243143,17.742384,15.785693,14.590857,0.4781704,0.2343769,0.33484268,0.10046577,54.5492917,-47.3856111,03 38 11.83,-47 23 08.2,0.0,,18.9769,18.628,Simbad,0.0
58,2,8390,54.53527578198323,-47.3867555551081,REX,0.514797866886711,708.5748,0.0067,824.0987,0.0041,6.9458,0.0116,19.0061,0.0015,0.6513,0.0042,0.52,7.0E-4,-78.2427,0.0877,708.5748,0.0067,824.0987,0.0041,7.0305,0.0084,18.7465,0.0013,0.7126,0.0023,0.52,7.0E-4,-78.2427,0.0877,708.5748,0.0067,824.0987,0.0041,7.1114,0.0130,18.6302,0.002,0.7711,0.0038,0.52,7.0E-4,-78.2427,0.0877,708.5748,0.0067,824.0987,0.0041,7.1989,0.0212,18.5713,0.003,0.8344,0.0068,0.52,7.0E-4,-78.2427,0.0877,87009,0544m475,8390,REX,0.011228248,0.90492284,1.222483,1.822157,1.408362,1.4031245,1.3618908,1.155096,1.1010625,1.0,0.0,2.3311658,153.42056,0.0,0.0,0.0,0.0,22.60847,22.281893,21.848536,22.128214,,,,13.905605,0.32657814,0.43335724,0.1536789,-0.27967834,54.5352917,-47.3871944,03 38 08.47,-47 23 13.9,0.0,,19.8911,19.4686,Simbad,0.0
58,1,8010,54.52236933614189,-47.4059597702231,SER,0.514797866886711,834.3067,0.0023,572.3656,0.0014,13.4267,0.0103,17.39,7.0E-4,0.8739,0.0015,0.5037,2.0E-4,66.1839,0.0221,834.3067,0.0023,572.3656,0.0014,13.0749,0.0064,16.5885,4.0E-4,1.1655,0.0010,0.5037,2.0E-4,66.1839,0.0221,834.3067,0.0023,572.3656,0.0014,12.7393,0.0080,16.242,5.0E-4,1.4438,0.0013,0.5037,2.0E-4,66.1839,0.0221,834.3067,0.0023,572.3656,0.0014,12.3760,0.0135,16.0172,8.0E-4,1.7450,0.0022,0.5037,2.0E-4,66.1839,0.0221,87009,0544m475,8010,SER,0.011669433,107.79781,227.44832,315.24808,397.2362,1.3968096,1.3364122,1.155096,1.1645278,1.4172784,409204.7,3.4061368,2737207.0,-0.22417846,8596473.0,0.24465445,2.0370722E7,17.418476,16.607794,16.253368,16.002378,16.073336,16.484526,14.881485,12.7173,0.8106823,0.35442543,0.60541534,0.2509899,54.5225833,-47.4058889,03 38 05.42,-47 24 21.2,0.0,,20.2363,19.9946,Simbad,0.0
59,3,8588,55.13591683083962,-48.62590921258528,REX,0.777872150011182,683.3837,0.0021,751.3934,0.0022,5.2749,0.0085,17.9393,0.0012,1.5065,0.0041,0.9441,8.0E-4,27.4947,0.671,683.3837,0.0021,751.3934,0.0022,5.5392,0.0060,17.5539,9.0E-4,1.5080,0.0025,0.9441,8.0E-4,27.4947,0.671,683.3837,0.0021,751.3934,0.0022,5.7913,0.0096,17.3913,0.0014,1.5095,0.0035,0.9441,8.0E-4,27.4947,0.671,683.3837,0.0021,751.3934,0.0022,6.0642,0.0160,17.2731,0.0021,1.5111,0.0060,0.9441,8.0E-4,27.4947,0.671,82197,0550m487,8588,REX,0.011558753,63.13262,86.06388,97.52333,104.68456,1.4095623,1.2406597,1.2126719,1.1245054,1.0,0.0,1.2855705,1977875.6,0.0,0.0,0.0,0.0,17.999365,17.662949,17.52723,17.450293,17.818495,18.271765,16.325787,16.01971,0.33641624,0.1357193,0.21265602,0.07693672,55.1357083,-48.6258889,03 40 32.57,-48 37 33.2,0.0,,19.8994,19.4277,Simbad,0.0
59,2,8476,55.13265426951509,-48.62954589610883,SER,0.777872150011182,713.0417,0.0033,701.4487,0.003,4.0019,0.0065,18.9181,0.0012,0.2998,0.0048,0.6564,0.0011,-47.2039,0.1561,713.0417,0.0033,701.4487,0.003,3.9586,0.0037,18.7233,0.0011,0.3353,0.0024,0.6564,0.0011,-47.2039,0.1561,713.0417,0.0033,701.4487,0.003,3.9173,0.0052,18.6424,0.0018,0.3691,0.0037,0.6564,0.0011,-47.2039,0.1561,713.0417,0.0033,701.4487,0.003,3.8726,0.0092,18.5871,0.0026,0.4057,0.0070,0.6564,0.0011,-47.2039,0.1561,82197,0550m487,8476,SER,0.011502105,28.383574,33.2056,35.847336,37.533463,1.3879961,1.2406597,1.2126719,1.1245054,0.5,73639.08,1.0262544,1091844.5,-0.021042053,891695.4,-0.20029318,1566524.6,18.867332,18.696972,18.613857,18.563953,19.090052,19.351248,18.000803,14.357141,0.17036057,0.083114624,0.1330185,0.04990387,55.1325,-48.6295,03 40 31.80,-48 37 46.2,0.0,,19.8076,19.7691,Simbad,0.0
59,1,8165,55.12245913409185,-48.64203615489762,PSF,0.777872150011182,800.47,0.0061,534.4599,0.0055,6.2943,0.0286,19.0857,0.0037,1.3703,0.0115,0.764,0.0018,-77.3965,0.3251,800.47,0.0061,534.4599,0.0055,5.9702,0.0186,18.3022,0.0023,1.3074,0.0067,0.764,0.0018,-77.3965,0.3251,800.47,0.0061,534.4599,0.0055,5.6610,0.0182,18.0863,0.0028,1.2474,0.0067,0.764,0.0018,-77.3965,0.3251,800.47,0.0061,534.4599,0.0055,5.3262,0.0282,17.8156,0.0043,1.1824,0.0116,0.764,0.0018,-77.3965,0.3251,82197,0550m487,8165,PSF,0.011243959,0.94558245,0.93763304,0.7602563,0.9318999,1.459387,1.3178328,1.285423,1.1401948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.560751,22.569918,22.7976,22.576576,19.689568,20.617712,16.161001,13.189478,-0.0091667175,-0.22768211,-0.006658554,0.22102356,55.1225833,-48.6423056,03 40 29.42,-48 38 32.3,0.0,,20.2824,19.4815,Simbad,0.0
59,4,7533,55.15103067821671,-48.62424917136797,REX,0.777872150011182,545.7068,0.0026,773.3461,0.0023,15.6775,0.0070,16.3512,4.0E-4,0.6246,0.0007,0.8972,2.0E-4,-51.4056,0.1255,545.7068,0.0026,773.3461,0.0023,15.4344,0.0062,15.9169,4.0E-4,0.9331,0.0005,0.8972,2.0E-4,-51.4056,0.1255,545.7068,0.0026,773.3461,0.0023,15.2026,0.0103,15.7328,6.0E-4,1.2275,0.0010,0.8972,2.0E-4,-51.4056,0.1255,545.7068,0.0026,773.3461,0.0023,14.9515,0.0164,15.6249,9.0E-4,1.5462,0.0017,0.8972,2.0E-4,-51.4056,0.1255,83150,0550m485,7533,REX,0.011718989,269.88083,417.2757,512.4296,596.34595,1.4085456,1.2616656,1.2092505,1.1264101,1.0,0.0,3.8315456,1372010.8,0.0,0.0,0.0,0.0,16.42207,15.948942,15.725914,15.561255,15.906247,16.312056,13.958205,13.123792,0.47312737,0.22302818,0.38768768,0.1646595,55.151,-48.6245,03 40 36.24,-48 37 28.2,0.0,,18.0358,17.7545,Simbad,0.0
60,2,7925,55.61118847941587,-41.14467798349656,SER,1.24568927645279,760.3291,0.002,828.5241,0.0018,32.1839,0.0101,14.8189,2.0E-4,1.5339,0.0006,0.6008,1.0E-4,-45.3571,0.0127,760.3291,0.002,828.5241,0.0018,33.4988,0.0061,14.3538,2.0E-4,1.4585,0.0004,0.6008,1.0E-4,-45.3571,0.0127,760.3291,0.002,828.5241,0.0018,34.7535,0.0095,14.161,3.0E-4,1.3866,0.0005,0.6008,1.0E-4,-45.3571,0.0127,760.3291,0.002,828.5241,0.0018,36.1116,0.0167,13.969,4.0E-4,1.3088,0.0008,0.6008,1.0E-4,-45.3571,0.0127,112777,0555m412,7925,SER,0.016196558,1141.3983,1803.2839,2210.75,2378.8057,1.3619049,1.2586563,1.055371,1.2670853,1.4628271,6661637.0,8.755139,918819.06,0.018858826,8.5752016E7,-0.22398694,1.516741E8,14.856407,14.359839,14.138651,14.059103,14.68868,15.192921,13.549897,13.22913,0.49656773,0.22118855,0.30073643,0.07954788,55.6112917,-41.1446111,03 42 26.71,-41 08 40.6,0.004923,,17.0741,16.6998,Simbad,0.0
60,4,8577,55.63225419210978,-41.14952251705099,SER,1.24568927645279,543.0742,0.0173,761.8788,0.0043,23.3625,0.0222,17.9806,0.0011,0.3164,0.0018,0.1944,2.0E-4,-76.1898,0.016,543.0742,0.0173,761.8788,0.0043,23.3892,0.0177,17.5553,9.0E-4,0.4288,0.0012,0.1944,2.0E-4,-76.1898,0.016,543.0742,0.0173,761.8788,0.0043,23.4147,0.0290,17.3797,0.0016,0.5360,0.0022,0.1944,2.0E-4,-76.1898,0.016,543.0742,0.0173,761.8788,0.0043,23.4423,0.0468,17.2579,0.0024,0.6520,0.0039,0.1944,2.0E-4,-76.1898,0.016,112777,0555m412,8577,SER,0.01602056,64.05925,96.30719,116.96004,123.8108,1.3619049,1.2586563,1.0796129,1.2639811,0.5,428926.34,6.0206914,322550.6,-0.58624333,1.1220362E7,-0.3083774,7743582.5,17.983545,17.540854,17.329906,17.268105,17.81973,18.346998,17.578796,,0.4426918,0.21094704,0.27274895,0.06180191,55.6315,-41.1493889,03 42 31.56,-41 08 57.8,0.0,,20.0069,19.6158,Simbad,0.0
60,1,7924,55.61115773427836,-41.1554598853192,REX,1.24568927645279,760.2397,0.0068,679.8438,0.007,8.0505,0.0244,18.7233,0.0024,0.8975,0.0061,0.8678,0.0014,22.9769,0.5687,760.2397,0.0068,679.8438,0.007,13.9151,0.0973,17.9718,0.0044,2.3278,0.0133,0.8678,0.0014,22.9769,0.5687,760.2397,0.0068,679.8438,0.007,19.5108,0.1888,17.6916,0.0053,3.6925,0.0249,0.8678,0.0014,22.9769,0.5687,760.2397,0.0068,679.8438,0.007,25.5681,0.2889,17.5317,0.0056,5.1699,0.0380,0.8678,0.0014,22.9769,0.5687,112777,0555m412,7924,REX,0.016171342,32.43085,43.751408,48.46455,52.455135,1.389776,1.2586563,1.0796129,1.2639811,1.0,0.0,1.9769858,239716.05,0.0,0.0,0.0,0.0,18.722605,18.39752,18.28644,18.20053,19.205925,19.426176,16.352234,11.847135,0.3250847,0.11108017,0.19699097,0.0859108,55.6107917,-41.1556944,03 42 26.59,-41 09 20.5,0.0,,20.0337,19.9131,Simbad,0.0
60,3,8183,55.61951174555693,-41.16989996658953,PSF,1.24568927645279,673.6011,0.0027,481.5375,0.0028,*0.1074*,*0.0067*,18.304,0.0079,*10.1327*,*0.3494*,0.6068,0.0034,-60.3145,0.3281,673.6011,0.0027,481.5375,0.0028,0.9155,0.0074,17.8846,0.0016,*13.4338*,*0.1967*,0.6068,0.0034,-60.3145,0.3281,673.6011,0.0027,481.5375,0.0028,1.6865,0.0185,17.6923,0.0073,*16.5835*,*0.3283*,0.6068,0.0034,-60.3145,0.3281,673.6011,0.0027,481.5375,0.0028,2.5211,0.0311,17.5659,0.0096,*19.9930*,*0.5884*,0.6068,0.0034,-60.3145,0.3281,112777,0555m412,8183,PSF,0.015968593,44.052433,52.704987,49.092915,47.83614,1.3826966,1.2771543,1.0934019,1.2449532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.390076,18.195372,18.272453,18.30061,17.342054,16.692055,15.92209,14.376433,0.19470406,-0.07708168,-0.10523796,-0.02815628,55.6192917,-41.17,03 42 28.63,-41 10 12.0,0.0,,19.9046,18.1355,Simbad,0.0
62,1,10483,57.72755090099398,-38.08460802995427,SER,1.22822651159851,739.7168,0.0017,488.3649,0.0012,17.8294,0.0073,16.6971,3.0E-4,1.0483,0.0007,0.7077,2.0E-4,64.7023,0.0244,739.7168,0.0017,488.3649,0.0012,17.5033,0.0044,16.0119,4.0E-4,1.2235,0.0004,0.7077,2.0E-4,64.7023,0.0244,739.7168,0.0017,488.3649,0.0012,17.1922,0.0060,15.6645,3.0E-4,1.3907,0.0006,0.7077,2.0E-4,64.7023,0.0244,739.7168,0.0017,488.3649,0.0012,16.8554,0.0103,15.4768,7.0E-4,1.5717,0.0010,0.7077,2.0E-4,64.7023,0.0244,127222,0577m380,10483,SER,0.013472011,221.01833,418.72916,583.7655,709.8514,1.1926609,1.0968132,1.2051644,1.1607262,1.5383704,3560109.2,5.1750073,1940620.9,-0.12782124,6.914968E7,0.13389966,7.3986144E7,16.63893,15.945167,15.584404,15.372082,15.457781,15.811007,13.970065,13.087752,0.6937628,0.3607626,0.57308483,0.21232224,57.7267083,-38.0846111,03 50 54.41,-38 05 04.6,0.0,,19.4063,18.679,Simbad,0.0
62,4,11409,57.74170209790228,-38.09319043677665,PSF,1.22822651159851,586.4156,0.001,370.2718,0.001,*0.1911*,*0.0029*,17.3112,4.0E-4,3.2585,0.0649,0.9588,0.0051,-56.913,3.258,586.4156,0.001,370.2718,0.001,*0.1693*,*0.0021*,16.9676,7.0E-4,4.1634,0.0544,0.9588,0.0051,-56.913,3.258,586.4156,0.001,370.2718,0.001,*0.1485*,*0.0021*,17.2182,0.0011,5.0267,0.0754,0.9588,0.0051,-56.913,3.258,586.4156,0.001,370.2718,0.001,*0.1261*,*0.0031*,17.0729,0.0021,5.9613,0.1137,0.9588,0.0051,-56.913,3.258,127222,0577m380,11409,PSF,0.013008162,132.61644,164.20807,134.08598,139.83728,1.2140466,1.0968132,1.2136701,1.1607262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.193506,16.961514,17.181541,17.135942,15.348711,14.83432,14.140944,13.39274,0.23199272,-0.22002792,-0.17442894,0.045598984,57.7415833,-38.0931111,03 50 57.98,-38 05 35.2,0.582,,17.6741,17.2139,Simbad,0.0
62,2,10649,57.73011576466543,-38.06117170321892,EXP,1.22822651159851,711.9102,0.004,810.1391,0.0076,11.0501,0.0222,18.8652,0.0015,1.0460,0.0033,0.4404,5.0E-4,15.1433,0.0584,711.9102,0.004,810.1391,0.0076,11.8774,0.0260,18.6904,0.0026,1.1494,0.0035,0.4404,5.0E-4,15.1433,0.0584,711.9102,0.004,810.1391,0.0076,12.6667,0.0438,18.6253,0.0025,1.2481,0.0057,0.4404,5.0E-4,15.1433,0.0584,711.9102,0.004,810.1391,0.0076,13.5212,0.0665,18.5034,0.0079,1.3549,0.0088,0.4404,5.0E-4,15.1433,0.0584,127222,0577m380,10649,EXP,0.013639145,28.157057,31.059599,31.312723,31.87046,1.1888998,1.1108987,1.2125553,1.162139,1.0,0.0,2.8435533,653799.6,0.32131058,3846718.2,0.19568779,2893173.8,18.876032,18.76951,18.760698,18.74153,19.048126,20.649397,19.212755,11.593705,0.10652161,0.008811951,0.027980804,0.019168854,57.7299167,-38.0608889,03 50 55.18,-38 03 39.2,0.0,,19.4911,19.6442,Simbad,0.0
62,3,10694,57.73095681634258,-38.04195678843559,SER,1.22822651159851,702.916,0.0011,1074.2271,0.0018,9.1049,0.0032,17.7656,4.0E-4,0.3997,0.0008,0.4928,1.0E-4,-31.8742,0.0178,702.916,0.0011,1074.2271,0.0018,8.6586,0.0020,17.2012,6.0E-4,0.5719,0.0005,0.4928,1.0E-4,-31.8742,0.0178,702.916,0.0011,1074.2271,0.0018,8.2327,0.0026,16.9847,3.0E-4,0.7361,0.0008,0.4928,1.0E-4,-31.8742,0.0178,702.916,0.0011,1074.2271,0.0018,7.7717,0.0044,16.8219,0.0012,0.9139,0.0014,0.4928,1.0E-4,-31.8742,0.0178,127222,0577m380,10694,SER,0.013397953,78.04951,130.79202,162.57193,193.05673,1.1614562,1.0899554,1.2269942,1.1622659,0.62268496,2620427.8,2.213824,5165576.0,0.14985977,2.7432114E7,-0.30044606,3.969058E7,17.769075,17.208548,16.972385,16.785788,16.92697,17.499128,15.351199,12.858568,0.5605278,0.23616219,0.42276,0.18659782,57.7312917,-38.0416944,03 50 55.51,-38 02 30.1,0.0,,19.8489,19.4295,Simbad,0.0
