Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,type_2,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation
236,5,6641,69.31889408980804,-46.68418047490785,SER,0.604531607230023,452.2193,0.0026,752.0829,0.0012,26.0566,0.0076,15.7183,3.0E-4,0.7897,0.0006,0.3983,1.0E-4,-83.4864,0.007,452.2193,0.0026,752.0829,0.0012,25.5733,0.0047,15.0087,2.0E-4,1.0060,0.0004,0.3983,1.0E-4,-83.4864,0.007,452.2193,0.0026,752.0829,0.0012,25.1122,0.0062,14.6879,3.0E-4,1.2124,0.0005,0.3983,1.0E-4,-83.4864,0.007,452.2193,0.0026,752.0829,0.0012,24.6130,0.0105,14.4355,3.0E-4,1.4358,0.0008,0.3983,1.0E-4,-83.4864,0.007,89994,0692m467,6641,SER,0.009775669,507.60275,969.8985,1320.699,1608.2468,1.5413724,1.2901754,1.0514185,1.0621557,0.9728374,4833480.0,6.586802,1251083.6,-0.43327504,1.3360417E8,-0.097372815,7.391033E7,15.73619,15.033184,14.69799,14.484118,14.511899,14.714786,12.77519,11.869711,0.7030058,0.33519363,0.5490656,0.21387196,69.3185,-46.6842222,04 37 16.44,-46 41 03.2,0.0,,18.5054,18.1928,Simbad,0.0
236,3,6034,69.29654182797566,-46.6852071748319,PSF,0.604531607230023,663.1267,0.0034,737.5062,0.0037,0.6442,0.0238,19.0502,0.0119,*20.0000*,*0.5565*,0.6899,0.0039,-72.166,0.435,663.1267,0.0034,737.5062,0.0037,12.2847,0.7325,18.087,0.0178,*17.9844*,*0.4711*,0.6899,0.0039,-72.166,0.435,663.1267,0.0034,737.5062,0.0037,23.3914,1.4366,17.931,0.0191,*16.0612*,*0.3982*,0.6899,0.0039,-72.166,0.435,663.1267,0.0034,737.5062,0.0037,35.4144,2.1989,17.7042,0.0217,*13.9793*,*0.3352*,0.6899,0.0039,-72.166,0.435,89994,0692m467,6034,PSF,0.009568738,16.018166,23.62239,20.485935,20.095188,1.5455946,1.2715396,0.9714542,1.0719801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.488468,19.06669,19.221361,19.24227,18.339357,17.589926,16.540512,15.119361,0.42177773,-0.15467072,-0.17557907,-0.020908356,69.29625,-46.68525,04 37 11.10,-46 41 06.9,0.0,,20.2652,19.5287,Simbad,0.0
236,2,5508,69.27603373592217,-46.6978590063849,SER,0.604531607230023,856.1168,0.0068,563.4205,0.0075,17.8043,0.0337,18.0812,0.0019,0.8180,0.0030,0.5218,5.0E-4,-42.1176,0.0679,856.1168,0.0068,563.4205,0.0075,17.7613,0.0240,17.467,0.0013,1.0890,0.0021,0.5218,5.0E-4,-42.1176,0.0679,856.1168,0.0068,563.4205,0.0075,17.7203,0.0384,17.1759,0.0021,1.3475,0.0035,0.5218,5.0E-4,-42.1176,0.0679,856.1168,0.0068,563.4205,0.0075,17.6759,0.0634,17.0213,0.0028,1.6273,0.0058,0.5218,5.0E-4,-42.1176,0.0679,89994,0692m467,5508,SER,0.00923022,65.34463,114.34213,150.38742,176.85565,1.4865891,1.2157111,1.0232707,1.1144428,1.5319018,108241.01,5.5452275,179209.31,0.030681167,1376893.4,-0.32748768,2644791.0,17.961975,17.354485,17.05697,16.880953,17.983908,18.688906,,,0.60749054,0.29751396,0.47353172,0.17601776,69.2760833,-46.698,04 37 06.26,-46 41 52.8,0.0,,20.3729,20.1247,Simbad,0.0
236,4,6490,69.31406448948452,-46.67005421537799,SER,0.604531607230023,498.2742,0.0032,945.9786,0.004,11.0285,0.0155,17.6555,0.0012,1.1435,0.0029,0.6616,5.0E-4,39.8897,0.082,498.2742,0.0032,945.9786,0.004,10.6157,0.0097,17.3139,8.0E-4,1.1360,0.0018,0.6616,5.0E-4,39.8897,0.082,498.2742,0.0032,945.9786,0.004,10.2218,0.0127,17.2081,0.0014,1.1289,0.0024,0.6616,5.0E-4,39.8897,0.082,498.2742,0.0032,945.9786,0.004,9.7954,0.0216,17.118,0.0018,1.1212,0.0040,0.6616,5.0E-4,39.8897,0.082,89994,0692m467,6490,SER,0.009968031,83.49896,117.08954,133.22386,147.90912,1.464636,1.3362054,1.1843578,1.1732255,1.1740314,168134.95,2.7426891,3176371.5,0.03685533,5675136.5,0.20235567,9033136.0,17.695797,17.328705,17.188545,17.075012,17.57196,18.131598,16.009148,14.220016,0.36709213,0.1401596,0.25369263,0.11353302,69.3139167,-46.6700833,04 37 15.34,-46 40 12.3,0.0,,19.4243,19.0937,Simbad,0.0
270,4,10312,61.54860082846632,-36.9374787358167,SER,0.605800785184517,655.9765,0.0012,585.7523,0.0014,25.1009,0.0513,16.6037,0.0012,2.5472,0.0042,0.7608,3.0E-4,-5.3792,0.0516,655.9765,0.0012,585.7523,0.0014,31.0539,0.0405,15.6714,7.0E-4,3.7289,0.0030,0.7608,3.0E-4,-5.3792,0.0516,655.9765,0.0012,585.7523,0.0014,36.7340,0.0753,15.252,0.001,4.8564,0.0048,0.7608,3.0E-4,-5.3792,0.0516,655.9765,0.0012,585.7523,0.0014,42.8826,0.1247,14.9743,0.0013,6.0770,0.0080,0.7608,3.0E-4,-5.3792,0.0516,131812,0614m370,10312,SER,0.0049562813,337.19763,720.2077,1002.5645,1290.7108,1.4183973,1.3517222,1.2282124,0.9888245,4.3848877,511042.78,13.8336,459154.7,0.14508143,2.293442E7,-0.016661922,1.1732992E7,16.180288,15.356356,14.997219,14.722928,15.335868,15.742857,16.067839,12.757032,0.82393265,0.35913658,0.6334276,0.27429104,61.5483333,-36.9378889,04 06 11.60,-36 56 16.4,0.0,,20.1828,19.7143,Simbad,0.0
270,5,10626,61.55777105343421,-36.91883347910601,PSF,0.605800785184517,555.0817,0.0136,841.8684,0.0118,*0.2694*,*1.4031*,19.6867,0.0024,1.1661,10.9585,0.6569,0.9969,41.1092,30.2187,555.0817,0.0136,841.8684,0.0118,*0.1850*,*2.8659*,20.0502,0.0043,0.8115,19.1159,0.6569,0.9969,41.1092,30.2187,555.0817,0.0136,841.8684,0.0118,*0.1044*,*5.3655*,20.4079,0.0044,0.4732,35.1331,0.6569,0.9969,41.1092,30.2187,555.0817,0.0136,841.8684,0.0118,*0.0172*,*8.1946*,20.7195,296.5998,0.1069,53.6069,0.6569,0.9969,41.1092,30.2187,131812,0614m370,10626,PSF,0.004934049,13.584232,9.43411,7.001344,5.3704987,1.3885866,1.2961712,1.2176161,0.9836771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.667412,20.063248,20.387047,20.674963,,24.684738,,,-0.39583588,-0.32379913,-0.6117153,-0.28791618,61.5575833,-36.9188056,04 06 13.82,-36 55 07.7,0.0,,18.65,19.2991,Simbad,0.0
270,3,10039,61.5408153022654,-36.92380881162721,SER,0.605800785184517,741.5149,0.0046,773.5641,0.0075,12.5388,0.0355,18.4529,0.0024,1.2430,0.0058,0.5085,8.0E-4,-23.2198,0.0851,741.5149,0.0046,773.5641,0.0075,11.9283,0.0203,18.0731,0.0015,1.4004,0.0034,0.5085,8.0E-4,-23.2198,0.0851,741.5149,0.0046,773.5641,0.0075,11.3458,0.0332,17.9524,0.0025,1.5506,0.0059,0.5085,8.0E-4,-23.2198,0.0851,741.5149,0.0046,773.5641,0.0075,10.7153,0.0591,17.9183,0.0046,1.7132,0.0104,0.5085,8.0E-4,-23.2198,0.0851,131812,0614m370,10039,SER,0.00507342,41.24827,60.700024,70.81538,78.25675,1.3186097,1.2789744,1.1836221,1.0885657,1.5449857,37577.17,3.3604774,118866.46,0.22370785,1141061.6,-0.23257284,1104666.8,18.461485,18.042028,17.874681,17.766195,18.496897,18.919127,21.200773,13.817498,0.41945648,0.16734695,0.27583313,0.10848618,61.540625,-36.9236389,04 06 09.75,-36 55 25.1,0.0,,20.2653,19.9344,Simbad,0.0
270,2,9650,61.52991180576929,-36.92332255369563,REX,0.605800785184517,863.93,0.0049,771.6669,0.0028,3.8037,0.0115,19.4837,0.0016,0.7278,0.0124,0.2426,0.0014,-71.3233,0.0847,863.93,0.0049,771.6669,0.0028,3.8353,0.0051,19.1496,0.0013,0.8013,0.0065,0.2426,0.0014,-71.3233,0.0847,863.93,0.0049,771.6669,0.0028,3.8654,0.0077,19.0238,0.0019,0.8714,0.0094,0.2426,0.0014,-71.3233,0.0847,863.93,0.0049,771.6669,0.0028,3.8980,0.0156,18.9631,0.003,0.9473,0.0175,0.2426,0.0014,-71.3233,0.0847,131812,0614m370,9650,REX,0.00516651,0.2041257,0.23707016,0.31762537,0.29157335,1.3186097,1.2789744,1.1836221,1.0885657,1.0,0.0,0.6049287,221.42459,0.0,0.0,0.0,0.0,24.225256,24.062807,23.745213,23.83813,22.354637,23.906765,19.242224,,0.16244888,0.31759453,0.22467613,-0.092918396,61.53,-36.9235833,04 06 07.20,-36 55 24.9,0.0,,20.3554,20.6018,Simbad,0.0
270,6,451,61.57194280159153,-36.93455781162083,PSF,0.605800785184517,399.531,0.0019,625.7825,0.0016,*0.4217*,*0.0049*,18.2519,6.0E-4,3.3533,0.0685,0.5559,0.0033,-27.3119,0.2388,399.531,0.0019,625.7825,0.0016,*0.4175*,*0.0029*,18.1124,0.001,5.8521,0.0722,0.5559,0.0033,-27.3119,0.2388,399.531,0.0019,625.7825,0.0016,*0.4135*,*0.0019*,18.0029,0.0015,8.2363,0.0927,0.5559,0.0033,-27.3119,0.2388,399.531,0.0019,625.7825,0.0016,*0.4092*,*0.0030*,17.4719,0.0011,*10.8173*,*0.1242*,0.5559,0.0033,-27.3119,0.2388,131813,0617m370,451,PSF,0.004802173,50.53606,55.2436,53.82194,85.659515,1.4065616,1.346463,1.2286232,0.98711586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.240997,18.144295,18.172602,17.66806,16.16628,15.787409,15.07393,15.603258,0.096702576,-0.028306961,0.47623444,0.5045414,61.5717083,-36.9345278,04 06 17.21,-36 56 04.3,0.0,,18.8614,18.5462,Simbad,0.0
270,1,9554,61.52707183891137,-36.94244818954368,REX,0.605800785184517,892.5456,0.0019,517.5305,0.0018,8.6787,0.0067,17.6298,8.0E-4,0.8284,0.0016,0.8996,3.0E-4,47.5307,0.1724,892.5456,0.0019,517.5305,0.0018,8.6805,0.0039,16.9495,4.0E-4,0.9469,0.0010,0.8996,3.0E-4,47.5307,0.1724,892.5456,0.0019,517.5305,0.0018,8.6822,0.0054,16.6486,6.0E-4,1.0601,0.0013,0.8996,3.0E-4,47.5307,0.1724,892.5456,0.0019,517.5305,0.0018,8.6841,0.0094,16.4347,0.001,1.1825,0.0022,0.8996,3.0E-4,47.5307,0.1724,131812,0614m370,9554,REX,0.0049441545,88.00605,164.26779,214.63326,262.8836,1.3467327,1.3559748,1.2244791,1.0743892,1.0,0.0,2.139828,3525794.0,0.0,0.0,0.0,0.0,17.63872,16.961119,16.670757,16.450592,16.659111,17.087059,15.186111,13.792893,0.67760086,0.2903614,0.51052666,0.22016525,61.5262917,-36.9419722,04 06 06.31,-36 56 31.1,0.0,,20.1234,19.4636,Simbad,0.0
271,6,5509,72.47271881132448,-73.07555121431152,PSF,2.15468339828998,348.6173,0.0,593.5091,0.0,13.7717,0.0009,15.2754,0.0,3.7180,0.0003,0.9854,0.0,38.1791,0.001,348.6173,0.0,593.5091,0.0,10.6356,0.0004,14.4991,0.0,3.6103,0.0001,0.9854,0.0,38.1791,0.001,348.6173,0.0,593.5091,0.0,7.6433,0.0003,14.2592,0.0,3.5075,0.0002,0.9854,0.0,38.1791,0.001,348.6173,0.0,593.5091,0.0,4.4042,0.0008,18.1578,1.0E-4,3.3963,0.0004,0.9854,0.0,38.1791,0.001,14563,0722m730,5509,PSF,0.11247132,31.548088,53.755424,58.645332,67.6743,1.4072722,1.2686516,1.1087518,1.0767113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.752567,18.173944,18.079416,17.92394,Infinity,Infinity,Infinity,Infinity,0.5786228,0.0945282,0.2500038,0.15547562,72.4719583,-73.0757778,04 49 53.27,-73 04 32.8,0.027449,,18.4363,18.2064,Simbad,0.0
271,4,4816,72.39819006470766,-73.05513940680447,PSF,2.15468339828998,644.9624,0.0,881.5265,0.0,6.5105,0.0002,16.8213,0.0,5.2333,0.0001,0.9619,0.0,-20.712,0.0051,644.9624,0.0,881.5265,0.0,5.1740,0.0001,16.1969,0.0,4.1915,0.0001,0.9619,0.0,-20.712,0.0051,644.9624,0.0,881.5265,0.0,3.8989,0.0001,16.2062,0.0,3.1974,0.0001,0.9619,0.0,-20.712,0.0051,644.9624,0.0,881.5265,0.0,2.5185,0.0001,16.4334,0.0,2.1214,0.0001,0.9619,0.0,-20.712,0.0051,14563,0722m730,4816,PSF,0.11286391,75.7998,134.55936,136.58871,165.92633,1.4047635,1.2637829,1.106402,1.0696768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.80083,17.177715,17.161463,16.950212,Infinity,Infinity,Infinity,Infinity,0.62311554,0.016252518,0.22750282,0.2112503,72.398375,-73.0551944,04 49 35.61,-73 03 18.7,0.0,,19.5031,19.0108,Simbad,0.0
271,2,4440,72.35695349024942,-73.06578208127395,PSF,2.15468339828998,809.258,0.0,734.837,0.0,0.5402,0.0000,17.0055,0.0,0.1910,0.0000,0.1126,0.0,23.4565,0.0,809.258,0.0,734.837,0.0,0.5067,0.0000,17.294,0.0,0.2314,0.0000,0.1126,0.0,23.4565,0.0,809.258,0.0,734.837,0.0,*0.4747*,*0.0000*,17.5292,0.0,0.2699,0.0000,0.1126,0.0,23.4565,0.0,809.258,0.0,734.837,0.0,*0.4401*,*0.0000*,17.7195,0.0,0.3116,0.0000,0.1126,0.0,23.4565,0.0,14563,0722m730,4440,PSF,0.11267689,158.47723,121.30776,97.96651,86.447395,1.4072722,1.2686516,1.1087518,1.0767113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.000082,17.29028,17.522306,17.658121,Infinity,Infinity,Infinity,Infinity,-0.29019737,-0.23202705,-0.36784172,-0.13581467,72.3569583,-73.0658611,04 49 25.67,-73 03 57.1,0.0,,17.1163,16.8631,Simbad,0.0
271,3,4679,72.38381935125376,-73.06689547614671,PSF,2.15468339828998,701.8303,0.0035,719.9089,0.0029,0.6198,0.2632,17.2909,0.0018,0.2815,1.1973,0.2316,0.1186,40.6258,5.9542,701.8303,0.0035,719.9089,0.0029,0.5104,0.2881,17.6185,0.0019,0.3587,1.1491,0.2316,0.1186,40.6258,5.9542,701.8303,0.0035,719.9089,0.0029,*0.4061*,*0.3200*,17.8571,0.0025,0.4324,1.1457,0.2316,0.1186,40.6258,5.9542,701.8303,0.0035,719.9089,0.0029,*0.2932*,*0.3611*,18.0603,0.0041,0.5121,1.1894,0.2316,0.1186,40.6258,5.9542,14563,0722m730,4679,PSF,0.1128474,120.00913,87.94037,69.67264,59.27348,1.4072722,1.2686516,1.1087518,1.0767113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.301964,17.63953,17.892344,18.067848,Infinity,Infinity,Infinity,Infinity,-0.33756638,-0.25281334,-0.42831802,-0.17550468,72.3834583,-73.0668611,04 49 32.03,-73 04 00.7,0.0,,16.8821,16.7737,Simbad,0.0
271,1,3774,72.28549379308707,-73.06936706758243,PSF,2.15468339828998,1095.0848,0.0154,684.2959,0.016,1.1535,0.0797,19.0348,0.0422,*13.8821*,*2.0302*,0.758,0.0224,-45.3052,2.9811,1095.0848,0.0154,684.2959,0.016,2.2375,0.2344,19.0561,0.0467,*13.3630*,*1.6139*,0.758,0.0224,-45.3052,2.9811,1095.0848,0.0154,684.2959,0.016,3.2717,0.4505,19.0261,0.0527,*12.8676*,*1.6831*,0.758,0.0224,-45.3052,2.9811,1095.0848,0.0154,684.2959,0.016,4.3913,0.6894,18.96,0.0587,*12.3314*,*2.2190*,0.758,0.0224,-45.3052,2.9811,14563,0722m730,3774,PSF,0.11127837,17.05477,13.50692,11.188679,9.9319315,1.4072722,1.2686516,1.1087518,1.0767113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.420385,19.673609,19.878054,20.007416,Infinity,Infinity,Infinity,Infinity,-0.25322342,-0.20444489,-0.333807,-0.1293621,72.282875,-73.06925,04 49 07.89,-73 04 09.3,0.0,,19.0247,19.2694,Simbad,0.0
271,5,5098,72.42872637703455,-73.0824035449959,PSF,2.15468339828998,503.8729,0.0121,505.1105,0.0069,20.4455,0.2110,17.5388,0.0075,2.2798,0.0253,0.3969,0.0012,-70.098,0.1126,503.8729,0.0121,505.1105,0.0069,17.8079,0.1299,17.0761,0.0049,2.3054,0.0159,0.3969,0.0012,-70.098,0.1126,503.8729,0.0121,505.1105,0.0069,15.2913,0.1270,16.9281,0.0057,2.3299,0.0195,0.3969,0.0012,-70.098,0.1126,503.8729,0.0121,505.1105,0.0069,12.5670,0.2085,16.9075,0.0112,2.3565,0.0327,0.3969,0.0012,-70.098,0.1126,14563,0722m730,5098,PSF,0.1125478,10.640417,12.45435,11.674702,11.686009,1.4046364,1.2635955,1.1067822,1.0685494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.932604,19.761698,19.831886,19.830835,Infinity,Infinity,Infinity,Infinity,0.17090607,-0.07018852,-0.06913757,0.0010509491,72.430625,-73.0825278,04 49 43.35,-73 04 57.1,0.027636,,18.7972,18.2361,Simbad,0.0
