Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV
229,2,9386,26.57438368465495,-7.34399306106898,DUP,0.609901054524273,555.4811,0.0038,1124.0243,0.0038,0.7738,0.0081,19.0507,0.0018,2.9226,0.0952,0.9288,0.0075,-15.7119,3.3112,555.4811,0.0038,1124.0243,0.0038,0.7818,0.0081,18.9267,0.0027,8.4131,0.2110,0.9288,0.0075,-15.7119,3.3112,555.4811,0.0038,1124.0243,0.0038,0.7893,0.0130,18.6696,0.0039,*13.6518*,*0.4127*,0.9288,0.0075,-15.7119,3.3112,555.4811,0.0038,1124.0243,0.0038,0.7975,0.0200,18.3000,0.0123,*19.3226*,*0.6386*,0.9288,0.0075,-15.7119,3.3112,288801,0265m072,9386,0.022056686,0.0,0.0,0.0,0.0,1.3659712,1.1504599,1.1950561,1.2158093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,26.5738333,-7.3434722,01 46 17.72,-07 20 36.5,0.0,,20.0035,19.6814
229,5,6046,26.59852802397346,-7.340404587489144,SER,0.609901054524273,560.32,0.0068,785.1726,0.0033,45.5341,0.0554,16.1975,0.001,1.5590,0.0019,0.4396,0.0002,-74.4208,0.021,560.32,0.0068,785.1726,0.0033,44.3121,0.0346,15.8819,7.0E-4,1.6341,0.0012,0.4396,0.0002,-74.4208,0.021,560.32,0.0068,785.1726,0.0033,43.1462,0.0529,15.801,0.0011,1.7058,0.0019,0.4396,0.0002,-74.4208,0.021,560.32,0.0068,785.1726,0.0033,41.8840,0.0908,15.7459,0.0018,1.7834,0.0033,0.4396,0.0002,-74.4208,0.021,288801,0265m072,6046,0.022852123,46.231056,79.32421,106.50787,121.83513,1.3622394,1.1462828,1.1922354,1.2146417,1.3403965,107675.52,2.4169996,320402.44,0.12567827,2566901.0,0.09460568,2073088.1,18.337666,17.751486,17.431545,17.285568,17.389687,17.853619,16.494396,,0.58617973,0.31994057,0.4659176,0.14597702,26.5984167,-7.3401667,01 46 23.62,-07 20 24.6,0.0,,20.0652,20.0331
229,4,5703,26.5900435306586,-7.299707589921185,PSF,0.609901054524273,439.7824,0.0032,564.8758,0.0041,9.6862,0.0169,18.2855,0.0015,1.1326,0.0035,0.7299,0.0006,18.0168,0.1192,439.7824,0.0032,564.8758,0.0041,9.2708,0.0105,17.7275,9.0E-4,1.2791,0.0020,0.7299,0.0006,18.0168,0.1192,439.7824,0.0032,564.8758,0.0041,8.8744,0.0135,17.4447,0.0012,1.4189,0.0030,0.7299,0.0006,18.0168,0.1192,439.7824,0.0032,564.8758,0.0041,8.4454,0.0229,17.3586,0.0021,1.5702,0.0053,0.7299,0.0006,18.0168,0.1192,288801,0265m072,5703,0.023272686,23.539125,22.962574,25.610695,28.94826,1.6069248,1.3621526,1.2532436,1.2569709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.070524,19.097448,18.978947,18.845943,16.937666,16.548786,15.658426,13.794577,-0.026924133,0.11850166,0.2515049,0.13300323,26.5900417,-7.2996111,01 46 21.61,-07 17 58.6,0.0,,20.249,19.331
229,3,5685,26.58970342062056,-7.324387892699007,SER,0.609901054524273,768.7463,0.0024,515.2757,0.0018,12.7111,0.0122,17.3865,8.0E-4,1.1601,0.0019,0.6556,0.0003,-84.6062,0.0398,768.7463,0.0024,515.2757,0.0018,12.8715,0.0074,16.5793,5.0E-4,1.4094,0.0011,0.6556,0.0003,-84.6062,0.0398,768.7463,0.0024,515.2757,0.0018,13.0246,0.0098,16.171,6.0E-4,1.6474,0.0015,0.6556,0.0003,-84.6062,0.0398,768.7463,0.0024,515.2757,0.0018,13.1902,0.0168,15.9518,0.0009,1.9050,0.0025,0.6556,0.0003,-84.6062,0.0398,288801,0265m072,5685,0.022958675,311.5981,428.3288,512.09955,525.87054,1.4260515,1.2213519,1.222215,1.2322366,1.6675268,766952.6,11.457122,54709.223,-0.3343538,1.3615176E7,-0.1714879,8554437.0,16.266012,15.920557,15.726614,15.697803,16.50469,17.085354,16.422419,15.427005,0.34545517,0.19394302,0.22275448,0.028811455,26.58975,-7.3243889,01 46 21.54,-07 19 27.8,0.0,,17.6716,17.408
230,3,5015,27.48574877761106,-27.8187794532997,SER,1.34129265268485,640.012,0.0017,680.0001,9.0E-4,24.6329,0.0065,15.1624,2.0E-4,0.9885,0.0006,0.4839,0.0001,-63.1734,0.0066,640.012,0.0017,680.0001,9.0E-4,24.1194,0.0046,14.471,1.0E-4,1.2273,0.0004,0.4839,0.0001,-63.1734,0.0066,640.012,0.0017,680.0001,9.0E-4,23.6294,0.0056,14.1681,2.0E-4,1.4551,0.0005,0.4839,0.0001,-63.1734,0.0066,640.012,0.0017,680.0001,9.0E-4,23.0990,0.0088,13.9075,0.0003,1.7017,0.0008,0.4839,0.0001,-63.1734,0.0066,176695,0275m277,5015,0.01670039,839.90796,1568.1433,2153.7815,2641.4297,1.3737918,1.2485092,1.1985016,1.2381035,1.294055,9517701.0,6.241044,3075844.0,-0.20751679,2.1160355E8,-0.2965732,2.6643683E8,15.189421,14.511536,14.166996,13.945402,14.118378,14.531201,12.30531,11.700524,0.67788506,0.34453964,0.5661335,0.22159386,27.485875,-27.8186667,01 49 56.61,-27 49 07.2,0.042866,,18.0001,17.1341
230,1,3942,27.46342358877521,-27.82211553235923,EXP,1.34129265268485,570.5806,0.0027,771.8055,0.0039,18.8856,0.0112,16.3358,6.0E-4,0.6959,0.0010,0.6697,0.0002,-24.1295,0.0379,570.5806,0.0027,771.8055,0.0039,18.5508,0.0066,15.7151,4.0E-4,0.9306,0.0006,0.6697,0.0002,-24.1295,0.0379,570.5806,0.0027,771.8055,0.0039,18.2314,0.0098,15.4048,5.0E-4,1.1544,0.0009,0.6697,0.0002,-24.1295,0.0379,570.5806,0.0027,771.8055,0.0039,17.8856,0.0172,15.2263,0.0008,1.3967,0.0017,0.6697,0.0002,-24.1295,0.0379,176695,0275m277,3942,0.016425818,2.7189376,1.9415921,1.8441373,1.2976575,1.3823347,1.2561421,1.2068172,1.2675332,1.0,0.0,0.8101445,22852.3,0.75513315,17231.775,-0.3814558,18533.754,21.414001,21.779606,21.835516,22.2171,,,18.600899,15.25013,-0.3656044,-0.05591011,-0.43749428,-0.38158417,27.4637083,-27.822,01 49 51.29,-27 49 19.2,0.088744,,19.9635,20.0312
230,2,4219,27.46902204298467,-27.82031360324704,REX,1.34129265268485,465.8621,0.0089,689.5943,0.0111,11.6435,0.0351,18.3969,0.0028,0.8497,0.0050,0.7601,0.0011,4.7524,0.2785,465.8621,0.0089,689.5943,0.0111,11.1810,0.0266,18.0581,0.0021,1.1518,0.0041,0.7601,0.0011,4.7524,0.2785,465.8621,0.0089,689.5943,0.0111,10.7397,0.0447,17.8961,0.0035,1.4400,0.0076,0.7601,0.0011,4.7524,0.2785,465.8621,0.0089,689.5943,0.0111,10.2620,0.0733,17.8554,0.0059,1.7520,0.0126,0.7601,0.0011,4.7524,0.2785,176695,0275m277,4219,0.01650874,21.944717,26.342772,29.190453,38.42343,1.3800784,1.2583481,1.2120886,1.2675332,1.0,0.0,0.2582725,2062917.1,0.0,0.0,0.0,0.0,19.146675,18.948347,18.836899,18.53851,16.865437,16.261951,15.218002,,0.19832802,0.11144829,0.40983772,0.29838943,27.468875,-27.8204167,01 49 52.53,-27 49 13.5,0.0,,19.6399,19.4916
230,5,5644,27.50007935114963,-27.81807803003387,SER,1.34129265268485,843.2892,0.0045,658.9886,0.004,*0.2763*,*0.0131*,19.0966,0.0084,8.7982,0.5551,0.5855,0.0064,34.3795,0.5298,843.2892,0.0045,658.9886,0.004,0.8527,0.0125,18.7148,0.0077,*10.2963*,*0.3762*,0.5855,0.0064,34.3795,0.5298,843.2892,0.0045,658.9886,0.004,1.4027,0.0202,18.4433,0.0092,*11.7257*,*0.3870*,0.5855,0.0064,34.3795,0.5298,843.2892,0.0045,658.9886,0.004,1.9980,0.0312,18.0677,0.0120,*13.2730*,*0.5855*,0.5855,0.0064,34.3795,0.5298,176695,0275m277,5644,0.016837442,43.20784,60.769867,73.28308,79.24558,1.3741232,1.2511263,1.1973808,1.194737,1.2560782,87073.96,3.0604537,137959.08,0.13710256,2071497.8,0.02296209,904099.2,18.411093,18.04078,17.83749,17.752562,18.064203,18.296534,,12.782163,0.37031364,0.20328903,0.28821754,0.08492851,27.499875,-27.8181111,01 49 59.97,-27 49 05.2,0.088395,,19.9607,19.4494
230,4,5257,27.4914190220405,-27.81209212365086,SER,1.34129265268485,902.0754,0.0093,637.4759,0.0067,8.8806,0.0234,18.8014,0.0025,0.6290,0.0057,0.5094,0.0010,54.4273,0.1222,902.0754,0.0093,637.4759,0.0067,8.7772,0.0181,18.4465,0.0021,0.8673,0.0034,0.5094,0.0010,54.4273,0.1222,902.0754,0.0093,637.4759,0.0067,8.6786,0.0295,18.2464,0.0032,1.0946,0.0067,0.5094,0.0010,54.4273,0.1222,902.0754,0.0093,637.4759,0.0067,8.5719,0.0479,18.2007,0.0047,1.3407,0.0118,0.5094,0.0010,54.4273,0.1222,176695,0275m277,5257,0.016820326,303.0888,545.7481,733.7999,885.0614,1.3717893,1.2390314,1.185571,1.1523154,1.2469515,1982172.2,5.3099303,867091.94,0.13243951,3.1694188E7,-0.14717263,3.256967E7,16.296076,15.657519,15.336056,15.132566,15.586008,15.901958,13.91207,11.872924,0.6385565,0.32146358,0.5249529,0.2034893,27.4910833,-27.8120833,01 49 57.86,-27 48 43.5,0.0,,18.9147,18.3172
231,4,16103,36.8231564591224,-3.899498326821289,DUP,4.0700799349304,683.8304,9.0E-4,514.6911,6.0E-4,27.5154,0.0218,15.3299,5.0E-4,2.8002,0.0015,0.6779,0.0001,70.1188,0.0178,683.8304,9.0E-4,514.6911,6.0E-4,25.2401,0.0133,14.5799,3.0E-4,2.7753,0.0009,0.6779,0.0001,70.1188,0.0178,683.8304,9.0E-4,514.6911,6.0E-4,23.0692,0.0108,14.2647,3.0E-4,2.7516,0.0009,0.6779,0.0001,70.1188,0.0178,683.8304,9.0E-4,514.6911,6.0E-4,20.7191,0.0172,14.0835,0.0005,2.7259,0.0015,0.6779,0.0001,70.1188,0.0178,307483,0369m040,16103,0.02978504,0.0,0.0,0.0,0.0,1.2382802,1.1203699,0.9978877,1.0289108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,36.8235833,-3.8993333,02 27 17.66,-03 53 57.6,0.043634,,18.3314,17.9544
231,3,1642,36.82336604048824,-3.893285465258693,EXP,4.0700799349304,876.866,0.002,821.9007,0.0021,7.5881,0.0065,17.358,8.0E-4,0.9927,0.0014,0.9830,0.0004,2.5402,1.0031,876.866,0.002,821.9007,0.0021,7.3860,0.0044,16.6997,5.0E-4,0.9779,0.0009,0.9830,0.0004,2.5402,1.0031,876.866,0.002,821.9007,0.0021,7.1932,0.0044,16.4261,6.0E-4,0.9638,0.0009,0.9830,0.0004,2.5402,1.0031,876.866,0.002,821.9007,0.0021,6.9845,0.0068,16.2536,0.0008,0.9486,0.0014,0.9830,0.0004,2.5402,1.0031,307483,0369m040,1642,0.029954087,1.034906,1.3264954,1.5714747,1.5817318,1.2366583,1.1203699,1.0020769,1.0289108,1.0,0.0,2.175441,1628.6365,-0.25710043,9645.261,0.5741695,13653.448,22.462748,22.193235,22.009232,22.002169,19.408699,20.944885,16.103338,,0.26951218,0.18400383,0.19106674,0.007062912,36.82325,-3.8935833,02 27 17.58,-03 53 36.9,0.0,,20.1863,19.4083
231,5,2720,36.83891221791691,-3.900580587242132,REX,4.0700799349304,467.8956,0.008,500.0006,0.0079,2.8273,0.0133,20.5588,0.0048,0.6845,0.0058,0.9860,0.0032,-88.8035,10.6696,467.8956,0.008,500.0006,0.0079,2.8118,0.0103,20.4365,0.0044,0.7061,0.0042,0.9860,0.0032,-88.8035,10.6696,467.8956,0.008,500.0006,0.0079,2.7970,0.0161,20.4256,0.0077,0.7268,0.0071,0.9860,0.0032,-88.8035,10.6696,467.8956,0.008,500.0006,0.0079,2.7810,0.0259,20.4216,0.0114,0.7491,0.0118,0.9860,0.0032,-88.8035,10.6696,307483,0369m040,2720,0.029404823,6.369582,6.6917224,6.2908444,6.477929,1.2365853,1.1278375,0.99352235,1.0290774,1.0,0.0,0.35759026,1357311.4,0.0,0.0,0.0,0.0,20.489723,20.436155,20.503227,20.471409,20.258265,20.51747,,14.425613,0.053567886,-0.067071915,-0.035253525,0.03181839,36.8387917,-3.9005,02 27 21.31,-03 54 01.8,0.0,,20.2318,21.2407
231,1,702,36.80908807486127,-3.877155094496457,REX,4.0700799349304,725.3469,9.0E-4,996.935,0.0012,14.3556,0.0170,16.7129,9.0E-4,2.2392,0.0022,0.8306,0.0003,12.5863,0.0708,725.3469,9.0E-4,996.935,0.0012,13.0616,0.0101,15.8852,5.0E-4,2.1918,0.0013,0.8306,0.0003,12.5863,0.0708,725.3469,9.0E-4,996.935,0.0012,11.8269,0.0077,15.5619,5.0E-4,2.1465,0.0011,0.8306,0.0003,12.5863,0.0708,725.3469,9.0E-4,996.935,0.0012,10.4904,0.0126,15.3759,0.0008,2.0976,0.0018,0.8306,0.0003,12.5863,0.0708,307483,0369m040,702,0.030540712,107.60378,198.77658,258.08624,311.33105,1.2439584,1.1203699,0.99965394,1.0221313,1.0,0.0,1.6334294,1.6135081E7,0.0,0.0,0.0,0.0,17.420431,16.754087,16.470589,16.266943,16.65945,17.156189,16.011663,14.474012,0.6663437,0.28349876,0.48714447,0.2036457,36.8089583,-3.8769722,02 27 14.15,-03 52 37.1,0.0,,19.8647,19.27
232,5,2842,43.80748224944171,-21.60794332387216,SER,0.888186731997257,650.366,8.0E-4,696.8412,6.0E-4,39.5564,0.0396,15.2757,7.0E-4,2.9274,0.0025,0.5924,0.0001,67.1546,0.0128,650.366,8.0E-4,696.8412,6.0E-4,38.1443,0.0235,14.4368,4.0E-4,3.7395,0.0014,0.5924,0.0001,67.1546,0.0128,650.366,8.0E-4,696.8412,6.0E-4,36.7969,0.0304,14.0885,5.0E-4,4.5143,0.0022,0.5924,0.0001,67.1546,0.0128,650.366,8.0E-4,696.8412,6.0E-4,35.3384,0.0530,13.8628,0.0008,5.3531,0.0039,0.5924,0.0001,67.1546,0.0128,209495,0438m215,2842,0.028213501,50.703365,72.65904,81.61631,88.532845,1.3410649,1.2278109,1.1299543,1.1690354,0.9454327,120373.16,4.393132,60642.754,-0.132789,1551387.1,0.080098644,1057327.1,18.237408,17.846775,17.720558,17.632238,18.408962,19.543604,16.955381,,0.39063263,0.12621689,0.21453667,0.08831978,43.80675,-21.60775,02 55 13.62,-21 36 27.9,0.0,,19.643,19.1275
232,2,9501,43.77887259795508,-21.58580193488424,DUP,0.888186731997257,804.6892,0.0011,807.858,0.0013,8.7588,0.0492,17.0222,0.0062,1.6274,0.0075,0.8496,0.0003,-17.1198,0.0913,804.6892,0.0011,807.858,0.0013,9.5625,0.0336,16.0347,0.0037,1.9687,0.0051,0.8496,0.0003,-17.1198,0.0913,804.6892,0.0011,807.858,0.0013,10.3294,0.0390,15.5643,0.0036,2.2943,0.0055,0.8496,0.0003,-17.1198,0.0913,804.6892,0.0011,807.858,0.0013,11.1595,0.0612,15.2545,0.0047,2.6468,0.0084,0.8496,0.0003,-17.1198,0.0913,209495,0438m215,9501,0.028945921,0.0,0.0,0.0,0.0,1.3404429,1.2583055,1.1302133,1.257031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,43.7787917,-21.5856944,02 55 06.91,-21 35 08.5,0.0,,18.1335,17.6811
232,3,9503,43.79096607831062,-21.5938901554406,DUP,0.888186731997257,1025.82,0.0076,792.9564,0.0129,28.2912,0.0461,17.8245,0.0015,0.9328,0.0034,0.1293,0.0002,30.693,0.0128,1025.82,0.0076,792.9564,0.0129,26.9394,0.0272,17.4327,0.0011,1.0699,0.0017,0.1293,0.0002,30.693,0.0128,1025.82,0.0076,792.9564,0.0129,25.6497,0.0423,17.3241,0.0015,1.2007,0.0031,0.1293,0.0002,30.693,0.0128,1025.82,0.0076,792.9564,0.0129,24.2535,0.0744,17.2544,0.0027,1.3424,0.0057,0.1293,0.0002,30.693,0.0128,209495,0438m215,9503,0.02865003,0.0,0.0,0.0,0.0,1.3441432,1.2319058,1.1491364,1.25923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,43.7910417,-21.5939444,02 55 09.85,-21 35 38.2,0.027396,,19.0176,18.003
232,4,2653,43.80156729302401,-21.59807925415954,EXP,0.888186731997257,802.8574,0.0133,810.2286,0.0184,36.1803,0.0510,16.4012,0.0037,0.5515,0.0018,0.8229,0.0004,-1.717,0.1401,802.8574,0.0133,810.2286,0.0184,36.4019,0.0356,16.1282,0.0034,0.5017,0.0014,0.8229,0.0004,-1.717,0.1401,802.8574,0.0133,810.2286,0.0184,36.6135,0.0384,16.0985,0.0051,0.4541,0.0019,0.8229,0.0004,-1.717,0.1401,802.8574,0.0133,810.2286,0.0184,36.8424,0.0577,16.1743,0.0087,0.4026,0.0030,0.8229,0.0004,-1.717,0.1401,209495,0438m215,2653,0.028398648,0.38427803,0.5750988,0.42811078,0.55010223,1.3493958,1.2319058,1.173852,1.2278227,1.0,0.0,0.768868,549.7277,0.048200242,193.51862,0.5023594,201.61145,23.538385,23.100643,23.42111,23.148891,,,,,0.43774223,-0.320467,-0.04824829,0.2722187,43.8021667,-21.5984444,02 55 12.52,-21 35 54.4,0.0,,18.2067,18.0708
232,1,1328,43.76156315858119,-21.58691501027293,SER,0.888186731997257,439.42,0.0156,503.4389,0.0117,17.5104,0.0454,18.1926,0.0025,0.8291,0.0034,0.7213,0.0010,77.6992,0.1917,439.42,0.0156,503.4389,0.0117,17.0119,0.0302,17.8257,0.0019,0.9250,0.0022,0.7213,0.0010,77.6992,0.1917,439.42,0.0156,503.4389,0.0117,16.5363,0.0495,17.733,0.003,1.0165,0.0041,0.7213,0.0010,77.6992,0.1917,439.42,0.0156,503.4389,0.0117,16.0215,0.0838,17.6850,0.0054,1.1156,0.0070,0.7213,0.0010,77.6992,0.1917,209495,0438m215,1328,0.02904442,73.132576,102.69876,124.23644,130.57376,1.3404429,1.2583055,1.1506196,1.257031,1.0779483,137265.98,6.99885,1933888.4,0.37976456,1.3398338E7,0.67836785,1.894897E7,17.839724,17.471087,17.264378,17.21036,17.832504,18.567783,17.203945,,0.36863708,0.20670891,0.26072693,0.05401802,43.76175,-21.5869167,02 55 02.82,-21 35 12.9,0.0,,19.2833,19.032
234,5,3970,66.46432422712171,-64.4736664545824,SER,0.678363784164879,925.2841,0.0018,852.6764,0.0019,2.5731,0.0157,18.6139,0.0032,6.3518,0.0679,0.7150,0.0020,12.1634,0.2475,925.2841,0.0018,852.6764,0.0019,2.8703,0.0098,18.2691,0.0019,6.1950,0.0401,0.7150,0.0020,12.1634,0.2475,925.2841,0.0018,852.6764,0.0019,3.1538,0.0190,17.9757,0.0032,6.0455,0.0532,0.7150,0.0020,12.1634,0.2475,925.2841,0.0018,852.6764,0.0019,3.4607,0.0331,17.9580,0.0051,5.8836,0.0931,0.7150,0.0020,12.1634,0.2475,32351,0666m645,3970,0.034652293,27.407103,36.776268,40.819386,44.020725,1.3138779,1.1763734,1.0062994,1.1137984,1.5490571,15725.621,2.189572,200819.22,-0.16396672,629388.9,-0.090596244,478388.62,18.905342,18.58608,18.472834,18.390858,19.169249,19.802036,17.527699,,0.31926155,0.11324692,0.19522285,0.08197594,66.463875,-64.4735,04 25 51.33,-64 28 24.6,0.0,,19.8723,20.5146
234,2,1101,66.37589592180791,-64.46185690174991,SER,0.678363784164879,600.2442,0.0044,762.242,0.0039,*0.0515*,*0.0065*,18.7245,0.028,9.1592,0.6885,0.5609,0.0045,-12.545,0.369,600.2442,0.0044,762.242,0.0039,1.1502,0.0148,18.771,0.0094,*12.7224*,*0.3613*,0.5609,0.0045,-12.545,0.369,600.2442,0.0044,762.242,0.0039,2.1984,0.0279,18.7401,0.0092,*16.1222*,*0.4656*,0.5609,0.0045,-12.545,0.369,600.2442,0.0044,762.242,0.0039,3.3332,0.0426,18.7457,0.0114,*19.8025*,*0.8751*,0.5609,0.0045,-12.545,0.369,32351,0666m645,1101,0.033957474,133.21613,164.04129,169.6433,182.86803,1.3223931,1.0852512,1.002558,1.1099685,0.6884765,941042.5,3.1406682,1138061.5,0.026122326,6826551.0,-0.15997401,1.2291938E7,17.188608,16.962618,16.926159,16.844656,17.550827,17.919392,16.98145,11.748901,0.2259903,0.03645897,0.11796188,0.081502914,66.37525,-64.46175,04 25 30.06,-64 27 42.3,0.0,,18.0614,17.7904
234,1,1066,66.37509485387507,-64.4484969496396,SER,0.678363784164879,920.897,0.003,668.5826,0.0028,12.1770,0.0066,17.0818,5.0E-4,0.6116,0.0009,0.8529,0.0003,-49.8431,0.1126,920.897,0.003,668.5826,0.0028,11.9058,0.0056,16.867,5.0E-4,0.7155,0.0007,0.8529,0.0003,-49.8431,0.1126,920.897,0.003,668.5826,0.0028,11.6470,0.0094,16.8481,0.001,0.8146,0.0013,0.8529,0.0003,-49.8431,0.1126,920.897,0.003,668.5826,0.0028,11.3669,0.0150,16.7969,0.0014,0.9220,0.0022,0.8529,0.0003,-49.8431,0.1126,32351,0666m645,1066,0.03429853,33.7462,44.850834,57.862457,56.41591,1.3223931,1.0852512,1.0028749,1.1099685,5.9745584,1177.0901,0.81340903,425267.56,0.13675153,527349.44,0.0697306,403598.53,18.679438,18.370573,18.094007,18.121496,18.247541,18.496738,15.844645,15.279074,0.3088646,0.27656555,0.24907684,-0.027488708,66.3749583,-64.4483056,04 25 29.99,-64 26 53.9,0.0,,19.9531,19.6718
234,4,2880,66.431885041347,-64.46400266056607,SER,0.678363784164879,588.7078,0.0039,639.5425,0.0032,7.0728,0.0119,18.4783,0.0013,1.0356,0.0035,0.7764,0.0009,-51.3091,0.1765,588.7078,0.0039,639.5425,0.0032,7.3560,0.0093,18.1972,0.0011,1.0169,0.0019,0.7764,0.0009,-51.3091,0.1765,588.7078,0.0039,639.5425,0.0032,7.6262,0.0161,18.1215,0.0024,0.9990,0.0035,0.7764,0.0009,-51.3091,0.1765,588.7078,0.0039,639.5425,0.0032,7.9187,0.0264,18.0205,0.0034,0.9796,0.0063,0.7764,0.0009,-51.3091,0.1765,32351,0666m645,2880,0.034383718,39.06577,49.428146,51.551342,55.00596,1.3403983,1.1098868,1.0062994,1.10456,0.8729967,101466.89,1.8061485,415667.6,-0.026631912,1082551.4,-0.11432966,2213276.8,18.52051,18.265064,18.2194,18.148975,19.051342,19.528643,,13.199039,0.25544548,0.045663834,0.11608887,0.07042503,66.4320417,-64.4639722,04 25 43.69,-64 27 50.3,0.0,,19.8191,19.3976
234,3,2809,66.42993441503693,-64.45507793784977,PSF,0.678363784164879,396.7472,0.0072,506.8365,0.0055,9.4139,0.0439,18.7651,0.0034,1.6804,0.0103,0.6835,0.0015,-66.5257,0.2135,396.7472,0.0072,506.8365,0.0055,9.8806,0.0359,18.4252,0.0028,1.8151,0.0076,0.6835,0.0015,-66.5257,0.2135,396.7472,0.0072,506.8365,0.0055,10.3260,0.0659,18.2698,0.005,1.9436,0.0132,0.6835,0.0015,-66.5257,0.2135,396.7472,0.0072,506.8365,0.0055,10.8081,0.1080,18.1526,0.0075,2.0828,0.0219,0.6835,0.0015,-66.5257,0.2135,32351,0666m645,2809,0.034393147,28.080196,20.943882,16.218277,14.062773,1.3403983,1.1098868,1.002558,1.1211792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.879,19.197357,19.474989,19.629822,20.705494,21.787045,19.357267,,-0.31835747,-0.27763176,-0.4324646,-0.15483284,66.4297083,-64.4549722,04 25 43.13,-64 27 17.9,0.0,,19.5091,19.3703
235,3,10927,66.73140597687143,-49.12506145178234,SER,2.02398643307026,535.3642,0.0012,617.0502,0.0014,27.9646,0.0763,15.7576,0.0014,4.9840,0.0093,0.6724,0.0003,10.1145,0.0391,535.3642,0.0012,617.0502,0.0014,25.6700,0.0493,14.9044,0.001,4.9660,0.0060,0.6724,0.0003,10.1145,0.0391,535.3642,0.0012,617.0502,0.0014,23.4808,0.0440,14.5621,0.001,4.9489,0.0058,0.6724,0.0003,10.1145,0.0391,535.3642,0.0012,617.0502,0.0014,21.1109,0.0664,14.3546,0.0016,4.9304,0.0090,0.6724,0.0003,10.1145,0.0391,80334,0665m492,10927,0.020014493,228.24928,316.00607,363.7375,401.984,1.3317205,1.3388722,1.1374329,1.1144613,5.042731,88435.15,6.4692926,432469.25,-0.1402565,6295912.0,-0.15379098,6714699.5,16.603977,16.250761,16.09803,15.989478,16.49382,16.894287,15.411119,13.404518,0.35321617,0.15273094,0.26128292,0.10855198,66.7312917,-49.1246944,04 26 55.51,-49 07 28.9,0.0,,18.8249,18.3212
235,2,6922,66.72834628857257,-49.1176649251292,SER,2.02398643307026,407.1009,0.0016,749.3087,8.0E-4,14.3452,0.0090,15.5292,4.0E-4,2.0113,0.0016,0.4784,0.0001,77.0194,0.013,407.1009,0.0016,749.3087,8.0E-4,14.4472,0.0055,14.872,3.0E-4,1.9173,0.0009,0.4784,0.0001,77.0194,0.013,407.1009,0.0016,749.3087,8.0E-4,14.5445,0.0066,14.678,4.0E-4,1.8276,0.0009,0.4784,0.0001,77.0194,0.013,407.1009,0.0016,749.3087,8.0E-4,14.6498,0.0112,14.4511,0.0005,1.7305,0.0015,0.4784,0.0001,77.0194,0.013,81279,0666m490,6922,0.02005361,44.72741,58.99403,66.01034,69.27231,1.3261907,1.3363465,1.1395792,1.1149026,3.0436401,15404.387,5.23879,15299.074,-0.16168307,672007.8,0.016467517,298044.28,18.373566,18.072979,17.95097,17.898602,,,,,0.3005867,0.12200928,0.17437744,0.052368164,66.7280833,-49.1176667,04 26 54.74,-49 07 03.6,0.0,,19.9712,19.6633
