Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV
149,3,4093,210.4624352454958,-3.189836695762009,PSF,0.398986595617903,496.302,0.0046,359.7526,0.0019,11.9133,0.0127,17.9209,0.001,0.7445,0.0027,0.3042,0.0002,73.0455,0.0211,496.302,0.0046,359.7526,0.0019,11.7183,0.0081,17.2742,7.0E-4,0.8824,0.0017,0.3042,0.0002,73.0455,0.0211,496.302,0.0046,359.7526,0.0019,11.5322,0.0100,16.9886,7.0E-4,1.0140,0.0021,0.3042,0.0002,73.0455,0.0211,496.302,0.0046,359.7526,0.0019,11.3307,0.0166,16.7812,0.0012,1.1565,0.0036,0.3042,0.0002,73.0455,0.0211,312490,2104m032,4093,0.062110923,1.7854784,1.5330453,1.0799792,0.86923516,1.3424329,1.4890939,1.1656227,1.4149048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.870613,22.036112,22.416462,22.652157,,,,14.350762,-0.16549873,-0.3803501,-0.616045,-0.23569489,210.462625,-3.19,14 01 51.03,-03 11 24.0,0.0677,,19.3307,19.1392
149,2,3677,210.4450919949291,-3.174171328079091,SER,0.398986595617903,796.2416,0.0093,786.9741,0.008,12.2701,0.0186,18.3867,0.0017,0.5354,0.0024,0.8368,0.0009,64.8941,0.2866,796.2416,0.0093,786.9741,0.008,11.7738,0.0135,17.7603,0.0013,0.6923,0.0016,0.8368,0.0009,64.8941,0.2866,796.2416,0.0093,786.9741,0.008,11.3001,0.0186,17.4767,0.0021,0.8420,0.0026,0.8368,0.0009,64.8941,0.2866,796.2416,0.0093,786.9741,0.008,10.7874,0.0296,17.3287,0.0025,1.0041,0.0045,0.8368,0.0009,64.8941,0.2866,312490,2104m032,3677,0.06288157,42.938354,78.24995,104.45966,124.24377,1.3424329,1.4890939,1.1751328,1.4149048,0.7184489,83667.98,3.0326328,91570.33,-0.052549206,752555.7,0.06604818,1003216.7,18.417887,17.76629,17.45263,17.264313,17.234041,17.30835,18.941437,10.928908,0.65159607,0.31366158,0.5019779,0.18831635,210.4455833,-3.1744722,14 01 46.94,-03 10 28.1,0.0,,19.0852,19.1767
149,1,3434,210.4362564194164,-3.156001730929726,SER,0.398986595617903,553.317,0.0152,567.0185,0.007,16.2183,0.0371,18.4584,0.0021,0.8112,0.0038,0.3935,0.0005,-74.3634,0.0645,553.317,0.0152,567.0185,0.007,15.9435,0.0277,18.1672,0.0019,0.8915,0.0024,0.3935,0.0005,-74.3634,0.0645,553.317,0.0152,567.0185,0.007,15.6813,0.0425,18.066,0.0027,0.9680,0.0042,0.3935,0.0005,-74.3634,0.0645,553.317,0.0152,567.0185,0.007,15.3975,0.0687,17.9897,0.0043,1.0509,0.0071,0.3935,0.0005,-74.3634,0.0645,312490,2104m032,3434,0.06364775,145.1064,316.12064,481.7659,631.50574,1.4414029,1.5896453,1.1649528,1.412756,1.039555,564636.9,6.4558268,246265.8,0.54708886,1.9916332E7,-0.20722142,1.1287657E7,17.095783,16.250368,15.79291,15.499057,15.182668,15.435983,13.309545,12.406176,0.8454151,0.4574585,0.7513113,0.2938528,210.43675,-3.1563056,14 01 44.82,-03 09 22.7,0.067956,,19.6281,19.1717
149,4,4205,210.466954744732,-3.205265815364832,SER,0.398986595617903,917.7476,0.0017,1037.0726,0.0051,27.7953,0.0214,17.0018,7.0E-4,0.7855,0.0014,0.2641,0.0001,-10.7628,0.0097,917.7476,0.0017,1037.0726,0.0051,25.5089,0.0143,16.2154,5.0E-4,0.9659,0.0009,0.2641,0.0001,-10.7628,0.0097,917.7476,0.0017,1037.0726,0.0051,23.3273,0.0145,15.8537,5.0E-4,1.1380,0.0011,0.2641,0.0001,-10.7628,0.0097,917.7476,0.0017,1037.0726,0.0051,20.9657,0.0220,15.6029,0.0008,1.3243,0.0017,0.2641,0.0001,-10.7628,0.0097,312490,2104m032,4205,0.06122826,67.332596,121.90658,160.31387,195.31393,1.247422,1.4241333,1.1656227,1.401624,0.93949586,132653.42,3.0299537,223033.72,-0.43918532,3980171.8,0.29424837,3274729.0,17.929436,17.284933,16.987572,16.773167,16.94569,17.488066,15.634999,15.354396,0.64450264,0.29736137,0.51176643,0.21440506,210.46725,-3.2050278,14 01 52.14,-03 12 18.1,0.067788,,19.7983,19.9434
151,2,1753,210.9746131166839,26.36004322520999,SER,0.513515398706857,765.543,0.0052,505.3803,0.0099,20.1963,0.0217,17.6634,0.0012,0.6351,0.0021,0.2660,0.0002,-27.309,0.0226,765.543,0.0052,505.3803,0.0099,19.0219,0.0156,16.9815,8.0E-4,0.7705,0.0013,0.2660,0.0002,-27.309,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.543,0.0052,505.3803,0.0099,16.6882,0.0339,16.4445,0.0018,1.0395,0.0040,0.2660,0.0002,-27.309,0.0226,477338,2110p262,1753,0.017651929,84.379814,164.70714,0.0,289.27158,1.5653437,1.4602014,0.0,1.3478535,0.90155727,116133.87,5.2303953,54411.28,0.3449205,2978366.8,-0.49451602,3645975.5,17.684404,16.95822,Infinity,16.346735,16.262774,16.650923,14.747854,13.91083,0.72618484,Infinity,0.6114845,Infinity,210.9745417,26.3608889,14 03 53.89,+26 21 39.2,0.088637,,20.0501,20.1421
151,1,1700,210.9720324163159,26.36683525719871,REX,0.513515398706857,655.0794,0.0021,674.0134,0.0021,12.5291,0.0362,17.3734,0.0019,2.9126,0.0109,0.5271,0.0007,48.0157,0.0597,655.0794,0.0021,674.0134,0.0021,11.3264,0.0231,16.6861,0.0011,3.2704,0.0065,0.5271,0.0007,48.0157,0.0597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0794,0.0021,674.0134,0.0021,8.9366,0.0485,16.1829,0.0029,3.9813,0.0196,0.5271,0.0007,48.0157,0.0597,477338,2110p262,1700,0.017593915,48.98498,75.233696,0.0,103.98901,1.5653437,1.3734503,0.0,1.3478535,1.0,0.0,1.4536155,251662.86,0.0,0.0,0.0,0.0,18.274843,17.80897,Infinity,17.457531,17.879253,18.198217,15.965591,,0.46587372,Infinity,0.35143852,Infinity,210.97225,26.3667778,14 03 53.34,+26 22 00.4,0.0,,19.6928,19.7824
151,3,1897,210.9835914026334,26.37231145817395,SER,0.513515398706857,797.3444,0.0054,598.6522,0.0058,6.2379,0.0120,18.2231,0.0017,0.9757,0.0047,0.9168,0.0014,14.9301,0.7744,797.3444,0.0054,598.6522,0.0058,5.8187,0.0107,17.7622,0.0019,1.1422,0.0049,0.9168,0.0014,14.9301,0.7744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.3444,0.0054,598.6522,0.0058,4.9858,0.0238,17.5226,0.0038,1.4729,0.0135,0.9168,0.0014,14.9301,0.7744,477338,2110p262,1897,0.017693099,104.46662,210.98856,0.0,372.06485,1.5653437,1.4602014,0.0,1.3478535,3.835883,15929.344,3.1230185,92968.57,-0.04002628,1126497.4,0.31906772,1909514.5,17.452557,16.689352,Infinity,16.073454,15.948895,16.335796,14.328139,13.457166,0.7632046,Infinity,0.61589813,Infinity,210.9834167,26.37225,14 03 56.02,+26 22 20.1,0.0,,19.7898,19.9987
151,4,5748,210.9934452293335,26.39356584573962,DUP,0.513515398706857,533.8633,0.0035,966.1937,0.0072,27.6275,0.0313,16.6612,0.0011,0.9792,0.0019,0.3750,0.0002,25.6717,0.0236,533.8633,0.0035,966.1937,0.0072,26.4499,0.0218,15.958,7.0E-4,1.2641,0.0014,0.3750,0.0002,25.6717,0.0236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.8633,0.0035,966.1937,0.0072,24.1100,0.0590,15.4382,0.0019,1.8304,0.0044,0.3750,0.0002,25.6717,0.0236,478631,2110p265,5748,0.017376738,0.0,0.0,0.0,0.0,1.6484212,1.5794069,0.0,1.4797924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,210.9935833,26.3932778,14 03 58.46,+26 23 35.8,0.088984,,19.4823,19.0106
152,1,5125,211.1789376181356,24.18595482555581,REX,0.505685862476134,792.4393,0.0053,819.8257,0.0028,12.7522,0.0277,17.6925,0.0016,1.6562,0.0059,0.3229,0.0004,63.1345,0.041,792.4393,0.0053,819.8257,0.0028,12.1248,0.0232,17.1089,0.0015,1.9251,0.0055,0.3229,0.0004,63.1345,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.4393,0.0053,819.8257,0.0028,10.8782,0.0551,16.7005,0.0032,2.4595,0.0148,0.3229,0.0004,63.1345,0.041,466903,2110p242,5125,0.021670466,8.089766,10.919403,0.0,12.862783,1.4852078,1.211802,0.0,1.5615373,1.0,0.0,1.9026821,6313.9043,0.0,0.0,0.0,0.0,20.23016,19.904503,Infinity,19.726662,19.868317,24.112272,16.93276,12.661906,0.3256569,Infinity,0.17784119,Infinity,211.1787083,24.1857222,14 04 42.89,+24 11 08.6,0.0,,20.2866,20.8117
152,2,113,211.1886959504434,24.19283421747403,SER,0.505685862476134,612.9165,0.0015,658.899,0.0019,8.7069,0.0113,16.8908,9.0E-4,1.8665,0.0041,0.6938,0.0005,37.4367,0.0703,612.9165,0.0015,658.899,0.0019,9.0386,0.0106,16.0626,8.0E-4,2.4092,0.0037,0.6938,0.0005,37.4367,0.0703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.9165,0.0015,658.899,0.0019,9.6976,0.0281,15.4272,0.0016,3.4876,0.0100,0.6938,0.0005,37.4367,0.0703,466904,2113p242,113,0.021618584,81.276665,139.94118,0.0,212.14389,1.5276473,1.222537,0.0,1.4083368,1.9572875,19415.096,3.2463784,706112.5,-0.29836997,1202629.4,0.4146667,3014139.0,17.725086,17.135136,Infinity,16.683424,16.504341,16.857998,14.509166,12.880516,0.58995056,Infinity,0.45171165,Infinity,211.1886667,24.19275,14 04 45.28,+24 11 33.9,0.061681,,19.9119,19.6588
152,4,662,211.2175401345374,24.17235869590111,SER,0.505685862476134,430.9273,0.0143,538.5401,0.0091,12284.1890,2055.5018,15.3185,0.0752,*17.6385*,*0.4182*,0.2501,0.0008,-84.6665,0.0853,430.9273,0.0143,538.5401,0.0091,11096.3611,1559.9009,14.7932,0.0633,*16.7152*,*0.3191*,0.2501,0.0008,-84.6665,0.0853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.9273,0.0143,538.5401,0.0091,8736.1528,1937.4098,14.4447,0.1106,*14.8807*,*0.4954*,0.2501,0.0008,-84.6665,0.0853,466904,2113p242,662,0.021851908,27.776245,41.914253,0.0,53.453415,1.4699156,1.2021891,0.0,1.5416424,1.7352103,6309.649,3.893211,8477.191,-0.5960183,300546.1,-0.04153582,179440.98,18.890816,18.444096,Infinity,18.180061,18.83646,19.165684,17.387262,15.695196,0.44672012,Infinity,0.26403427,Infinity,211.2174167,24.1724444,14 04 52.18,+24 10 20.8,0.0,,20.2189,20.2418
152,3,407,211.2030494512003,24.18118515912951,PSF,0.505685862476134,914.9497,0.0325,725.3247,0.0368,8.8920,0.1263,20.0708,0.012,1.0590,0.0258,0.8753,0.0059,28.595,2.8647,914.9497,0.0325,725.3247,0.0368,8.5569,0.1718,19.7906,0.0168,1.5445,0.0472,0.8753,0.0059,28.595,2.8647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.9497,0.0325,725.3247,0.0368,7.8909,0.4764,19.7124,0.0407,2.5092,0.1429,0.8753,0.0059,28.595,2.8647,466904,2113p242,407,0.021787671,46.873573,86.17191,0.0,157.94785,1.5276473,1.222537,0.0,1.4083368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.32268,17.661585,Infinity,17.003716,16.351202,16.813593,15.242875,17.536377,0.66109467,Infinity,0.65786934,Infinity,211.2035,24.1819722,14 04 48.84,+24 10 55.1,0.062505,,20.1625,19.3021
154,3,2541,212.8613899081116,-29.67362339446398,SER,0.446973294645973,578.6253,0.0024,355.4516,0.0024,20.1399,0.0735,16.6687,0.0032,1.6663,0.0063,0.6756,0.0005,42.8016,0.0847,578.6253,0.0024,355.4516,0.0024,20.8407,0.0316,15.7786,0.0012,2.2016,0.0025,0.6756,0.0005,42.8016,0.0847,578.6253,0.0024,355.4516,0.0024,21.5093,0.0538,15.4009,0.0019,2.7123,0.0041,0.6756,0.0005,42.8016,0.0847,578.6253,0.0024,355.4516,0.0024,22.2330,0.1080,15.1344,0.0034,3.2652,0.0086,0.6756,0.0005,42.8016,0.0847,167234,2129m297,2541,0.05995871,276.7708,729.84454,1096.5963,1450.1567,1.5109416,1.1265281,1.0080348,1.0784501,3.963282,143833.73,13.8336,91672.53,-0.032026507,2636270.0,0.2008996,5251629.0,16.3947,15.341924,14.899883,14.596462,14.793385,15.156252,14.052652,13.366343,1.0527754,0.44204044,0.74546146,0.30342102,212.861,-29.6736111,14 11 26.64,-29 40 25.0,0.0,,18.5216,18.0173
154,2,2273,212.852047584767,-29.65098627284609,PSF,0.446973294645973,578.3592,0.0055,875.2743,0.0083,30.4758,0.0279,15.9842,0.001,0.6370,0.0014,0.6445,0.0002,-11.522,0.0374,578.3592,0.0055,875.2743,0.0083,30.5356,0.0124,15.3718,4.0E-4,0.8391,0.0005,0.6445,0.0002,-11.522,0.0374,578.3592,0.0055,875.2743,0.0083,30.5926,0.0238,15.1261,8.0E-4,1.0320,0.0011,0.6445,0.0002,-11.522,0.0374,578.3592,0.0055,875.2743,0.0083,30.6544,0.0460,14.9532,0.0016,1.2407,0.0022,0.6445,0.0002,-11.522,0.0374,167234,2129m297,2273,0.05905669,4.2882314,3.1341844,2.7355628,3.3689134,1.5109416,1.1265281,1.0080348,1.1416485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.919304,21.25969,21.407383,21.181276,19.868654,20.421068,17.880733,,-0.34038544,-0.14769363,0.07841301,0.22610664,212.852,-29.6516944,14 11 24.48,-29 39 06.1,0.0,,18.1046,17.9603
154,4,2540,212.8613665823259,-29.63580712305456,SER,0.446973294645973,901.6337,0.007,861.5599,0.0079,6.5798,0.0211,18.7497,0.0034,0.6195,0.0068,0.8699,0.0014,28.8197,0.5207,901.6337,0.007,861.5599,0.0079,6.6801,0.0095,18.3164,0.0014,0.6424,0.0024,0.8699,0.0014,28.8197,0.5207,901.6337,0.007,861.5599,0.0079,6.7758,0.0167,18.1652,0.0034,0.6642,0.0045,0.8699,0.0014,28.8197,0.5207,901.6337,0.007,861.5599,0.0079,6.8795,0.0325,18.0339,0.0052,0.6879,0.0097,0.8699,0.0014,28.8197,0.5207,167234,2129m297,2540,0.05835739,400.7633,701.5593,886.50867,1052.6797,1.5109416,1.1265281,1.0080348,1.1416485,1.0470986,849106.94,7.8814926,201587.17,0.15482941,1.3864486E7,-0.0748829,6791254.5,15.99278,15.384839,15.130793,14.94426,15.402525,15.928299,14.302972,14.109399,0.6079407,0.25404644,0.4405794,0.18653297,212.862,-29.6356111,14 11 26.88,-29 38 08.2,0.037372,,17.9231,17.6963
154,1,1762,212.8342709724443,-29.63712962986024,PSF,0.446973294645973,702.7667,0.0072,650.9118,0.0091,37.2475,0.1792,16.7231,0.0038,1.8012,0.0080,0.5073,0.0005,38.8834,0.0647,702.7667,0.0072,650.9118,0.0091,37.6565,0.0729,16.2845,0.0015,1.9201,0.0032,0.5073,0.0005,38.8834,0.0647,702.7667,0.0072,650.9118,0.0091,38.0468,0.1443,16.1213,0.003,2.0336,0.0061,0.5073,0.0005,38.8834,0.0647,702.7667,0.0072,650.9118,0.0091,38.4692,0.2878,16.0043,0.0061,2.1564,0.0124,0.5073,0.0005,38.8834,0.0647,167234,2129m297,1762,0.05855536,1.4059623,1.6374818,1.4752542,1.5150728,1.5109416,1.1384112,0.93427444,1.0712246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.130066,21.96456,22.077833,22.048916,19.553095,20.031244,19.09996,14.636841,0.16550636,-0.11327362,-0.08435631,0.028917313,212.834,-29.637,14 11 20.16,-29 38 13.2,0.0,,19.6585,19.8597
155,1,1824,213.2155820397195,23.33220155204234,SER,0.477075388864364,704.4992,0.0032,771.6159,0.0047,4.2899,0.0060,18.5498,0.0013,0.9843,0.0073,0.4832,0.0010,-11.7061,0.1097,704.4992,0.0032,771.6159,0.0047,4.3174,0.0056,18.3206,0.0015,1.0135,0.0063,0.4832,0.0010,-11.7061,0.1097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.4992,0.0032,771.6159,0.0047,4.3722,0.0134,18.2095,0.0031,1.0713,0.0159,0.4832,0.0010,-11.7061,0.1097,461631,2132p232,1824,0.02020742,75.97353,113.99467,0.0,149.27515,1.5710636,1.4471191,0.0,1.3996127,1.543967,26863.51,6.9525104,11349.1,0.042808235,1012909.9,-0.6423671,1931552.2,17.798344,17.357788,Infinity,17.065031,17.600636,18.256815,17.950954,15.05793,0.44055557,Infinity,0.29275703,Infinity,213.2155,23.3326389,14 12 51.72,+23 19 57.5,0.0,,20.1858,19.4411
155,4,2213,213.2378299669402,23.31804334397334,SER,0.477075388864364,660.3235,0.0095,755.6017,0.0088,3.0806,0.0243,19.7027,0.0057,2.6303,0.0772,0.6417,0.0063,85.3808,0.6767,660.3235,0.0095,755.6017,0.0088,3.3407,0.0330,19.4886,0.0074,2.8249,0.0806,0.6417,0.0063,85.3808,0.6767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.3235,0.0095,755.6017,0.0088,3.8575,0.0965,19.3499,0.0182,3.2117,0.2300,0.6417,0.0063,85.3808,0.6767,461631,2132p232,2213,0.020281145,69.23101,126.42303,0.0,196.49179,1.605615,1.5184202,0.0,1.620016,1.3811748,22130.615,1.9040056,159317.7,-0.07898634,585936.2,0.15721165,894765.94,17.899248,17.245434,Infinity,16.76664,16.991764,17.465342,15.570355,,0.6538143,Infinity,0.4787941,Infinity,213.2380417,23.3181944,14 12 57.13,+23 19 05.5,0.05979,,19.8528,19.5336
155,2,2007,213.2258035175576,23.3377822835228,EXP,0.477075388864364,834.6242,0.0108,697.9309,0.0114,21.9795,0.0470,17.9115,0.0018,1.0247,0.0038,0.2316,0.0003,-43.2712,0.031,834.6242,0.0108,697.9309,0.0114,21.8630,0.0448,17.4676,0.0019,1.2175,0.0037,0.2316,0.0003,-43.2712,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.6242,0.0108,697.9309,0.0114,21.6315,0.1141,17.1794,0.0040,1.6005,0.0099,0.2316,0.0003,-43.2712,0.031,461631,2132p232,2007,0.020417146,4.0249,5.522823,0.0,5.319769,1.5710636,1.4471191,0.0,1.3996127,1.0,0.0,0.45548585,8330.714,-0.19680662,715.0716,0.4981571,421.5028,20.988111,20.644598,Infinity,20.685268,19.334265,20.43257,18.32084,,0.3435135,Infinity,-0.040670395,Infinity,213.225875,23.3378611,14 12 54.21,+23 20 16.3,0.059665,,20.09,19.5543
155,3,2073,213.2293041745812,23.33653703430425,EXP,0.477075388864364,553.8595,0.0045,503.5196,0.0036,7.7469,0.0144,17.8461,0.0015,1.2775,0.0047,0.7065,0.0010,58.0473,0.1587,553.8595,0.0045,503.5196,0.0036,7.3299,0.0100,17.2319,0.0011,1.2979,0.0032,0.7065,0.0010,58.0473,0.1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.8595,0.0045,503.5196,0.0036,6.5013,0.0181,16.8356,0.0021,1.3384,0.0070,0.7065,0.0010,58.0473,0.1587,461631,2132p232,2073,0.02043405,4.727445,6.815342,0.0,6.8002567,1.5710636,1.4471191,0.0,1.5180013,1.0,0.0,2.5290558,2296.8967,-0.35420188,11476.507,0.022641243,6739.011,20.813435,20.41628,Infinity,20.418686,,19.508509,16.351625,13.846662,0.39715385,Infinity,-0.0024051666,Infinity,213.229375,23.3370278,14 12 55.05,+23 20 13.3,0.0,,20.019,20.6068
157,3,2974,215.5025057406916,28.863960761391,SER,0.394419047445767,754.9829,0.018,724.7296,0.0217,38.6656,0.1088,16.9344,0.0024,1.1438,0.0039,0.8155,0.0011,-29.1689,0.3042,754.9829,0.018,724.7296,0.0217,39.5695,0.1229,16.3812,0.0027,1.4042,0.0043,0.8155,0.0011,-29.1689,0.3042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.9829,0.018,724.7296,0.0217,41.3657,0.3400,16.0341,0.0065,1.9216,0.0124,0.8155,0.0011,-29.1689,0.3042,490146,2154p287,2974,0.014094932,82.82476,119.0201,0.0,158.76862,1.7269614,1.3547609,0.0,1.2893732,0.7823655,43241.72,8.951671,6601.608,-0.08046596,3208991.2,0.83587825,4799532.0,17.7046,17.31095,Infinity,16.998089,17.724745,18.22803,17.52906,15.203578,0.39365005,Infinity,0.3128605,Infinity,215.5028333,28.8643333,14 22 00.68,+28 51 51.6,0.029579,,19.8143,19.2128
157,1,2929,215.4999678224083,28.86918226815317,SER,0.394419047445767,724.4846,0.0216,653.0438,0.0196,33.9885,0.0455,17.7094,0.0013,0.5933,0.0026,*0.0928*,*0.0002*,47.8626,0.012,724.4846,0.0216,653.0438,0.0196,33.3049,0.0534,17.3098,0.0018,0.7854,0.0029,*0.0928*,*0.0002*,47.8626,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.4846,0.0216,653.0438,0.0196,31.9467,0.1446,17.0100,0.0037,1.1672,0.0088,*0.0928*,*0.0002*,47.8626,0.012,490146,2154p287,2929,0.014183112,191.01068,314.47617,0.0,445.7314,1.7269614,1.3547609,0.0,1.2893732,1.5612135,36404.79,12.40177,3742.2515,0.06800472,519452.78,-0.084027834,572533.8,16.797356,16.256031,Infinity,15.877316,16.679434,17.35378,16.115383,,0.5413246,Infinity,0.37871456,Infinity,215.5003333,28.8685833,14 22 00.08,+28 52 06.9,0.0,,19.4943,18.9372
157,4,3233,215.5173209036256,28.86660178776914,REX,0.394419047445767,546.3278,0.0039,689.0239,0.0036,3.0160,0.0070,18.5475,0.0015,1.4094,0.0158,0.7354,0.0023,84.1999,0.3527,546.3278,0.0039,689.0239,0.0036,3.1694,0.0071,18.3691,0.0022,1.5521,0.0150,0.7354,0.0023,84.1999,0.3527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.3278,0.0039,689.0239,0.0036,3.4741,0.0204,18.1774,0.0048,1.8356,0.0394,0.7354,0.0023,84.1999,0.3527,490146,2154p287,3233,0.014121515,37.063766,43.749466,0.0,47.366627,1.7269614,1.3547609,0.0,1.2893732,1.0,0.0,0.7048674,320689.0,0.0,0.0,0.0,0.0,18.577625,18.397568,Infinity,18.31132,19.020187,19.674665,20.412743,,0.18005753,Infinity,0.0862484,Infinity,215.5175,28.8667222,14 22 04.20,+28 52 00.2,0.0354,,19.5114,19.5162
158,4,610,216.5532729623645,29.69492654057706,SER,0.450125524772851,599.7594,0.0028,337.4924,0.0047,21.8810,0.0152,16.2533,6.0E-4,0.9217,0.0012,0.5116,0.0002,-8.5678,0.0272,599.7594,0.0028,337.4924,0.0047,22.1395,0.0193,15.5064,8.0E-4,1.4243,0.0016,0.5116,0.0002,-8.5678,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.7594,0.0028,337.4924,0.0047,22.6532,0.0534,14.9247,0.0016,2.4230,0.0048,0.5116,0.0002,-8.5678,0.0272,495183,2166p297,610,0.016812883,310.80618,588.26056,0.0,1020.1755,1.5082235,1.2203695,0.0,1.2603765,1.254678,342778.66,5.6292834,142955.75,0.31609088,9496107.0,-0.09541558,5065860.0,16.268776,15.576076,Infinity,14.978312,15.196879,15.645796,13.713562,13.195087,0.6927004,Infinity,0.59776306,Infinity,216.5535417,29.6946111,14 26 12.85,+29 41 40.6,0.058862,,18.6705,18.2352
158,1,328,216.5356359016363,29.72669130498612,SER,0.450125524772851,810.1305,0.0069,773.6271,0.0093,15.5424,0.0299,17.1345,0.0016,1.3008,0.0032,0.7622,0.0006,-11.366,0.1659,810.1305,0.0069,773.6271,0.0093,15.9139,0.0251,16.6295,0.0015,1.3041,0.0024,0.7622,0.0006,-11.366,0.1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.1305,0.0069,773.6271,0.0093,16.6519,0.0617,16.2740,0.0032,1.3106,0.0056,0.7622,0.0006,-11.366,0.1659,495183,2166p297,328,0.017221302,145.36142,227.93272,0.0,308.03833,1.3163109,1.2065563,0.0,1.3038259,1.4501722,63133.53,4.566723,934533.44,0.14703265,2879029.0,-0.052961573,1394085.8,17.093878,16.605484,Infinity,16.278488,17.51871,19.243326,,,0.48839378,Infinity,0.32699585,Infinity,216.5360833,29.7266667,14 26 08.66,+29 43 36.0,0.059246,,19.4374,19.0977
158,3,525,216.5487054032538,29.71449333721601,REX,0.450125524772851,654.3783,0.019,605.8638,0.0239,21.0914,0.0796,17.9985,0.0034,0.9711,0.0052,0.7796,0.0014,35.0414,0.4099,654.3783,0.019,605.8638,0.0239,21.0699,0.0713,17.4236,0.0034,1.0706,0.0044,0.7796,0.0014,35.0414,0.4099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.3783,0.019,605.8638,0.0239,21.0271,0.1617,16.9964,0.0066,1.2683,0.0109,0.7796,0.0014,35.0414,0.4099,495183,2166p297,525,0.016970709,56.13977,95.76743,0.0,143.13164,1.3627449,1.2065563,0.0,1.3218764,1.0,0.0,4.547549,15342.317,0.0,0.0,0.0,0.0,18.126823,17.546955,Infinity,17.11066,17.571539,17.935139,,12.521461,0.5798683,Infinity,0.43629456,Infinity,216.5488333,29.7148889,14 26 11.72,+29 42 53.6,0.08677,,20.061,19.8562
