Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,z,log_M_stellar,e_log_M_stellar,log_SFR,e_log_SFR
893.0,893.0,6018.0,201.7692421938984,-0.4945522096152775,DUP,0.741041812408929,344.6445,0.0014,344.5278,0.0012,17.7262,0.0668,16.3684,0.0019,5.0461,0.0147,0.6783,5.0E-4,81.8028,0.0534,344.6445,0.0014,344.5278,0.0012,16.185,0.0404,15.4549,0.0013,5.0545,0.0089,0.6783,5.0E-4,81.8028,0.0534,344.6445,0.0014,344.5278,0.0012,14.7145,0.0334,15.1265,0.0012,5.0625,0.0083,0.6783,5.0E-4,81.8028,0.0534,344.6445,0.0014,344.5278,0.0012,13.1227,0.0544,14.8776,0.0021,5.0711,0.0136,0.6783,5.0E-4,81.8028,0.0534,0.0751,11.075,0.03,-1.376,0.711
894.0,894.0,4901.0,178.833058151373,-2.211702467397884,SER,0.376255036558221,344.6463,7.0E-4,344.1292,7.0E-4,10.9094,0.0334,17.4577,0.0014,6.4139,0.016,0.6507,3.0E-4,7.4068,0.0352,344.6463,7.0E-4,344.1292,7.0E-4,10.2247,0.0142,16.5918,7.0E-4,6.3833,0.0067,0.6507,3.0E-4,7.4068,0.0352,344.6463,7.0E-4,344.1292,7.0E-4,9.5714,0.0261,16.2276,0.0015,6.3542,0.014,0.6507,3.0E-4,7.4068,0.0352,344.6463,7.0E-4,344.1292,7.0E-4,8.8641,0.0517,16.0467,0.0027,6.3226,0.0273,0.6507,3.0E-4,7.4068,0.0352,0.0765,10.533,0.022,-1.844,0.828
895.0,895.0,2070.0,159.1162349379923,12.56463827524054,SER,0.42529238512651,573.3829,0.0019,573.1669,0.0014,6.0283,0.0153,18.2989,0.0017,2.5067,0.0147,0.2349,3.0E-4,-87.6114,0.0257,573.3829,0.0019,573.1669,0.0014,5.9086,0.0083,17.3551,9.0E-4,2.8774,0.0087,0.2349,3.0E-4,-87.6114,0.0257,573.3829,0.0019,573.1669,0.0014,5.7944,0.0094,16.9138,9.0E-4,3.2311,0.0096,0.2349,3.0E-4,-87.6114,0.0257,573.3829,0.0019,573.1669,0.0014,5.6707,0.0173,16.6395,0.0018,3.614,0.0167,0.2349,3.0E-4,-87.6114,0.0257,0.0948,10.625,0.023,-1.147,0.441
896.0,896.0,3531.0,163.3156672569459,31.28057597642258,SER,0.4335630491647,343.7865,0.0022,344.0372,0.0025,10.441,0.1193,17.7269,0.0053,6.2483,0.055,0.7623,0.0017,53.4393,0.2393,343.7865,0.0022,344.0372,0.0025,9.8998,0.0791,16.7579,0.0036,6.0631,0.0368,0.7623,0.0017,53.4393,0.2393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.7865,0.0022,344.0372,0.0025,8.8246,0.1138,16.1516,0.006,5.6951,0.057,0.7623,0.0017,53.4393,0.2393,0.155,11.252,0.04,0.626,0.1
897.0,897.0,2878.0,146.3603506820623,-0.8166939107072456,SER,0.69972097638979,343.7973,0.0019,344.2388,0.0022,6.3605,0.0239,18.0841,0.0023,3.3545,0.0234,0.6312,0.0011,-15.924,0.1107,343.7973,0.0019,344.2388,0.0022,5.9127,0.0132,17.0357,0.0012,4.2087,0.0135,0.6312,0.0011,-15.924,0.1107,343.7973,0.0019,344.2388,0.0022,5.4853,0.018,16.4954,0.0017,5.0236,0.0242,0.6312,0.0011,-15.924,0.1107,343.7973,0.0019,344.2388,0.0022,5.0227,0.0327,16.3684,0.0031,5.9058,0.0431,0.6312,0.0011,-15.924,0.1107,0.1274,10.989,0.029,-0.867,0.872
898.0,898.0,4356.0,207.2863957475358,8.771682140938413,SER,0.612268070065207,115.2246,0.0036,114.8718,0.0031,12.2443,0.0441,17.4123,0.0028,1.6843,0.0087,0.7179,8.0E-4,-76.7953,0.1268,115.2246,0.0036,114.8718,0.0031,11.8166,0.0293,16.5704,0.0018,2.1194,0.0054,0.7179,8.0E-4,-76.7953,0.1268,115.2246,0.0036,114.8718,0.0031,11.4085,0.0317,16.1715,0.0018,2.5346,0.0066,0.7179,8.0E-4,-76.7953,0.1268,115.2246,0.0036,114.8718,0.0031,10.9667,0.0496,16.0076,0.0028,2.9839,0.0111,0.7179,8.0E-4,-76.7953,0.1268,0.1343,11.297,0.032,0.687,0.116
899.0,899.0,5443.0,152.3243320080782,0.7689746819861686,SER,0.720413325638193,343.7497,8.0E-4,344.4835,0.0011,12.2308,0.044,17.8591,0.0025,3.6534,0.0111,0.5446,4.0E-4,-33.1867,0.0318,343.7497,8.0E-4,344.4835,0.0011,12.6079,0.0255,16.8059,0.001,3.8842,0.0065,0.5446,4.0E-4,-33.1867,0.0318,343.7497,8.0E-4,344.4835,0.0011,12.9677,0.0271,16.3793,0.0015,4.1044,0.0062,0.5446,4.0E-4,-33.1867,0.0318,343.7497,8.0E-4,344.4835,0.0011,13.3572,0.0476,16.0884,0.0017,4.3428,0.0108,0.5446,4.0E-4,-33.1867,0.0318,0.1239,11.088,0.069,-0.032,0.629
900.0,900.0,3685.0,123.50793344212752,32.43995670497912,SER,0.432071606821079,344.5140,0.0036,344.3571,0.0041,15.9249,0.2354,18.1657,0.0076,5.0413,0.0518,0.788,0.002,-20.8503,0.3221,344.5140,0.0036,344.3571,0.0041,15.2306,0.16,16.9547,0.0052,5.5243,0.0372,0.788,0.002,-20.8503,0.3221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.5140,0.0036,344.3571,0.0041,13.851,0.2144,16.2288,0.007,6.484,0.061,0.788,0.002,-20.8503,0.3221,0.1673,11.309,0.023,-1.319,0.661
901.0,901.0,3989.0,228.0741555582077,12.97392191902486,SER,0.895546482611348,343.6457,0.0025,343.8912,0.0024,12.5877,0.0731,18.0508,0.0029,3.6797,0.0186,0.4573,9.0E-4,-46.3385,0.072,343.6457,0.0025,343.8912,0.0024,10.4283,0.0471,17.08,0.0022,3.3976,0.0121,0.4573,9.0E-4,-46.3385,0.072,343.6457,0.0025,343.8912,0.0024,8.368,0.0288,16.6758,0.0019,3.1285,0.0103,0.4573,9.0E-4,-46.3385,0.072,343.6457,0.0025,343.8912,0.0024,6.1376,0.0328,16.5227,0.0027,2.8371,0.015,0.4573,9.0E-4,-46.3385,0.072,0.1199,10.98,0.079,-0.41,0.714
902.0,902.0,6147.0,247.6648352971587,12.25649098620635,SER,0.53841551158151,344.2165,0.0017,343.9404,0.0021,7.7012,0.0225,18.2967,0.002,2.7059,0.0101,0.695,8.0E-4,-23.7107,0.1069,344.2165,0.0017,343.9404,0.0021,6.9231,0.0122,17.5842,0.001,2.3526,0.0047,0.695,8.0E-4,-23.7107,0.1069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.2165,0.0017,343.9404,0.0021,5.3772,0.0303,17.0523,0.0041,1.6506,0.0152,0.695,8.0E-4,-23.7107,0.1069,0.0939,10.489,0.048,0.873,0.05
903.0,903.0,5427.0,237.9685608415546,23.38584995169557,SER,0.407159639735646,344.6070,0.0049,343.6500,0.0037,12.2173,0.0271,17.7916,0.0018,1.5276,0.0056,0.6119,8.0E-4,80.4511,0.091,344.6070,0.0049,343.6500,0.0037,11.594,0.0192,16.9751,0.0013,1.8286,0.0042,0.6119,8.0E-4,80.4511,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.6070,0.0049,343.6500,0.0037,10.3556,0.0482,16.416,0.0031,2.4266,0.0122,0.6119,8.0E-4,80.4511,0.091,0.0908,10.61,0.034,0.074,0.084
904.0,904.0,3621.0,144.0546200556637,10.76023757162863,SER,1.08952144147514,115.2307,0.0032,115.0631,0.0024,22.7494,0.2379,17.3828,0.0062,3.9639,0.0284,0.5778,0.001,56.2248,0.0977,115.2307,0.0032,115.0631,0.0024,20.8315,0.1502,16.534,0.0042,4.2677,0.0197,0.5778,0.001,56.2248,0.0977,115.2307,0.0032,115.0631,0.0024,19.0016,0.1246,16.1897,0.0036,4.5576,0.0207,0.5778,0.001,56.2248,0.0977,115.2307,0.0032,115.0631,0.0024,17.0208,0.1896,15.999,0.0059,4.8713,0.0307,0.5778,0.001,56.2248,0.0977,0.1173,11.063,0.031,0.176,0.19
905.0,905.0,1845.0,154.7375886549755,31.31893124159598,SER,0.395342422366776,572.2075,0.0044,573.3552,0.0041,22.825,0.5901,17.9171,0.0091,9.8822,0.1251,0.6307,0.002,-78.4977,0.1959,572.2075,0.0044,573.3552,0.0041,20.1052,0.3909,16.8505,0.0072,8.4316,0.0831,0.6307,0.002,-78.4977,0.1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.2075,0.0044,573.3552,0.0041,14.7009,0.2317,16.3868,0.0068,5.5492,0.0565,0.6307,0.002,-78.4977,0.1959,0.1472,10.956,0.034,-1.236,0.844
906.0,906.0,2035.0,182.4258620652195,14.99867895650208,SER,0.49799315132943,344.3314,0.0018,344.2918,0.0019,15.5577,0.2215,17.249,0.0061,7.2112,0.0621,0.6981,0.0011,5.6335,0.1244,344.3314,0.0018,344.2918,0.0019,16.2648,0.1339,16.25,0.0036,8.4272,0.0374,0.6981,0.0011,5.6335,0.1244,344.3314,0.0018,344.2918,0.0019,16.9395,0.1696,15.8085,0.004,9.5876,0.0464,0.6981,0.0011,5.6335,0.1244,344.3314,0.0018,344.2918,0.0019,17.6698,0.2918,15.622,0.0063,10.8436,0.0798,0.6981,0.0011,5.6335,0.1244,0.0998,10.938,0.041,-0.308,0.631
907.0,907.0,1075.0,171.5093848803415,15.29516976451935,SER,0.498886317091057,344.0314,0.0016,343.6441,0.0022,8.7518,0.0204,17.2934,0.0014,2.5636,0.0074,0.5522,6.0E-4,30.612,0.056,344.0314,0.0016,343.6441,0.0022,9.2225,0.0143,16.5976,0.0011,2.7791,0.0048,0.5522,6.0E-4,30.612,0.056,344.0314,0.0016,343.6441,0.0022,9.6715,0.0223,16.2709,0.0015,2.9847,0.0065,0.5522,6.0E-4,30.612,0.056,344.0314,0.0016,343.6441,0.0022,10.1576,0.0368,16.0398,0.0021,3.2074,0.0109,0.5522,6.0E-4,30.612,0.056,0.0785,10.438,0.07,0.747,0.113
908.0,908.0,5234.0,249.9492499199285,25.25232341726603,DUP,0.503775616482016,344.4950,8.0E-4,343.9303,0.0011,10.1713,0.0169,16.2241,9.0E-4,4.3582,0.008,0.4392,2.0E-4,-16.1683,0.0191,344.4950,8.0E-4,343.9303,0.0011,10.198,0.0112,15.3309,6.0E-4,4.3426,0.005,0.4392,2.0E-4,-16.1683,0.0191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.4950,8.0E-4,343.9303,0.0011,10.2511,0.0138,14.703,7.0E-4,4.3116,0.0057,0.4392,2.0E-4,-16.1683,0.0191,0.0567,10.839,0.012,-1.845,0.558
909.0,909.0,2936.0,232.3138560874485,-2.535935888955942,SER,0.446843197671987,343.8289,0.0014,343.8721,0.0015,8.5683,0.0221,18.4828,0.0018,2.1538,0.0075,0.9012,6.0E-4,-28.6965,0.2195,343.8289,0.0014,343.8721,0.0015,8.3393,0.0077,17.4105,6.0E-4,2.3691,0.0028,0.9012,6.0E-4,-28.6965,0.2195,343.8289,0.0014,343.8721,0.0015,8.1207,0.019,16.9177,0.0016,2.5746,0.0064,0.9012,6.0E-4,-28.6965,0.2195,343.8289,0.0014,343.8721,0.0015,7.8842,0.0384,16.5951,0.0033,2.797,0.0129,0.9012,6.0E-4,-28.6965,0.2195,0.0943,10.855,0.056,-0.024,0.472
910.0,910.0,7735.0,37.59935422539748,0.5791265529362299,SER,0.883045031666856,344.6682,0.0012,344.5973,0.0013,14.5572,0.0174,18.3481,0.0011,1.3441,0.0029,0.3172,1.0E-4,41.9162,0.0133,344.6682,0.0012,344.5973,0.0013,13.3174,0.0107,17.3137,5.0E-4,1.808,0.0017,0.3172,1.0E-4,41.9162,0.0133,344.6682,0.0012,344.5973,0.0013,12.1344,0.0112,16.8091,6.0E-4,2.2506,0.0024,0.3172,1.0E-4,41.9162,0.0133,344.6682,0.0012,344.5973,0.0013,10.8539,0.0186,16.4935,0.001,2.7297,0.0042,0.3172,1.0E-4,41.9162,0.0133,0.1498,11.252,0.071,0.555,0.278
911.0,911.0,6893.0,116.3409590250401,21.81019477210053,DUP,0.656063054132376,344.2104,0.0095,344.5920,0.0012,2.9701,0.0333,19.1632,0.0133,1.1439,0.03,0.0321,0.0013,71.8986,0.2593,344.2104,0.0095,344.5920,0.0012,2.2713,0.0224,18.6003,0.0205,1.6699,0.0452,0.0321,0.0013,71.8986,0.2593,344.2104,0.0095,344.5920,0.0012,1.6045,0.0157,18.9884,0.0237,2.1719,0.0841,0.0321,0.0013,71.8986,0.2593,344.2104,0.0095,344.5920,0.0012,0.8828,0.018,18.4532,0.0253,2.7152,0.1298,0.0321,0.0013,71.8986,0.2593,0.13,10.874,0.029,-0.714,0.904
912.0,912.0,4966.0,210.4715047983671,-1.149238435754841,SER,0.407648484387051,344.3605,0.0055,344.1772,0.004,18.5329,0.0126,16.722,6.0E-4,0.7,0.0011,0.6963,3.0E-4,77.7901,0.0547,344.3605,0.0055,344.1772,0.004,18.0913,0.009,16.0548,6.0E-4,0.8759,7.0E-4,0.6963,3.0E-4,77.7901,0.0547,344.3605,0.0055,344.1772,0.004,17.6699,0.0127,15.7859,6.0E-4,1.0437,0.0011,0.6963,3.0E-4,77.7901,0.0547,344.3605,0.0055,344.1772,0.004,17.2137,0.0205,15.5985,0.0011,1.2253,0.0019,0.6963,3.0E-4,77.7901,0.0547,0.0685,10.586,0.027,0.254,0.077
913.0,913.0,5288.0,143.2245170407202,6.92321026676559,SER,0.5319712658687,114.8595,0.0033,114.8453,0.0026,6.6005,0.0146,18.3738,0.0019,0.9611,0.006,0.6594,9.0E-4,-58.8454,0.119,114.8595,0.0033,114.8453,0.0026,6.2651,0.0095,17.7157,0.0012,1.1455,0.0039,0.6594,9.0E-4,-58.8454,0.119,114.8595,0.0033,114.8453,0.0026,5.9451,0.0098,17.3871,0.001,1.3215,0.0045,0.6594,9.0E-4,-58.8454,0.119,114.8595,0.0033,114.8453,0.0026,5.5987,0.0154,17.1757,0.002,1.5119,0.0072,0.6594,9.0E-4,-58.8454,0.119,0.107,10.42,0.045,0.324,0.1
914.0,914.0,3225.0,245.5802817742719,22.51171339188485,SER,0.935350128236188,114.9863,0.0034,115.4186,0.0041,7.3926,0.0237,17.7785,0.0023,1.9769,0.0107,0.7486,0.0013,5.4122,0.2022,114.9863,0.0034,115.4186,0.0041,7.1619,0.0165,16.9791,0.0016,2.1673,0.0066,0.7486,0.0013,5.4122,0.2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.9863,0.0034,115.4186,0.0041,6.7033,0.0284,16.349,0.0026,2.5458,0.0133,0.7486,0.0013,5.4122,0.2022,0.1002,10.787,0.042,0.554,0.126
915.0,915.0,2756.0,188.2402309854892,22.18912061257339,SER,0.501208653592768,344.6541,0.0039,344.3577,0.0055,10.6969,0.0166,18.1292,0.0015,0.8012,0.0029,0.6687,6.0E-4,30.9369,0.1035,344.6541,0.0039,344.3577,0.0055,10.2042,0.0106,17.3412,0.001,0.9472,0.0018,0.6687,6.0E-4,30.9369,0.1035,344.6541,0.0039,344.3577,0.0055,9.734,0.0137,16.9857,0.0013,1.0865,0.0026,0.6687,6.0E-4,30.9369,0.1035,344.6541,0.0039,344.3577,0.0055,9.2251,0.0228,16.7924,0.0021,1.2372,0.0045,0.6687,6.0E-4,30.9369,0.1035,0.1293,10.829,0.03,0.211,0.108
916.0,916.0,4069.0,173.0005567605147,12.6152153767388,SER,0.632202355373708,344.0992,0.0013,344.7660,0.0014,7.1401,0.0402,17.8033,0.0029,5.0023,0.0308,0.7883,0.001,-26.5887,0.1584,344.0992,0.0013,344.7660,0.0014,6.8351,0.0239,16.7544,0.0017,5.7921,0.0177,0.7883,0.001,-26.5887,0.1584,344.0992,0.0013,344.7660,0.0014,6.544,0.0282,16.3541,0.0019,6.5456,0.0248,0.7883,0.001,-26.5887,0.1584,344.0992,0.0013,344.7660,0.0014,6.229,0.0489,16.1142,0.0034,7.3613,0.044,0.7883,0.001,-26.5887,0.1584,0.1106,10.869,0.019,-1.528,0.773
917.0,917.0,4532.0,178.4813407830927,31.43147356939162,DUP,0.577810525111994,344.4473,0.0024,344.2937,0.0021,71.1986,0.5939,16.1938,0.0043,6.7071,0.0277,0.5982,8.0E-4,70.4786,0.0714,344.4473,0.0024,344.2937,0.0021,63.4012,0.4391,15.46,0.0033,7.3207,0.0216,0.5982,8.0E-4,70.4786,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.4473,0.0024,344.2937,0.0021,47.9079,0.5536,15.0583,0.0052,8.5401,0.0421,0.5982,8.0E-4,70.4786,0.0714,0.0768,10.887,0.029,-0.286,0.155
918.0,918.0,4017.0,136.9601394701567,30.84311228045834,SER,0.480199915072581,115.7132,0.0015,115.8980,0.0019,11.2804,0.0657,17.2197,0.0029,5.2985,0.0245,0.6305,8.0E-4,36.4051,0.0804,115.7132,0.0015,115.8980,0.0019,11.2174,0.0453,16.2462,0.002,5.2134,0.0167,0.6305,8.0E-4,36.4051,0.0804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.7132,0.0015,115.8980,0.0019,11.0922,0.0774,15.6361,0.0035,5.0445,0.0278,0.6305,8.0E-4,36.4051,0.0804,0.1188,11.196,0.03,-1.06,0.772
919.0,919.0,2078.0,158.187232886347,21.03491441272496,REX,0.474168019643425,344.0699,0.003,344.5451,0.0028,13.0965,0.0153,17.03,0.001,1.0436,0.0022,0.8678,6.0E-4,-55.8246,0.2001,344.0699,0.003,344.5451,0.0028,12.9758,0.0121,16.3214,9.0E-4,1.3575,0.0017,0.8678,6.0E-4,-55.8246,0.2001,344.0699,0.003,344.5451,0.0028,12.8606,0.0182,16.0254,0.0014,1.657,0.0028,0.8678,6.0E-4,-55.8246,0.2001,344.0699,0.003,344.5451,0.0028,12.736,0.0287,15.8273,0.0015,1.9811,0.0045,0.8678,6.0E-4,-55.8246,0.2001,0.0871,10.688,0.029,0.459,0.084
920.0,920.0,5756.0,175.4590154366418,8.749363654420588,DUP,0.523340287301476,343.7512,0.0022,344.0162,0.0016,15.1889,0.0394,16.82,0.0016,2.9852,0.0074,0.5418,3.0E-4,-89.1806,0.034,343.7512,0.0022,344.0162,0.0016,15.0949,0.0243,15.8773,0.001,2.9021,0.0044,0.5418,3.0E-4,-89.1806,0.034,343.7512,0.0022,344.0162,0.0016,15.0053,0.0202,15.4992,9.0E-4,2.8229,0.0033,0.5418,3.0E-4,-89.1806,0.034,343.7512,0.0022,344.0162,0.0016,14.9083,0.0321,15.2709,0.0013,2.7371,0.0054,0.5418,3.0E-4,-89.1806,0.034,0.0663,10.894,0.023,-1.263,0.609
921.0,921.0,380.0,200.7626159258336,0.5832335745428652,SER,0.772738129073943,114.6761,0.0021,115.1996,0.0024,5.6611,0.0336,18.4033,0.0037,3.8324,0.0425,0.5575,0.0014,-17.4324,0.1195,114.6761,0.0021,115.1996,0.0024,5.0734,0.0203,17.4014,0.0023,3.8761,0.0257,0.5575,0.0014,-17.4324,0.1195,114.6761,0.0021,115.1996,0.0024,4.5127,0.0156,16.9992,0.0021,3.9177,0.0231,0.5575,0.0014,-17.4324,0.1195,114.6761,0.0021,115.1996,0.0024,3.9057,0.025,16.7727,0.0036,3.9629,0.0381,0.5575,0.0014,-17.4324,0.1195,0.1088,10.74,0.041,-1.244,0.753
922.0,922.0,5070.0,166.3742483605953,26.031126365621,SER,0.382635695882191,572.6409,0.0015,573.2855,0.0018,6.6779,0.0555,18.1361,0.0045,4.8228,0.0552,0.6561,0.0015,-46.8341,0.1518,572.6409,0.0015,573.2855,0.0018,5.8771,0.0339,17.1242,0.0029,5.3449,0.0343,0.6561,0.0015,-46.8341,0.1518,572.6409,0.0015,573.2855,0.0018,5.1131,0.0259,16.7117,0.0025,5.843,0.036,0.6561,0.0015,-46.8341,0.1518,572.6409,0.0015,573.2855,0.0018,4.286,0.0405,16.4662,0.0043,6.3823,0.0594,0.6561,0.0015,-46.8341,0.1518,0.1386,11.039,0.022,-0.97,0.677
923.0,923.0,22693.0,151.3760909107088,5.672057790541454,SER,98.0470247265395,114.3563,0.0048,114.5255,0.0052,41.3359,0.1932,15.2053,0.0029,2.6406,0.0097,0.3581,3.0E-4,42.1938,0.0299,114.3563,0.0048,114.5255,0.0052,37.1891,0.1245,14.4094,0.0034,2.8417,0.0072,0.3581,3.0E-4,42.1938,0.0299,114.3563,0.0048,114.5255,0.0052,33.2324,0.114,14.0724,0.002,3.0335,0.0086,0.3581,3.0E-4,42.1938,0.0299,114.3563,0.0048,114.5255,0.0052,28.9493,0.1745,13.8668,0.0039,3.2412,0.013,0.3581,3.0E-4,42.1938,0.0299,0.0444,11.104,0.025,0.14,0.234
924.0,924.0,7398.0,183.622878352415,3.369732321506407,SER,0.937529844092627,344.6018,5.0E-4,344.6907,7.0E-4,6.9569,0.0084,17.7371,8.0E-4,1.8882,0.0056,0.5003,2.0E-4,-37.312,0.0225,344.6018,5.0E-4,344.6907,7.0E-4,6.8592,0.0041,16.8236,3.0E-4,3.118,0.0029,0.5003,2.0E-4,-37.312,0.0225,344.6018,5.0E-4,344.6907,7.0E-4,6.7659,0.0069,16.3815,5.0E-4,4.2915,0.0047,0.5003,2.0E-4,-37.312,0.0225,344.6018,5.0E-4,344.6907,7.0E-4,6.6649,0.0131,16.089,0.0013,5.5617,0.0087,0.5003,2.0E-4,-37.312,0.0225,0.0832,10.629,0.045,0.185,0.186
925.0,925.0,236.0,190.3129565944091,29.36709096062425,SER,0.424670761879938,344.6332,0.0024,344.5934,0.0018,7.1158,0.0206,17.9443,0.0019,2.6316,0.014,0.3702,7.0E-4,-76.2082,0.0464,344.6332,0.0024,344.5934,0.0018,6.8601,0.0134,17.0156,0.0013,3.1064,0.0084,0.3702,7.0E-4,-76.2082,0.0464,344.6332,0.0024,344.5934,0.0018,6.6161,0.0158,16.632,0.0015,3.5594,0.0114,0.3702,7.0E-4,-76.2082,0.0464,344.6332,0.0024,344.5934,0.0018,6.352,0.0258,16.3664,0.0021,4.0498,0.0198,0.3702,7.0E-4,-76.2082,0.0464,0.0893,10.589,0.026,-1.715,0.819
926.0,926.0,2396.0,167.9838595531437,8.656196962465732,SER,0.538554650439164,344.2795,0.0028,343.4585,0.0038,8.4825,0.0319,17.8181,0.0024,2.4205,0.0112,0.5817,8.0E-4,2.9119,0.1004,344.2795,0.0028,343.4585,0.0038,8.6128,0.0198,17.3929,0.0016,2.5515,0.0066,0.5817,8.0E-4,2.9119,0.1004,344.2795,0.0028,343.4585,0.0038,8.7371,0.0304,17.0621,0.0022,2.6765,0.0091,0.5817,8.0E-4,2.9119,0.1004,344.2795,0.0028,343.4585,0.0038,8.8716,0.0523,16.9924,0.0038,2.8117,0.016,0.5817,8.0E-4,2.9119,0.1004,0.1265,10.389,0.08,1.053,0.066
927.0,927.0,3404.0,177.6492335460677,7.2258109111597,SER,0.437378107722843,342.9014,0.0037,343.5707,0.0023,7.3013,0.0097,18.051,0.0011,0.8777,0.0041,0.5062,5.0E-4,-70.2477,0.0504,342.9014,0.0037,343.5707,0.0023,7.4302,0.0065,17.4389,9.0E-4,0.8874,0.0025,0.5062,5.0E-4,-70.2477,0.0504,342.9014,0.0037,343.5707,0.0023,7.5532,0.0074,17.2104,9.0E-4,0.8966,0.0024,0.5062,5.0E-4,-70.2477,0.0504,342.9014,0.0037,343.5707,0.0023,7.6864,0.0117,16.914,0.0013,0.9067,0.0041,0.5062,5.0E-4,-70.2477,0.0504,0.0938,10.263,0.052,0.387,0.136
928.0,928.0,120.0,201.6299488755708,27.27898562220086,SER,0.376631180031689,572.9372,0.0057,572.9509,0.0041,13.1812,0.0162,17.5776,0.0012,0.8166,0.0021,0.4711,3.0E-4,54.9464,0.0466,572.9372,0.0057,572.9509,0.0041,12.8522,0.0121,17.0122,9.0E-4,0.9686,0.0015,0.4711,3.0E-4,54.9464,0.0466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.9372,0.0057,572.9509,0.0041,12.1985,0.0276,16.5259,0.0019,1.2708,0.0038,0.4711,3.0E-4,54.9464,0.0466,0.0932,10.426,0.057,0.541,0.08
929.0,929.0,2029.0,204.647495140289,26.49304306838414,SER,0.819749885169464,343.5302,0.0055,343.9987,0.004,5.8429,0.017,18.3125,0.0025,1.354,0.0111,0.5708,0.0015,67.4687,0.1647,343.5302,0.0055,343.9987,0.004,5.4556,0.0118,17.5629,0.0016,1.4818,0.0069,0.5708,0.0015,67.4687,0.1647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.5302,0.0055,343.9987,0.004,4.686,0.0214,17.0574,0.0032,1.7357,0.0179,0.5708,0.0015,67.4687,0.1647,0.112,10.412,0.041,0.345,0.086
930.0,930.0,3350.0,321.3559368440891,-6.958897714294333,SER,0.46354028340928,573.3779,0.0018,573.3929,0.0016,9.6697,0.0138,18.3869,0.0012,1.4538,0.0021,0.8772,5.0E-4,-51.3829,0.1859,573.3779,0.0018,573.3929,0.0016,8.8977,0.0083,17.3482,8.0E-4,1.3752,0.0012,0.8772,5.0E-4,-51.3829,0.1859,573.3779,0.0018,573.3929,0.0016,8.1611,0.0059,16.8093,9.0E-4,1.3002,9.0E-4,0.8772,5.0E-4,-51.3829,0.1859,573.3779,0.0018,573.3929,0.0016,7.3637,0.0095,16.6207,0.001,1.219,0.0016,0.8772,5.0E-4,-51.3829,0.1859,0.1222,11.036,0.051,-0.285,0.646
931.0,931.0,6113.0,313.1879097620167,1.221049760295776,SER,0.442805502032727,343.7624,0.0029,343.8181,0.0033,10.6099,0.1159,18.3134,0.0048,5.8783,0.0567,0.4768,0.0015,-11.9883,0.1085,343.7624,0.0029,343.8181,0.0033,9.6537,0.0735,17.3417,0.0034,5.9039,0.0371,0.4768,0.0015,-11.9883,0.1085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.7624,0.0029,343.8181,0.0033,7.7538,0.0759,16.6405,0.0042,5.9547,0.0479,0.4768,0.0015,-11.9883,0.1085,0.144,11.142,0.049,0.603,0.112
