Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,z,log_M_stellar,e_log_M_stellar,log_SFR,e_log_SFR
854.0,854.0,295.0,199.5079089823786,-0.7492550023527222,SER,0.640409375360137,344.4145,0.0023,343.8039,0.0025,10.9581,0.0638,17.9668,0.0034,3.4125,0.02,0.8322,0.0011,12.4362,0.2342,344.4145,0.0023,343.8039,0.0025,10.3384,0.0396,17.0523,0.0023,3.6255,0.0124,0.8322,0.0011,12.4362,0.2342,344.4145,0.0023,343.8039,0.0025,9.7472,0.0348,16.6431,0.002,3.8287,0.012,0.8322,0.0011,12.4362,0.2342,344.4145,0.0023,343.8039,0.0025,9.1071,0.0554,16.4489,0.0033,4.0486,0.0194,0.8322,0.0011,12.4362,0.2342,0.108,10.908,0.022,0.021,0.14
855.0,855.0,10809.0,238.6670948397609,5.486108968420996,SER,0.616621903313972,572.9596,0.0017,572.7335,0.0021,11.7604,0.0098,18.3312,6.0E-4,1.1114,0.001,0.5292,2.0E-4,-39.0428,0.0251,572.9596,0.0017,572.7335,0.0021,12.1797,0.0071,17.8088,5.0E-4,1.0836,7.0E-4,0.5292,2.0E-4,-39.0428,0.0251,572.9596,0.0017,572.7335,0.0021,12.5797,0.0135,17.481,0.0018,1.057,0.0013,0.5292,2.0E-4,-39.0428,0.0251,572.9596,0.0017,572.7335,0.0021,13.0128,0.0227,17.4193,0.0016,1.0282,0.0022,0.5292,2.0E-4,-39.0428,0.0251,0.0878,9.985,0.04,0.068,0.037
856.0,856.0,333.0,202.2604430623232,2.695034278347142,SER,0.601564029470166,344.1280,0.0019,343.7153,0.0021,17.0865,0.0299,16.5087,0.0013,1.7998,0.0038,0.7917,6.0E-4,-34.7585,0.1004,344.1280,0.0019,343.7153,0.0021,18.1557,0.0241,15.6913,9.0E-4,2.4339,0.003,0.7917,6.0E-4,-34.7585,0.1004,344.1280,0.0019,343.7153,0.0021,19.1758,0.0413,15.2866,0.0013,3.0389,0.005,0.7917,6.0E-4,-34.7585,0.1004,344.1280,0.0019,343.7153,0.0021,20.2801,0.067,15.0378,0.0019,3.6938,0.0082,0.7917,6.0E-4,-34.7585,0.1004,0.1012,11.266,0.033,0.737,0.13
857.0,857.0,5872.0,223.9958793143707,4.739368670394452,SER,1.22703868176217,344.3030,0.0014,343.1629,0.0017,7.2106,0.0078,17.2152,7.0E-4,1.7804,0.0032,0.5408,4.0E-4,-38.3495,0.0414,344.3030,0.0014,343.1629,0.0017,7.4728,0.0067,16.8098,7.0E-4,1.9262,0.0026,0.5408,4.0E-4,-38.3495,0.0414,344.3030,0.0014,343.1629,0.0017,7.7229,0.01,16.6405,0.0012,2.0652,0.0035,0.5408,4.0E-4,-38.3495,0.0414,344.3030,0.0014,343.1629,0.0017,7.9936,0.0155,16.4573,0.0011,2.2157,0.0054,0.5408,4.0E-4,-38.3495,0.0414,0.0815,10.142,0.08,0.664,0.036
858.0,858.0,2277.0,240.7678594307543,5.065827187941434,SER,0.924638284907619,116.5547,0.0059,116.0862,0.0084,8.1922,0.0168,18.2536,0.0021,0.5571,0.0048,0.6427,0.001,30.3076,0.1484,116.5547,0.0059,116.0862,0.0084,8.0481,0.0118,17.658,0.0016,0.6004,0.003,0.6427,0.001,30.3076,0.1484,116.5547,0.0059,116.0862,0.0084,7.9107,0.0131,17.32,0.002,0.6416,0.0037,0.6427,0.001,30.3076,0.1484,116.5547,0.0059,116.0862,0.0084,7.7619,0.0199,17.1548,0.0024,0.6863,0.0063,0.6427,0.001,30.3076,0.1484,0.1253,10.432,0.072,0.806,0.076
859.0,859.0,5355.0,143.6308166117535,2.070784310120061,SER,0.941060933461519,343.8328,0.0019,343.4978,0.0021,12.0894,0.0477,18.2159,0.0022,3.2998,0.0137,0.4366,6.0E-4,42.2248,0.0482,343.8328,0.0019,343.4978,0.0021,11.7357,0.0328,17.108,0.0016,3.7771,0.0099,0.4366,6.0E-4,42.2248,0.0482,343.8328,0.0019,343.4978,0.0021,11.3983,0.0561,16.6149,0.0032,4.2324,0.0179,0.4366,6.0E-4,42.2248,0.0482,343.8328,0.0019,343.4978,0.0021,11.033,0.0944,16.3019,0.0043,4.7253,0.0299,0.4366,6.0E-4,42.2248,0.0482,0.1524,11.248,0.055,-0.472,0.75
860.0,860.0,137.0,205.1095582281833,28.92979381831818,SER,0.933222893011887,115.1754,0.012,115.0926,0.0064,29.1157,0.0598,16.8235,0.002,1.0549,0.0033,0.4692,4.0E-4,73.219,0.0551,115.1754,0.012,115.0926,0.0064,27.1081,0.0429,16.0571,0.0013,1.2457,0.0022,0.4692,4.0E-4,73.219,0.0551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.1754,0.012,115.0926,0.0064,23.1188,0.0684,15.5533,0.0022,1.6249,0.005,0.4692,4.0E-4,73.219,0.0551,0.1338,11.408,0.027,0.714,0.063
861.0,861.0,8791.0,313.7388499230004,0.0857955326559711,SER,0.653619617411614,344.3143,0.0037,344.4090,0.0021,7.1378,0.0233,18.5606,0.0021,2.0681,0.0142,0.2755,7.0E-4,62.6472,0.0469,344.3143,0.0037,344.4090,0.0021,6.9035,0.0157,17.5163,0.0015,2.1524,0.0095,0.2755,7.0E-4,62.6472,0.0469,344.3143,0.0037,344.4090,0.0021,6.6801,0.0158,17.0415,0.0021,2.2328,0.0095,0.2755,7.0E-4,62.6472,0.0469,344.3143,0.0037,344.4090,0.0021,6.4381,0.0237,16.7612,0.0021,2.3198,0.0144,0.2755,7.0E-4,62.6472,0.0469,0.1118,10.789,0.075,-0.163,0.653
862.0,862.0,5430.0,56.35082429758675,-7.090036074472819,SER,0.390960456215828,344.1642,0.0061,343.9910,0.0044,12.2124,0.0252,18.3996,0.0017,0.9845,0.0044,0.6305,8.0E-4,-89.8843,0.103,344.1642,0.0061,343.9910,0.0044,11.9536,0.0168,17.5421,0.0012,1.2639,0.003,0.6305,8.0E-4,-89.8843,0.103,344.1642,0.0061,343.9910,0.0044,11.7067,0.0206,17.0747,0.0023,1.5304,0.0037,0.6305,8.0E-4,-89.8843,0.103,344.1642,0.0061,343.9910,0.0044,11.4395,0.0332,16.8654,0.0018,1.8189,0.0058,0.6305,8.0E-4,-89.8843,0.103,0.1332,10.831,0.049,0.428,0.125
863.0,863.0,5284.0,15.96934693511766,-10.98990533707598,DEV,0.572228457213518,344.0689,0.002,344.2715,0.0024,15.2369,0.0696,17.38,0.003,2.6874,0.0123,0.6823,5.0E-4,22.2979,0.0871,344.0689,0.002,344.2715,0.0024,15.49,0.0442,16.4457,0.0018,3.2842,0.0075,0.6823,5.0E-4,22.2979,0.0871,344.0689,0.002,344.2715,0.0024,15.7315,0.0496,15.9897,0.0018,3.8536,0.0089,0.6823,5.0E-4,22.2979,0.0871,344.0689,0.002,344.2715,0.0024,15.993,0.0813,15.7353,0.0027,4.47,0.0151,0.6823,5.0E-4,22.2979,0.0871,0.1263,11.279,0.026,0.388,0.122
864.0,864.0,3151.0,251.6188486691923,31.30970552270223,SER,0.348529032226373,344.4783,0.0018,344.3214,0.0019,14.8434,0.0982,17.4144,0.0034,5.0385,0.0238,0.9309,0.0011,-59.6994,0.507,344.4783,0.0018,344.3214,0.0019,14.4181,0.0641,16.3451,0.0022,5.4377,0.015,0.9309,0.0011,-59.6994,0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.4783,0.0018,344.3214,0.0019,13.5729,0.1183,15.6907,0.0041,6.2308,0.0312,0.9309,0.0011,-59.6994,0.507,0.1663,11.442,0.037,-0.073,0.408
865.0,865.0,5231.0,7.54609946968566,-8.99412531978003,SER,0.477397236248208,343.6437,0.0016,344.1607,0.0019,4.7736,0.0152,18.5466,0.0023,3.0773,0.0256,0.5681,0.0012,37.7944,0.1024,343.6437,0.0016,344.1607,0.0019,4.5572,0.0101,17.602,0.0015,3.2271,0.0162,0.5681,0.0012,37.7944,0.1024,343.6437,0.0016,344.1607,0.0019,4.3508,0.0095,17.2224,0.0015,3.37,0.0179,0.5681,0.0012,37.7944,0.1024,343.6437,0.0016,344.1607,0.0019,4.1273,0.0142,16.9457,0.0022,3.5248,0.0293,0.5681,0.0012,37.7944,0.1024,0.0964,10.486,0.025,-1.819,0.826
866.0,866.0,5349.0,144.1224707091067,24.31010469666231,SER,0.459043035366147,344.3825,0.0043,343.4406,0.0038,8.1652,0.0666,17.085,0.005,3.382,0.0394,0.7237,0.0023,60.9891,0.2996,344.3825,0.0043,343.4406,0.0038,7.1851,0.0394,16.2684,0.0034,3.4634,0.0238,0.7237,0.0023,60.9891,0.2996,344.3825,0.0043,343.4406,0.0038,6.25,0.0268,15.8287,0.0027,3.541,0.0205,0.7237,0.0023,60.9891,0.2996,344.3825,0.0043,343.4406,0.0038,5.2377,0.0439,15.7035,0.0044,3.6251,0.0337,0.7237,0.0023,60.9891,0.2996,0.0698,10.727,0.033,-1.81,0.624
867.0,867.0,3058.0,224.8212909062085,17.06491499052742,SER,0.495799417940452,573.3113,0.0025,573.3220,0.0047,11.2589,0.0309,18.4968,0.0021,1.6687,0.0078,0.3167,5.0E-4,24.0097,0.043,573.3113,0.0025,573.3220,0.0047,10.6846,0.0199,17.4563,0.0012,1.8712,0.0046,0.3167,5.0E-4,24.0097,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.3113,0.0025,573.3220,0.0047,9.5435,0.0397,16.664,0.0026,2.2734,0.0113,0.3167,5.0E-4,24.0097,0.043,0.1446,11.144,0.047,-0.296,0.692
868.0,868.0,5563.0,171.9013340083,16.80915894706832,SER,0.465097970141261,343.9679,0.0017,344.0503,0.0016,8.2169,0.0574,17.7367,0.004,3.7266,0.025,0.9282,0.0014,-48.27,0.6322,343.9679,0.0017,344.0503,0.0016,8.2578,0.0349,16.7791,0.0024,3.9879,0.0149,0.9282,0.0014,-48.27,0.6322,343.9679,0.0017,344.0503,0.0016,8.2968,0.0386,16.3836,0.0025,4.2373,0.0161,0.9282,0.0014,-48.27,0.6322,343.9679,0.0017,344.0503,0.0016,8.339,0.0652,16.1294,0.0041,4.5072,0.0276,0.9282,0.0014,-48.27,0.6322,0.1257,10.964,0.021,-1.245,0.787
869.0,869.0,4943.0,228.4418032149941,-2.692886822474832,SER,0.421474144356163,114.9786,0.0015,114.5140,0.0015,9.251,0.0953,17.5833,0.004,7.2742,0.0536,0.94,0.0013,-45.5437,0.6889,114.9786,0.0015,114.5140,0.0015,10.2042,0.0823,16.613,0.0029,9.5469,0.0457,0.94,0.0013,-45.5437,0.6889,114.9786,0.0015,114.5140,0.0015,11.1137,0.126,16.2091,0.0037,11.7154,0.0698,0.94,0.0013,-45.5437,0.6889,114.9786,0.0015,114.5140,0.0015,12.0982,0.1954,15.859,0.005,14.0628,0.1084,0.94,0.0013,-45.5437,0.6889,0.0751,10.515,0.021,-0.9,0.642
870.0,870.0,2034.0,200.4340845661507,26.56966730182302,SER,0.565141424136048,343.1542,0.0042,343.6370,0.0031,7.4821,0.0332,18.4224,0.0032,1.8186,0.0141,0.5101,0.0011,-85.5469,0.0999,343.1542,0.0042,343.6370,0.0031,7.1017,0.0224,17.5878,0.0021,2.1013,0.0092,0.5101,0.0011,-85.5469,0.0999,343.1542,0.0042,343.6370,0.0031,6.7387,0.0225,17.1602,0.0024,2.371,0.0107,0.5101,0.0011,-85.5469,0.0999,343.1542,0.0042,343.6370,0.0031,6.3458,0.0338,16.943,0.0031,2.6629,0.0174,0.5101,0.0011,-85.5469,0.0999,0.1446,10.966,0.035,0.247,0.119
871.0,871.0,5345.0,247.1898855923579,15.12188778695786,SER,2.36658859588777,115.4112,0.0034,114.8285,0.0028,28.3514,0.288,16.8574,0.0049,5.7699,0.0395,0.2303,4.0E-4,-53.9138,0.0311,115.4112,0.0034,114.8285,0.0028,26.4811,0.1827,15.9254,0.0033,5.8467,0.0261,0.2303,4.0E-4,-53.9138,0.0311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.4112,0.0034,114.8285,0.0028,22.7648,0.2237,15.2259,0.0045,5.9992,0.0359,0.2303,4.0E-4,-53.9138,0.0311,0.0596,10.739,0.03,-0.338,0.656
872.0,872.0,9994.0,36.22958664828109,0.6198652474073674,SER,0.846278008043353,344.5710,0.0017,344.5660,0.0019,9.8903,0.0118,18.0026,0.0011,1.172,0.0026,0.84,5.0E-4,7.0575,0.1199,344.5710,0.0017,344.5660,0.0019,9.7492,0.0067,17.1771,6.0E-4,1.7096,0.0016,0.84,5.0E-4,7.0575,0.1199,344.5710,0.0017,344.5660,0.0019,9.6146,0.0103,16.8074,7.0E-4,2.2225,0.0028,0.84,5.0E-4,7.0575,0.1199,344.5710,0.0017,344.5660,0.0019,9.4688,0.0184,16.6006,0.0012,2.7778,0.0049,0.84,5.0E-4,7.0575,0.1199,0.1391,10.798,0.05,0.473,0.136
873.0,873.0,2096.0,182.8491216107933,4.912406956689985,REX,0.670046690237386,343.6584,0.0049,344.3039,0.0051,8.1009,0.0121,17.8344,0.0014,0.8851,0.0033,0.9613,0.001,3.3973,1.1423,343.6584,0.0049,344.3039,0.0051,7.7801,0.0079,17.154,0.0011,1.0526,0.0022,0.9613,0.001,3.3973,1.1423,343.6584,0.0049,344.3039,0.0051,7.474,0.0102,16.8185,0.0016,1.2124,0.0031,0.9613,0.001,3.3973,1.1423,343.6584,0.0049,344.3039,0.0051,7.1427,0.0168,16.6575,0.0018,1.3854,0.0051,0.9613,0.001,3.3973,1.1423,0.1416,10.828,0.045,0.794,0.087
874.0,874.0,829.0,184.1817375511875,15.60450219857836,SER,0.334396149013553,343.6738,0.0019,344.0235,0.0017,19.3137,0.083,16.2137,0.0023,4.2349,0.0133,0.7192,4.0E-4,-82.6039,0.0701,343.6738,0.0019,344.0235,0.0017,19.8853,0.0532,15.259,0.0015,4.2446,0.0082,0.7192,4.0E-4,-82.6039,0.0701,343.6738,0.0019,344.0235,0.0017,20.4306,0.0514,14.8981,0.0014,4.2537,0.0066,0.7192,4.0E-4,-82.6039,0.0701,343.6738,0.0019,344.0235,0.0017,21.021,0.0807,14.6126,0.0021,4.2637,0.0103,0.7192,4.0E-4,-82.6039,0.0701,0.0822,11.275,0.027,-0.776,0.648
875.0,875.0,5128.0,244.3928018582823,0.5339892768391891,SER,1.05923104909398,113.8621,0.0079,115.6460,0.0036,24.0014,0.1312,18.1496,0.0041,1.8516,0.0115,0.2906,5.0E-4,-65.4077,0.0417,113.8621,0.0079,115.6460,0.0036,21.8568,0.0887,17.4227,0.0029,2.0981,0.0082,0.2906,5.0E-4,-65.4077,0.0417,113.8621,0.0079,115.6460,0.0036,19.8105,0.0867,17.1287,0.003,2.3332,0.0103,0.2906,5.0E-4,-65.4077,0.0417,113.8621,0.0079,115.6460,0.0036,17.5953,0.1287,16.9324,0.0048,2.5877,0.016,0.2906,5.0E-4,-65.4077,0.0417,0.0857,10.468,0.065,0.321,0.119
876.0,876.0,1371.0,126.0716451706865,19.60008803401126,SER,0.482689380935972,343.5566,0.0056,343.8966,0.009,32.9696,0.0493,16.261,0.0013,1.166,0.0022,0.5821,4.0E-4,24.4923,0.0509,343.5566,0.0056,343.8966,0.009,31.5874,0.0339,15.5662,0.001,1.2565,0.0014,0.5821,4.0E-4,24.4923,0.0509,343.5566,0.0056,343.8966,0.009,30.2686,0.0375,15.288,0.0011,1.3429,0.0017,0.5821,4.0E-4,24.4923,0.0509,343.5566,0.0056,343.8966,0.009,28.841,0.0576,15.133,0.0016,1.4364,0.0028,0.5821,4.0E-4,24.4923,0.0509,0.0429,10.341,0.028,-0.084,0.073
877.0,877.0,4719.0,49.47914926670415,-0.1095652859669569,SER,0.467315408993561,114.6106,0.0015,115.1660,0.0017,14.6664,0.1163,17.6361,0.0039,5.3333,0.0291,0.7898,0.001,-26.4628,0.1572,114.6106,0.0015,115.1660,0.0017,13.4425,0.0682,16.6201,0.0025,5.2129,0.0167,0.7898,0.001,-26.4628,0.1572,114.6106,0.0015,115.1660,0.0017,12.2748,0.0437,16.232,0.0018,5.0981,0.0119,0.7898,0.001,-26.4628,0.1572,114.6106,0.0015,115.1660,0.0017,11.0107,0.0723,16.0033,0.0032,4.9738,0.0208,0.7898,0.001,-26.4628,0.1572,0.1417,11.249,0.024,-0.662,0.589
878.0,878.0,1772.0,231.5529384311097,16.93882558742369,SER,0.306052048764192,344.9022,0.0028,343.7063,0.0025,66.4853,1.2241,17.0772,0.0071,9.1066,0.0538,0.7679,0.0014,65.7771,0.2034,344.9022,0.0028,343.7063,0.0025,57.2974,0.8455,16.1553,0.006,8.629,0.0395,0.7679,0.0014,65.7771,0.2034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.9022,0.0028,343.7063,0.0025,39.0411,0.7461,15.6817,0.0077,7.6801,0.0498,0.7679,0.0014,65.7771,0.2034,0.1246,11.023,0.016,-1.441,0.774
879.0,879.0,6077.0,221.5993653173068,4.661105569792334,SER,0.568581722834279,343.6104,0.0026,343.4822,0.0022,6.4263,0.0396,18.0452,0.0032,4.3854,0.0309,0.5767,0.0011,89.9475,0.0968,343.6104,0.0026,343.4822,0.0022,6.8689,0.0256,17.3663,0.002,4.2697,0.02,0.5767,0.0011,89.9475,0.0968,343.6104,0.0026,343.4822,0.0022,7.2913,0.0298,16.9855,0.0022,4.1592,0.0184,0.5767,0.0011,89.9475,0.0968,343.6104,0.0026,343.4822,0.0022,7.7484,0.0486,16.8228,0.0034,4.0397,0.028,0.5767,0.0011,89.9475,0.0968,0.1572,10.742,0.063,1.075,0.088
880.0,880.0,3184.0,25.58918939464379,-8.258769642240113,SER,0.477773262678091,343.2180,9.0E-4,343.7614,0.0011,12.1265,0.0118,16.8442,7.0E-4,1.8927,0.0025,0.8002,3.0E-4,-20.2042,0.0522,343.2180,9.0E-4,343.7614,0.0011,12.1445,0.0071,15.9578,4.0E-4,2.3128,0.0014,0.8002,3.0E-4,-20.2042,0.0522,343.2180,9.0E-4,343.7614,0.0011,12.1616,0.009,15.5815,5.0E-4,2.7136,0.0018,0.8002,3.0E-4,-20.2042,0.0522,343.2180,9.0E-4,343.7614,0.0011,12.1802,0.0156,15.3379,8.0E-4,3.1474,0.0033,0.8002,3.0E-4,-20.2042,0.0522,0.0845,11.069,0.014,0.098,0.155
881.0,881.0,5291.0,148.9562825518666,16.64196280808531,SER,0.379709225860742,573.6408,0.0029,573.8115,0.0031,7.0904,0.0618,18.63,0.0058,2.6828,0.0417,0.9054,0.0025,27.136,0.8723,573.6408,0.0029,573.8115,0.0031,6.4988,0.0402,17.5429,0.0034,4.0434,0.0245,0.9054,0.0025,27.136,0.8723,573.6408,0.0029,573.8115,0.0031,5.9344,0.0422,17.0589,0.0035,5.3416,0.0359,0.9054,0.0025,27.136,0.8723,573.6408,0.0029,573.8115,0.0031,5.3233,0.0667,16.8102,0.0055,6.7469,0.0631,0.9054,0.0025,27.136,0.8723,0.1606,10.965,0.027,-1.41,0.741
882.0,882.0,3462.0,126.0579805655856,3.846623996177913,SER,0.868294189097954,343.9930,0.0032,344.2704,0.0034,7.2783,0.0762,17.9529,0.0053,4.9585,0.0571,0.8025,0.0021,7.3705,0.3546,343.9930,0.0032,344.2704,0.0034,6.8872,0.0462,16.9823,0.0035,4.7889,0.0342,0.8025,0.0021,7.3705,0.3546,343.9930,0.0032,344.2704,0.0034,6.5141,0.0378,16.6319,0.0031,4.627,0.027,0.8025,0.0021,7.3705,0.3546,343.9930,0.0032,344.2704,0.0034,6.1101,0.0612,16.3387,0.0052,4.4518,0.0444,0.8025,0.0021,7.3705,0.3546,0.1022,10.751,0.032,-1.084,0.847
883.0,883.0,3829.0,237.5500810269153,10.40977264946662,SER,0.313861564615782,344.6724,0.0018,344.3286,0.0027,5.8423,0.0253,18.4899,0.0028,2.9633,0.0251,0.4226,7.0E-4,28.3121,0.0693,344.6724,0.0018,344.3286,0.0027,5.7066,0.0155,17.5774,0.0018,2.8665,0.0152,0.4226,7.0E-4,28.3121,0.0693,344.6724,0.0018,344.3286,0.0027,5.5771,0.0135,17.2101,0.0015,2.7743,0.012,0.4226,7.0E-4,28.3121,0.0693,344.6724,0.0018,344.3286,0.0027,5.437,0.0219,16.9654,0.0026,2.6743,0.0194,0.4226,7.0E-4,28.3121,0.0693,0.1186,10.586,0.044,0.05,0.314
884.0,884.0,3716.0,260.1432528927658,28.10849427373677,SER,0.337860859426232,343.6492,0.0019,343.6855,0.0022,17.6039,0.2095,17.7773,0.0047,7.3428,0.0529,0.6485,0.0012,45.8841,0.1212,343.6492,0.0019,343.6855,0.0022,15.2079,0.1387,16.8467,0.0038,6.3766,0.0351,0.6485,0.0012,45.8841,0.1212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.6492,0.0019,343.6855,0.0022,10.4471,0.0767,16.3203,0.0034,4.4567,0.0254,0.6485,0.0012,45.8841,0.1212,0.1375,11.107,0.027,0.225,0.171
885.0,885.0,1907.0,207.209709468866,6.700201986443265,SER,0.434898702916658,342.5404,0.002,343.6413,0.004,19.4358,0.0285,17.775,0.0013,1.1737,0.0025,0.4112,2.0E-4,19.8182,0.0229,342.5404,0.002,343.6413,0.004,18.4991,0.0174,16.7662,8.0E-4,1.2831,0.0015,0.4112,2.0E-4,19.8182,0.0229,342.5404,0.002,343.6413,0.004,17.6053,0.0135,16.3493,6.0E-4,1.3874,0.0012,0.4112,2.0E-4,19.8182,0.0229,342.5404,0.002,343.6413,0.004,16.6377,0.0212,16.0665,9.0E-4,1.5004,0.002,0.4112,2.0E-4,19.8182,0.0229,0.1371,11.174,0.065,-0.291,0.828
886.0,886.0,13410.0,149.9999503402071,6.270685506426418,SER,3.28103499538677,344.0148,0.0021,344.4273,0.0011,13.4937,0.0044,17.3452,3.0E-4,0.8164,7.0E-4,0.4212,1.0E-4,85.8496,0.0114,344.0148,0.0021,344.4273,0.0011,13.1578,0.0039,16.7463,4.0E-4,0.967,5.0E-4,0.4212,1.0E-4,85.8496,0.0114,344.0148,0.0021,344.4273,0.0011,12.8373,0.0061,16.3923,4.0E-4,1.1107,9.0E-4,0.4212,1.0E-4,85.8496,0.0114,344.0148,0.0021,344.4273,0.0011,12.4903,0.0096,16.2335,0.0013,1.2662,0.0016,0.4212,1.0E-4,85.8496,0.0114,0.0929,10.511,0.064,0.713,0.084
887.0,887.0,5086.0,205.5386696002006,9.392235522851015,SER,0.34997263900476,344.4013,0.0017,344.2417,0.0015,39.6818,0.7156,17.5654,0.0059,11.2216,0.0772,0.7162,0.0012,65.0916,0.1446,344.4013,0.0017,344.2417,0.0015,32.4824,0.492,16.5426,0.0053,10.7589,0.0584,0.7162,0.0012,65.0916,0.1446,344.4013,0.0017,344.2417,0.0015,25.6133,0.3194,16.2369,0.0045,10.3174,0.0501,0.7162,0.0012,65.0916,0.1446,344.4013,0.0017,344.2417,0.0015,18.1774,0.2825,16.0461,0.0052,9.8395,0.0567,0.7162,0.0012,65.0916,0.1446,0.1586,11.105,0.07,-0.406,0.843
888.0,888.0,5264.0,220.7738731061186,27.66856012463948,DUP,0.73575038067337,345.0214,0.0056,343.2232,0.0051,19.9958,0.0135,15.971,7.0E-4,0.5957,0.001,0.8954,4.0E-4,78.8915,0.1947,345.0214,0.0056,343.2232,0.0051,20.257,0.0149,15.3144,7.0E-4,0.9856,0.0011,0.8954,4.0E-4,78.8915,0.1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0214,0.0056,343.2232,0.0051,20.776,0.0369,14.8301,0.0013,1.7604,0.0029,0.8954,4.0E-4,78.8915,0.1947,0.0517,10.621,0.033,0.437,0.062
889.0,889.0,4923.0,15.5934273560165,0.4280031955869823,SER,0.710275918505212,344.3601,8.0E-4,344.4250,7.0E-4,8.6781,0.0198,17.5797,0.0013,3.7526,0.0087,0.9135,6.0E-4,60.2811,0.2125,344.3601,8.0E-4,344.4250,7.0E-4,8.3853,0.0123,16.5988,8.0E-4,4.0696,0.0053,0.9135,6.0E-4,60.2811,0.2125,344.3601,8.0E-4,344.4250,7.0E-4,8.1058,0.0149,16.1827,0.001,4.372,0.0067,0.9135,6.0E-4,60.2811,0.2125,344.3601,8.0E-4,344.4250,7.0E-4,7.8033,0.025,15.9103,0.0017,4.6994,0.0115,0.9135,6.0E-4,60.2811,0.2125,0.0787,10.718,0.036,-1.38,0.761
890.0,890.0,4330.0,236.9203264554306,23.65762391868852,SER,0.805950557805906,344.8762,0.0023,342.8205,0.0029,8.9709,0.019,17.8895,0.0016,1.6314,0.0056,0.5415,5.0E-4,29.9647,0.0683,344.8762,0.0023,342.8205,0.0029,9.1707,0.0117,16.8264,9.0E-4,1.8321,0.0034,0.5415,5.0E-4,29.9647,0.0683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.8762,0.0023,342.8205,0.0029,9.5678,0.028,16.0258,0.0019,2.231,0.0074,0.5415,5.0E-4,29.9647,0.0683,0.1177,10.819,0.04,-0.068,0.422
891.0,891.0,7708.0,193.2435146047368,-3.46682112255083,SER,0.350194660062181,344.2096,9.0E-4,343.7622,0.0011,15.479,0.0798,17.6641,0.0026,5.216,0.0191,0.6674,5.0E-4,22.5604,0.0542,344.2096,9.0E-4,343.7622,0.0011,14.8428,0.0483,16.5791,0.0016,5.386,0.0116,0.6674,5.0E-4,22.5604,0.0542,344.2096,9.0E-4,343.7622,0.0011,14.2357,0.0429,16.2002,0.0015,5.5482,0.0111,0.6674,5.0E-4,22.5604,0.0542,344.2096,9.0E-4,343.7622,0.0011,13.5786,0.0708,15.9095,0.0025,5.7237,0.0184,0.6674,5.0E-4,22.5604,0.0542,0.1622,11.361,0.027,-0.796,0.805
892.0,892.0,3702.0,49.67368261001548,-1.084147341848627,EXP,0.389090234670608,344.6372,0.0101,344.0545,0.0064,14.4044,0.0316,18.2145,0.0021,0.6247,0.0037,0.5828,6.0E-4,-57.411,0.0948,344.6372,0.0101,344.0545,0.0064,13.7149,0.0213,17.5348,0.0016,0.7165,0.0023,0.5828,6.0E-4,-57.411,0.0948,344.6372,0.0101,344.0545,0.0064,13.057,0.0225,17.2034,0.0013,0.804,0.0027,0.5828,6.0E-4,-57.411,0.0948,344.6372,0.0101,344.0545,0.0064,12.3448,0.0346,17.0365,0.0025,0.8987,0.0046,0.5828,6.0E-4,-57.411,0.0948,0.149,10.713,0.074,0.82,0.095
