Group,Gal,zmemb,ra,dec,logSFR_NUV,logSFR_FUV,RE_g,n_g,RE_r,n_r,RE_i,n_i,RE_z,n_z,e_RE_g,e_n_g,e_RE_r,e_n_r,e_RE_i,e_n_i,e_RE_z,e_n_z,m_g_corrected,m_r_corrected,m_i_corrected,m_z_corrected,ebv
97,2,0.109852,167.5168502117463,-1.004677110111772,1.4231782167041853,1.4469489126410675,4.9786,1.4321,4.8736,1.406,4.7734,1.381,4.665,1.354,0.0106,0.008,0.0071,0.0049,0.0079,0.005,0.0125,0.0085,20.88243218465297,20.625147550204133,20.43545412410312,20.820916749031603,0.037206035
97,1,0.1085,167.5127542218795,-1.005626684312333,0.6668533140452588,0.6794375315056875,7.0635,1.4255,6.688,1.6471,6.3298,1.8585,5.942,2.0873,0.0155,0.0064,0.0098,0.0037,0.0108,0.0044,0.0176,0.0078,17.99413564501601,17.14723160904282,16.69059128025543,16.46374382895032,0.03710507
97,4,0.109852,167.5390798010606,-1.013468111430023,1.7046289623241115,1.7510054031097742,10.9604,1.1703,10.7793,1.5688,10.6064,1.949,10.4193,2.3606,0.0175,0.0035,0.0107,0.0022,0.0169,0.0037,0.0293,0.0063,17.522783745528873,16.763868294837938,16.33588737766302,16.155955343590897,0.037153237
97,3,0.109589,167.5261035286813,-1.021252338016023,1.2498056775716861,1.3033253327150955,3.5769,1.0193,3.2702,1.2238,2.9776,1.4189,2.6608,1.6302,0.0074,0.0109,0.0054,0.0052,0.0055,0.0074,0.0077,0.0145,18.430725291834875,18.079456086662766,17.520880580990802,17.55813869719204,0.036855802
98,3,0.048454,168.002160282404,29.40591666699664,0.07912431641867457,-0.08964858847113533,15.9862,0.6852,15.5081,0.7367,15.052,0.7858,14.5582,0.839,0.0186,0.0019,0.0122,0.0012,0.0148,0.0016,0.0241,0.0027,17.66682517118036,16.91145621612702,16.578276090532345,16.365830364176464,0.028941227
98,1,0.048454,167.9824744936344,29.43309680026038,0.4933160151553171,0.5094378826853756,9.9553,1.1846,10.0064,1.5317,10.055,1.8628,10.1077,2.2213,0.0344,0.0081,0.0301,0.0072,0.0503,0.012,0.0799,0.019,18.38346209624382,18.137663644045833,17.815377286959002,17.83887143007107,0.029222382
98,2,0.028823,167.9983969039964,29.42771908085983,0.20394342396870613,0.045237141330051855,20.9131,1.1003,19.8567,1.2097,18.8488,1.314,17.7577,1.427,0.0208,0.0016,0.0126,0.0009,0.017,0.0013,0.0292,0.0024,16.5391757980112,16.001005578015036,15.715074026902808,15.575871059423697,0.029173618
98,4,0.033857,168.0198611603887,29.40156252050033,-0.08665926211399366,-0.06170959053888936,13.9057,1.0691,13.7937,1.0607,13.6868,1.0527,13.5711,1.044,0.0317,0.0042,0.0218,0.0024,0.033,0.0038,0.0546,0.0067,18.09968546099294,17.760972625211693,17.575395234625887,17.522272615777403,0.02899991
100,1,0.060382,169.4989741521495,30.5481299308621,0.11541326466257118,-0.045152541840199234,23.2871,0.8515,23.2014,0.9252,0.0,0.0,23.0313,1.0715,0.0344,0.0025,0.0334,0.0022,0.0,0.0,0.08,0.0058,17.563368818439333,17.13136328957552,nan,16.797392668356782,0.014530996
100,2,0.024726,169.5035696181568,30.54045052288772,0.18615867119019924,0.22968687941460608,5.2821,1.0314,5.3669,1.1396,0.0,0.0,5.5356,1.3546,0.0056,0.0037,0.0043,0.0025,0.0,0.0,0.0106,0.0064,17.875306212207413,17.379420007852826,nan,16.99862573998822,0.014548471
100,3,0.082091,169.5256052218398,30.53044278003313,0.3015091186981049,0.095012997704222,5.7055,1.201,5.4126,1.3838,0.0,0.0,4.8304,1.7468,0.0059,0.0033,0.0045,0.0025,0.0,0.0,0.0095,0.0066,17.89253311803205,17.20107317790937,nan,16.682797507576776,0.014795836
100,4,0.060382,169.5322157319099,30.52027717707466,0.5620298675065989,0.5761766233910244,4.1013,1.9262,4.1817,2.1014,0.0,0.0,4.3415,2.4493,0.0074,0.0093,0.0077,0.0085,0.0,0.0,0.0209,0.023,18.102458896990075,17.827815026969112,nan,17.625585724983324,0.014950767
101,4,0.06271,169.9230100629089,-6.524597047655746,1.43975035131586,1.4809810939984942,44.057,1.3508,42.4314,1.4026,40.8804,1.4521,39.2014,1.5057,0.212,0.0068,0.1479,0.0047,0.231,0.0079,0.3824,0.0133,18.00471376645229,17.554612322988422,17.28563442264596,17.224615014211913,0.04634477
101,2,0.06271,169.9192724902598,-6.499577417439074,0.720286381220145,0.6440299896072776,13.1701,0.4926,13.144,0.5618,13.119,0.6278,13.092,0.6992,0.0066,0.001,0.0047,0.0006,0.0062,0.0009,0.0097,0.0015,17.28793315759094,16.726548411495653,16.40489002827556,16.280837948530426,0.04717409
101,1,0.06271,169.9182950321516,-6.517915002121144,1.1288335082220673,1.1571584851240377,12.6796,0.4983,12.498,0.6132,12.3247,0.7227,12.1371,0.8413,0.0112,0.0018,0.0082,0.0011,0.0111,0.0017,0.0175,0.003,17.856232985663837,17.440170830885712,17.058975212905622,16.995820416587712,0.04648475
101,3,0.06271,169.9204890712538,-6.494103278591494,0.8655508770771387,0.8767326308736507,19.6847,1.6022,18.6867,1.8275,17.7344,2.0424,16.7036,2.2751,0.0193,0.0021,0.0133,0.0013,0.0165,0.0018,0.0262,0.0031,16.82505786875659,16.10777421266647,15.746868612342075,15.537942864849981,0.047331728
104,3,0.06133,171.9634450570674,-0.4701187427720763,nan,0.6880578399883959,30.2631,0.6173,28.8457,0.8134,27.4933,1.0006,26.0294,1.2031,0.0163,0.001,0.0111,0.0006,0.0129,0.0009,0.0204,0.0015,nan,nan,nan,nan,0.03183118
104,2,0.062384,171.9601366068491,-0.4511256666447173,0.7365700758810139,0.7948485646217414,2.2174,1.6398,2.2595,1.7597,2.2997,1.8742,2.3432,1.998,0.0093,0.0283,0.0068,0.0192,0.0095,0.03,0.015,0.0502,18.64259967254261,18.33206341340647,18.141600223289302,18.13043404031143,0.031746883
104,4,0.062177,171.9805246572288,-0.4725503499350716,0.16738030689707983,0.14046094251211905,9.29,0.8781,9.2112,0.9982,9.136,1.1128,9.0546,1.2369,0.0142,0.0034,0.0088,0.002,0.0125,0.0031,0.0214,0.0053,17.855451247544853,17.256484295885002,16.96511026735198,16.82186268059471,0.031901795
105,3,0.06886,172.9441519508484,15.38917229504831,0.7447786435439969,0.7078653497222973,18.8629,0.9308,18.2403,1.0497,17.6463,1.1631,17.0033,1.2859,0.0217,0.0019,0.0066,0.0006,0.0173,0.0016,0.0361,0.0033,17.17625085832415,16.483733676446064,16.13321338362661,15.95077044428091,0.03508884
105,1,0.068909,172.9370271128429,15.40902920537789,0.5211379013704427,0.4428977715373694,11.6227,1.8257,10.527,1.6537,9.4816,1.4896,8.35,1.312,0.0118,0.003,0.0047,0.0011,0.0079,0.002,0.0166,0.0044,21.863638330431332,20.58892765256588,20.061165095350354,19.80460919685849,0.035174485
105,4,0.06899,172.9538411941126,15.40681461877469,1.0353542220059495,1.0713123879439426,7.1227,1.0428,6.7126,1.1345,6.3212,1.2219,5.8976,1.3166,0.0047,0.0021,0.0015,0.0006,0.0032,0.0015,0.007,0.0033,17.402907691331073,16.593623351704686,16.2539064954955,15.983460206210877,0.03497649
105,2,0.06886,172.9413327306714,15.41778817790734,1.1171256384851347,1.1598567815893066,16.1241,2.3707,15.541,2.3014,14.9847,2.2353,14.3825,2.1638,0.05,0.0072,0.015,0.0022,0.0391,0.0056,0.0823,0.0118,17.02031917966763,16.579471092792808,16.31080743562269,16.220900031303614,0.035166357
107,1,0.063601,174.1514731471739,21.6788836727322,1.1503995677731709,1.0561893251309193,13.5894,0.5617,13.3773,0.9139,13.1749,1.2501,12.9558,1.6139,0.0116,0.0014,0.0108,0.0012,0.0172,0.0022,0.0267,0.0036,16.491158637236783,15.868004892548111,15.54440652761526,15.354559100997031,0.025957033
107,4,0.025207,174.1896907042591,21.710033858281,0.1890963659761411,0.147089224100851,53.0218,2.0532,56.6014,2.6956,60.0168,3.3085,63.7139,3.9721,0.2135,0.0073,0.1685,0.0055,0.2899,0.0091,0.473,0.0149,15.55708550284469,14.900928921702384,14.570456130668868,14.361804174098458,0.026091238
107,3,0.063183,174.1685202200961,21.69989212707423,0.32240660548551325,0.203483075197175,13.5211,0.9997,13.6766,1.1558,13.8249,1.3048,13.9855,1.4661,0.0672,0.0082,0.044,0.0051,0.0683,0.0078,0.1156,0.0135,22.150310704460807,21.908083461098297,21.8633825839724,21.813806086436028,0.026133697
107,2,0.06264,174.1568297133209,21.69064871524099,0.3584944370952243,0.29593451049793984,14.9802,1.1485,14.7336,1.3215,14.4983,1.4866,14.2436,1.6653,0.0334,0.0044,0.0242,0.0031,0.0378,0.0049,0.0619,0.008,20.65050787847504,20.686617934396327,20.632097276775745,21.562647265083783,0.026176821
108,3,0.117315,174.2605911844514,12.45932558946077,1.3470778130831373,1.3246636558828637,3.6548,1.9601,3.7159,1.9483,3.7743,1.9371,3.8374,1.925,0.0038,0.0072,0.0028,0.004,0.0037,0.0052,0.0059,0.0095,17.632217199654256,17.333683561253263,16.861508673362593,16.969926232697375,0.029027741
108,2,0.117315,174.2546993891416,12.45710497774324,1.5480257667284256,1.584054897408956,16.043,0.6712,15.1122,0.8686,14.224,1.057,13.2626,1.2609,0.018,0.0023,0.0119,0.0014,0.0145,0.0021,0.0234,0.0036,18.02401768346711,17.203498519234913,16.750197143740454,16.5335698969803,0.029116442
108,4,0.117315,174.2654179415284,12.45811032280742,1.2467916919416968,1.2729735282295245,8.1122,0.6621,7.85,0.8389,7.5997,1.0075,7.3288,1.19,0.0157,0.004,0.014,0.0033,0.0215,0.0062,0.0332,0.0102,18.585006024351806,18.342875161172135,17.91916343357603,18.09092989013139,0.028953504
108,1,0.118659,174.24678039408,12.44827886776981,1.134387311907716,0.9782744368263039,9.7677,1.7087,9.3286,2.0371,8.9098,2.3504,8.4563,2.6896,0.0186,0.0048,0.0118,0.0032,0.0173,0.0053,0.0294,0.009,17.441669164373632,16.83256043145686,16.43691508755786,16.34482888612493,0.029079406
112,2,0.032261,179.0601589568412,25.35415458397431,-0.28379522817300895,-0.4078485086333945,21.7753,0.5907,21.4169,0.7773,21.0749,0.9554,20.7047,1.1481,0.0158,0.0017,0.011,0.0009,0.0178,0.0016,0.0298,0.003,17.252886008736784,16.81870845603738,16.557589548206995,16.485753795780955,0.017294025
112,4,0.015781,179.0866581864632,25.37512277106457,nan,0.14998595624301814,43.5036,2.2463,40.9516,2.4002,38.5167,2.5471,35.8809,2.7061,0.0416,0.0021,0.0233,0.0011,0.0348,0.0018,0.0627,0.0033,nan,nan,nan,nan,0.017546354
112,1,0.032261,179.0536781221025,25.37739731079984,-0.14921292708958767,-0.057544477977042874,3.7353,1.0436,3.7229,1.265,3.7111,1.4763,3.6983,1.7049,0.0239,0.0388,0.0205,0.0363,0.038,0.064,0.0619,0.1018,20.055503924168793,20.268244825005347,19.97146127017071,20.25579852906127,0.017653314
113,2,0.08939,179.184889270458,22.50433755604412,0.34302107891382505,0.46086985859798446,6.3863,1.3651,6.0929,1.3935,5.8129,1.4207,5.5099,1.45,0.012,0.0068,0.0076,0.0043,0.0093,0.0055,0.0155,0.0093,21.87820092432519,21.74055493971292,21.376587780819673,21.69414551744921,0.028349716
113,1,0.08939,179.1824473723358,22.49848049142986,1.118760186363824,1.1469156975603472,10.9688,2.1127,11.5758,2.3493,12.1549,2.5749,12.7818,2.8192,0.0392,0.0094,0.0311,0.0069,0.0533,0.0108,0.0869,0.0177,17.759295027389918,17.382845976645648,17.045198364435958,17.059982977805305,0.028308049
113,4,0.08939,179.1949307790319,22.4979081304064,0.548877010632097,0.49341313066973314,8.6771,1.1202,8.3284,1.2917,7.9956,1.4554,7.6355,1.6327,0.0234,0.0056,0.0169,0.0041,0.0267,0.0072,0.0438,0.0119,18.380733628504814,17.87166205755214,17.553911186878608,17.47763898593925,0.028462518
117,4,0.075773,184.4438776336825,20.75444358665416,1.2183724270680756,1.2555010999099796,9.8838,1.5902,9.7642,1.904,9.65,2.2034,9.5264,2.5275,0.0118,0.0032,0.0075,0.002,0.0096,0.0026,0.0161,0.0045,16.960570532412834,16.0476167731134,15.666378716659404,15.402719853772515,0.02634996
117,2,0.123136,184.4356191549969,20.74147848383586,1.034235663704063,1.027543621076024,9.2829,0.8007,9.0822,0.9283,8.8907,1.05,8.6835,1.1818,0.0161,0.0035,0.0107,0.0023,0.0136,0.0031,0.0223,0.0053,17.996011139584244,17.300038674946258,16.88114558571904,16.74801826538684,0.026541576
117,1,0.075773,184.4295267561779,20.74184531738134,1.0828520595817395,1.1377787408258015,6.5754,1.1988,5.987,1.3271,5.4256,1.4496,4.8179,1.5821,0.0187,0.0087,0.0121,0.0059,0.0108,0.0067,0.0163,0.0105,18.643314254276362,17.880968491596068,17.322591742324985,17.137687533782245,0.02651297
117,3,0.121928,184.4396815873358,20.7374576257228,1.5498154161202287,1.4324566477247522,7.075,0.5066,6.9548,0.4794,6.84,0.4534,6.7159,0.4253,0.007,0.003,0.0045,0.0019,0.0055,0.0024,0.0091,0.0039,17.930801924452343,17.697882241995316,17.172824365538943,17.367893402372044,0.02662453
121,1,0.073587,188.394129750094,19.8514793384073,nan,0.7991398190731491,16.1628,1.2182,15.801,1.4971,15.4558,1.7633,15.0821,2.0514,0.0156,0.0019,0.0096,0.0012,0.0141,0.0018,0.0242,0.0031,nan,nan,nan,nan,0.029882299
121,3,0.073886,188.4132149069272,19.87870153643733,0.4903296071092207,0.5167989059099813,11.6696,1.066,11.1662,1.1858,10.6858,1.3001,10.1659,1.4238,0.0198,0.0032,0.0142,0.0023,0.0212,0.0038,0.0346,0.0063,17.923948582703147,17.472483334525442,17.157581014384768,17.117247959787598,0.030346503
121,2,0.073425,188.4074270292317,19.86575371114036,1.2905428425089855,1.334641152093159,13.0714,0.9046,12.7431,1.07,12.4299,1.2278,12.0909,1.3986,0.0082,0.0013,0.0052,0.0008,0.0069,0.0012,0.0115,0.002,16.93674141396875,16.108282070611285,15.721824460612387,15.483216041154733,0.030106163
121,4,0.073587,188.4351670354473,19.86523569221862,0.26476340470806115,0.3663103001853454,9.2058,0.9538,8.8325,1.0963,8.4763,1.2321,8.0908,1.3792,0.0416,0.0079,0.0277,0.0053,0.0414,0.009,0.0692,0.0154,18.985937810562877,18.39708639910424,18.077106422491404,17.996878278770083,0.029622452
122,3,0.077262,190.3347780883998,18.30641529825251,0.40424044643423684,0.35244433258971064,20.3649,4.4444,17.5563,4.1577,14.8765,3.8842,11.9757,3.5882,0.1174,0.0195,0.0713,0.0126,0.0555,0.0128,0.0887,0.0203,17.699290151104655,16.844841229676398,16.452876285964198,16.209778094428646,0.02138917
122,2,0.077262,190.3133046107841,18.30414904898066,0.5073310861396774,0.5461594991741165,9.8886,0.8716,10.0707,0.9229,10.2444,0.9719,10.4325,1.0249,0.0653,0.0099,0.0525,0.0073,0.0904,0.0134,0.1469,0.0224,19.00973972571132,18.775255101525634,18.53948357215655,18.623259937139256,0.020603081
122,1,0.068894,190.3042009484035,18.30267819091831,nan,0.30633598139466045,17.3385,1.3324,17.2298,1.6685,17.126,1.9892,17.0138,2.3364,0.0374,0.0042,0.0212,0.0024,0.0356,0.0042,0.0636,0.0075,nan,nan,nan,nan,0.020254796
122,4,0.070976,190.3524647842002,18.31344056490991,0.6645859501067086,0.43837942683576614,15.8104,0.7054,15.6319,1.0054,15.4616,1.2917,15.2772,1.6016,0.0108,0.0012,0.0072,0.0007,0.0113,0.0013,0.0191,0.0023,19.14582591726364,18.943388150624042,18.78927232560331,19.002956544378645,0.021681333
126,1,0.069161,195.7292274469256,5.520771423642831,nan,0.4866075264094025,12.7884,1.8322,13.5255,2.589,14.2288,3.311,14.9901,4.0926,0.0204,0.0041,0.0178,0.0034,0.0309,0.0057,0.0495,0.0091,nan,nan,nan,nan,0.037919972
126,4,0.069331,195.7352775796902,5.517250211273024,nan,0.4297728251923836,18.4237,0.699,17.8563,0.8229,17.3149,0.9411,16.7289,1.069,0.0123,0.0014,0.0082,0.0009,0.0096,0.0011,0.0153,0.0018,nan,nan,nan,nan,0.03768405
126,3,0.069217,195.7339956565311,5.512122711978418,0.7635254347991953,0.5931986935150242,8.0005,1.8798,8.0287,1.879,8.0557,1.8783,8.0848,1.8775,0.0179,0.0062,0.0124,0.0039,0.0191,0.0054,0.0316,0.0091,17.78380348277712,17.278624613941595,17.020276162659535,16.9332147381439,0.037505332
126,2,0.070755,195.7320321707602,5.540629306647933,1.3485313591469161,1.379728314652814,25.1139,1.3277,28.1759,2.1935,31.0975,3.0196,34.2602,3.9138,0.035,0.0025,0.0399,0.0027,0.0727,0.0047,0.114,0.0074,16.394372120690754,15.630491314178737,15.25192046342339,15.027263516895502,0.038204264
129,3,0.060895,197.1935285196431,28.88018549061634,0.43807182566333047,0.28488673750009674,34.3647,1.2158,34.5138,1.3998,34.656,1.5753,34.81,1.7653,0.052,0.0023,0.0382,0.0017,0.0615,0.0028,0.1008,0.0046,16.518239857575548,16.062679285073777,15.747611455948203,15.660437138269263,0.0096646845
129,1,0.0612,197.1819850283685,28.89099568474175,0.5027279014234072,0.39271991206701706,9.3231,1.1035,9.1383,1.1773,8.962,1.2477,8.7712,1.3239,0.0125,0.0026,0.0088,0.0017,0.0133,0.0028,0.0219,0.0048,17.710160465059076,17.3116986454142,17.06418994770243,17.005210049521573,0.009887253
130,3,0.05061,197.4829165496734,30.42129399499116,0.6995128313914183,0.6679137929877736,46.2548,1.5,45.1907,1.4987,0.0,0.0,43.0762,1.4963,0.0942,0.003,0.0747,0.0023,0.0,0.0,0.1653,0.0056,16.416668564285743,16.022332858296433,nan,15.729361492148897,0.012743569
130,1,0.05061,197.4529090712558,30.42953795617289,0.1630998521884397,0.17085442772802573,9.732,1.1054,10.1242,1.1667,0.0,0.0,10.9037,1.2883,0.0169,0.0028,0.0153,0.0023,0.0,0.0,0.038,0.0059,17.72644449862075,17.350796675167548,nan,17.091248437682648,0.012475107
130,2,0.05061,197.4725220256504,30.42860582430374,0.7943966079661902,0.8396905971181603,27.7665,0.8378,27.8439,0.9285,0.0,0.0,27.9978,1.1089,0.1271,0.0053,0.118,0.0049,0.0,0.0,0.2897,0.0133,18.079602387500294,17.6462268829854,nan,17.34736350581487,0.012587738
130,4,0.050618,197.4909334384504,30.41602685475432,0.1459545787897607,0.006070933532162925,32.2159,1.7991,30.7002,1.8942,0.0,0.0,27.6885,2.0831,0.2056,0.01,0.1555,0.0081,0.0,0.0,0.3709,0.0216,17.458723015301075,16.97055194730539,nan,16.635058882605968,0.012863632
132,3,0.178535,198.280132761102,12.66121660555178,nan,1.1247082103123383,16.9444,0.7361,18.8195,1.5344,20.6087,2.2961,22.5455,3.1206,0.0314,0.003,0.0368,0.0034,0.065,0.0061,0.1004,0.0094,nan,nan,nan,nan,0.02360241
132,1,0.060622,198.2608024976516,12.6977041752871,0.7480332133573384,0.738273692661048,17.8712,1.5607,16.9706,1.6403,16.1113,1.7163,15.1811,1.7986,0.0122,0.0014,0.0086,0.0009,0.0088,0.001,0.0128,0.0016,16.32834431669572,15.583922214131782,15.216801527351356,14.99434712880153,0.023700604
132,4,0.030082,198.2811769270057,12.68375142899898,-0.21366674517611628,-0.21850435456643424,14.6546,0.924,14.3465,1.0974,14.0525,1.2629,13.7342,1.4421,0.0224,0.0025,0.0202,0.0023,0.0318,0.0041,0.0493,0.0065,17.71638780263034,17.404132384526893,17.157621600271735,17.138864445853798,0.023674829
132,2,0.029737,198.2685821305454,12.71326428388539,0.20575933847037753,0.07504644960052609,37.7527,0.8871,38.1159,0.9996,38.4623,1.1069,38.8374,1.2231,0.0498,0.0016,0.0451,0.0014,0.0734,0.0023,0.1148,0.0037,18.13708214234998,17.712737513532666,17.493995105967848,17.389675407586076,0.023628449
133,3,0.023963,198.4552197069566,6.962585863325409,-0.03752572139539545,-0.10462453911916114,40.9209,0.6517,40.6866,0.8362,40.463,1.0123,40.221,1.2029,0.0281,0.0009,0.0254,0.0008,0.0384,0.0013,0.0585,0.0021,15.800215075344347,15.27167635277813,14.976301966518115,14.818264618798022,0.032240037
133,4,0.021185,198.4757039053728,6.960857917260991,nan,0.16972458441437333,35.9033,3.4672,34.0338,3.6057,32.25,3.738,30.319,3.8811,0.0336,0.0027,0.0217,0.0017,0.0205,0.0018,0.0317,0.0028,nan,nan,nan,nan,0.03196024
133,2,0.023963,198.4402283438341,6.977091864346733,-0.36540799589476336,-0.30898909718847456,21.46,0.879,20.3277,0.8869,19.2474,0.8944,18.0779,0.9025,0.1361,0.0093,0.0945,0.006,0.1252,0.0091,0.2013,0.0155,20.147612525841964,20.0575774341087,20.07947763070032,20.242081312595808,0.03219276
133,1,0.021535,198.4354238371457,6.992117184782036,0.9358134767267341,0.9720881719463677,42.4915,1.2375,41.8262,1.3768,41.1914,1.5096,40.5042,1.6535,0.0174,0.0008,0.0117,0.0006,0.0143,0.0007,0.023,0.0011,14.659049936989563,13.89921278833776,13.476299121387989,13.190301628925644,0.0320234
134,3,0.072724,198.5766331723389,17.20442568463601,2.002004402383257,2.0539047662613132,12.2298,1.0345,12.1659,1.4005,12.1049,1.7496,12.0389,2.1276,0.0064,0.0011,0.0042,0.0007,0.0049,0.0008,0.0078,0.0013,16.577900240448553,15.70737830736183,15.346386512615872,15.063629097168032,0.021611936
134,2,0.072724,198.5742331190466,17.21775436042278,0.5960054074811172,0.5156929174510143,18.1538,0.8705,18.4465,0.9342,18.7258,0.995,19.0281,1.0609,0.0401,0.0041,0.0281,0.0026,0.0396,0.0036,0.0642,0.0061,18.17291685487516,17.979627803431327,17.738164004678833,17.79001521288968,0.021509081
134,1,0.072823,198.5664910171698,17.23412448667367,0.9315577002491615,0.9129489620387634,13.8495,0.9874,13.6065,1.1842,13.3746,1.3721,13.1236,1.5754,0.0119,0.0016,0.0076,0.0011,0.01,0.0014,0.0167,0.0023,16.927013867040554,16.477650066688867,16.20442117448802,16.121894768058848,0.021430343
134,4,0.072724,198.577428067335,17.2472186772797,0.5836203470779644,0.6415312806202316,4.9348,1.687,4.8982,1.679,4.8633,1.6714,4.8255,1.6631,0.0141,0.0121,0.0094,0.0077,0.0109,0.008,0.0175,0.0129,18.584033784702186,18.36456254185658,18.10426060511044,18.13826063518535,0.021509185
136,2,0.038,199.7180952974456,33.54017601633738,-0.0925731425089591,-0.20293239407412855,27.1364,1.2708,26.4535,1.4187,0.0,0.0,25.0965,1.7126,0.0446,0.0028,0.0359,0.0022,0.0,0.0,0.095,0.0062,16.89117588803106,16.399313136226688,-44321845804.78772,16.12579458679837,0.015391
136,1,0.104214,199.69845439834071,33.531047083861154,1.1140320065985527,1.131989407237608,15.7206,1.05,15.3705,1.258,0.0,0.0,14.6749,1.6713,0.0312,0.0035,0.0234,0.0026,0.0,0.0,0.0602,0.0072,17.501588598419108,16.727451106894346,-105767550560.64992,16.16928609116476,0.015061
136,4,0.038,199.74309558348392,33.55986181720765,-0.27866992706251636,-0.20773494685416338,24.3132,0.9508,23.918,1.0529,0.0,0.0,23.1329,1.2556,0.0836,0.0064,0.0722,0.005,0.0,0.0,0.1952,0.0148,18.57214916091678,18.14866606013916,-44344323640.831795,17.857895219650214,0.016017
136,3,0.038,199.72991145262432,33.55064241419952,0.013993146811158041,-0.0034727346731013853,12.1073,0.709,12.2251,0.8159,0.0,0.0,12.4592,1.0285,0.0163,0.0021,0.0156,0.0018,0.0,0.0,0.0404,0.0053,17.746065872986772,17.398439043262037,-44333527950.42391,17.07966757824738,0.015647
137,1,0.064273,200.17086135587132,34.1842683882709,0.621271357485643,0.5966446271057713,9.7686,2.0497,9.3142,2.3019,0.0,0.0,8.4114,2.803,0.0104,0.0036,0.0065,0.0023,0.0,0.0,0.0155,0.0059,16.897767521022462,16.098504165766897,-71097239652.50137,15.515088762675,0.012439
137,4,0.111414,200.2378506358787,34.213770765981145,1.0695745466680222,1.0551666235434638,22.322,1.2496,21.9885,1.6187,0.0,0.0,21.3258,2.3521,0.0366,0.003,0.0268,0.0023,0.0,0.0,0.071,0.0065,17.22782923209129,16.196350152070867,-111225463337.35121,15.540528966720625,0.012232
137,3,0.118531,200.21617584878547,34.1991582168923,0.8205706874049437,0.7712466235764097,15.592,2.6118,14.6523,2.8,0.0,0.0,12.7852,3.1739,0.0372,0.0068,0.024,0.004,0.0,0.0,0.0456,0.0093,17.412234003050482,16.31965584392933,-116404416557.03139,15.612181742804768,0.01237
137,2,0.064619,200.1958442921871,34.19269709677002,0.7012067001751721,0.699692728373682,13.9778,1.2139,13.1602,1.4264,0.0,0.0,11.5355,1.8487,0.0124,0.0021,0.0083,0.0015,0.0,0.0,0.019,0.0038,17.128711301995136,16.33174564245532,-71433725217.5135,15.749513235802038,0.012382
138,1,0.038434,202.0120587996652,31.95877025435776,nan,-0.27049167282299535,42.7434,1.4173,43.1603,1.5665,0.0,0.0,43.9888,1.863,0.0214,0.0009,0.0148,0.0006,0.0,0.0,0.0266,0.001,nan,nan,nan,nan,0.011682809
138,4,0.015757,202.0280164716707,31.93186678820862,-0.8236653515915329,-1.0393517788631907,42.9874,1.657,44.3584,1.5698,0.0,0.0,47.0825,1.3965,0.0617,0.0023,0.0457,0.0015,0.0,0.0,0.0952,0.0029,16.050061021090034,15.581891878701654,nan,15.251627805785493,0.011687716
138,2,0.063712,202.0160490512872,31.91353145504701,0.5598411017595897,0.6110829538275198,10.9376,0.8521,10.8441,0.9316,0.0,0.0,10.6583,1.0894,0.0179,0.0039,0.0143,0.0025,0.0,0.0,0.0317,0.0068,18.238342683696402,17.6767394624949,nan,17.263212931069575,0.011709016
139,4,0.081738,202.4943379531815,9.403447558489566,nan,0.7926129640708339,6.3483,1.9247,6.0114,2.1708,5.6899,2.4056,5.3419,2.6598,0.0274,0.0252,0.0224,0.0174,0.022,0.0195,0.0265,0.0299,nan,nan,nan,nan,0.024637047
139,2,0.081738,202.4890338010542,9.430217658322215,0.5810423499549273,0.6338138137305549,2.2766,3.8952,4.9037,4.1995,7.4103,4.4899,10.1236,4.8042,0.1162,0.5827,0.9026,1.067,1.7662,1.9865,2.7037,3.0392,22.060646724716513,21.956835266977407,22.01370350445237,22.798569896723567,0.024767138
139,3,0.081738,202.4912720525582,9.410954546484907,1.1516341600706248,1.146469880662691,11.3748,2.8976,11.3709,2.8952,11.3672,2.8929,11.3632,2.8905,0.0421,0.0105,0.0283,0.0068,0.028,0.0062,0.0419,0.0094,16.65014597017073,15.952916046288705,15.604116066176179,15.447263589442297,0.024700135
139,1,0.022088,202.4859244736586,9.44330580285102,nan,-0.5126232838352447,5.9481,2.5712,6.0613,2.8364,6.1692,3.0895,6.2861,3.3635,0.027,0.0575,0.0268,0.0649,0.0486,0.0926,0.0772,0.1309,nan,nan,nan,nan,0.024344044
140,1,0.144162,203.3178121602868,11.07620638592481,0.5232984273834216,0.5735267579543386,19.9436,1.9611,19.9366,1.7966,19.9299,1.6395,19.9227,1.4695,0.1464,0.0134,0.0914,0.0078,0.1335,0.011,0.2285,0.0194,22.400503757832116,22.22111730003249,23.056981669192606,23.64905785885779,0.032465667
140,4,0.144162,203.3395211011225,11.1023216587484,1.1122414505187166,1.1121506553328988,6.8837,2.2595,6.6783,2.4061,6.4824,2.5459,6.2704,2.6973,0.026,0.0133,0.0183,0.0094,0.029,0.0155,0.048,0.0259,18.307295622027752,17.948373392089696,17.5567237436056,17.728125110215473,0.0330969
140,2,0.090623,203.3246429798482,11.08851325656476,0.7651058615166271,0.8238378825136543,18.2003,0.5323,18.3064,0.7222,18.4077,0.9033,18.5173,1.0994,0.024,0.0018,0.0178,0.0011,0.0255,0.0018,0.0407,0.0031,22.15587238411058,21.928772133236414,21.448739464649996,21.56601372994653,0.032768723
