Group,Gal,zmemb,ra,dec,logSFR_NUV,logSFR_FUV,RE_g,n_g,RE_r,n_r,RE_i,n_i,RE_z,n_z,e_RE_g,e_n_g,e_RE_r,e_n_r,e_RE_i,e_n_i,e_RE_z,e_n_z,m_g_corrected,m_r_corrected,m_i_corrected,m_z_corrected,ebv
230,4,0.042866,27.4914190220405,-27.81209212365086,1.0381882282250796,1.0702000448396216,18.8856,0.6959,18.5508,0.9306,18.2314,1.1544,17.8856,1.3967,0.0112,0.001,0.0066,0.0006,0.0098,0.0009,0.0172,0.0017,16.367173989173544,15.696694694284504,15.352591497271971,15.142033362808169,0.016820326
230,5,0.088395,27.50007935114963,-27.81807803003387,1.2948577558832213,1.3320417013081425,11.6435,0.8497,11.181,1.1518,10.7397,1.44,10.262,1.752,0.0351,0.005,0.0266,0.0041,0.0447,0.0076,0.0733,0.0126,18.42185396289548,18.056112867477104,17.72696177726194,17.719665125274968,0.016837442
230,2,0.042866,27.46902204298467,-27.82031360324704,0.024098856374170197,0.054351315252947785,nan,8.7982,0.8527,nan,1.4027,nan,1.998,nan,nan,0.5551,0.0125,nan,0.0202,nan,0.0312,nan,19.127241470768606,18.981160874335266,18.7658695855869,18.53353374928096,0.01650874
230,1,0.088744,27.46342358877521,-27.82211553235923,0.4329522663406742,0.5168513373163588,8.8806,0.629,8.7772,0.8673,8.6786,1.0946,8.5719,1.3407,0.0234,0.0057,0.0181,0.0034,0.0295,0.0067,0.0479,0.0118,21.882304149843247,21.988997525805065,21.54886748489824,22.372130569818538,0.016425818
231,4,0.043634,36.8231564591224,-3.899498326821289,nan,0.590910081882976,27.5154,2.8002,25.2401,2.7753,23.0692,2.7516,20.7191,2.7259,0.0218,0.0015,0.0133,0.0009,0.0108,0.0009,0.0172,0.0015,nan,nan,nan,nan,0.02978504
231,1,0.043634,36.80908807486127,-3.877155094496457,0.1565456636667868,0.12874033279805985,7.5881,0.9927,7.386,0.9779,7.1932,0.9638,6.9845,0.9486,0.0065,0.0014,0.0044,0.0009,0.0044,0.0009,0.0068,0.0014,17.497649085583912,16.794459223180333,16.485915590503854,16.276055485301473,0.030540712
231,5,0.043634,36.83891221791691,-3.900580587242132,0.017883341543441844,0.11731448305224745,2.8273,0.6845,2.8118,0.7061,2.797,0.7268,2.781,0.7491,0.0133,0.0058,0.0103,0.0042,0.0161,0.0071,0.0259,0.0118,20.459370411218742,20.476699672497464,20.383952406307685,20.467967876513338,0.029404823
231,2,0.043634,36.82013492483152,-3.864417335141995,nan,0.10966062454974157,14.3556,2.2392,13.0616,2.1918,11.8269,2.1465,10.4904,2.0976,0.017,0.0022,0.0101,0.0013,0.0077,0.0011,0.0126,0.0018,nan,nan,nan,nan,0.030501029
232,3,0.027396,43.79096607831062,-21.5938901554406,nan,-0.09530472958308955,39.5564,2.9274,38.1443,3.7395,36.7969,4.5143,35.3384,5.3531,0.0396,0.0025,0.0235,0.0014,0.0304,0.0022,0.053,0.0039,nan,nan,nan,nan,0.02865003
232,2,0.027396,43.77887259795508,-21.58580193488424,nan,0.2628710669533252,8.7588,1.6274,9.5625,1.9687,10.3294,2.2943,11.1595,2.6468,0.0492,0.0075,0.0336,0.0051,0.039,0.0055,0.0612,0.0084,nan,nan,nan,nan,0.028945921
232,1,0.027396,43.76156315858119,-21.58691501027293,-0.1711674406361947,-0.19580461536495797,28.2912,0.9328,26.9394,1.0699,25.6497,1.2007,24.2535,1.3424,0.0461,0.0034,0.0272,0.0017,0.0423,0.0031,0.0744,0.0057,17.846390349960828,17.497350219539875,17.250913247056225,17.211127734922062,0.02904442
232,4,0.027396,43.80156729302401,-21.59807925415954,0.10424287361387918,0.23545338157454943,36.1803,0.5515,36.4019,0.5017,36.6135,0.4541,36.8424,0.4026,0.051,0.0018,0.0356,0.0014,0.0384,0.0019,0.0577,0.003,23.555815340317288,23.127230620523115,23.36206003969071,23.147468759595142,0.028398648
232,5,0.027396,43.80748224944171,-21.60794332387216,-0.21083203102033288,-0.3413620105790667,17.5104,0.8291,17.0119,0.925,16.5363,1.0165,16.0215,1.1156,0.0454,0.0034,0.0302,0.0022,0.0495,0.0041,0.0838,0.007,18.247518310564754,17.873105711247995,17.701506768683377,17.63269526145338,0.028213501
235,4,0.05828,66.75788923904496,-49.1245573541696,nan,0.700475820650384,27.9646,4.984,25.67,4.966,23.4808,4.9489,21.1109,4.9304,0.0763,0.0093,0.0493,0.006,0.044,0.0058,0.0664,0.009,nan,nan,nan,nan,0.019797854
235,5,0.05828,66.77262982968402,-49.11473712347369,1.2949580290661888,1.1018490664043004,14.3452,2.0113,14.4472,1.9173,14.5445,1.8276,14.6498,1.7305,0.009,0.0016,0.0055,0.0009,0.0066,0.0009,0.0112,0.0015,15.830835806458458,15.079232222071958,14.736262831335477,14.536370562131793,0.019724023
235,1,0.05828,66.71578600950266,-49.11614529629508,0.7552310597765608,0.7352717025366324,11.1825,1.0916,11.0889,1.231,10.9997,1.3639,10.903,1.5078,0.0154,0.0024,0.0101,0.0015,0.0168,0.0026,0.0286,0.0045,17.097036902836557,16.732177579160552,16.447120258744636,16.45058755637045,0.02021754
235,2,0.05828,66.72834628857257,-49.1176649251292,0.23577715262399046,0.18855331723660207,13.1281,1.8116,12.6818,1.8495,12.256,1.8857,11.795,1.9249,0.1183,0.0191,0.0703,0.0112,0.1173,0.0195,0.2062,0.0345,18.372351554578156,18.10337755581221,17.866651914361256,17.882789599020928,0.02005361
235,3,0.05828,66.73140597687143,-49.12506145178234,0.8200300824486177,0.8056263678166502,12.501,2.8752,13.4963,3.0509,14.4459,3.2187,15.4738,3.4002,0.0365,0.008,0.0251,0.0051,0.045,0.0075,0.0763,0.0128,16.615279494803595,16.28215593533006,16.02985654817388,15.976367476069791,0.020014493
237,5,0.026321,71.57139410468248,-62.40412860209302,1.350120137422886,1.3973472531751838,24.833,0.8212,23.7608,0.8848,22.7379,0.9455,21.6305,1.0112,0.0087,0.0008,0.006,0.0005,0.0061,0.0006,0.009,0.0009,15.186417481826828,14.343656347585881,13.952517870176772,13.683061796039253,0.035407055
237,4,0.026321,71.5550729964343,-62.39761875646517,0.1742384902526144,0.11153068080524342,19.3114,0.6274,19.6289,0.705,19.9318,0.779,20.2598,0.8592,0.0074,0.0008,0.0047,0.0006,0.0065,0.0007,0.011,0.0011,15.309107500162288,14.59223271114082,14.297651576724217,14.039741251883699,0.03532291
237,1,0.026321,71.45481386898662,-62.41776569133625,-0.2823894484081304,-0.24176178920186153,6.6428,5.2923,4.5479,8.391,2.5491,nan,nan,nan,0.0386,0.0424,0.0255,0.0628,0.0134,nan,nan,nan,18.55734571058992,18.37449927681366,18.30880335626902,18.252787430403163,0.034477323
237,3,0.026321,71.50284145323981,-62.40237746487297,-0.18776202730314928,-0.18557557951035974,18.8404,0.9043,17.7078,1.1039,16.6271,1.2943,15.4573,1.5004,0.0231,0.0025,0.0149,0.0016,0.0182,0.0024,0.0301,0.0041,17.12186462297933,16.327475285619915,15.973251118616988,15.733750325973016,0.034941804
241,5,0.042866,142.0325901872984,26.49247322565904,0.7123039659669033,0.7057508458243351,12.3355,0.7074,12.241,0.7943,12.1509,0.8773,12.0534,0.9671,0.0086,0.0014,0.006,0.0008,0.011,0.0017,0.0187,0.0031,16.714424719847784,16.229892340321886,16.0347161177631,15.90839412896587,0.024994647
241,3,0.042229,142.0104928324367,26.5160031019195,-0.07681833600574706,-0.16295676246422985,35.1681,0.7818,33.3905,0.8608,31.6945,0.9362,29.8586,1.0178,0.0514,0.0026,0.031,0.0013,0.0513,0.0026,0.0896,0.0048,17.1985090401938,16.73258696190794,16.441077870893203,16.336884515699822,0.024465475
241,1,0.042866,142.008353507385,26.51216933579245,0.256716891363876,0.15472696306925116,10.7376,0.6865,10.2447,0.8888,9.7744,1.0818,9.2653,1.2908,0.0179,0.0032,0.0104,0.0016,0.0173,0.0032,0.0307,0.006,17.943535246692356,17.29826396680991,16.951449031793334,16.742872037630473,0.02446773
241,4,0.042866,142.0258532476654,26.49376774981699,-0.256257286781004,-0.16983945949941415,10.926,1.7248,10.9227,1.6381,10.9195,1.5554,10.916,1.4658,0.0587,0.0141,0.0359,0.0078,0.0713,0.0154,0.125,0.0277,18.673188853730984,18.3229845500321,18.130537685698418,18.067978033915743,0.024885865
243,2,0.016952,146.8749693372368,30.38880616977882,-0.070945375912574,-0.032869584967908594,23.5124,0.767,22.8068,0.876,0.0,0.0,21.4048,1.0925,0.0478,0.0027,0.0619,0.0035,0.0,0.0,0.1781,0.0107,17.60109888429882,17.350980281345663,nan,17.188396253816627,0.019046124
243,3,0.017184,146.8826141204588,30.39818456029343,-0.00873118894585545,0.017764939699105753,37.5708,0.8124,36.8293,0.8343,0.0,0.0,35.356,0.8777,0.0307,0.0011,0.0333,0.0011,0.0,0.0,0.0899,0.0034,16.55241540239965,16.194519170314603,nan,15.948861158429207,0.018961985
243,5,0.022343,146.8930822145775,30.41259558598308,-0.868508430336421,-0.8570261310084302,30.2237,0.7235,30.1704,0.7683,0.0,0.0,30.0645,0.8573,0.0627,0.0031,0.0716,0.0031,0.0,0.0,0.1969,0.0095,17.895809613119688,17.449280041184654,nan,17.1488731786047,0.018740047
243,1,0.016952,146.8651784053754,30.38608495681799,-1.042696354612401,-0.9461433870468117,12.7299,1.2369,11.5343,1.2846,0.0,0.0,9.1587,1.3793,0.1193,0.0169,0.1242,0.0193,0.0,0.0,0.3483,0.0594,19.40796077468142,19.271298589940045,nan,19.190449178543474,0.019121151
243,4,0.110759,146.8886484385735,30.4338800116357,0.8707962136771421,0.7521181781318518,7.5126,2.4418,6.8705,2.6938,0.0,0.0,5.5947,3.1945,0.0145,0.0083,0.0101,0.0059,0.0,0.0,0.0242,0.0154,17.6525735261517,16.827802502835574,nan,16.198925973709457,0.018229686
244,5,0.052058,149.9347241043711,13.70871987951296,0.28878517392587,0.2480655372943925,23.7159,2.1593,20.7384,1.9989,17.8974,1.8457,14.8221,1.68,0.0363,0.0028,0.021,0.0016,0.0117,0.0009,0.02,0.0018,16.008471091015718,15.067514039072252,14.66954384500221,14.393653569038008,0.026338406
244,1,0.050515,149.9037612235202,13.71136496080587,0.4902520291734831,0.4369055190424369,13.7901,0.7068,13.9745,0.7318,14.1504,0.7557,14.3409,0.7815,0.0243,0.0029,0.0164,0.0018,0.0192,0.002,0.0302,0.0033,17.714374313014385,17.164747071691455,16.921405864587978,16.708459457424986,0.025945049
244,3,0.052058,149.9117264671549,13.71039518209446,0.17888422213200705,0.020530570452567787,16.8285,0.7197,16.6915,0.7458,16.5608,0.7707,16.4193,0.7977,0.0543,0.0045,0.0355,0.0028,0.044,0.0036,0.0721,0.006,17.861043115450144,17.541269898051535,17.323726688485003,17.291569262640646,0.026080087
246,3,0.022989,178.45779519179,21.21923865193194,0.4628712536431028,0.44063119695696074,13.9964,1.6901,15.3478,1.7715,16.6372,1.8492,18.033,1.9333,0.0104,0.0016,0.0064,0.0011,0.0091,0.0012,0.0157,0.0018,15.7124757308616,15.129671414456524,14.84999945053213,14.704958539429251,0.050044883
246,1,0.14713,178.4259384473139,21.20632738256356,1.0183842825640657,1.0679705107738169,6.4797,1.0941,6.5885,1.1259,6.6923,1.1563,6.8047,1.1891,0.0288,0.0109,0.0185,0.0065,0.0221,0.0074,0.0363,0.0127,18.41154120007912,17.855005353381273,17.433403081130628,17.425368373488613,0.049483284
246,4,0.022989,178.4720251631365,21.23763070552733,-0.8506440947247018,-0.6407371955406251,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.19087723963928,18.73983905613959,18.490391868839,18.432032293729982,0.049954344
246,2,0.022989,178.4391983038034,21.22057342786695,-0.46547160762363937,-0.6038454595772951,9.3485,1.4957,9.3929,1.7313,9.4352,1.9561,9.4809,2.1995,0.0513,0.0114,0.033,0.007,0.0462,0.0106,0.0777,0.0184,18.14625659327839,17.61160221558444,17.27980602597626,17.16009655252221,0.049620304
246,5,0.023058,178.4763396909785,21.24988013158093,0.17138196341899103,0.14664110274884123,34.1986,1.2656,32.7881,1.3007,31.4423,1.3341,29.9855,1.3703,0.0442,0.0021,0.0304,0.0014,0.0329,0.0016,0.05,0.0026,16.300298898913216,15.764940596220013,15.47433942515174,15.3203720110087,0.049502973
248,4,0.023498,195.033878757742,33.43766273681645,-0.22684303003934403,-0.18089762375180918,3.4533,2.5192,3.9301,2.6319,0.0,0.0,4.8775,2.856,0.0049,0.0088,0.0063,0.0077,0.0,0.0,0.0183,0.018,17.715837347944973,17.45444968949151,-28194889699.572132,17.30092198404037,0.012248
248,3,0.023498,195.02221144211467,33.41609693029632,-0.38730931611129016,-0.308586609772842,11.3463,0.6849,11.3215,0.7064,0.0,0.0,11.2723,0.7492,0.0333,0.0071,0.0338,0.0064,0.0,0.0,0.0894,0.0184,19.38394904158885,19.069279545321923,-28208925345.28492,18.935764834957936,0.012346
248,1,0.023498,195.01133885339192,33.45221530777214,-0.653207081989212,-0.7375082993923385,8.4974,0.7679,8.2584,0.8565,0.0,0.0,7.7836,1.0326,0.0116,0.0026,0.0099,0.0021,0.0,0.0,0.0224,0.0055,18.411457284757947,17.859822022589,-28200482654.7025,17.462026333529305,0.012082
249,4,0.062973,199.8912236688131,14.10843240323915,0.38692596274926316,0.41991506463703665,18.1764,0.7983,17.7028,0.8979,17.2509,0.993,16.7617,1.0959,0.0337,0.0028,0.0234,0.0019,0.0256,0.0023,0.0388,0.0037,17.70855174842536,17.084923493193617,16.754191364374204,16.601898756429044,0.024102064
249,2,0.572984,199.8823166725759,14.09254114802676,1.6743660376041607,2.2718086627708747,nan,1.4836,nan,4.3059,0.8881,6.9989,1.3521,9.914,nan,0.1461,nan,0.0684,0.0031,0.0645,0.0075,0.1433,23.42475717657698,21.2602389283601,19.707086251758227,19.006274629765088,0.023864752
249,1,0.062973,199.8698713202955,14.08834499195836,0.17251513590696987,0.17479750139757755,7.1488,0.7544,6.8948,0.8878,6.6524,1.0151,6.39,1.1528,0.0173,0.0058,0.0115,0.0034,0.0125,0.0048,0.0197,0.0084,18.54155406460372,17.94393620501453,17.57487239344401,17.44320838257356,0.023786202
249,3,0.062973,199.8865223417374,14.08674718543689,0.4222443782182843,0.2964499348449454,4.8193,3.0702,5.4306,2.6917,6.0139,2.3305,6.6452,1.9396,0.0232,0.0226,0.0157,0.0151,0.0194,0.0138,0.0311,0.0201,18.24451442560476,17.955117588066674,17.691936437561502,17.66577562176642,0.023788378
251,3,0.051642,203.0460311243215,-38.90764365483335,0.3443271816868432,0.23784269643704192,16.6932,1.5536,15.9463,1.3819,15.2336,1.218,14.4621,1.0406,0.0835,0.0082,0.045,0.0043,0.0499,0.005,0.0934,0.0095,19.594732953187126,19.131898915055185,18.837353072852547,18.755697529266552,0.0794117
251,1,0.051642,203.0281427034047,-38.89110298805834,0.6654314083584545,0.6063869087064777,33.7023,0.7202,32.9703,0.9086,32.272,1.0883,31.516,1.2829,0.0254,0.0011,0.0128,0.0007,0.0162,0.0009,0.0315,0.0015,16.34034686473643,15.488677345836287,15.113555710601021,14.826713787120061,0.07807568
251,4,0.050331,203.0602222047456,-38.87094997566494,nan,0.4637188820126479,36.9821,1.7209,35.3635,1.9503,33.8192,2.1691,32.1474,2.4061,0.0477,0.0024,0.0311,0.0015,0.0335,0.0018,0.0532,0.0029,nan,nan,nan,nan,0.07728978
251,2,0.051642,203.0300949550452,-38.87743300651569,0.6679463047861596,0.7012300278253196,1.5282,6.1087,12.0731,nan,22.1343,nan,33.0256,nan,0.0339,0.206,0.4745,nan,0.9228,nan,1.4084,nan,19.237544764061298,18.586960961051147,18.19973772361881,17.618822408436195,0.07727286
251,5,0.048934,203.0630766554335,-38.88695055417312,0.97053507722811,0.9953096490383917,12.0923,1.0255,11.4052,1.146,10.7495,1.2611,10.0398,1.3856,0.0101,0.0021,0.0062,0.0012,0.0069,0.0015,0.0116,0.0027,17.017029559333523,16.406484558477356,16.150963670183224,15.915867513735462,0.07852939
256,1,0.139371,211.8383086842967,12.69505053047726,1.2395724978307268,1.299404623440454,8.3618,0.7773,7.9606,1.2417,7.5779,1.6848,7.1636,2.1645,0.0136,0.0037,0.0086,0.0026,0.012,0.0042,0.0205,0.0069,21.696191261074596,21.524934332535036,20.851050199259262,21.563489810878313,0.029066427
256,2,0.139371,211.8388918649529,12.71961533020138,1.3483710451232565,0.8036455774167361,45.9206,1.4171,44.7959,1.5203,43.7227,1.6187,42.561,1.7252,0.1417,0.0046,0.0907,0.0029,0.1364,0.0047,0.2317,0.008,17.032239770535316,16.445256855899807,16.107999093723784,16.064369150636043,0.02872992
256,4,0.139371,211.855444110578,12.72123880044005,0.6008213964394429,0.5180160920477466,8.4606,0.7438,8.2411,0.8294,8.0317,0.911,7.805,0.9995,0.0172,0.0042,0.0114,0.0026,0.0156,0.0037,0.0259,0.0065,18.238943732121953,17.709597071827933,17.322709394692843,17.32206954508627,0.028514748
256,3,0.139811,211.8486909178745,12.70900323552399,1.2014793974077183,0.9696439748603982,12.8207,1.1786,11.9444,1.397,11.1082,1.6054,10.2031,1.831,0.0349,0.0053,0.021,0.0033,0.0295,0.0053,0.0513,0.0091,17.935430854501117,17.35667667515685,16.96501190439795,16.90019610506289,0.028742855
256,5,0.022959,211.8743287276248,12.73514553097298,-0.15896504004356515,-0.20158641885356055,12.3938,0.9767,12.2383,1.1738,12.0899,1.3619,11.9293,1.5655,0.0103,0.0015,0.0085,0.0011,0.0135,0.0019,0.0214,0.0031,16.528243874745456,16.151529207382488,15.909371216679725,15.856003498854188,0.028229045
257,2,0.053224,233.2886034600873,12.8707149103052,0.49636627447383397,0.47182730675069884,1331.0494,nan,1011.0368,nan,705.6996,nan,375.1732,nan,90.2667,nan,68.4611,nan,49.6836,nan,35.4978,nan,18.452998036337295,17.876082470049013,17.60817754804841,17.503751682212535,0.035630323
257,5,0.053224,233.3172699971443,12.89016757945075,0.19259763520129347,0.010230535213953118,14.2297,1.521,14.2955,1.6234,14.3582,1.721,14.4262,1.8267,0.0198,0.0028,0.0156,0.0021,0.0283,0.0038,0.0466,0.0064,17.339513725398312,16.96960520395671,16.685619035681896,16.665579552478643,0.036123555
257,3,0.05246,233.2958093420866,12.87982927649163,0.7060620458458065,0.7194400130899954,5.4368,0.8191,5.465,0.8889,5.4919,0.9555,5.5211,1.0276,0.0038,0.0021,0.0027,0.0011,0.0044,0.0021,0.0072,0.0037,17.694440312846716,17.211730444018183,16.991982214294893,16.881304470917268,0.035867654
257,4,0.053224,233.2999885873705,12.87884082287716,0.9366611588940792,0.989270330244576,16.5452,1.1528,16.9679,1.3264,17.3713,1.4919,17.8079,1.6712,0.0773,0.0071,0.0751,0.0068,0.1386,0.013,0.2218,0.021,18.880126326339063,18.557217074568737,18.35198838290584,18.338039424287985,0.035845887
257,1,0.068338,233.2729583618578,12.87769623601288,1.3448331354948113,1.3848302064645832,15.7361,1.421,15.4047,1.732,15.0886,2.0288,14.7463,2.3501,0.0122,0.0017,0.0077,0.0011,0.0131,0.002,0.0226,0.0034,16.904339473709364,16.09282734844118,15.726991473978861,15.505976785479659,0.0357734
258,5,0.062771,243.3343156795341,8.528220532677464,0.6642878208736729,0.6731090390307095,14.683,0.6156,14.9447,0.6894,15.1944,0.7598,15.4646,0.836,0.0218,0.0025,0.0158,0.0014,0.0237,0.0024,0.0385,0.0042,17.75117901491648,17.41783302353966,17.197741513486857,17.174355193146503,0.04743488
258,2,0.081592,243.2825139748998,8.561925895808448,1.0804169084734223,0.9393404425349434,12.8392,0.6933,12.589,0.8613,12.3502,1.0216,12.0918,1.1951,0.0202,0.003,0.0131,0.002,0.0156,0.0024,0.0255,0.0039,17.459208843919612,16.718027333476254,16.36381934514329,16.188465639318476,0.048917394
258,3,0.063184,243.3033168019533,8.549468157691074,0.723604178652236,0.7105172114619425,9.9592,1.5687,9.9799,1.6086,9.9996,1.6466,10.021,1.6878,0.0135,0.0031,0.0085,0.002,0.0103,0.0023,0.0172,0.0037,17.161793563795303,16.491984729979787,16.19364087427495,15.994758623474356,0.048747487
258,4,0.063283,243.3142685638308,8.534118709433525,-0.21039079550419792,-0.22946346567627884,29.7254,0.4834,28.9932,0.6284,28.2947,0.7668,27.5385,0.9166,0.0323,0.002,0.0215,0.0013,0.0254,0.0017,0.0405,0.0029,20.62410929710987,20.705329688650846,20.71118477353589,21.159236636905117,0.048540704
258,1,0.062771,243.2775616802146,8.565714491048931,1.014167934432388,1.0531908026897892,18.1138,1.0438,17.5149,1.2633,16.9434,1.4727,16.3248,1.6994,0.0948,0.0091,0.0666,0.0067,0.0901,0.0103,0.1447,0.0168,17.944989457442873,17.473783463569024,17.206397545752264,17.117991945135312,0.048901305
262,5,0.046689,322.0155890912923,-46.6450152317731,0.6460519730596843,0.6540224613361989,39.4668,1.8213,42.8104,2.5349,46.0007,3.2159,49.4542,3.953,0.0976,0.0043,0.069,0.003,0.1401,0.006,0.2391,0.0102,16.18425197418359,15.277680867407959,14.883206973342784,14.610142044022666,0.03599123
262,2,0.046689,321.9803722952888,-46.62945151994469,0.8769657990930213,0.8640099408948956,26.9551,1.1581,28.296,1.9163,29.5755,2.6397,30.9605,3.4228,0.0139,0.0009,0.0131,0.0009,0.0247,0.0017,0.04,0.0028,15.387472939948264,14.645983153784856,14.28285903840045,14.050132061006286,0.03631128
262,3,0.046689,321.980385346752,-46.64013560280479,nan,0.04275184969693413,17.797,2.7856,17.0464,3.3651,16.3302,3.918,15.5549,4.5166,0.0334,0.0056,0.0167,0.0029,0.0306,0.0056,0.057,0.0103,nan,nan,nan,nan,0.036519334
262,1,0.046689,321.9603809358175,-46.65445887135356,0.15284116050955987,0.05165997299014791,11.5511,0.5178,11.1118,0.7064,10.6926,0.8863,10.2388,1.0811,0.0117,0.0021,0.0071,0.001,0.0115,0.002,0.02,0.0038,17.807040969019948,16.99391126820472,16.6104524088126,16.36846761028527,0.03692303
266,2,0.031292,6.274833842005006,-60.63986439378154,0.20202666094592026,0.1882913820917107,27.872,0.9206,27.3605,1.1533,26.8724,1.3753,26.3441,1.6156,0.0194,0.0011,0.0123,0.0007,0.0195,0.0012,0.0334,0.002,16.27743645212765,15.71401294147858,15.417354378133812,15.263909951408017,0.017455896
266,3,0.031292,6.313142233874859,-60.61675958546626,-0.15500464236787792,-0.13469699844203298,9.5155,1.07,9.419,1.1183,9.3269,1.1644,9.2272,1.2143,0.0152,0.0043,0.0095,0.0023,0.0151,0.0037,0.026,0.0067,17.860329532968805,17.591739292634063,17.34916094732363,17.290796613523625,0.017619334
266,4,0.031292,6.314875842935283,-60.62220577965579,-0.5368675970960695,-0.490824281515593,18.2364,1.232,18.482,2.3569,18.7163,3.4301,18.9699,4.592,0.0285,0.004,0.0229,0.0035,0.0402,0.0064,0.0656,0.0103,17.001738818602828,16.093542363703538,15.634483885789697,15.286571195434155,0.017617475
266,1,0.031292,6.252241493057555,-60.62251047710762,-0.12007740155128843,-0.183809333146705,19.0287,0.8188,18.5499,1.0177,18.093,1.2075,17.5984,1.413,0.0424,0.0032,0.0334,0.0026,0.0569,0.0047,0.0927,0.0077,17.845716254364635,17.41860358849844,17.177491486143364,17.14521864464456,0.017490756
266,5,0.031292,6.318018436241082,-60.63820391152989,-0.4905181528641158,-0.3529479220896867,9.5923,1.6274,9.5451,2.1155,9.5,2.5811,9.4512,3.0852,0.0211,0.0061,0.0117,0.0034,0.0192,0.0056,0.0346,0.0102,17.721546613279692,16.983883025360083,16.62123604045034,16.405289309138038,0.01762879
266,6,0.031292,6.338880315262402,-60.63962433766238,0.23646284521836236,0.2899116085705131,12.9506,1.5216,12.2661,1.6554,11.6131,1.7832,10.9061,1.9214,0.111,0.0183,0.0598,0.0097,0.0962,0.0173,0.1756,0.0317,19.090310662151733,18.64121213597288,18.407698061842815,18.316457862422997,0.017493093
272,1,0.014046,124.9952836513279,21.06622908547324,-0.2373726643975793,-0.2963019911030713,41.736,1.3493,41.2326,1.4317,40.7523,1.5103,40.2324,1.5954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.766567498603585,15.286096367652931,15.036320432088361,14.932280857184484,0.051522806
272,5,0.017462,125.0450651742017,21.06896860937018,nan,-0.6992537492850879,69.1545,3.9796,84.5402,5.1495,99.2204,6.2656,115.1116,7.4739,0.0001,0.0,0.0001,0.0,0.0002,0.0,0.0003,0.0,nan,nan,nan,nan,0.049845677
272,2,0.091141,124.9981734247242,21.05448622698866,0.6821503253302357,0.7472891504299994,7.604,1.0202,7.5837,1.0365,7.5642,1.0519,7.5432,1.0687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.15255445909512,17.554579757448575,17.19841747142963,17.075684148333703,0.051957216
272,6,0.014046,125.0557306158663,21.08787065241248,-0.4758510666842142,-0.4199617713312218,12.3045,0.5456,12.1496,0.5855,12.0017,0.6236,11.8417,0.6648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.178148309013558,17.794232176161195,17.634251444482324,17.51311705469125,0.048579916
272,3,0.014046,125.0043760513464,21.0759579754963,-0.5116711546466597,-0.4606187211032591,11.0715,1.1684,10.5434,1.238,10.0395,1.3043,9.494,1.3761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.33824544420034,17.831802495383403,17.553268327887718,17.396903162610805,0.051062625
273,3,0.068843,168.6329932854441,-0.8471000904260012,nan,0.520902403981994,14.138,1.9048,13.2103,2.0137,12.3252,2.1176,11.3671,2.2301,0.0189,0.0034,0.0127,0.0022,0.0127,0.0024,0.0191,0.0038,nan,nan,nan,nan,0.041349933
273,2,0.06907,168.6142807388433,-0.85006471540606,0.5935039492362524,0.5318238717259671,19.5155,1.2593,20.0826,1.4198,20.6237,1.5731,21.2094,1.7389,0.0813,0.0068,0.069,0.0055,0.1172,0.0092,0.1879,0.0149,17.4866693120144,17.158589671690304,16.852325406872428,16.87283304308261,0.04003812
273,4,0.0691,168.6418172276092,-0.8642468454693131,0.6073009930975175,0.6075637295747125,16.8659,1.6889,16.9658,1.88,17.0612,2.0623,17.1643,2.2597,0.079,0.0088,0.0526,0.0057,0.0846,0.0091,0.1429,0.0155,17.34951834090305,16.92948766952349,16.65464934753164,16.59671542230364,0.040802598
273,5,0.069293,168.6477687319171,-0.8678292086364374,0.2690975710903647,0.14826913623790183,10.188,1.3054,10.0116,1.4697,9.8433,1.6264,9.6612,1.796,0.0198,0.0043,0.0134,0.0029,0.0201,0.0044,0.0334,0.0073,21.766978721975715,21.55875212083075,21.380695680435824,21.537120944742927,0.04094188
273,1,0.027858,168.6037850872668,-0.8308699168587196,-0.4426797633815074,-0.47762435255262936,21.0222,1.0025,21.0077,1.0657,20.9938,1.126,20.9788,1.1912,0.0643,0.0042,0.0424,0.0026,0.0626,0.004,0.1049,0.0069,17.836591664862198,17.300961266833216,17.040245976039294,16.938150181567757,0.04062133
275,3,0.0839,230.4942925098584,3.545583527374616,0.677102120787362,0.711698489367592,11.5002,nan,8.1383,nan,0.0,0.0,1.4582,nan,0.2481,nan,0.1712,nan,0.0,0.0,0.0359,nan,18.36816462805291,17.940809451230713,nan,17.570828589251242,0.048095785
275,4,0.0839,230.4984891198247,3.55975626439335,nan,0.8699159136282955,2.1881,7.2097,2.4499,7.3004,0.0,0.0,2.9701,7.4807,0.0022,0.0173,0.0013,0.0097,0.0,0.0,0.005,0.0276,nan,nan,nan,nan,0.047952753
275,5,0.0839,230.4983913571461,3.56497775861937,1.1257188789722505,1.094902321917722,7.7035,1.0336,7.5914,1.168,0.0,0.0,7.3689,1.4351,0.0064,0.0018,0.0045,0.0011,0.0,0.0,0.0123,0.0036,17.190959520272347,16.561806696587087,nan,16.069453663142703,0.047858927
