Group_1,Gal_1,ID,ra_1,dec_1,type_1,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g_1,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r_1,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i_1,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z_1,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,type_2,ra_2,dec_2,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g_2,mag_r_2,mag_i_2,mag_z_2,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group_2,Gal_2,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation_2,Separation,Distance (Mpc),M_FUV,M_NUV,M_z,log(M_stellar),F_FUV,F_NUV,L_FUV,L_NUV,logSFR_NUV,log_sSFR
154,3,2541,212.8613899081116,-29.67362339446398,SER,0.446973294645973,578.6253,0.0024,355.4516,0.0024,20.1399,0.0735,16.6687,0.0032,1.6663,0.0063,0.6756,0.0005,42.8016,0.0847,578.6253,0.0024,355.4516,0.0024,20.8407,0.0316,15.7786,0.0012,2.2016,0.0025,0.6756,0.0005,42.8016,0.0847,578.6253,0.0024,355.4516,0.0024,21.5093,0.0538,15.4009,0.0019,2.7123,0.0041,0.6756,0.0005,42.8016,0.0847,578.6253,0.0024,355.4516,0.0024,22.233,0.108,15.1344,0.0034,3.2652,0.0086,0.6756,0.0005,42.8016,0.0847,167234,2129m297,2541,SER,212.8613899081116,-29.67362339446398,0.05995871,276.7708,729.84454,1096.5963,1450.1567,1.5109416,1.1265281,1.0080348,1.0784501,3.963282,143833.73,13.8336,91672.53,-0.032026507,2636270.0,0.2008996,5251629.0,16.3947,15.341924,14.899883,14.596462,14.793385,15.156252,14.052652,13.366343,1.0527754,0.44204044,0.74546146,0.30342102,212.861,-29.6736111,154,3,14 11 26.64,-29 40 25.0,0.037372,,18.5216,18.0173,Simbad,1.2203942655216815,0.0,166.3442136498516,-17.583438491799775,-18.087738491799776,-21.508576491799772,11.012197196719908,2.805596365454706e-12,2.976143935523662e-12,9.290568600521184e+42,9.855326923880728e+42,0.39247226143349145,-10.619724935286417
154,4,2540,212.8613665823259,-29.63580712305456,SER,0.446973294645973,578.3592,0.0055,875.2743,0.0083,30.4758,0.0279,15.9842,0.001,0.637,0.0014,0.6445,0.0002,-11.522,0.0374,578.3592,0.0055,875.2743,0.0083,30.5356,0.0124,15.3718,0.0004,0.8391,0.0005,0.6445,0.0002,-11.522,0.0374,578.3592,0.0055,875.2743,0.0083,30.5926,0.0238,15.1261,0.0008,1.032,0.0011,0.6445,0.0002,-11.522,0.0374,578.3592,0.0055,875.2743,0.0083,30.6544,0.046,14.9532,0.0016,1.2407,0.0022,0.6445,0.0002,-11.522,0.0374,167234,2129m297,2540,SER,212.8613665823259,-29.63580712305456,0.05835739,400.7633,701.5593,886.50867,1052.6797,1.5109416,1.1265281,1.0080348,1.1416485,1.0470986,849106.94,7.8814926,201587.17,0.15482941,13864486.0,-0.0748829,6791254.5,15.99278,15.384839,15.130793,14.94426,15.402525,15.928299,14.302972,14.109399,0.6079407,0.25404644,0.4405794,0.18653297,212.862,-29.6356111,154,4,14 11 26.88,-29 38 08.2,0.037372,,17.9231,17.6963,Simbad,2.103889833719631,0.0,166.3442136498516,-18.181938491799773,-18.408738491799774,-21.160778491799775,10.34827539671991,4.86883649415038e-12,3.99994418460205e-12,1.6122867854618853e+43,1.3245581689110246e+43,0.5208722614334906,-9.827403135286419
155,2,2007,213.2258035175576,23.3377822835228,EXP,0.477075388864364,704.4992,0.0032,771.6159,0.0047,4.2899,0.006,18.5498,0.0013,0.9843,0.0073,0.4832,0.0010,-11.7061,0.1097,704.4992,0.0032,771.6159,0.0047,4.3174,0.0056,18.3206,0.0015,1.0135,0.0063,0.4832,0.0010,-11.7061,0.1097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.4992,0.0032,771.6159,0.0047,4.3722,0.0134,18.2095,0.0031,1.0713,0.0159,0.4832,0.0010,-11.7061,0.1097,461631,2132p232,2007,EXP,213.2258035175576,23.3377822835228,0.020417146,4.0249,5.522823,0.0,5.319769,1.5710636,1.4471191,0.0,1.3996127,1.0,0.0,0.45548585,8330.714,-0.19680662,715.0716,0.4981571,421.5028,20.988111,20.644598,,20.685268,19.334265,20.43257,18.32084,,0.3435135,,-0.040670395,,213.225875,23.3378611,155,2,14 12 54.21,+23 20 16.3,0.059665,,20.09,19.5543,Simbad,0.3692391682643269,0.0,265.57121661721067,-17.03090501572181,-17.56660501572181,-16.43563701572181,7.936244906288724,6.617061792517077e-13,7.225267510977673e-13,5.585073643883291e+42,6.098424408126531e+42,0.18401887100230319,-7.752226035286421
155,3,2073,213.2293041745812,23.33653703430425,EXP,0.477075388864364,660.3235,0.0095,755.6017,0.0088,3.0806,0.0243,19.7027,0.0057,2.6303,0.0772,0.6417,0.0063,85.3808,0.6767,660.3235,0.0095,755.6017,0.0088,3.3407,0.033,19.4886,0.0074,2.8249,0.0806,0.6417,0.0063,85.3808,0.6767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.3235,0.0095,755.6017,0.0088,3.8575,0.0965,19.3499,0.0182,3.2117,0.23,0.6417,0.0063,85.3808,0.6767,461631,2132p232,2073,EXP,213.2293041745812,23.33653703430425,0.02043405,4.727445,6.815342,0.0,6.8002567,1.5710636,1.4471191,0.0,1.5180013,1.0,0.0,2.5290558,2296.8967,-0.35420188,11476.507,0.022641243,6739.011,20.813435,20.41628,,20.418686,,19.508509,16.351625,13.846662,0.39715385,,-0.0024051666,,213.229375,23.3370278,155,3,14 12 55.05,+23 20 13.3,0.059665,,20.019,20.6068,Simbad,1.7822001516924173,0.0,265.57121661721067,-17.10190501572181,-16.51410501572181,-16.70221901572181,8.107211906288722,7.064235848113512e-13,2.740652237357355e-13,5.962507029039882e+42,2.3132237627316725e+42,-0.23698112899769264,-8.344193035286414
155,1,1824,213.2155820397195,23.33220155204234,SER,0.477075388864364,834.6242,0.0108,697.9309,0.0114,21.9795,0.047,17.9115,0.0018,1.0247,0.0038,0.2316,0.0003,-43.2712,0.031,834.6242,0.0108,697.9309,0.0114,21.863,0.0448,17.4676,0.0019,1.2175,0.0037,0.2316,0.0003,-43.2712,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.6242,0.0108,697.9309,0.0114,21.6315,0.1141,17.1794,0.0040,1.6005,0.0099,0.2316,0.0003,-43.2712,0.031,461631,2132p232,1824,SER,213.2155820397195,23.33220155204234,0.02020742,75.97353,113.99467,0.0,149.27515,1.5710636,1.4471191,0.0,1.3996127,1.543967,26863.51,6.9525104,11349.1,0.042808235,1012909.9,-0.6423671,1931552.2,17.798344,17.357788,,17.065031,17.600636,18.256815,17.950954,15.05793,0.44055557,,0.29275703,,213.2155,23.3326389,155,1,14 12 51.72,+23 19 57.5,0.059665,,20.1858,19.4411,Simbad,1.597637460916416,0.0,265.57121661721067,-16.93510501572181,-17.67980501572181,-20.05587401572181,9.685668706288723,6.058222090755285e-13,8.019253294057283e-13,5.113389838089766e+42,6.768581225418262e+42,0.22929887100230495,-9.456369835286418
155,4,2213,213.2378299669402,23.31804334397334,SER,0.477075388864364,553.8595,0.0045,503.5196,0.0036,7.7469,0.0144,17.8461,0.0015,1.2775,0.0047,0.7065,0.0010,58.0473,0.1587,553.8595,0.0045,503.5196,0.0036,7.3299,0.01,17.2319,0.0011,1.2979,0.0032,0.7065,0.0010,58.0473,0.1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.8595,0.0045,503.5196,0.0036,6.5013,0.0181,16.8356,0.0021,1.3384,0.007,0.7065,0.0010,58.0473,0.1587,461631,2132p232,2213,SER,213.2378299669402,23.31804334397334,0.020281145,69.23101,126.42303,0.0,196.49179,1.605615,1.5184202,0.0,1.620016,1.3811748,22130.615,1.9040056,159317.7,-0.07898634,585936.2,0.15721165,894765.94,17.899248,17.245434,,16.76664,16.991764,17.465342,15.570355,,0.6538143,,0.4787941,,213.2380417,23.3181944,155,4,14 12 57.13,+23 19 05.5,0.05979,,19.8528,19.5336,Simbad,0.8863930757986305,0.0,266.1275964391691,-17.27264955802247,-17.591849558022467,-20.358809558022468,10.086349423208988,8.232754979211533e-13,7.364341699391089e-13,6.97793180746837e+42,6.241880672388026e+42,0.19411668792256798,-9.89223273528642
157,1,2929,215.4999678224083,28.86918226815317,SER,0.394419047445767,754.9829,0.018,724.7296,0.0217,38.6656,0.1088,16.9344,0.0024,1.1438,0.0039,0.8155,0.0011,-29.1689,0.3042,754.9829,0.018,724.7296,0.0217,39.5695,0.1229,16.3812,0.0027,1.4042,0.0043,0.8155,0.0011,-29.1689,0.3042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.9829,0.018,724.7296,0.0217,41.3657,0.34,16.0341,0.0065,1.9216,0.0124,0.8155,0.0011,-29.1689,0.3042,490146,2154p287,2929,SER,215.4999678224083,28.86918226815317,0.014183112,191.01068,314.47617,0.0,445.7314,1.7269614,1.3547609,0.0,1.2893732,1.5612135,36404.79,12.40177,3742.2515,0.06800472,519452.78,-0.084027834,572533.8,16.797356,16.256031,,15.877316,16.679434,17.35378,16.115383,,0.5413246,,0.37871456,,215.5003333,28.8685833,157,1,14 22 00.08,+28 52 06.9,0.029579,,19.4943,18.9372,Simbad,2.4448223185462603,0.0,131.65727002967358,-16.102924227829345,-16.660024227829343,-19.719908227829343,9.681991291131737,1.1453683821530717e-12,1.2755395561831335e-12,2.3759461258384666e+42,2.6459725221068744e+42,-0.1786134441546796,-9.860604735286417
157,3,2974,215.5025057406916,28.863960761391,SER,0.394419047445767,724.4846,0.0216,653.0438,0.0196,33.9885,0.0455,17.7094,0.0013,0.5933,0.0026,*0.0928*,*0.0002*,47.8626,0.012,724.4846,0.0216,653.0438,0.0196,33.3049,0.0534,17.3098,0.0018,0.7854,0.0029,*0.0928*,*0.0002*,47.8626,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.4846,0.0216,653.0438,0.0196,31.9467,0.1446,17.0100,0.0037,1.1672,0.0088,*0.0928*,*0.0002*,47.8626,0.012,490146,2154p287,2974,SER,215.5025057406916,28.863960761391,0.014094932,82.82476,119.0201,0.0,158.76862,1.7269614,1.3547609,0.0,1.2893732,0.7823655,43241.72,8.951671,6601.608,-0.08046596,3208991.2,0.83587825,4799532.0,17.7046,17.31095,,16.998089,17.724745,18.22803,17.52906,15.203578,0.39365005,,0.3128605,,215.5028333,28.8643333,157,3,14 22 00.68,+28 51 51.6,0.029579,,19.8143,19.2128,Simbad,1.6926772137132997,0.0,131.65727002967358,-15.782924227829344,-16.384424227829342,-18.599135227829343,9.084211791131736,8.529924560903729e-13,9.895868855778823e-13,1.7694430481899825e+42,2.0527938116726352e+42,-0.28885344415468417,-9.37306523528642
157,4,3233,215.5173209036256,28.86660178776914,REX,0.394419047445767,546.3278,0.0039,689.0239,0.0036,3.016,0.007,18.5475,0.0015,1.4094,0.0158,0.7354,0.0023,84.1999,0.3527,546.3278,0.0039,689.0239,0.0036,3.1694,0.0071,18.3691,0.0022,1.5521,0.015,0.7354,0.0023,84.1999,0.3527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.3278,0.0039,689.0239,0.0036,3.4741,0.0204,18.1774,0.0048,1.8356,0.0394,0.7354,0.0023,84.1999,0.3527,490146,2154p287,3233,REX,215.5173209036256,28.86660178776914,0.014121515,37.063766,43.749466,0.0,47.366627,1.7269614,1.3547609,0.0,1.2893732,1.0,0.0,0.7048674,320689.0,0.0,0.0,0.0,0.0,18.577625,18.397568,,18.31132,19.020187,19.674665,20.412743,,0.18005753,,0.0862484,,215.5175,28.8667222,157,4,14 22 04.20,+28 52 00.2,0.0354,,19.5114,19.5162,Simbad,0.7118428807281677,0.0,157.566765578635,-16.47592310105065,-16.471123101050647,-17.67600310105065,8.406814740420263,1.1274705072059257e-12,7.483313355486613e-13,3.349933131883981e+42,2.2234372593868537e+42,-0.2541738948661578,-8.66098863528642
158,4,610,216.5532729623645,29.69492654057706,SER,0.450125524772851,599.7594,0.0028,337.4924,0.0047,21.881,0.0152,16.2533,0.0006,0.9217,0.0012,0.5116,0.0002,-8.5678,0.0272,599.7594,0.0028,337.4924,0.0047,22.1395,0.0193,15.5064,0.0008,1.4243,0.0016,0.5116,0.0002,-8.5678,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.7594,0.0028,337.4924,0.0047,22.6532,0.0534,14.9247,0.0016,2.423,0.0048,0.5116,0.0002,-8.5678,0.0272,495183,2166p297,610,SER,216.5532729623645,29.69492654057706,0.016812883,310.80618,588.26056,0.0,1020.1755,1.5082235,1.2203695,0.0,1.2603765,1.254678,342778.66,5.6292834,142955.75,0.31609088,9496107.0,-0.09541558,5065860.0,16.268776,15.576076,,14.978312,15.196879,15.645796,13.713562,13.195087,0.6927004,,0.59776306,,216.5535417,29.6946111,158,4,14 26 12.85,+29 41 40.6,0.058862,,18.6705,18.2352,Simbad,1.412741352265807,0.0,261.9970326409495,-18.4209818628018,-18.8562818628018,-22.113169862801797,10.898592745120718,2.4460492115159992e-12,2.4349717736258392e-12,2.009368745810898e+43,2.0002689053925797e+43,0.6998896098342993,-10.198703135286419
158,1,328,216.5356359016363,29.72669130498612,SER,0.450125524772851,810.1305,0.0069,773.6271,0.0093,15.5424,0.0299,17.1345,0.0016,1.3008,0.0032,0.7622,0.0006,-11.366,0.1659,810.1305,0.0069,773.6271,0.0093,15.9139,0.0251,16.6295,0.0015,1.3041,0.0024,0.7622,0.0006,-11.366,0.1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.1305,0.0069,773.6271,0.0093,16.6519,0.0617,16.2740,0.0032,1.3106,0.0056,0.7622,0.0006,-11.366,0.1659,495183,2166p297,328,SER,216.5356359016363,29.72669130498612,0.017221302,145.36142,227.93272,0.0,308.03833,1.3163109,1.2065563,0.0,1.3038259,1.4501722,63133.53,4.566723,934533.44,0.14703265,2879029.0,-0.052961573,1394085.8,17.093878,16.605484,,16.278488,17.51871,19.243326,,,0.48839378,,0.32699585,,216.5360833,29.7266667,158,1,14 26 08.66,+29 43 36.0,0.059246,,19.4374,19.0977,Simbad,1.4014778229395524,0.0,263.7062314540059,-17.668201962090297,-18.007901962090298,-20.827113962090298,10.05161858483612,1.2069942196921037e-12,1.1002564702979861e-12,1.0044947761996607e+43,9.15664597943256e+42,0.36053764954970013,-9.69108093528642
158,3,525,216.5487054032538,29.71449333721601,REX,0.450125524772851,654.3783,0.019,605.8638,0.0239,21.0914,0.0796,17.9985,0.0034,0.9711,0.0052,0.7796,0.0014,35.0414,0.4099,654.3783,0.019,605.8638,0.0239,21.0699,0.0713,17.4236,0.0034,1.0706,0.0044,0.7796,0.0014,35.0414,0.4099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.3783,0.019,605.8638,0.0239,21.0271,0.1617,16.9964,0.0066,1.2683,0.0109,0.7796,0.0014,35.0414,0.4099,495183,2166p297,525,REX,216.5487054032538,29.71449333721601,0.016970709,56.13977,95.76743,0.0,143.13164,1.3627449,1.2065563,0.0,1.3218764,1.0,0.0,4.547549,15342.317,0.0,0.0,0.0,0.0,18.126823,17.546955,,17.11066,17.571539,17.935139,,12.521461,0.5798683,,0.43629456,,216.5488333,29.7148889,158,3,14 26 11.72,+29 42 53.6,0.08677,,20.061,19.8562,Simbad,1.4791069389838516,0.0,386.21661721068244,-17.87315477818074,-18.07795477818074,-20.82349477818074,10.190712011272298,6.796184967239961e-13,5.471342868149754e-13,1.2131899640474812e+43,9.766918189393762e+42,0.3885587759858833,-9.802153235286415
158,2,473,216.5451448858078,29.74552186279333,EXP,0.450125524772851,696.7065,0.0266,1032.4515,0.0326,16.0137,0.081,18.0881,0.0049,0.8479,0.0068,0.8070,0.0020,-20.7128,0.6738,696.7065,0.0266,1032.4515,0.0326,16.0509,0.0639,17.5306,0.004,0.9501,0.0049,0.8070,0.0020,-20.7128,0.6738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.7065,0.0266,1032.4515,0.0326,16.1247,0.1368,17.1801,0.0073,1.153,0.012,0.8070,0.0020,-20.7128,0.6738,495183,2166p297,473,EXP,216.5451448858078,29.74552186279333,0.017025635,58.001343,96.48838,0.0,133.43134,1.7517518,1.327864,0.0,1.4081305,1.0,0.0,4.2215676,12731.322,0.07848676,201816.0,-0.05995016,92079.64,18.091404,17.538813,,17.186855,17.758007,18.423168,18.031265,,0.5525913,,0.35195732,,216.54525,29.7455833,158,2,14 26 10.86,+29 44 44.1,0.05853,,20.0103,19.5438,Simbad,0.3960598867025952,0.0,260.5192878338279,-17.06889941149261,-17.53539941149261,-19.89234441149261,9.740122064597042,7.121068940158846e-13,7.295481007814153e-13,5.783978398642904e+42,5.925641910154764e+42,0.17153662931062996,-9.568585435286412
159,2,2187,219.221051338999,12.13901051400059,SER,0.675560761871677,907.2357,0.0046,380.8804,0.0071,16.9631,0.0442,17.1325,0.002,1.5653,0.005,0.5741,0.0007,-28.4105,0.0826,907.2357,0.0046,380.8804,0.0071,17.0516,0.0262,16.4814,0.0013,1.6248,0.0028,0.5741,0.0007,-28.4105,0.0826,907.2357,0.0046,380.8804,0.0071,17.1361,0.0374,16.1929,0.0021,1.6816,0.0038,0.5741,0.0007,-28.4105,0.0826,907.2357,0.0046,380.8804,0.0071,17.2276,0.0654,15.9885,0.0028,1.743,0.0069,0.5741,0.0007,-28.4105,0.0826,401323,2192p122,2187,SER,219.221051338999,12.13901051400059,0.027816731,145.45796,267.51453,345.80624,417.739,1.1821758,1.3430754,1.6212838,1.2632622,1.9187262,103451.68,4.9814267,108322.7,0.1585098,1401086.6,-0.2336806,1709550.9,17.093157,16.431631,16.152918,15.947738,16.614252,17.004913,14.798161,12.199721,0.6615257,0.27871323,0.4838934,0.20518017,219.220875,12.1392222,159,2,14 36 53.01,+12 08 21.2,0.054808,,20.2381,19.6285,Simbad,0.982815543446321,0.0,243.9525222551929,-16.698426563478353,-17.308026563478354,-20.98878856347835,10.347308725391343,5.773314154699302e-13,6.747982244754181e-13,4.111852460564931e+42,4.806027639143103e+42,0.08058749010492328,-10.26672123528642
159,1,2183,219.2209261720926,12.16126139104753,DEV,0.675560761871677,908.8956,0.0027,686.6822,0.0022,32.6258,0.0831,15.9467,0.0017,2.3576,0.005,0.7455,0.0005,-54.4361,0.0789,908.8956,0.0027,686.6822,0.0022,36.1443,0.0584,15.0588,0.001,2.9634,0.0033,0.7455,0.0005,-54.4361,0.0789,908.8956,0.0027,686.6822,0.0022,39.5014,0.1007,14.6542,0.0016,3.5415,0.0051,0.7455,0.0005,-54.4361,0.0789,908.8956,0.0027,686.6822,0.0022,43.1355,0.1689,14.3912,0.0022,4.1673,0.0085,0.7455,0.0005,-54.4361,0.0789,401323,2192p122,2183,DEV,219.2209261720926,12.16126139104753,0.026866361,410.33264,892.1476,1269.9329,1599.2595,1.2104131,1.3075571,1.6212838,1.163893,4.0,0.0,12.171076,19703.52,-0.043525063,2947242.0,-0.1369668,5320336.5,15.96716,15.123908,14.740548,14.490203,14.868569,15.391562,15.061044,13.794565,0.8432522,0.3833599,0.63370514,0.25034523,219.2206667,12.1612778,159,1,14 36 52.96,+12 09 40.6,0.054808,,19.4267,19.203,Simbad,0.9150456995782312,0.0,243.9525222551929,-17.509826563478352,-17.733526563478353,-22.44632356347835,11.162399325391341,1.2189480312556742e-12,9.985594618999362e-13,8.681555043284275e+42,7.111910196488345e+42,0.2507874901049245,-10.911611835286417
159,4,3116,219.2652855248565,12.17632928967613,SER,0.675560761871677,313.1553,0.0041,893.5401,0.0042,1.1865,0.0254,18.1363,0.0127,nan,nan,0.8286,0.0050,-10.4408,0.9305,313.1553,0.0041,893.5401,0.0042,1.9294,0.029,17.5931,0.0102,nan,nan,0.8286,0.0050,-10.4408,0.9305,313.1553,0.0041,893.5401,0.0042,2.6382,0.0563,16.9958,0.01,nan,nan,0.8286,0.0050,-10.4408,0.9305,313.1553,0.0041,893.5401,0.0042,3.4055,0.0896,17.0772,0.0114,nan,nan,0.8286,0.0050,-10.4408,0.9305,401323,2192p122,3116,SER,219.2652855248565,12.17632928967613,0.025694022,39.035637,65.32553,109.93137,97.5824,1.2104131,1.3075571,1.6212838,1.163893,6.0,136.83887,0.45561266,483690.3,0.09446773,194165.78,-0.032776754,125034.72,18.521347,17.962292,17.397196,17.526571,16.578176,16.336142,15.770236,13.59324,0.5590553,0.5650959,0.43572044,-0.12937546,219.2653333,12.1764167,159,4,14 37 03.68,+12 10 35.1,0.188742,,19.568,19.5384,Simbad,0.3567722936645204,0.0,840.0979228486646,-20.05364955456066,-20.083249554560663,-22.09507855456066,10.684374621824263,1.0702006003431581e-12,7.331856076216839e-13,9.039131813632317e+43,6.192634678980231e+43,1.190676686537845,-9.493697935286418
160,3,553,219.7153122101575,9.046957064626492,REX,0.642772114763251,598.746,0.0018,735.1161,0.0018,6.3725,0.0078,16.9286,0.0008,1.9063,0.0042,0.9858,0.0006,-9.6115,1.6527,598.746,0.0018,735.1161,0.0018,6.0887,0.0053,16.3358,0.0006,1.8237,0.0026,0.9858,0.0006,-9.6115,1.6527,598.746,0.0018,735.1161,0.0018,5.8179,0.0055,16.1054,0.0007,1.7448,0.0025,0.9858,0.0006,-9.6115,1.6527,598.746,0.0018,735.1161,0.0018,5.5247,0.0083,15.9550,0.0011,1.6594,0.0041,0.9858,0.0006,-9.6115,1.6527,382911,2198p090,553,REX,219.7153122101575,9.046957064626492,0.036673956,146.05856,256.73624,323.48083,390.10812,1.8367014,1.703331,1.4297341,1.3135701,1.0,0.0,1.3923476,2168185.2,0.0,0.0,0.0,0.0,17.088682,16.476282,16.225378,16.022038,16.239187,16.671824,14.569539,13.474358,0.61240005,0.25090408,0.4542446,0.20334053,219.7154167,9.0469722,160,3,14 38 51.70,+09 02 49.1,0.030822,,19.0701,18.6646,Simbad,0.375458575733596,0.0,137.18991097922847,-16.616510871461617,-17.022010871461617,-19.66457287146162,9.762479948584648,1.692876164674231e-12,1.639584980195816e-12,3.813038991528989e+42,3.693005779081896e+42,-0.03381878670177052,-9.796298735286419
160,1,35,219.6912603223076,9.04091980277455,SER,0.642772114763251,925.5664,0.0045,652.3549,0.0038,5.8455,0.0386,18.0732,0.0033,4.0641,0.0308,0.5556,0.0018,-80.1167,0.1544,925.5664,0.0045,652.3549,0.0038,6.6603,0.0303,17.5254,0.0025,3.9393,0.0202,0.5556,0.0018,-80.1167,0.1544,925.5664,0.0045,652.3549,0.0038,7.4377,0.0499,17.3457,0.0035,3.8201,0.0223,0.5556,0.0018,-80.1167,0.1544,925.5664,0.0045,652.3549,0.0038,8.2793,0.0808,17.1026,0.0053,3.6912,0.0355,0.5556,0.0018,-80.1167,0.1544,382911,2198p090,35,SER,219.6912603223076,9.04091980277455,0.036624976,57.68422,91.86728,104.46823,120.2503,1.7650682,1.7170208,1.5792856,1.2767698,3.8040664,2060.6218,1.6648026,80596.38,-0.25520748,366128.06,-0.09148963,256046.94,18.097357,17.592098,17.45254,17.299784,17.56583,17.952793,16.144869,15.027272,0.50525856,0.13955879,0.29231453,0.15275574,219.6914583,9.0409444,160,1,14 38 45.95,+09 02 27.4,0.030605,,20.192,20.1538,Simbad,0.7094132667603473,0.0,136.22403560830858,-15.479268710097749,-15.517468710097749,-18.37148471009775,9.0568949840391,6.023725740412303e-13,4.1596226197583737e-13,1.3377482200000566e+42,9.23768444190964e+41,-0.635635651247318,-9.692530635286419
160,2,159,219.6972295133376,9.03095727003908,SER,0.642772114763251,853.114,0.002,509.1393,0.0023,5.5472,0.026,17.0368,0.0031,nan,nan,0.4946,0.0012,82.7472,0.0949,853.114,0.002,509.1393,0.0023,3.7181,0.0173,16.207,0.0025,nan,nan,0.4946,0.0012,82.7472,0.0949,853.114,0.002,509.1393,0.0023,1.9728,0.0092,16.045,0.0033,nan,nan,0.4946,0.0012,82.7472,0.0949,853.114,0.002,509.1393,0.0023,nan,nan,16.1919,0.0080,9.006,0.2409,0.4946,0.0012,82.7472,0.0949,382911,2198p090,159,SER,219.6972295133376,9.03095727003908,0.036746163,3.9344027,3.8514493,4.012699,3.5968087,1.7650682,1.7170208,1.5792856,1.2767698,0.5,116.51888,0.8368052,4015.227,0.1218136,1565.5298,0.30540642,1981.3342,21.012802,21.03594,20.99141,21.110207,18.704237,19.153776,,12.828657,-0.023138046,0.04453087,-0.07426643,-0.1187973,219.6975833,9.031,160,2,14 38 47.42,+09 01 51.6,0.030822,,19.4261,18.9803,Simbad,1.2672148252933366,0.0,137.18991097922847,-16.260510871461616,-16.706310871461618,-14.576403871461618,6.912378048584649,1.2196218329926582e-12,1.2258968559291093e-12,2.7470796158418212e+42,2.761213494993006e+42,-0.16009878670176825,-7.072476835286417
160,4,900,219.7307285148444,9.055148947980484,SER,0.642772114763251,389.872,0.0039,847.7355,0.0032,10.9904,0.0097,17.1043,0.0008,0.8044,0.0018,0.7846,0.0004,50.8575,0.1137,389.872,0.0039,847.7355,0.0032,10.9386,0.0075,16.7188,0.0008,0.8917,0.001,0.7846,0.0004,50.8575,0.1137,389.872,0.0039,847.7355,0.0032,10.8892,0.0112,16.5177,0.001,0.9749,0.0017,0.7846,0.0004,50.8575,0.1137,389.872,0.0039,847.7355,0.0032,10.8357,0.0178,16.4707,0.0016,1.065,0.003,0.7846,0.0004,50.8575,0.1137,382911,2198p090,900,SER,219.7307285148444,9.055148947980484,0.036391232,142.95929,202.10762,241.66132,254.61969,1.8367014,1.703331,1.4297341,1.3135701,0.8828504,237861.78,2.8317869,373726.56,-0.02775813,2492478.5,0.12337346,5098591.0,17.111969,16.736044,16.541983,16.48527,17.406935,18.323233,14.903,12.784541,0.37592506,0.19406128,0.25077438,0.056713104,219.7307917,9.0550556,160,4,14 38 55.39,+09 03 18.2,0.086179,,19.2198,18.3777,Simbad,0.4042163500460246,0.0,383.5860534124629,-18.699514042595872,-19.54161404259587,-21.434044042595872,10.162306917038348,1.4748409590576844e-12,2.135472244931423e-12,2.5970033794754507e+43,3.760289272415049e+43,0.9740224817519323,-9.188284435286416
