Group_1,Gal_1,ID,ra_1,dec_1,type_1,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g_1,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r_1,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i_1,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z_1,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,type_2,ra_2,dec_2,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g_2,mag_r_2,mag_i_2,mag_z_2,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group_2,Gal_2,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation_2,Separation,Distance (Mpc),M_FUV,M_NUV,M_z,log(M_stellar),F_FUV,F_NUV,L_FUV,L_NUV,logSFR_NUV,log_sSFR
100,1,4069,169.4989741521495,30.5481299308621,SER,0.44027050991916,879.6195,0.0045,867.7565,0.017,23.2871,0.0344,17.7061,0.0013,0.8515,0.0025,0.2083,0.0003,-1.7023,0.0227,879.6195,0.0045,867.7565,0.017,23.2014,0.0334,17.2829,0.0015,0.9252,0.0022,0.2083,0.0003,-1.7023,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879.6195,0.0045,867.7565,0.017,23.0313,0.08,16.9965,0.0030,1.0715,0.0058,0.2083,0.0003,-1.7023,0.0227,498763,1694p305,4069,SER,169.4989741521495,30.5481299308621,0.014530996,97.28462,144.8932,0.0,189.02902,1.4695199,1.3559822,0.0,1.3453976,1.33274,46357.004,7.9662714,182348.98,0.6858819,3897136.8,-0.05408219,1812713.4,17.52989,17.09738,,16.80868,17.222569,17.63621,16.572151,16.761866,0.43251038,,0.2887001,,169.4995833,30.5485278,100,1,11 17 59.90,+30 32 54.7,0.060382,,19.7228,19.1721,Simbad,2.370275444147784,0.0,268.76261127596433,-17.424044260042656,-17.974744260042655,-20.338164260042657,9.790112704017066,9.279940469883498e-13,1.0273866808992246e-12,8.022035910380043e+42,8.881234610035391e+42,0.34727456873065066,-9.442838135286415
100,2,4188,169.5035696181568,30.54045052288772,SER,0.44027050991916,827.1501,0.0028,763.8899,0.0017,5.2821,0.0056,17.7829,0.0008,1.0314,0.0037,0.3528,0.0004,-66.4686,0.0408,827.1501,0.0028,763.8899,0.0017,5.3669,0.0043,17.2891,0.0007,1.1396,0.0025,0.3528,0.0004,-66.4686,0.0408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.1501,0.0028,763.8899,0.0017,5.5356,0.0106,16.9462,0.0013,1.3546,0.0064,0.3528,0.0004,-66.4686,0.0408,498763,1694p305,4188,SER,169.5035696181568,30.54045052288772,0.014548471,72.31535,114.36189,0.0,159.35373,1.4057028,1.2538178,0.0,1.2686942,1.4079127,26305.074,1.6162198,851315.8,-0.2561771,1597709.5,-0.3396698,1633861.2,17.851923,17.354298,,16.994095,18.166294,18.491636,19.852488,12.780205,0.49762535,,0.3602028,,169.5037917,30.54075,100,2,11 18 00.91,+30 32 26.7,0.024726,,19.8092,19.5097,Simbad,1.2792498731094184,0.0,110.05637982195844,-15.398876115462873,-15.698376115462874,-18.21398111546287,9.036072046185147,8.570086201527681e-13,7.528248238611955e-13,1.2422738515760385e+42,1.0912545936041942e+42,-0.563272689101268,-9.599344735286415
100,3,4678,169.5256052218398,30.53044278003313,REX,0.44027050991916,564.5525,0.0018,624.8861,0.0017,5.7055,0.0059,17.706,0.0009,1.201,0.0033,0.9476,0.0009,78.1896,0.623,564.5525,0.0018,624.8861,0.0017,5.4126,0.0045,17.0698,0.0008,1.3838,0.0025,0.9476,0.0009,78.1896,0.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.5525,0.0018,624.8861,0.0017,4.8304,0.0095,16.6577,0.0015,1.7468,0.0066,0.9476,0.0009,78.1896,0.623,498763,1694p305,4678,REX,169.5256052218398,30.53044278003313,0.014795836,77.043,137.38594,0.0,211.18898,1.5555203,1.2653592,0.0,1.2781934,1.0,0.0,1.2943795,1027003.2,0.0,0.0,0.0,0.0,17.783167,17.155144,,16.688322,16.909985,17.313276,15.592227,17.776638,0.62802315,,0.46682167,,169.525,30.5303611,100,3,11 18 06.00,+30 31 49.3,0.082091,,19.8578,19.281,Simbad,1.8996256295325369,0.0,365.3902077151335,-17.95598452142814,-18.53278452142814,-21.12546252142814,10.366576508571256,8.194928906034872e-13,9.293385043403672e-13,1.3093649351276156e+43,1.4848734679700739e+43,0.5704906732848372,-9.79608583528642
100,4,4833,169.5322157319099,30.52027717707466,SER,0.44027050991916,486.1835,0.0023,485.2493,0.0026,4.1013,0.0074,18.0961,0.0013,1.9262,0.0093,0.8577,0.0013,26.7082,0.3499,486.1835,0.0023,485.2493,0.0026,4.1817,0.0077,17.7448,0.0014,2.1014,0.0085,0.8577,0.0013,26.7082,0.3499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.1835,0.0023,485.2493,0.0026,4.3415,0.0209,17.5554,0.0033,2.4493,0.023,0.8577,0.0013,26.7082,0.3499,498763,1694p305,4833,SER,169.5322157319099,30.52027717707466,0.014950767,57.395298,75.997955,0.0,87.6633,1.5807573,1.2982147,0.0,1.3367754,2.1493857,8593.57,1.0488007,443522.5,0.05277352,688072.56,0.065597706,747352.0,18.10281,17.797995,,17.642956,18.119637,18.568872,16.519602,14.041174,0.3048153,,0.15503883,,169.5322917,30.5202778,100,4,11 18 07.75,+30 31 13.0,0.060382,,19.535,19.2262,Simbad,0.2356042919806811,0.0,268.76261127596433,-17.611844260042655,-17.920644260042657,-19.503888260042654,9.273453104017062,1.1032277828852178e-12,9.774486051704892e-13,9.53684231095642e+42,8.4495453787399e+42,0.32563456873064567,-8.947818535286416
101,4,6339,169.9230100629089,-6.524597047655746,SER,0.427363081910274,652.4236,0.0256,472.8729,0.0366,44.057,0.212,17.4802,0.0041,1.3508,0.0068,0.6645,0.0014,-14.6558,0.2335,652.4236,0.0256,472.8729,0.0366,42.4314,0.1479,17.1556,0.0034,1.4026,0.0047,0.6645,0.0014,-14.6558,0.2335,652.4236,0.0256,472.8729,0.0366,40.8804,0.231,17.0798,0.0053,1.4521,0.0079,0.6645,0.0014,-14.6558,0.2335,652.4236,0.0256,472.8729,0.0366,39.2014,0.3824,17.0260,0.0089,1.5057,0.0133,0.6645,0.0014,-14.6558,0.2335,293663,1698m065,6339,SER,169.9230100629089,-6.524597047655746,0.04634477,65.0635,98.14214,116.18795,127.40989,1.381707,1.2492542,1.4266316,1.3160183,1.3616607,18132.668,9.726747,17666.088,0.27043968,370412.5,0.047280304,147908.36,17.966656,17.52036,17.337097,17.236992,18.27877,18.434917,,11.643655,0.44629478,0.18326378,0.28336906,0.10010529,169.923125,-6.5249722,101,4,11 19 41.55,-06 31 29.9,0.06271,,19.3042,18.6798,Simbad,1.4117290449706157,0.0,279.12462908011867,-17.924790794798454,-18.549190794798456,-19.991998794798455,9.657564317919382,1.3645366041653128e-12,1.6167911795424352e-12,1.2722815100316621e+43,1.5074813801513201e+43,0.5770531826329695,-9.080511135286413
101,2,6233,169.9192724902598,-6.499577417439074,SER,0.427363081910274,703.3622,0.0033,817.1422,0.0036,13.1701,0.0066,17.2354,0.0006,0.4926,0.001,0.4776,0.0002,42.7961,0.0207,703.3622,0.0033,817.1422,0.0036,13.144,0.0047,16.6858,0.0005,0.5618,0.0006,0.4776,0.0002,42.7961,0.0207,703.3622,0.0033,817.1422,0.0036,13.119,0.0062,16.4636,0.0006,0.6278,0.0009,0.4776,0.0002,42.7961,0.0207,703.3622,0.0033,817.1422,0.0036,13.092,0.0097,16.2757,0.0008,0.6992,0.0015,0.4776,0.0002,42.7961,0.0207,293663,1698m065,6233,SER,169.9192724902598,-6.499577417439074,0.04717409,129.21477,211.48677,269.3244,306.14944,1.3278244,1.2506487,1.4266316,1.2476238,0.5833788,775077.3,3.4684744,421615.94,0.02285877,4865938.5,0.36591184,10202859.0,17.22172,16.686792,16.42431,16.285166,16.469078,16.921541,14.736961,13.927801,0.53492737,0.2624817,0.4016266,0.1391449,169.919375,-6.4993889,101,2,11 19 40.65,-06 29 57.8,0.06271,,19.5155,18.5343,Simbad,0.7713786973958279,0.0,279.12462908011867,-17.713490794798457,-18.694690794798454,-20.943824794798456,10.183117717919384,1.1232209372293428e-12,1.8486467482705563e-12,1.0472809785791558e+43,1.723661402138423e+43,0.6352531826329688,-9.547864535286415
101,1,6211,169.9182950321516,-6.517915002121144,SER,0.427363081910274,716.72,0.0061,565.0782,0.0046,12.6796,0.0112,17.8457,0.001,0.4983,0.0018,0.3872,0.0003,53.0283,0.0318,716.72,0.0061,565.0782,0.0046,12.498,0.0082,17.4143,0.001,0.6132,0.0011,0.3872,0.0003,53.0283,0.0318,716.72,0.0061,565.0782,0.0046,12.3247,0.0111,17.1058,0.001,0.7227,0.0017,0.3872,0.0003,53.0283,0.0318,716.72,0.0061,565.0782,0.0046,12.1371,0.0175,17.0186,0.0014,0.8413,0.003,0.3872,0.0003,53.0283,0.0318,293663,1698m065,6211,SER,169.9182950321516,-6.517915002121144,0.04648475,74.0335,108.90923,145.93587,157.78554,1.381707,1.2492542,1.4266316,1.2476238,0.66169107,153175.27,3.2634206,149093.88,-0.12385409,1752351.2,0.4333044,3144217.0,17.82643,17.40734,17.089596,17.004831,17.045612,17.364826,15.104412,12.454826,0.41909027,0.3177433,0.40250778,0.08476448,169.9184167,-6.5179444,101,1,11 19 40.42,-06 31 04.6,0.06271,,20.0497,19.0794,Simbad,0.4478573101092387,0.0,279.12462908011867,-17.179290794798455,-18.149590794798456,-20.224159794798457,9.814783217919382,6.86728687832222e-13,1.1189583750878764e-12,6.402995780913411e+42,1.0433066044352932e+43,0.4172131826329668,-9.397570035286416
101,3,6263,169.9204890712538,-6.494103278591494,SER,0.427363081910274,686.9047,0.0015,892.2535,0.0027,19.6847,0.0193,16.6505,0.0008,1.6022,0.0021,0.4569,0.0002,16.5707,0.0209,686.9047,0.0015,892.2535,0.0027,18.6867,0.0133,16.0081,0.0006,1.8275,0.0013,0.4569,0.0002,16.5707,0.0209,686.9047,0.0015,892.2535,0.0027,17.7344,0.0165,15.7608,0.0007,2.0424,0.0018,0.4569,0.0002,16.5707,0.0209,686.9047,0.0015,892.2535,0.0027,16.7036,0.0262,15.5680,0.0011,2.2751,0.0031,0.4569,0.0002,16.5707,0.0209,293663,1698m065,6263,SER,169.9204890712538,-6.494103278591494,0.047331728,205.14955,376.95847,507.95343,612.9477,1.3278244,1.2506487,1.4266316,1.2476238,1.9394013,310297.28,4.8051825,178503.33,0.31979284,9625532.0,0.21155675,7572019.0,16.719824,16.059267,15.73544,15.531442,15.670079,16.100027,13.986655,13.386642,0.6605568,0.3238268,0.52782536,0.20399857,169.9207917,-6.4936389,101,3,11 19 40.99,-06 29 37.1,0.06271,,18.8124,18.5047,Simbad,1.9916174455742972,0.0,279.12462908011867,-18.416590794798456,-18.724290794798456,-21.697548794798458,10.660886917919383,2.146372968914464e-12,1.899738968059791e-12,2.0012586204325834e+43,1.7712993228405062e+43,0.6470931826329647,-10.013793735286418
104,2,5093,171.9601366068491,-0.4511256666447173,REX,0.700779935142612,739.4101,0.0033,935.1167,0.0028,2.2174,0.0093,18.5743,0.0017,1.6398,0.0283,0.6692,0.0030,61.9273,0.365,739.4101,0.0033,935.1167,0.0028,2.2595,0.0068,18.3385,0.0016,1.7597,0.0192,0.6692,0.0030,61.9273,0.365,739.4101,0.0033,935.1167,0.0028,2.2997,0.0095,18.1582,0.0027,1.8742,0.03,0.6692,0.0030,61.9273,0.365,739.4101,0.0033,935.1167,0.0028,2.3432,0.015,18.0652,0.0031,1.998,0.0502,0.6692,0.0030,61.9273,0.365,328175,1718m005,5093,REX,171.9601366068491,-0.4511256666447173,0.031746883,35.11667,47.759186,50.587402,55.01669,1.3310452,1.53894,1.2091407,1.4767702,1.0,0.0,0.515826,766254.2,0.0,0.0,0.0,0.0,18.636217,18.302359,18.239895,18.148764,18.37649,18.72575,16.20042,13.523577,0.3338585,0.06246376,0.15359497,0.09113121,171.9603333,-0.4510556,104,2,11 27 50.48,-00 27 03.8,0.062384,,19.2482,19.3748,Simbad,0.7516601058019268,0.0,277.673590504451,-17.969472880141264,-17.842872880141265,-19.068908880141265,9.118780652056506,1.4367631815930427e-12,8.524205895397959e-13,1.3257329480061132e+43,7.865472024823878e+42,0.2945260167700887,-8.824254635286417
104,4,5631,171.9805246572288,-0.4725503499350716,SER,0.700779935142612,459.635,0.0035,640.7663,0.0053,9.29,0.0142,17.7577,0.0014,0.8781,0.0034,0.5766,0.0006,-24.8242,0.0772,459.635,0.0035,640.7663,0.0053,9.2112,0.0088,17.2162,0.001,0.9982,0.002,0.5766,0.0006,-24.8242,0.0772,459.635,0.0035,640.7663,0.0053,9.136,0.0125,16.958,0.0014,1.1128,0.0031,0.5766,0.0006,-24.8242,0.0772,459.635,0.0035,640.7663,0.0053,9.0546,0.0214,16.8095,0.0020,1.2369,0.0053,0.5766,0.0006,-24.8242,0.0772,328175,1718m005,5631,SER,171.9805246572288,-0.4725503499350716,0.031901795,77.27675,130.05664,160.80202,186.17828,1.3491942,1.4949719,1.1809242,1.4792776,1.0301135,108612.22,2.3890235,291671.38,0.17555505,1995388.9,-0.20582344,2169215.0,17.779879,17.214668,16.984272,16.825178,17.132063,17.589727,15.902564,15.416692,0.56521034,0.23039627,0.38949013,0.15909386,171.9805,-0.4723056,104,4,11 27 55.32,-00 28 20.3,0.062177,,20.1101,19.7354,Simbad,0.8855595233451241,0.0,276.75222551928783,-17.100355609847025,-17.475055609847026,-20.385277609847023,9.97240174393881,6.495688501066873e-13,6.115245985581788e-13,5.954004268702102e+42,5.605287368126909e+42,0.14739910865239558,-9.825002635286415
105,3,7631,172.9441519508484,15.38917229504831,SER,0.445806219188975,688.5853,0.002,461.608,0.0029,18.8629,0.0217,17.0546,0.0013,0.9308,0.0019,0.4276,0.0001,34.3016,0.0139,688.5853,0.002,461.608,0.0029,18.2403,0.0066,16.452,0.0003,1.0497,0.0006,0.4276,0.0001,34.3016,0.0139,688.5853,0.002,461.608,0.0029,17.6463,0.0173,16.2152,0.0011,1.1631,0.0016,0.4276,0.0001,34.3016,0.0139,688.5853,0.002,461.608,0.0029,17.0033,0.0361,16.0278,0.0019,1.2859,0.0033,0.4276,0.0001,34.3016,0.0139,419335,1728p155,7631,SER,172.9441519508484,15.38917229504831,0.03508884,148.28838,266.41943,352.10553,417.18445,1.1404147,1.2306286,1.3551198,1.1192874,1.0526531,1699535.5,4.9147778,1345766.9,0.15308973,25858806.0,0.3726028,41979356.0,17.072231,16.436085,16.133318,15.94918,16.172983,16.6357,14.754834,13.941808,0.63614655,0.3027668,0.4869051,0.1841383,172.9442083,15.3893333,105,3,11 31 46.61,+15 23 21.6,0.06886,,19.7022,18.9028,Simbad,0.6117268585490154,0.0,306.4985163204748,-17.72994188276498,-18.52934188276498,-21.482961882764982,10.529320453105992,9.457692514436496e-13,1.3166002438902693e-12,1.0632702211918454e+43,1.4801727064033787e+43,0.5691136178195748,-9.960206835286417
105,1,7361,172.9370271128429,15.40902920537789,EXP,0.445806219188975,782.2124,0.0009,738.1491,0.0018,11.6227,0.0118,17.3502,0.0011,1.8257,0.003,0.3675,0.0001,8.4096,0.0128,782.2124,0.0009,738.1491,0.0018,10.527,0.0047,16.7234,0.0003,1.6537,0.0011,0.3675,0.0001,8.4096,0.0128,782.2124,0.0009,738.1491,0.0018,9.4816,0.0079,16.4996,0.0008,1.4896,0.002,0.3675,0.0001,8.4096,0.0128,782.2124,0.0009,738.1491,0.0018,8.35,0.0166,16.3269,0.0015,1.312,0.0044,0.3675,0.0001,8.4096,0.0128,419335,1728p155,7361,EXP,172.9370271128429,15.40902920537789,0.035174485,1.0350338,5.033904,8.3804035,11.478109,1.1404147,1.2306286,1.3551198,1.1192874,1.0,0.0,0.6571797,29449.516,0.5961699,3841.403,0.5686852,3656.48,22.462614,20.745237,20.191837,19.850325,16.869373,16.836464,13.872886,,1.7173767,0.55340004,0.8949127,0.34151268,172.9370833,15.4089722,105,1,11 31 44.90,+15 24 32.3,0.068909,,19.6858,19.1132,Simbad,0.2830919728676551,0.0,306.7166172106825,-17.747886528549643,-18.320486528549644,-17.58336152854964,10.011946911419855,9.60163495005557e-13,1.0846607658129627e-12,1.0809895836986162e+43,1.221153476245825e+43,0.48557147613343865,-9.526375435286417
105,4,8025,172.9538411941126,15.40681461877469,SER,0.445806219188975,559.9946,0.0011,703.5446,0.0007,7.1227,0.0047,17.2225,0.0008,1.0428,0.0021,0.5261,0.0002,-89.0148,0.0162,559.9946,0.0011,703.5446,0.0007,6.7126,0.0015,16.5287,0.0002,1.1345,0.0006,0.5261,0.0002,-89.0148,0.0162,559.9946,0.0011,703.5446,0.0007,6.3212,0.0032,16.2672,0.0006,1.2219,0.0015,0.5261,0.0002,-89.0148,0.0162,559.9946,0.0011,703.5446,0.0007,5.8976,0.007,16.0401,0.0009,1.3166,0.0033,0.5261,0.0002,-89.0148,0.0162,419335,1728p155,8025,SER,172.9538411941126,15.40681461877469,0.03497649,123.72071,242.5169,319.36517,407.77448,1.1404147,1.2306286,1.3551198,1.1192874,1.209898,1050168.5,1.7921407,5801338.0,-0.3136651,37273892.0,-0.014440815,26438092.0,17.268894,16.538145,16.23928,15.973949,15.697842,15.951314,13.293701,12.890583,0.73074913,0.29886436,0.56419563,0.26533127,172.9541667,15.4067222,105,4,11 31 49.00,+15 24 24.2,0.06899,,20.171,19.5655,Simbad,1.1776843867369782,0.0,307.07715133531156,-17.26523751565469,-17.87073751565469,-21.46228851565469,10.641376906261875,6.141368968965801e-13,7.151117783453697e-13,6.930457490078036e+42,8.069946302723585e+42,0.305671870975452,-10.335705035286423
105,2,7533,172.9413327306714,15.41778817790734,SER,0.445806219188975,725.7201,0.0015,854.3629,0.0019,16.1241,0.05,17.136,0.0023,2.3707,0.0072,0.6504,0.0004,42.9952,0.0449,725.7201,0.0015,854.3629,0.0019,15.541,0.015,16.7248,0.0007,2.3014,0.0022,0.6504,0.0004,42.9952,0.0449,725.7201,0.0015,854.3629,0.0019,14.9847,0.0391,16.5847,0.0021,2.2353,0.0056,0.6504,0.0004,42.9952,0.0449,725.7201,0.0015,854.3629,0.0019,14.3825,0.0823,16.4721,0.0043,2.1638,0.0118,0.6504,0.0004,42.9952,0.0449,419335,1728p155,7533,SER,172.9413327306714,15.41778817790734,0.035166357,160.75041,240.4337,281.33563,320.21753,1.1404147,1.2306286,1.3551198,1.1192874,3.2997818,100799.66,6.141955,156639.12,0.021890424,6868569.5,0.25483847,12379695.0,16.98462,16.547512,16.376938,16.236387,17.198141,18.55576,15.352385,12.83891,0.4371071,0.17057419,0.3111248,0.14055061,172.9413333,15.4174722,105,2,11 31 45.92,+15 25 02.9,0.06886,,18.4876,18.4419,Simbad,1.13752218238201,0.0,306.4985163204748,-18.94454188276498,-18.99024188276498,-21.19575488276498,10.152065053105991,2.8948441681442465e-12,2.0128616761853617e-12,3.254495316146413e+43,2.262936626877339e+43,0.75347361781958,-9.398591435286411
107,1,1317,174.1514731471739,21.6788836727322,SER,0.665773364016943,878.4992,0.0041,469.4782,0.0043,13.5894,0.0116,16.2951,0.0009,0.5617,0.0014,0.7652,0.0004,-44.8969,0.1058,878.4992,0.0041,469.4782,0.0043,13.3773,0.0108,15.7794,0.0009,0.9139,0.0012,0.7652,0.0004,-44.8969,0.1058,878.4992,0.0041,469.4782,0.0043,13.1749,0.0172,15.5521,0.0011,1.2501,0.0022,0.7652,0.0004,-44.8969,0.1058,878.4992,0.0041,469.4782,0.0043,12.9558,0.0267,15.3981,0.0017,1.6139,0.0036,0.7652,0.0004,-44.8969,0.1058,453492,1742p217,1317,SER,174.1514731471739,21.6788836727322,0.025957033,273.24265,467.81522,599.9631,721.6756,1.6507758,1.2809447,1.339436,1.1832399,1.5329999,336579.9,3.6390383,406226.94,-0.07778461,7825998.5,-0.06045179,6505563.0,16.408628,15.824814,15.554688,15.354145,15.579728,15.917762,13.177637,,0.5838146,0.2701254,0.4706688,0.2005434,174.151875,21.6787778,107,1,11 36 36.45,+21 40 43.6,0.063601,,17.9875,17.572,Simbad,1.3973314026762664,0.0,283.0905044510386,-19.272126511543316,-19.687626511543318,-21.905481511543314,10.650330704617325,4.588441406937572e-12,4.485118596117519e-12,4.400656824170376e+43,4.301562558339661e+43,1.0324274693309121,-9.617903235286413
107,4,2084,174.1896907042591,21.710033858281,SER,0.665773364016943,391.7418,0.0072,898.647,0.0063,53.0218,0.2135,15.4673,0.0029,2.0532,0.0073,0.7315,0.0007,47.0102,0.1382,391.7418,0.0072,898.647,0.0063,56.6014,0.1685,14.8146,0.0021,2.6956,0.0055,0.7315,0.0007,47.0102,0.1382,391.7418,0.0072,898.647,0.0063,60.0168,0.2899,14.4939,0.0031,3.3085,0.0091,0.7315,0.0007,47.0102,0.1382,391.7418,0.0072,898.647,0.0063,63.7139,0.473,14.3368,0.0044,3.9721,0.0149,0.7315,0.0007,47.0102,0.1382,453492,1742p217,2084,SER,174.1896907042591,21.710033858281,0.026091238,620.86597,1122.3376,1508.2141,1815.4751,1.5951761,1.2831002,1.2644955,1.1168189,3.2334971,240982.33,16.807564,2142724.5,-0.0089289835,4330413.0,0.17046481,7889238.5,15.517506,14.874691,14.553843,14.352524,14.79273,15.377577,13.982758,13.558347,0.64281464,0.32084846,0.5221672,0.20131874,174.1893333,21.7097222,107,4,11 36 45.44,+21 42 35.0,0.025207,,17.9364,17.5529,Simbad,1.6394440268348285,0.0,112.1973293768546,-17.313512597849417,-17.697012597849415,-20.897388597849414,10.324442839139765,4.809558264268903e-12,4.564717773309643e-12,7.245559661526921e+42,6.876709491235341e+42,0.2361819038533497,-10.088260935286415
107,3,1652,174.1685202200961,21.69989212707423,EXP,0.665773364016943,671.5579,0.0144,762.5574,0.0199,13.5211,0.0672,17.7187,0.0043,0.9997,0.0082,0.6727,0.0015,-3.3387,0.2819,671.5579,0.0144,762.5574,0.0199,13.6766,0.044,17.2313,0.0032,1.1558,0.0051,0.6727,0.0015,-3.3387,0.2819,671.5579,0.0144,762.5574,0.0199,13.8249,0.0683,17.0154,0.0041,1.3048,0.0078,0.6727,0.0015,-3.3387,0.2819,671.5579,0.0144,762.5574,0.0199,13.9855,0.1156,16.8840,0.0072,1.4661,0.0135,0.6727,0.0015,-3.3387,0.2819,453492,1742p217,1652,EXP,174.1685202200961,21.69989212707423,0.026133697,1.3719449,1.7708561,1.5649867,1.8473358,1.5951761,1.2831002,1.339436,1.1168189,1.0,0.0,1.0118489,399.03592,0.48758954,214.11154,0.55094594,185.92368,22.156658,21.879541,22.013723,21.833635,,,,,0.27711678,-0.13418198,0.045906067,0.18008804,174.1681667,21.7000556,107,3,11 36 40.36,+21 42 00.2,0.063183,,20.0876,19.3427,Simbad,1.3208322502253336,0.0,281.2299703264095,-17.157708005170814,-17.902608005170812,-15.411673005170812,7.540785302068324,6.631704864605131e-13,8.779988179300042e-13,6.27697067651629e+42,8.310340925418658e+42,0.3184200667819095,-7.222365235286414
107,2,1418,174.1568297133209,21.69064871524099,SER,0.665773364016943,809.9566,0.0058,621.8596,0.0078,14.9802,0.0334,16.9949,0.0018,1.1485,0.0044,0.4425,0.0005,-37.5981,0.0617,809.9566,0.0058,621.8596,0.0078,14.7336,0.0242,16.5414,0.0016,1.3215,0.0031,0.4425,0.0005,-37.5981,0.0617,809.9566,0.0058,621.8596,0.0078,14.4983,0.0378,16.3654,0.0021,1.4866,0.0049,0.4425,0.0005,-37.5981,0.0617,809.9566,0.0058,621.8596,0.0078,14.2436,0.0619,16.2488,0.0035,1.6653,0.008,0.4425,0.0005,-37.5981,0.0617,453492,1742p217,1418,SER,174.1568297133209,21.69064871524099,0.026176821,5.4210787,5.533874,4.6558256,2.6170683,1.6507758,1.2809447,1.339436,1.1832399,0.5,326.69785,1.0711938,5877.088,0.08404702,4320.246,-0.4385879,4764.883,20.664785,20.642427,20.830008,21.455462,20.270344,20.597092,16.115509,16.401028,0.02235794,-0.18758011,-0.81303406,-0.62545395,174.1568333,21.6902778,107,2,11 36 37.64,+21 41 25.0,0.06264,,18.8334,18.3545,Simbad,1.3353487673394813,0.0,278.81305637982194,-18.393165536171143,-18.872065536171142,-15.771103536171143,6.904967514468456,2.1052573402949903e-12,2.1815940035323388e-12,1.9585430055949783e+43,2.029559804820587e+43,0.7062030791820426,-6.198764435286414
108,3,2378,174.2605911844514,12.45932558946077,SER,0.391149686064674,641.6384,0.0015,739.1866,0.0013,3.6548,0.0038,17.5727,0.0008,1.9601,0.0072,0.7122,0.0008,58.9371,0.1098,641.6384,0.0015,739.1866,0.0013,3.7159,0.0028,17.287,0.0008,1.9483,0.004,0.7122,0.0008,58.9371,0.1098,641.6384,0.0015,739.1866,0.0013,3.7743,0.0037,16.9544,0.0008,1.9371,0.0052,0.7122,0.0008,58.9371,0.1098,641.6384,0.0015,739.1866,0.0013,3.8374,0.0059,16.9902,0.0013,1.925,0.0095,0.7122,0.0008,58.9371,0.1098,402555,1742p125,2378,SER,174.2605911844514,12.45932558946077,0.029027741,87.540985,114.29417,157.0688,154.41286,1.3089782,1.1179297,1.2325296,1.2291471,2.0868292,17664.717,1.0462961,691774.94,-0.07241555,983497.44,0.15376243,1381128.6,17.644472,17.35494,17.009775,17.028292,17.169044,17.393719,14.863366,13.532191,0.2895317,0.34516525,0.3266487,-0.01851654,174.2608333,12.45925,108,3,11 37 02.60,+12 27 33.3,0.117315,,19.4283,18.712,Simbad,0.893533968286344,0.0,522.173590504451,-19.160774515640078,-19.87707451564008,-21.560782515640078,10.205639006256032,1.217153045972379e-12,1.5695455762603379e-12,3.9717024427452457e+43,5.121597501531162e+43,1.1082066709696132,-9.097432335286419
