Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,zmemb,gmemb,FUV,NUV,m_i_corrected,m_g_corrected,m_r_corrected,m_z_corrected,FUV_corrected,NUV_corrected
139,4,5923,202.4943379531815,9.403447558489566,DUP,1.20097547354833,630.681,0.0151,430.3234,0.0052,6.3483,0.0274,18.3331,0.0037,1.9247,0.0252,*0.0359*,*0.0014*,-79.8547,0.0634,630.681,0.0151,430.3234,0.0052,6.0114,0.0224,18.5177,0.0067,2.1708,0.0174,*0.0359*,*0.0014*,-79.8547,0.0634,630.681,0.0151,430.3234,0.0052,5.6899,0.022,18.8722,0.0109,2.4056,0.0195,*0.0359*,*0.0014*,-79.8547,0.0634,630.681,0.0151,430.3234,0.0052,5.3419,0.0265,17.236,0.0037,2.6598,0.0299,*0.0359*,*0.0014*,-79.8547,0.0634,385687,2024p095,5923,0.024637047,0.0,0.0,0.0,0.0,1.2346089,1.2211889,1.4793625,1.3170172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.081738,,19.2097,19.1278,nan,nan,nan,nan,19.166564725189144,nan
139,2,4998,202.4890338010542,9.430217658322215,EXP,1.20097547354833,715.1181,0.0304,792.1394,0.0366,2.2766,0.1162,20.3431,0.0253,3.8952,0.5827,0.1873,0.0303,27.0374,1.3706,715.1181,0.0304,792.1394,0.0366,4.9037,0.9026,20.9926,0.0775,4.1995,1.067,0.1873,0.0303,27.0374,1.3706,715.1181,0.0304,792.1394,0.0366,7.4103,1.7662,21.4554,0.1341,4.4899,1.9865,0.1873,0.0303,27.0374,1.3706,715.1181,0.0304,792.1394,0.0366,10.1236,2.7037,22.2217,0.2058,4.8042,3.0392,0.1873,0.0303,27.0374,1.3706,385687,2024p095,4998,0.024767138,1.478651,1.682292,1.2355182,0.8248594,1.3581654,1.463262,1.4793625,1.3267932,1.0,0.0,1.7206321,1513.8976,0.37936217,2858.6863,-0.13899569,1997.5981,22.075336,21.935247,22.270376,22.709051,,,17.90274,,0.14008904,-0.33512878,-0.7738037,-0.43867493,0.081738,,19.5878,19.1843,22.01370350445237,22.060646724716513,21.956835266977407,22.798569896723567,19.56356260103984,19.535263112839715
139,3,5055,202.4912720525582,9.410954546484907,SER,1.20097547354833,671.9555,0.0028,534.5471,0.0029,11.3748,0.0421,16.5429,0.0023,2.8976,0.0105,0.9213,0.0010,-24.0178,0.4471,671.9555,0.0028,534.5471,0.0029,11.3709,0.0283,15.9085,0.0016,2.8952,0.0068,0.9213,0.0010,-24.0178,0.4471,671.9555,0.0028,534.5471,0.0029,11.3672,0.028,15.622,0.0016,2.8929,0.0062,0.9213,0.0010,-24.0178,0.4471,671.9555,0.0028,534.5471,0.0029,11.3632,0.0419,15.4555,0.0023,2.8905,0.0094,0.9213,0.0010,-24.0178,0.4471,385687,2024p095,5055,0.024700135,242.32167,433.967,564.88684,658.7783,1.3662454,1.463262,1.459377,1.3267932,1.0137401,895181.0,3.0787923,1147791.6,0.09468525,15235025.0,-0.08598699,13872780.0,16.539019,15.906358,15.620096,15.453152,15.566918,15.968513,13.839361,13.214256,0.63266087,0.28626156,0.45320606,0.1669445,0.081738,,19.0068,18.4563,15.604116066176179,16.65014597017073,15.952916046288705,15.447263589442297,18.992845555717928,18.439908616063157
139,1,5921,202.4859244736586,9.44330580285102,DUP,1.20097547354833,744.5616,0.0167,978.1455,0.0207,5.9481,0.027,17.8514,0.0053,2.5712,0.0575,*0.0329*,*0.0012*,-54.2742,0.0678,744.5616,0.0167,978.1455,0.0207,6.0613,0.0268,18.5267,0.0087,2.8364,0.0649,*0.0329*,*0.0012*,-54.2742,0.0678,744.5616,0.0167,978.1455,0.0207,6.1692,0.0486,17.982,0.0059,3.0895,0.0926,*0.0329*,*0.0012*,-54.2742,0.0678,744.5616,0.0167,978.1455,0.0207,6.2861,0.0772,18.8357,0.015,3.3635,0.1309,*0.0329*,*0.0012*,-54.2742,0.0678,385687,2024p095,5921,0.024344044,0.0,0.0,0.0,0.0,1.4251585,1.6485188,1.4629657,1.3337555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.022088,,19.602,19.1401,nan,nan,nan,nan,19.58831727808902,nan
140,1,4440,203.3178121602868,11.07620638592481,EXP,0.556721250938076,823.756,0.0158,412.6309,0.0122,19.9451,0.1465,18.3052,0.0053,1.9622,0.0134,0.5181,0.0013,52.3838,0.1761,823.756,0.0158,412.6309,0.0122,19.9357,0.0914,18.0629,0.0041,1.7973,0.0078,0.5181,0.0013,52.3838,0.1761,823.756,0.0158,412.6309,0.0122,19.9268,0.1334,17.996,0.0058,1.64,0.011,0.5181,0.0013,52.3838,0.1761,823.756,0.0158,412.6309,0.0122,19.9171,0.2284,17.9208,0.0102,1.4696,0.0194,0.5181,0.0013,52.3838,0.1761,394201,2032p110,4440,0.032465667,1.5334542,1.3732986,0.60345554,0.5467492,1.4302425,1.3019753,1.2837367,1.2873573,1.0,0.0,0.2854012,1516.906,-0.53839314,14.957566,-0.30675858,27.343058,22.035824,22.155588,23.048388,23.155529,24.412792,21.043444,,17.687359,-0.11976433,-0.8927994,-0.9999409,-0.10714149,0.144162,,19.9236,19.6227,23.056981669192606,22.400503757832116,22.22111730003249,23.64905785885779,19.89274008803811,20.02547574912608
140,4,4939,203.3395211011225,11.1023216587484,SER,0.556721250938076,528.3295,0.0035,774.7015,0.0042,6.8837,0.026,18.2405,0.0025,2.2595,0.0133,0.7347,0.0015,19.3469,0.2261,528.3295,0.0035,774.7015,0.0042,6.6783,0.0183,17.9605,0.0021,2.4061,0.0094,0.7347,0.0015,19.3469,0.2261,528.3295,0.0035,774.7015,0.0042,6.4824,0.029,17.7175,0.003,2.5459,0.0155,0.7347,0.0015,19.3469,0.2261,528.3295,0.0035,774.7015,0.0042,6.2704,0.048,17.7887,0.005,2.6973,0.0259,0.7347,0.0015,19.3469,0.2261,394201,2032p110,4939,0.0330969,47.024063,62.717968,76.754196,74.96086,1.3771435,1.3211367,1.2837367,1.3089392,2.3032725,7698.785,1.6436003,143013.31,0.1287432,576710.5,0.08894523,467063.47,18.3192,18.00652,17.787245,17.812914,18.353687,18.833185,17.468266,14.843488,0.3126812,0.21927452,0.19360542,-0.025669098,0.144162,,19.4728,19.2852,17.5567237436056,18.307295622027752,17.948373392089696,17.728125110215473,19.42837325104861,19.23773347156824
140,2,4567,203.3246429798482,11.08851325656476,EXP,0.556721250938076,718.7928,0.011,579.7165,0.0075,18.202,0.024,17.5333,0.0014,0.5326,0.0018,0.6556,0.0005,-68.1868,0.0906,718.7928,0.011,579.7165,0.0075,18.308,0.0178,16.8831,0.0011,0.7224,0.0011,0.6556,0.0005,-68.1868,0.0906,718.7928,0.011,579.7165,0.0075,18.4091,0.0255,16.5537,0.0013,0.9035,0.0018,0.6556,0.0005,-68.1868,0.0906,718.7928,0.011,579.7165,0.0075,18.5185,0.0407,16.364,0.0021,1.0996,0.0031,0.6556,0.0005,-68.1868,0.0906,394201,2032p110,4567,0.032768723,1.3567947,1.7066705,2.3943243,2.2828147,1.4302425,1.3019753,1.2837367,1.2873573,1.0,0.0,0.60215133,1631.2749,0.6633352,114.10371,0.11657103,301.46408,22.168715,21.919626,21.552042,21.603823,19.086985,19.694992,,,0.24908829,0.36758423,0.31580353,-0.0517807,0.090623,,19.3327,18.8911,21.448739464649996,22.15587238411058,21.928772133236414,21.56601372994653,19.312574569277462,19.29917647413082
140,3,4676,203.3288817755592,11.11713539728828,SER,0.556721250938076,672.0976,0.0011,978.618,0.0009,35.7852,0.1096,15.4874,0.0014,7.1749,0.0117,0.6960,0.0003,-87.0283,0.0385,672.0976,0.0011,978.618,0.0009,30.8505,0.0661,14.9011,0.0011,6.9005,0.0078,0.6960,0.0003,-87.0283,0.0385,672.0976,0.0011,978.618,0.0009,26.1421,0.0494,14.6735,0.001,6.6387,0.0076,0.6960,0.0003,-87.0283,0.0385,672.0976,0.0011,978.618,0.0009,21.0453,0.0791,14.562,0.0017,6.3553,0.0116,0.6960,0.0003,-87.0283,0.0385,394201,2032p110,4676,0.03348682,444.59644,842.88495,1136.9773,1373.2654,1.3771435,1.3452182,1.2837367,1.2813256,5.030911,116480.73,5.2069173,202146.27,-0.16661172,13853385.0,-0.020259816,9312800.0,15.880085,15.185579,14.86062,14.655614,14.964231,15.456468,13.551179,12.41107,0.6945057,0.3249588,0.5299654,0.2050066,0.025391,,18.4376,17.7974,14.880081221622708,15.923381944559257,15.211990976017367,14.665736748583365,18.42528723475231,17.80495925923801
143,1,1243,204.8640211671729,4.510612238136396,SER,0.535038856286537,845.6696,0.0032,683.5175,0.0024,26.4919,0.0085,15.5941,0.0003,0.8464,0.0006,0.3746,0.0001,53.4064,0.0084,845.6696,0.0032,683.5175,0.0024,25.6886,0.0054,15.108,0.0003,0.8735,0.0004,0.3746,0.0001,53.4064,0.0084,845.6696,0.0032,683.5175,0.0024,24.9221,0.0071,14.9333,0.0004,0.8993,0.0005,0.3746,0.0001,53.4064,0.0084,845.6696,0.0032,683.5175,0.0024,24.0924,0.0119,14.759,0.0005,0.9272,0.0009,0.3746,0.0001,53.4064,0.0084,357095,2049p045,1243,0.031193567,568.13043,898.85535,1148.219,1310.233,1.6071029,1.467281,1.2472278,1.1233314,0.9120114,2520529.2,6.7851954,501071.1,-0.13252738,33692328.0,0.4413846,60272612.0,15.61388,15.115775,14.849938,14.706629,15.043021,15.511112,13.64383,12.710972,0.49810505,0.26583672,0.4091463,0.1433096,0.023086,,17.5833,17.1189,14.85427503147687,15.635485813535764,15.139632644422106,14.711949467878187,17.56916645261656,17.125939993391917
143,2,1506,204.8738495829156,4.511382287086172,SER,0.535038856286537,710.828,0.0026,694.1635,0.0018,14.112,0.0421,17.1951,0.0017,3.0987,0.0088,0.3669,0.0004,-54.81,0.0309,710.828,0.0026,694.1635,0.0018,15.114,0.0267,16.6115,0.0011,3.1823,0.0054,0.3669,0.0004,-54.81,0.0309,710.828,0.0026,694.1635,0.0018,16.0701,0.0417,16.3415,0.0016,3.2621,0.0063,0.3669,0.0004,-54.81,0.0309,710.828,0.0026,694.1635,0.0018,17.105,0.0713,16.1268,0.0024,3.3484,0.0107,0.3669,0.0004,-54.81,0.0309,357095,2049p045,1506,0.03103321,131.45746,219.22818,278.88217,316.5834,1.6071029,1.467281,1.21647,1.1233314,3.216166,61666.504,4.0182858,100677.04,-0.15872827,2542609.5,-0.44204673,3644683.2,17.203037,16.647758,16.386448,16.24878,16.784126,17.329542,16.423582,,0.5552788,0.26131058,0.3989792,0.13766861,0.022968,,19.9111,19.4192,16.394229547783056,17.230862993106715,16.671775230637937,16.254782876983437,19.89740061696657,19.427834188962578
143,4,1778,204.8841890871623,4.507998329909306,SER,0.535038856286537,569.086,0.0056,647.6317,0.0073,7.0757,0.0171,18.5925,0.0019,0.8904,0.0058,0.7062,0.0013,-34.1581,0.2286,569.086,0.0056,647.6317,0.0073,7.1159,0.0135,18.3626,0.002,0.8753,0.0035,0.7062,0.0013,-34.1581,0.2286,569.086,0.0056,647.6317,0.0073,7.1542,0.0204,18.2832,0.0031,0.8609,0.0053,0.7062,0.0013,-34.1581,0.2286,569.086,0.0056,647.6317,0.0073,7.1957,0.0322,18.1968,0.0046,0.8452,0.0092,0.7062,0.0013,-34.1581,0.2286,357095,2049p045,1778,0.030774005,36.54839,44.698586,47.645325,51.39165,1.6071029,1.467281,1.21647,1.1233314,0.87464017,24672.729,1.8481343,124140.07,0.061597303,353994.03,-0.15807353,611560.94,18.592829,18.374266,18.304949,18.222769,19.102993,19.565132,16.898426,13.375571,0.21856308,0.069316864,0.15149689,0.08218002,0.023086,,20.204,20.1374,18.27109351893844,18.57828013416127,18.398800876756084,18.22242678354484,20.18528570930741,20.145680651719623
143,3,1675,204.8797294793813,4.513227684715813,SER,0.535038856286537,630.1994,0.0034,719.456,0.0036,5.9185,0.0117,18.1715,0.0015,1.1886,0.0054,0.7945,0.0010,43.6604,0.2491,630.1994,0.0034,719.456,0.0036,6.1228,0.0089,17.8347,0.0013,1.1951,0.0036,0.7945,0.0010,43.6604,0.2491,630.1994,0.0034,719.456,0.0036,6.3177,0.0139,17.7116,0.002,1.2014,0.0048,0.7945,0.0010,43.6604,0.2491,630.1994,0.0034,719.456,0.0036,6.5287,0.0223,17.5831,0.003,1.2081,0.0078,0.7945,0.0010,43.6604,0.2491,357095,2049p045,1675,0.030977024,54.222095,71.629074,77.68885,85.29553,1.6071029,1.467281,1.21647,1.1233314,1.1656418,34935.395,1.5805299,302313.78,0.003830221,592230.75,0.11577547,1239114.0,18.164558,17.862276,17.774103,17.672684,18.356459,19.14225,,,0.30228233,0.08817291,0.18959236,0.10141945,0.023086,,19.5915,19.4343,17.7491088441048,18.16051434744435,17.88593196121555,17.672997081634932,19.573677072332934,19.444123275866918
144,2,2222,206.3739240823398,18.2224324421684,DEV,0.504493919952974,733.8709,0.0026,677.7079,0.0034,86.2906,0.5648,16.2242,0.0039,4.5837,0.0155,0.6188,0.0008,-24.5241,0.0845,733.8709,0.0026,677.7079,0.0034,76.6304,0.5243,15.5533,0.0035,6.5908,0.0209,0.6188,0.0008,-24.5241,0.0845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.8709,0.0026,677.7079,0.0034,57.4355,0.8638,15.1778,0.0064,nan,nan,0.6188,0.0008,-24.5241,0.0845,434641,2064p182,2222,0.02066651,163.63588,385.69037,0.0,746.9217,1.6289536,1.4556495,0.0,0.89708847,4.0,0.0,9.901298,14659.203,0.19021921,1659568.4,-0.21119857,1528181.8,16.965303,16.034403,,15.316813,15.571826,16.033344,16.248713,14.067358,0.9309006,,0.71759033,,0.119112,,20.1542,19.4218,nan,17.248174117826917,16.12912853153341,15.338120043556057,20.174487767823326,19.426386111995992
144,3,2324,206.3780771794783,18.23846231833816,SER,0.504493919952974,679.6322,0.0036,897.6922,0.0057,13.9409,0.0124,17.1803,0.0008,0.8658,0.0013,0.5759,0.0003,10.2421,0.0467,679.6322,0.0036,897.6922,0.0057,13.6524,0.015,16.771,0.0011,1.0702,0.0018,0.5759,0.0003,10.2421,0.0467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.6322,0.0036,897.6922,0.0057,13.0791,0.0402,16.4559,0.0025,1.4764,0.0055,0.5759,0.0003,10.2421,0.0467,434641,2064p182,2324,0.021126656,130.46935,189.99101,0.0,247.1267,1.609105,1.456574,0.0,0.9725926,1.0971168,159390.62,3.6426618,170050.56,0.29026842,4277712.0,0.12363137,2705971.2,17.21123,16.803167,,16.5177,16.73239,17.276037,15.82159,13.734189,0.40806198,,0.28546715,,0.119112,,18.6948,18.3,nan,17.219215378388853,16.788714098442465,16.46140194267972,18.67497876571101,18.262718289774554
144,4,2671,206.3909411105383,18.23071152115285,SER,0.504493919952974,511.9277,0.0053,791.3186,0.0037,8.3432,0.0167,18.2607,0.0017,1.2821,0.0052,0.5345,0.0008,79.9131,0.094,511.9277,0.0053,791.3186,0.0037,7.2807,0.0171,17.878,0.0021,1.755,0.0094,0.5345,0.0008,79.9131,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.9277,0.0053,791.3186,0.0037,5.1696,0.0413,17.5482,0.0049,2.6948,0.0283,0.5345,0.0008,79.9131,0.094,434641,2064p182,2671,0.021079417,50.25289,73.76123,0.0,95.559654,1.6017919,1.4556495,0.0,0.9725926,2.2178216,7414.5464,1.9595388,123450.88,-0.34334278,602742.3,0.12710209,446754.25,18.247097,17.83043,,17.549314,17.656002,18.059933,15.583757,12.775104,0.41666794,,0.28111458,,0.081961,,20.0602,19.5641,nan,18.274230941415233,17.854123097421922,17.522839091558478,20.042387796605777,19.547667758013738
146,1,3115,206.8502546075268,32.53334980983207,REX,0.39462764830161,860.3373,0.0046,904.8771,0.004,8.0995,0.0092,17.6669,0.0011,0.7955,0.002,0.8219,0.0006,82.5115,0.191,860.3373,0.0046,904.8771,0.004,8.0531,0.0073,16.9929,0.0009,0.9368,0.0015,0.8219,0.0006,82.5115,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.3373,0.0046,904.8771,0.004,7.9609,0.0145,16.4736,0.0014,1.2177,0.0035,0.8219,0.0006,82.5115,0.191,508733,2067p325,3115,0.015752,82.4145,153.75342,-9999.0,246.46857,2.109611,1.760379,-9999.0,1.536083,1.0,0.0,1.894455,311387.1,0.0,0.0,0.0,0.0,17.709991,17.032938,-9999.0,16.520596,16.574501,16.911198,15.084411,15.078518,0.677053,-9999.0,0.512342,-9999.0,0.13067,,19.8933,19.5798,-124715178686.33244,17.843507285822128,17.0607243323594,16.497455053716088,19.86496029120359,19.535516607121494
146,3,3308,206.8669190494493,32.52433053828361,SER,0.39462764830161,667.4051,0.0026,781.1202,0.0024,8.9517,0.0089,17.1566,0.0009,1.1105,0.0019,0.7872,0.0005,53.9822,0.1206,667.4051,0.0026,781.1202,0.0024,8.6852,0.0071,16.7054,0.0007,1.2088,0.0015,0.7872,0.0005,53.9822,0.1206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.4051,0.0026,781.1202,0.0024,8.1555,0.0154,16.4202,0.0015,1.4041,0.0038,0.7872,0.0005,53.9822,0.1206,508733,2067p325,3308,0.015829,131.1526,195.55107,-9999.0,271.1403,2.109611,1.760379,-9999.0,1.652778,1.288845,53183.207,2.253484,210525.5,-0.041446,1293403.9,0.120189,2532959.0,17.205557,16.771849,-9999.0,16.417015,16.547552,16.827797,14.401451,13.482422,0.433708,-9999.0,0.354834,-9999.0,0.087133,,19.1758,18.7933,-91835727201.97069,17.236938509916428,16.793326162132757,16.390943809936473,19.15072025648052,18.770176154154303
146,4,3459,206.8797662931948,32.50653603791652,SER,0.39462764830161,518.444,0.0043,536.716,0.0037,13.9718,0.043,17.4364,0.0023,1.9141,0.0077,0.7569,0.0011,-79.8631,0.1821,518.444,0.0043,536.716,0.0037,13.2979,0.0328,16.8578,0.0018,2.4251,0.0066,0.7569,0.0011,-79.8631,0.1821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.444,0.0043,536.716,0.0037,11.9589,0.0721,16.4061,0.0035,3.4404,0.0173,0.7569,0.0011,-79.8631,0.1821,508733,2067p325,3459,0.01577,114.702736,206.51105,-9999.0,334.7684,2.006695,1.666114,-9999.0,1.652778,3.43757,10666.196,4.907278,337582.28,-0.152289,982230.5,-0.069953,775203.06,17.351065,16.712643,-9999.0,16.188139,16.21037,16.283188,14.59484,15.81705,0.638422,-9999.0,0.524504,-9999.0,0.131022,,19.7416,19.1363,-124932094664.40392,17.46039617729167,16.729894456291614,16.162056178643564,19.750088339856028,19.088536517425194
146,2,3262,206.86315682915708,32.5054682977758,SER,0.39462764830161,710.9423,0.0029,522.0537,0.004,6.503,0.0211,18.5662,0.0024,1.5152,0.0095,0.5835,0.0010,31.4016,0.1291,710.9423,0.0029,522.0537,0.004,5.9965,0.0153,17.8313,0.0019,1.6179,0.0068,0.5835,0.0010,31.4016,0.1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.9423,0.0029,522.0537,0.004,4.99,0.0192,17.2793,0.0025,1.822,0.0128,0.5835,0.0010,31.4016,0.1291,508733,2067p325,3262,0.015682,34.208927,72.344,-9999.0,126.14437,2.006695,1.729624,-9999.0,1.652778,1.920429,6325.3247,1.518565,98614.336,0.119665,229253.77,0.240561,316337.6,18.664652,17.851494,-9999.0,17.24783,17.429777,17.83599,16.982393,15.778589,0.813158,-9999.0,0.603664,-9999.0,0.13067,,20.2816,20.8057,-124750843357.14209,18.887604344196866,17.916638956716504,17.248089731681485,20.201497520001094,20.77872538201729
147,1,3259,207.3243305899412,21.67886387440113,SER,0.472064736522068,900.7364,0.0037,560.0476,0.0043,18.1466,0.0114,16.1078,0.0006,0.9367,0.001,0.8317,0.0003,-11.8903,0.0954,900.7364,0.0037,560.0476,0.0043,18.8937,0.0137,15.4944,0.0007,1.2441,0.0012,0.8317,0.0003,-11.8903,0.0954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.7364,0.0037,560.0476,0.0043,20.3783,0.0368,15.0135,0.0013,1.855,0.0032,0.8317,0.0003,-11.8903,0.0954,453615,2072p217,3259,0.0229171,355.6017,596.0871,0.0,883.70624,1.6603312,1.4838692,0.0,1.5563457,1.058592,526290.7,4.7254586,268720.47,0.08705509,10436271.0,-0.03291697,5585789.0,16.122591,15.561726,,15.134231,15.282791,15.700077,13.447156,12.943547,0.5608654,,0.427495,,0.062163,,18.4422,17.9061,nan,16.196775569583618,15.60324522262951,15.132352634418083,18.42343434516454,17.89916624936682
147,2,3351,207.3302050149429,21.68317002740242,SER,0.472064736522068,825.6923,0.0046,619.3533,0.0052,2.7976,0.0147,18.9138,0.0028,3.467,0.0537,0.6232,0.0035,1.6347,0.3535,825.6923,0.0046,619.3533,0.0052,2.8591,0.012,18.6381,0.0026,3.0914,0.0364,0.6232,0.0035,1.6347,0.3535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.6923,0.0046,619.3533,0.0052,2.9812,0.0303,18.4846,0.0064,2.345,0.0848,0.6232,0.0035,1.6347,0.3535,453615,2072p217,3351,0.023070648,26.78072,34.246174,0.0,38.368214,1.625049,1.3685523,0.0,1.5018693,3.307277,1067.7568,0.6966262,135964.16,0.2398513,103374.58,-0.00031248038,65590.375,18.930445,18.66347,,18.540071,19.126945,19.634443,18.562431,,0.2669754,,0.12339783,,0.062163,,20.1404,19.9103,nan,18.92219540724348,18.69239455626994,18.52093828410715,20.10756674894698,19.917252998274925
147,3,3660,207.3475476517366,21.69764285275039,SER,0.472064736522068,604.318,0.0116,818.1331,0.0077,17.3328,0.0382,17.9998,0.002,1.0411,0.0036,0.4797,0.0006,56.3816,0.0805,604.318,0.0116,818.1331,0.0077,16.4254,0.031,17.4564,0.0019,1.1025,0.0031,0.4797,0.0006,56.3816,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.318,0.0116,818.1331,0.0077,14.6225,0.0671,17.1327,0.004,1.2246,0.0079,0.4797,0.0006,56.3816,0.0805,453615,2072p217,3660,0.023047712,61.142506,105.29253,0.0,155.37167,1.625049,1.3685523,0.0,1.5018693,1.1956288,39524.27,4.439337,232690.56,-0.14322898,593123.5,0.3303999,1879718.5,18.034142,17.444006,,17.02157,17.427153,18.10101,19.414478,14.013568,0.5901356,,0.42243576,,0.062163,,20.0254,19.8594,nan,18.117545784920207,17.48753607392145,17.020728763920207,19.99002812986857,19.852928328793023
148,2,4763,208.8376413738763,6.556430103409631,SER,0.446551765292803,742.3536,0.0057,663.2719,0.0054,23.6684,0.0392,16.7033,0.0014,1.2418,0.0025,0.9517,0.0006,-71.8049,0.5467,742.3536,0.0057,663.2719,0.0054,21.6782,0.0255,16.1205,0.001,1.3342,0.0015,0.9517,0.0006,-71.8049,0.5467,742.3536,0.0057,663.2719,0.0054,19.7793,0.0266,15.8924,0.001,1.4223,0.0019,0.9517,0.0006,-71.8049,0.5467,742.3536,0.0057,663.2719,0.0054,17.7238,0.0419,15.7904,0.0019,1.5177,0.0033,0.9517,0.0006,-71.8049,0.5467,368586,2087p065,4763,0.025018973,154.67848,294.99646,397.43475,486.89206,1.4839216,1.1903318,1.3176907,1.3367387,1.2012796,272231.97,4.8997297,97747.875,0.0065758317,2122435.5,-0.061215032,4603980.0,17.026424,16.325459,16.001835,15.781418,15.982591,16.485086,15.003036,,0.7009659,0.32362366,0.5440407,0.22041702,0.084285,,18.6662,18.4017,16.005047228276837,17.167103167363848,16.380167886692472,15.783955117480994,18.633064076047848,18.380316958339527
148,4,5265,208.8599605956549,6.56629489961704,SER,0.446551765292803,453.1754,0.0031,798.6135,0.0028,7.4723,0.0203,17.8588,0.0019,1.9387,0.008,0.8314,0.0010,80.1957,0.2301,453.1754,0.0031,798.6135,0.0028,7.2773,0.0131,17.2115,0.0013,2.0309,0.0047,0.8314,0.0010,80.1957,0.2301,453.1754,0.0031,798.6135,0.0028,7.0913,0.0151,16.9169,0.0014,2.1189,0.0056,0.8314,0.0010,80.1957,0.2301,453.1754,0.0031,798.6135,0.0028,6.8899,0.0246,16.7322,0.0024,2.2141,0.0098,0.8314,0.0010,80.1957,0.2301,368586,2087p065,5265,0.025183493,5.168671,6.7910404,6.888752,7.1637664,1.4839216,1.1903318,1.3697894,1.3367387,0.5,996.8244,1.2808695,10088.427,0.16929919,12694.696,-0.31117797,17617.732,20.716553,20.420158,20.404648,20.362146,23.32533,,,,0.29639435,0.015510559,0.05801201,0.04250145,0.083417,,20.1512,19.7782,20.23830730571191,20.71128295201433,20.436314792418358,20.327551654869133,20.1250859918646,19.896484529795814
148,1,4421,208.8225504975571,6.562008871012385,SER,0.446551765292803,948.4941,0.0016,740.0054,0.0022,11.7442,0.016,17.0538,0.001,1.6764,0.0034,0.6020,0.0004,-7.1136,0.0403,948.4941,0.0016,740.0054,0.0022,11.597,0.0101,16.1934,0.0007,2.0047,0.002,0.6020,0.0004,-7.1136,0.0403,948.4941,0.0016,740.0054,0.0022,11.4566,0.0124,15.8503,0.0007,2.318,0.0026,0.6020,0.0004,-7.1136,0.0403,948.4941,0.0016,740.0054,0.0022,11.3045,0.0208,15.5529,0.0011,2.6571,0.0046,0.6020,0.0004,-7.1136,0.0403,368586,2087p065,4421,0.024969792,151.92152,331.99832,476.24478,602.8423,1.4839216,1.1903318,1.4594265,1.3367387,2.4063158,92186.82,3.2312388,1700384.4,0.25245002,8071461.5,-0.05841874,5013488.0,17.045952,16.19716,15.805425,15.549491,15.765392,16.270576,15.394777,14.396573,0.8487911,0.39173603,0.6476698,0.25593376,0.083352,,20.2069,19.7855,15.844070738898546,17.238155694061,16.268434827410683,15.565434722201392,20.184086903513563,19.811278929292715
