brickid,brickname,objid,type,ra,dec,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,index
493620,1279p295,4840,REX,128.0967038675533,29.57579464313474,0.036252707,58.12735,92.57768,111.86565,126.46278,1.6537318,1.3981141,1.4467117,1.2819517,1.0,0.0,2.5478826,100001.83,0.0,0.0,0.0,0.0,18.089048,17.583735,17.378258,17.245092,17.6893,18.09356,16.154926,,0.5053139,0.20547676,0.33864212,0.13316536,1734
505192,2434p317,3319,SER,243.5168210623841,31.82428119212151,0.027291458,75.72744,125.54291,0.0,189.192,1.5810202,1.6837618,0.0,1.4472173,0.5576866,94765.51,5.766007,435276.72,0.600998,3468773.5,0.38304278,3081106.5,17.801867,17.25302,Infinity,16.807743,17.07722,17.64227,16.45991,14.840307,0.5488472,Infinity,0.44527626,Infinity,1869
343982,1636p022,2573,SER,163.5902266329556,2.193353625118198,0.031710654,101.06184,155.32,189.68521,202.7815,1.7302637,1.2133099,1.4496942,1.3230643,1.2328691,52473.285,10.574674,11224.806,-0.17759946,533148.0,0.09502828,500954.53,17.488531,17.02193,16.804916,16.73243,17.57926,18.176601,,,0.46660042,0.21701431,0.2895012,0.07248688,1714
459117,2515p227,1542,SER,251.5278160345852,22.70821263732418,0.04660304,88.636734,129.59096,0.0,164.33981,1.6489766,1.4627532,0.0,1.4205863,1.0844563,38477.934,3.7013547,71146.55,0.21884967,842444.75,0.14548485,666182.75,17.630966,17.218563,Infinity,16.960644,17.665094,18.314726,,15.934588,0.4124031,Infinity,0.2579193,Infinity,1794
294626,0519m062,4852,SER,51.9814434993564,-6.26758290759373,0.05596844,98.21475,158.56294,174.13487,217.43637,1.3342322,1.3300219,1.3536439,1.1224555,2.3203583,22975.77,1.4499855,2151043.8,-0.057728477,3555914.8,-0.025547316,2948305.5,17.519558,16.999496,16.897785,16.65667,17.242956,17.79769,16.68455,13.374196,0.5200615,0.10171127,0.34282684,0.24111557,1749
448414,2538p207,3418,SER,253.8654480369265,20.7560520737118,0.06082155,66.728714,117.6632,0.0,176.44112,1.5649431,1.3342731,0.0,1.6701046,0.54893976,74093.67,4.4361563,27494.688,0.03758672,371421.06,0.2257266,894741.06,17.939219,17.323399,Infinity,16.883501,17.340872,17.901459,16.740408,15.848023,0.61581993,Infinity,0.43989754,Infinity,1740
493584,1176p295,3553,SER,117.6963523664114,29.58263572830546,0.0447533,63.071968,100.22272,124.69404,137.3163,1.745207,1.5000359,1.2599709,1.491872,1.3378729,58188.266,5.3964252,247745.42,-0.04733309,1029032.0,-0.41806793,1808046.6,18.000408,17.497585,17.260386,17.155695,17.766392,18.408897,17.478096,,0.5028229,0.23719978,0.34189034,0.10469055,1871
374108,1582p075,5043,DEV,158.2698584200371,7.581431540470918,0.021439547,230.66875,332.88358,405.33966,431.10907,1.4339514,1.3541387,1.3490676,1.2481222,4.0,0.0,17.25262,89047.305,-0.35873732,3170252.5,-0.14430045,1851330.4,16.592527,16.19427,15.980453,15.913532,16.606812,17.148874,16.337614,13.501966,0.3982582,0.21381664,0.28073692,0.06692028,1753
318221,2033m022,15077,SER,203.4989891890617,-2.284446248817942,0.048218355,111.33107,203.3609,273.77313,330.08536,1.6192106,1.2171949,1.2851598,1.2499547,1.2251512,976952.2,10.196394,2511919.5,0.63349265,6.9540816E7,-0.33335274,4.328558E7,17.38346,16.729332,16.406523,16.203434,16.852396,17.563305,17.036293,14.140152,0.6541271,0.32280922,0.525898,0.20308876,1792
381333,1808p087,5447,SER,180.9934567103249,8.73164881211099,0.021726867,95.711685,138.16194,166.58278,173.98135,1.3071785,1.2705288,1.1913097,1.2007654,2.2681267,22024.531,8.686,4560.274,-0.18049328,434435.47,0.28898433,690324.6,17.547588,17.149029,16.945925,16.898743,17.707142,18.225653,,13.661374,0.39855957,0.20310402,0.2502861,0.047182083,1851
336172,0111p010,4360,SER,11.10370911530208,0.9707018061640726,0.021124627,53.09233,84.19706,101.43147,115.06878,1.4644967,1.2140187,1.1731355,1.082557,1.3662094,84743.13,2.374608,268893.66,-0.08950884,2437296.5,0.0071910033,1100448.6,18.18742,17.686758,17.484568,17.347607,17.9214,18.459827,17.833868,12.649255,0.50066185,0.2021904,0.33915138,0.13696098,1766
399692,1625p120,1906,SER,162.4747485385825,12.06456616578803,0.025998518,112.1341,176.13188,216.33185,233.49283,1.3489832,1.225305,1.6077785,1.1490484,1.0743685,90786.164,8.079855,46791.957,-0.37604603,1468587.0,0.14842798,1242432.2,17.375656,16.885405,16.662199,16.579315,17.229877,17.803368,18.376873,,0.49025154,0.22320557,0.3060894,0.082883835,1814
385458,1444p095,1508,SER,144.3749016961168,9.552199837816334,0.036117043,172.97687,293.04922,370.86658,418.20798,1.3707173,1.6158139,1.60098,1.2558789,1.0699185,188657.8,11.853294,350371.5,-0.5118115,4143725.8,0.28465068,5209981.5,16.90503,16.33265,16.076956,15.946519,16.646782,17.259153,16.567976,,0.57238007,0.25569344,0.38613033,0.1304369,1800
375545,1602p077,2160,SER,160.1911000012345,7.644873404856141,0.034844413,49.150047,81.5231,97.8485,112.0386,1.1297044,1.4027368,1.4392684,1.1528244,1.8211741,12629.599,2.0392926,126220.38,0.5457739,1027890.1,0.10713194,795217.3,18.27119,17.721798,17.523615,17.376581,17.810059,18.374523,16.256605,15.179638,0.5493927,0.19818306,0.34521675,0.14703369,1783
345730,2406p025,6195,SER,240.7371646205677,2.589935629352894,0.12985413,61.847458,113.38455,149.0776,181.91724,1.46714,1.3019601,1.4114897,1.323034,0.9446996,89912.71,4.075443,152113.52,0.05534258,1267902.0,-0.19617347,971003.0,18.021696,17.363615,17.06647,16.850315,17.325676,17.912775,18.570461,,0.65808105,0.29714584,0.51329994,0.2161541,1843
339691,1708p015,2308,SER,170.8363877512857,1.494631938432175,0.036567952,78.98341,113.12589,129.00171,140.75546,1.5344858,1.7508,1.0629444,1.3247262,1.0477885,105080.77,2.4840822,240867.83,0.040289305,1527924.8,-0.06419267,2018749.5,17.75616,17.366095,17.22351,17.128838,17.54592,18.298725,16.454912,13.284747,0.39006615,0.14258385,0.237257,0.09467316,1705
381350,1851p087,3024,SER,185.1400351417344,8.826954027171805,0.021969168,72.78363,97.34359,107.11517,117.53502,1.4244521,1.3369803,1.5079848,1.3823191,0.5,165477.67,1.9850922,463072.4,0.49218568,2491297.2,0.37723443,2534450.8,17.844915,17.529232,17.425373,17.324581,17.534966,18.340473,,12.483152,0.31568336,0.10385895,0.20465088,0.10079193,1861
302828,3104m050,4154,SER,310.4619772553266,-4.906972335311906,0.047335587,187.24043,306.23102,386.45407,434.1592,1.5392746,1.326401,1.1561904,1.2278845,1.8599794,186877.64,5.5076127,213800.47,0.42273954,8513681.0,0.32382804,7370861.5,16.819,16.284878,16.032255,15.905877,16.487473,17.112844,15.923297,15.017951,0.53412247,0.2526226,0.37900066,0.12637806,1811
393990,1496p110,2207,SER,149.5954723164412,10.93888706237333,0.037057128,57.275764,94.519485,112.12954,133.645,1.5374593,1.2939677,1.3588845,1.383949,0.72147125,88011.9,1.3679996,807244.4,-0.008881288,1316634.1,0.31771937,2164545.8,18.105072,17.561197,17.3757,17.185118,17.26956,17.605213,15.37316,12.978371,0.54387474,0.18549728,0.37607956,0.19058228,1859
401272,2062p122,2344,SER,206.168189054378,12.19345942369151,0.02455325,92.08258,119.33881,129.4322,139.85031,1.6251494,1.4432923,1.4271135,1.1978406,1.0692319,38348.28,1.7997872,231298.44,-0.04314311,759901.3,0.2750923,1249043.0,17.589556,17.308046,17.219894,17.135841,17.687014,18.114555,16.8349,,0.2815094,0.08815193,0.17220497,0.08405304,1770
338326,1896p012,5734,REX,189.5862924221834,1.285104202251117,0.019854585,86.54418,124.43529,144.14992,159.0269,1.5754247,1.1727649,1.3935972,1.1026306,1.0,0.0,2.6166272,1500934.9,0.0,0.0,0.0,0.0,17.656906,17.262642,17.102964,16.996323,17.59986,17.938778,16.745106,15.025278,0.39426422,0.1596775,0.26631927,0.10664177,1872
287179,3381m077,2324,SER,338.1679513160243,-7.817373147422174,0.052411973,63.526615,94.94364,110.03809,123.29102,1.6170021,1.4344369,1.6288766,1.0914825,1.0295005,69778.7,2.8960984,66111.8,0.10430845,2033881.8,0.011747442,816347.75,17.99261,17.556335,17.396143,17.27267,17.842073,18.319836,16.442474,,0.43627548,0.16019249,0.2836647,0.12347221,1762
