index,ra,dec,brickid,objid,type,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z
353,141.966968125,10.696066975,392544,2701,SER,0.032179758,86.59287,147.46295,187.5184,212.76732,1.3826443,1.2475518,1.0750942,1.2996379,1.1748284,56412.62,6.9884124,10067.348,-0.022947816,318586.16,0.054277107,792519.7,17.656294,17.078293,16.81739,16.680237,17.248178,17.744339,16.437664,,0.578001,0.2609024,0.39805603,0.13715363
354,133.55209453,6.975166979,371150,3102,REX,0.092485525,63.425076,114.82042,148.71269,172.4714,1.6145542,1.4245949,1.0155327,1.2571412,1.0,0.0,1.491421,1246786.5,0.0,0.0,0.0,0.0,17.994347,17.349953,17.06913,16.908207,17.439852,17.986107,15.800172,16.244165,0.6443939,0.28082275,0.44174576,0.160923
355,343.502647477,14.656751353,415820,672,SER,0.052186478,68.25615,105.12865,0.0,144.63698,1.6766059,1.813428,0.0,1.4026606,1.8403853,16448.76,6.2551413,10546.835,-0.658456,1307967.9,-0.047788635,777489.75,17.914646,17.445698,Infinity,17.099302,17.702522,18.363705,16.74583,,0.46894836,Infinity,0.3463955,Infinity
356,326.693324435,-7.140408041,289993,4193,SER,0.035192046,44.842655,78.038765,98.28677,118.73399,1.5065705,1.4151605,1.5635698,1.1982355,0.9331785,41251.355,1.8422358,264866.9,-0.4408909,1424839.6,0.0060979496,939278.4,18.370771,17.769224,17.518763,17.313562,17.658285,18.161802,16.520565,15.474761,0.60154724,0.25046158,0.45566177,0.2052002
357,20.992602681,-9.969118161,273108,5087,SER,0.032746803,67.816895,107.23276,127.80327,145.12216,1.2209948,1.1660627,1.3080835,1.3760628,0.7484253,105988.92,3.361798,198048.9,-0.38675162,2071991.5,0.17812663,1601694.8,17.921656,17.424181,17.233644,17.095665,17.570929,18.083176,16.538076,,0.49747467,0.1905365,0.328516,0.1379795
358,217.53495101,1.689596063,341318,2158,SER,0.034736253,131.22072,193.8497,235.50246,249.45274,1.4551216,1.3465619,1.2049102,1.222595,0.869794,1659388.6,3.1532927,2095797.1,-0.1076336,2.3893864E7,0.38484168,4.1416632E7,17.204994,16.781338,16.570011,16.50753,16.94164,17.466658,16.03043,15.782073,0.42365646,0.2113266,0.27380753,0.062480927
359,221.46653449,2.871700312,347093,4962,SER,0.037555907,64.44006,125.65188,167.03714,198.08481,1.2695727,1.4014134,1.327263,1.1974349,1.4263419,52536.88,2.7668095,132760.84,-0.044949263,870612.4,0.25818542,1748527.1,17.97711,17.252077,16.942966,16.757872,17.344297,17.982916,,15.332938,0.7250328,0.30911064,0.49420547,0.18509483
360,3.962766556,-0.366961588,328943,10463,EXP,0.031236358,46.448368,76.93927,95.41142,108.39216,1.6558312,1.2031069,1.148649,1.1063786,1.0,0.0,3.6946821,87463.85,0.09806558,1566584.0,0.06442374,1113186.4,18.332573,17.78463,17.550999,17.412506,17.957405,18.58958,19.13761,12.461505,0.5479431,0.23363113,0.37212372,0.13849258
361,154.685267881,1.664469138,341066,7185,SER,0.060239207,96.71535,138.60912,157.88715,177.45473,1.2543039,1.4126248,1.4025261,1.3142837,2.183213,98281.42,4.089064,147691.73,-0.4049098,5695229.5,0.12671047,3708925.0,17.53626,17.145521,17.004133,16.877281,17.651306,18.668962,18.107424,,0.39073944,0.14138794,0.26823997,0.12685204
362,141.208442484,11.491951967,396785,4958,EXP,0.03858396,99.6562,144.17491,165.66115,184.18762,1.4588108,1.2982962,1.1964957,1.2099879,1.0,0.0,4.515559,42105.88,0.18506071,1219030.6,0.13653295,964486.3,17.503738,17.102776,16.951948,16.83685,17.677794,18.431757,16.86051,,0.40096283,0.15082741,0.26592636,0.11509895
363,216.298703496,0.461411472,334113,2550,SER,0.03078294,61.99291,89.73352,102.32885,114.47533,1.3856418,1.3264501,1.2146398,1.2657192,0.8886752,287285.03,2.1718173,969880.3,0.025247216,3266240.8,0.15432459,6728219.5,18.019144,17.617613,17.475004,17.35322,17.844133,18.346178,17.532747,,0.40153122,0.14260864,0.26439285,0.12178421
364,190.234359718,1.587029831,339768,15580,SER,0.024724707,78.014626,117.45628,138.43953,155.06949,1.3565956,1.0140748,1.2924247,1.1131959,1.7008085,407466.47,2.808899,2037312.0,0.043027345,6521931.5,-0.20577618,1.0139962E7,17.76956,17.32531,17.14685,17.023684,17.784637,18.319315,,,0.4442501,0.17845917,0.3016262,0.12316704
365,151.810477583,6.912473816,371223,629,SER,0.018253034,258.96622,372.56644,453.0096,480.58472,1.2759894,1.2547835,1.1478482,1.3342875,1.4661736,1672387.6,6.258981,514040.16,0.1590079,3.0409016E7,0.13650472,2.6762968E7,16.466892,16.071991,15.859732,15.795575,16.460974,17.049183,16.736572,,0.39490128,0.2122593,0.27641582,0.06415653
366,146.043299892,3.563613368,351109,2076,SER,0.043095082,97.83394,139.85133,167.74005,173.39027,1.3568512,1.3356706,1.5122095,1.3202055,1.7129486,87811.26,5.7357407,118880.48,0.036964238,1040715.6,0.4421003,2391267.2,17.523777,17.135834,16.938408,16.90244,17.551321,18.101469,,16.157085,0.38794327,0.19742584,0.23339462,0.03596878
367,123.647364986,25.069526489,470519,1513,SER,0.04306647,137.92435,214.27185,249.04216,287.36063,1.5172476,1.64396,1.5614898,1.4828905,0.7111647,693939.5,2.6298156,1040268.0,0.12285045,1.0799434E7,0.06645694,7138318.5,17.150898,16.672586,16.509317,16.353931,16.705626,17.19732,14.950686,15.18228,0.47831154,0.16326904,0.318655,0.15538597
368,344.719631122,-10.287458788,272965,4497,SER,0.03991043,388.89438,616.753,776.6066,869.88385,1.6595029,1.3670623,1.4784358,1.5476825,0.9118004,901596.2,6.142894,226803.81,-0.03129013,7909525.5,-0.30683672,1.6907912E7,16.025421,15.524722,15.274497,15.151347,15.623672,16.142817,14.532173,14.57005,0.50069904,0.25022507,0.37337494,0.12314987
369,162.204190671,-0.987358336,325256,5118,SER,0.04220823,312.8616,519.425,653.9946,732.45807,1.3713684,1.4146355,1.2749537,1.3117888,2.0976028,386014.75,8.467147,227038.16,0.036549445,4088971.0,-0.0571002,4828939.0,16.26162,15.711193,15.461064,15.338043,15.966299,16.559303,15.793985,,0.5504265,0.25012875,0.37314987,0.12302113
370,160.479873175,3.524179435,351167,235,SER,0.034718387,278.9573,417.76706,511.4792,549.12836,1.4397324,1.3087168,1.3413855,1.1381793,2.2313895,77575.63,14.452495,9998.617,-0.09330985,1520955.5,-0.049801484,844336.25,16.386156,15.947664,15.72793,15.650815,16.530602,17.032692,16.543629,13.486073,0.43849182,0.21973419,0.29684925,0.07711506
371,181.85789574,-1.668794822,321015,3187,SER,0.023037182,98.11002,152.02927,169.11078,200.27235,1.1292776,1.20351,1.512307,1.8831037,2.3762214,23014.941,1.1816839,1876248.9,0.12778686,3162220.8,-0.23182914,3148464.5,17.520716,17.045181,16.929571,16.745947,16.958445,17.307926,14.717661,13.717396,0.47553444,0.11561012,0.2992344,0.18362427
372,250.506485784,26.364547019,477480,2433,SER,0.05915007,78.9015,133.41338,0.0,194.69943,1.785964,1.5928895,0.0,1.4614127,1.5163496,44202.24,4.0588017,44752.336,0.505843,1737011.9,0.19096543,1173578.5,17.757286,17.187002,Infinity,16.776588,17.100908,17.599422,16.329847,15.444513,0.5702839,Infinity,0.41041374,Infinity
373,322.034236731,0.152471007,333096,1765,SER,0.05053205,317.17084,459.68304,556.04205,584.3205,1.4603128,1.2424223,1.2363898,1.1294231,1.4622535,1225205.8,4.2278957,933351.9,0.022785446,1.6943114E7,-0.067454204,2.7552076E7,16.246767,15.843854,15.637231,15.583372,16.021955,16.451015,14.336267,13.490845,0.4029131,0.20662308,0.26048183,0.053858757
374,6.832865883,-0.96407943,324635,3758,SER,0.021398788,64.920746,84.417946,93.75312,101.48919,1.214916,1.1543843,1.0175909,1.0537803,0.9836372,405659.8,3.0746825,454371.5,0.052512173,6165456.0,0.036277488,4604110.5,17.969042,17.683912,17.570036,17.48395,18.675222,20.894386,20.33933,12.205322,0.28512955,0.11387634,0.19996262,0.08608627
375,154.279131717,-0.175668926,329545,1405,SER,0.044270076,151.00055,242.53535,0.0,331.11975,1.4333388,1.2904961,0.0,1.4196616,1.2891792,257213.97,10.216868,23131.293,-0.007434424,1430883.2,-0.16847754,3870238.5,17.052553,16.538063,Infinity,16.200037,17.534393,18.174784,,14.957029,0.5144901,Infinity,0.33802605,Infinity
376,41.035949466,0.855795827,334852,1458,SER,0.031622402,47.03464,83.74292,106.90576,125.03153,1.4404904,1.2172076,1.1094617,1.1221777,0.6713035,406505.22,3.0572093,385953.34,0.21661846,5561898.5,0.08715155,3046929.0,18.318954,17.692629,17.427498,17.257452,17.675945,18.385021,16.864462,,0.6263256,0.265131,0.43517685,0.17004585
377,188.834215803,-0.178471619,329683,5322,SER,0.022728097,210.38594,318.6781,388.0534,412.74365,1.2745734,1.0493679,1.4860419,1.3167491,0.9210303,3823123.2,3.9136941,2334216.5,-0.083143905,3.6921588E7,0.14044261,5.5951516E7,16.69246,16.24162,16.027771,15.960799,16.318401,16.82192,15.438631,14.09156,0.45084,0.21384811,0.2808199,0.06697178
378,177.00091094,12.113520681,399749,1455,REX,0.026877284,140.75168,223.29721,269.90402,306.4434,1.3439658,1.0924318,1.3111715,1.5371965,1.0,0.0,3.6147923,205860.81,0.0,0.0,0.0,0.0,17.128866,16.627792,16.421976,16.284124,16.921326,17.439098,16.143196,13.073924,0.50107384,0.20581627,0.34366798,0.13785172
379,161.643217623,0.170171869,332454,5864,SER,0.03994976,94.320595,154.81175,194.43994,217.03395,1.3611361,1.3209052,1.254195,1.2962286,1.6599249,138545.61,7.4643903,49175.42,0.16257438,2390574.2,-0.07280807,1213917.2,17.563484,17.02549,16.778036,16.65868,17.287485,17.738407,16.595512,13.344324,0.5379944,0.24745369,0.36680984,0.11935616
380,19.158282758,14.574323071,413168,1258,SER,0.043865755,104.76203,149.78433,0.0,192.33754,1.6605681,1.2959884,0.0,1.4460126,1.4660959,53306.973,2.875805,152636.83,-0.22451644,2680634.2,0.5545083,3198175.8,17.44949,17.061335,Infinity,16.78984,17.258026,17.784536,16.448355,,0.38815498,Infinity,0.2714939,Infinity
381,216.420060538,-0.660571739,326913,9485,SER,0.049538784,73.393326,112.18647,137.91318,149.06805,1.6875871,1.6011627,1.1767651,1.5762551,1.2240349,38060.723,5.82238,64541.355,0.023663785,381308.06,-0.21891415,663231.9,17.83586,17.375149,17.150986,17.066538,17.802622,18.326637,19.199026,14.998317,0.46071053,0.22416306,0.30861092,0.08444786
382,28.549652545,-0.596041183,327602,2294,SER,0.03318599,55.036713,89.31482,111.3195,122.9073,1.3648425,1.3164393,1.2222779,1.1619091,0.92371154,117173.42,6.557321,34597.695,0.67626,5956123.0,-0.008871182,2811144.2,18.148369,17.622692,17.383572,17.276056,17.902905,18.4261,18.586386,,0.5256767,0.23912048,0.34663582,0.10751534
383,219.232864165,0.850381772,335564,12605,EXP,0.03927879,61.676132,114.00407,151.42114,180.28609,1.5057735,1.3400187,1.0595022,1.2386776,1.0,0.0,4.38883,226972.62,-0.067358285,7326882.5,-0.617881,1.2780251E7,18.024708,17.357698,17.049534,16.860094,17.232788,17.714743,17.201252,15.435813,0.66700935,0.3081646,0.49760437,0.18943977
384,15.643316374,-0.258952888,328990,7319,SER,0.034750912,46.07502,71.85928,85.478226,96.466194,1.3964459,1.1624724,1.1368657,1.0949911,0.810131,305610.47,1.7872005,1411834.1,-0.14847793,5033724.0,-0.22822101,6351793.0,18.341335,17.858793,17.67036,17.539062,17.94709,18.416845,16.482351,12.146152,0.48254204,0.1884327,0.31973076,0.13129807
385,209.258861562,12.170003296,401284,2790,SER,0.025745446,292.2799,430.8837,0.0,547.55005,1.4453324,1.1105734,0.0,1.5841534,1.2635553,505949.9,3.09253,1942098.1,-0.1229235,8057225.0,0.11988878,1.4246012E7,16.335503,15.9141,Infinity,15.65394,16.003506,16.430408,14.264661,13.016228,0.42140293,Infinity,0.2601595,Infinity
386,130.703523685,29.396515259,493630,104,REX,0.067644976,41.64189,71.70817,89.0022,103.76268,1.7543658,1.4151324,1.4364519,1.3682622,1.0,0.0,3.1327376,386434.56,0.0,0.0,0.0,0.0,18.451174,17.861078,17.626497,17.459898,18.014471,18.461782,17.193188,15.405679,0.5900955,0.234581,0.40118027,0.16659927
387,152.130186281,9.239616448,384066,4658,REX,0.033570837,197.39897,281.16226,300.9476,338.21118,1.7243439,1.4551502,1.4366016,1.3320596,1.0,0.0,1.0837641,3933653.5,0.0,0.0,0.0,0.0,16.761639,16.377607,16.303772,16.17703,16.513687,16.868492,14.801009,12.919011,0.3840313,0.07383537,0.20057678,0.12674141
388,150.738470227,4.710388843,358315,6106,SER,0.020149143,79.43619,115.5416,140.96399,150.43561,1.2495708,1.2926705,1.0863727,1.3883373,1.220181,798777.6,7.322035,206253.58,-0.3144286,1.7748704E7,-0.48818907,2.4567728E7,17.749954,17.343155,17.12723,17.056623,17.679262,18.184866,16.842915,,0.40679932,0.21592522,0.28653145,0.07060623
389,159.324973383,1.162012731,338205,3564,SER,0.04364753,132.08775,211.07542,261.59573,286.39694,1.2205603,1.3069257,1.3903722,1.1630204,1.323402,360104.97,7.837013,61589.246,-0.18841998,6011031.5,0.048820596,2755593.2,17.197844,16.688906,16.455923,16.357578,17.039286,17.586283,17.19903,15.035362,0.50893784,0.23298264,0.33132744,0.0983448
390,221.021208185,-2.649385855,315412,999,SER,0.06756567,43.124863,92.56329,127.98782,164.36194,1.3501966,1.2857671,1.3169384,1.1513314,1.7564176,89787.99,1.2223314,2329911.5,0.03424744,3692415.0,-0.3029949,5708294.5,18.413181,17.583902,17.232079,16.960497,17.125269,17.68688,16.009142,14.454953,0.82927895,0.3518238,0.62340546,0.27158165
391,202.473960491,-2.445253786,316777,15866,SER,0.033813886,74.800606,124.54524,158.4929,180.00146,1.550896,1.2014016,1.2915885,1.2345322,1.96666,159363.66,5.671866,1192709.8,-0.031537596,5892682.5,-0.36167464,1.0671449E7,17.815237,17.261683,16.999975,16.86181,17.594255,18.169386,17.855762,15.419255,0.55355453,0.2617073,0.39987183,0.13816452
392,198.368019951,2.550536373,345561,2639,SER,0.028965337,100.5974,163.33363,200.87956,224.6693,1.483537,1.3492299,1.292712,1.3743426,1.75,24957.498,9.869222,54276.69,-0.24079971,283739.56,-0.054567236,219091.36,17.493532,16.967312,16.74266,16.621141,18.041212,18.654642,,13.68465,0.5262203,0.22465134,0.34617043,0.12151909
393,214.467950815,0.362989194,332665,9841,SER,0.038186103,55.16067,91.25593,113.25488,127.67447,1.5238858,1.2516525,0.98130774,1.2744055,0.7913417,102150.14,3.5436702,510767.88,0.10669359,1718100.8,0.18409292,2280616.5,18.145926,17.599348,17.364857,17.23474,17.835987,18.597227,16.082844,14.262482,0.54657745,0.23449135,0.36460876,0.13011742
394,236.980568183,6.283831767,367266,3927,EXP,0.054416742,84.343636,130.62737,164.61568,184.5865,1.4849236,1.1736736,1.5067326,1.0708152,1.0,0.0,4.287047,106307.2,-0.41799387,2491975.8,0.51511306,2917803.5,17.68487,17.209915,16.958822,16.8345,17.21267,17.726915,16.281578,,0.4749546,0.2510929,0.3754158,0.12432289
395,237.719281547,0.401331649,334198,6356,SER,0.06806946,80.98965,158.3002,210.52687,258.58435,1.6911042,1.7025591,2.1349983,1.1490477,0.9498108,592055.7,5.0512657,249193.88,-0.17182107,1.0279308E7,0.0022625283,4117730.0,17.728926,17.001297,16.69173,16.468494,16.904587,17.485529,17.12734,14.960361,0.7276287,0.3095665,0.5328026,0.22323608
396,192.608085829,5.307343667,361354,2937,SER,0.027530491,91.44088,134.51912,153.66115,173.80261,1.3712856,1.5534524,1.2687577,1.4623367,0.8452046,228320.55,3.607143,1316252.1,-0.19299151,3781042.0,0.2226645,5247411.5,17.597149,17.17804,17.03359,16.899858,17.422796,18.095894,16.043829,12.477152,0.41910934,0.14444923,0.27818108,0.13373184
397,162.709432529,-0.759666411,326698,6850,SER,0.06348158,120.48817,205.0245,263.64645,303.25693,1.4765968,1.3814332,1.3107303,1.3635883,1.2153949,224415.25,4.539849,2095406.8,0.31571823,1.1854059E7,-0.2834131,4349288.0,17.29764,16.720486,16.447445,16.295473,16.771385,17.309803,15.904468,15.211337,0.57715416,0.27304077,0.4250126,0.15197182
398,232.180400973,4.124030361,354329,3672,SER,0.048930205,61.52173,96.847244,113.17985,129.32256,1.4992365,1.1881291,1.6375545,1.2461334,1.4637374,59737.09,3.4882917,82285.51,-0.10557375,899497.4,0.22506388,1546072.0,18.02743,17.534782,17.365578,17.220814,17.82471,18.392225,16.786621,14.092209,0.49264717,0.16920471,0.31396866,0.14476395
399,186.243287285,0.407313325,333992,13850,SER,0.024483116,143.1576,241.18437,313.13806,364.15448,1.35925,1.1594291,1.17295,1.2988284,1.1335245,780016.8,11.588013,536645.4,-0.027218353,2.0539508E7,-0.69230765,4.4012932E7,17.110464,16.544127,16.26066,16.096786,16.601654,17.205029,16.289242,,0.5663376,0.28346634,0.44734,0.16387367
400,140.567618421,4.443861394,356838,4665,SER,0.0510524,56.543095,88.53509,103.39768,115.99054,1.2617524,1.3338349,1.3222257,1.0861301,1.3194056,50042.953,2.701591,142757.64,0.061942954,1159323.5,0.44993776,2086603.5,18.119051,17.632212,17.463722,17.338943,17.673029,18.163754,16.587582,15.595,0.4868393,0.16848946,0.2932682,0.12477875
401,325.997680937,0.190424011,333111,11264,EXP,0.06127319,48.511356,81.52406,101.8848,115.56363,1.5051899,1.1561439,1.1953169,1.1436981,1.0,0.0,4.831043,53916.46,-0.23167273,1555543.9,-0.2486129,1631735.0,18.28539,17.721785,17.479727,17.342947,17.957008,18.439667,17.298782,,0.56360626,0.2420578,0.3788376,0.13677979
402,352.447803772,13.85494925,410268,2852,EXP,0.041589037,52.63742,101.63401,0.0,164.75171,1.5524062,1.5227132,0.0,1.6351956,1.0,0.0,5.934753,12878.285,-0.45304218,1058741.4,0.41203967,1034154.1,18.196764,17.482403,Infinity,16.957926,17.339231,17.94418,,,0.7143612,Infinity,0.524477,Infinity
403,39.855775929,-7.539952501,287424,3127,SER,0.021198882,93.78254,137.50085,167.2137,177.438,1.5876844,1.3464181,1.2513615,1.2102437,2.5186343,49913.47,17.608644,2593.6865,0.2749255,1009756.8,0.44933414,1515528.2,17.569695,17.154236,16.94182,16.877384,17.706764,18.344542,,15.641432,0.41545868,0.2124157,0.27685165,0.06443596
404,27.992201069,-0.967484155,324719,9382,SER,0.02663864,45.75558,90.62124,118.92195,141.31544,1.4991355,1.2601824,1.1966649,1.1812528,3.0297081,31512.578,3.1074598,390605.3,0.023812186,1845090.6,0.001874168,1077652.1,18.34889,17.606926,17.311846,17.124525,17.713425,18.258776,17.595444,15.449278,0.74196434,0.29508018,0.4824009,0.18732071
405,174.588378117,5.152933346,361282,2320,SER,0.029428989,84.87445,136.15556,170.73206,190.14455,1.3314507,1.5454773,1.1254282,1.473793,0.80842555,188669.12,4.6649323,91669.43,-0.15094475,2384624.5,-0.4640071,4361339.5,17.678057,17.164911,16.919212,16.80229,17.383984,17.923586,16.664322,15.058326,0.51314545,0.24569893,0.3626213,0.11692238
406,153.137943299,6.417360934,368365,924,REX,0.02237473,275.36963,431.10492,531.0044,575.77014,1.5184671,1.1547441,1.4066257,1.2812905,1.0,0.0,5.3828692,123971.31,0.0,0.0,0.0,0.0,16.40021,15.913543,15.687255,15.599377,16.16259,16.748959,15.372782,14.730784,0.48666668,0.22628784,0.31416607,0.08787823
407,25.111697426,0.255126789,331908,8132,SER,0.031730287,81.22367,102.51126,101.93221,109.71143,1.4796178,1.2703807,1.085902,1.2109063,2.558845,243593.34,2.5476274,1413731.4,-0.035808336,1.45912E7,-0.010465483,7920075.0,17.725794,17.47307,17.479221,17.39937,17.99451,17.939177,,,0.2527237,-0.0061511993,0.07369995,0.07985115
408,19.5048697,14.101946323,410373,3571,SER,0.045643393,83.8241,135.3998,0.0,194.81418,1.5609368,1.6616154,0.0,1.5102721,1.4673907,26172.861,7.0368996,12400.508,-0.22903992,404601.28,-0.2876529,481910.3,17.691578,17.170956,Infinity,16.77595,17.098454,17.669285,17.478699,16.019495,0.52062225,Infinity,0.39500618,Infinity
409,203.575294168,-1.425542089,322542,4867,SER,0.033065226,127.86354,199.28181,237.89783,266.8443,1.6544049,1.1426605,1.2856727,1.2943723,1.2538667,452976.1,6.7701025,98075.03,0.13013703,6690227.5,0.1194816,6127380.0,17.233133,16.751331,16.559023,16.434355,17.85983,19.040623,15.661127,,0.481802,0.19230843,0.31697655,0.12466812
410,120.487978541,25.91302107,475717,5118,SER,0.030101739,74.76855,110.64991,133.88571,140.77597,1.7311409,1.3908535,1.3259588,1.3605344,0.7406691,145707.16,5.973405,39499.855,-0.45040977,2957943.0,0.25410348,2080918.6,17.815702,17.390121,17.183165,17.12868,17.776428,18.440088,18.144457,15.310535,0.42558098,0.20695686,0.26144218,0.05448532
411,216.818833356,-0.090084436,331235,4607,SER,0.039846305,110.23826,178.46883,217.6005,256.58347,1.4722475,1.332476,1.0641652,1.2183101,1.538297,614876.06,2.4125202,2506400.2,0.027463472,1.6254058E7,-0.3382967,2.7554812E7,17.394169,16.871094,16.65585,16.476929,16.825829,17.242777,15.82155,14.00477,0.5230751,0.2152443,0.39416504,0.17892075
412,148.352957841,10.595307766,391152,2085,SER,0.027115865,46.290474,77.67321,97.03003,110.85978,1.5038971,1.389232,1.1501262,1.141394,0.5809735,169788.55,1.9145037,383368.1,0.08196096,1921061.2,-0.035655927,988456.0,18.336271,17.774323,17.532734,17.388065,17.783817,18.257425,16.418217,16.47362,0.5619488,0.24158859,0.38625717,0.14466858
413,240.912931113,26.359427731,477445,4961,SER,0.057082783,134.091,207.34215,0.0,290.2031,1.3932526,1.3752437,0.0,1.0240047,1.5759724,53592.26,5.057606,35614.805,-0.032338846,767637.25,-0.16574314,1660505.0,17.181501,16.70828,Infinity,16.343245,16.943523,17.48374,15.927616,15.016747,0.47322083,Infinity,0.365036,Infinity
414,318.011952324,-0.483269045,328760,824,SER,0.07127145,134.56474,211.9649,264.0729,291.37524,1.4723369,1.2231686,1.1419997,1.0543898,0.7696163,1123864.9,5.586473,304545.56,0.3075325,1.6850264E7,0.13699697,9490691.0,17.177671,16.68434,16.44569,16.33887,16.847094,17.449787,16.212547,13.579084,0.4933319,0.23864937,0.34547043,0.10682106
415,15.444282644,-0.644679125,326109,10909,REX,0.047666997,66.71464,127.49072,164.18883,206.37094,1.3822408,1.1140265,1.1335819,1.1032381,1.0,0.0,1.0196778,1.273626E7,0.0,0.0,0.0,0.0,17.939447,17.236303,16.961641,16.713379,16.744278,17.05691,14.359639,12.365767,0.7031441,0.27466202,0.5229244,0.2482624
416,133.903136315,0.920691776,336663,5144,SER,0.05352877,56.51697,92.12025,111.72236,131.20413,1.6985338,1.560722,1.4297124,1.2070639,0.7170087,278145.47,2.2547176,824387.94,0.5152788,6594369.5,0.038187705,4653931.0,18.119553,17.589111,17.37965,17.205132,17.326237,17.653423,16.085295,,0.5304413,0.20946121,0.3839798,0.17451859
417,118.868013981,26.358476208,477007,1503,SER,0.04596506,55.637115,91.302055,107.56757,128.05296,1.7846062,1.4002448,1.3237175,1.3465691,0.82495576,59337.875,3.3641727,58826.695,0.08899085,567749.7,-0.19942534,958075.5,18.13659,17.598799,17.420797,17.231525,17.564302,18.222883,16.5623,14.157039,0.5377903,0.1780014,0.36727333,0.18927193
418,214.694471529,0.560686094,334106,9959,SER,0.03798994,75.25229,119.67075,137.19301,162.21085,1.4447337,1.3083862,0.9948474,1.1974478,2.147141,75048.586,0.9859254,3936236.8,0.05239913,4707729.0,0.13154212,6932907.5,17.8087,17.30503,17.15667,16.9748,17.315622,17.600838,15.484999,12.568761,0.50366974,0.1483612,0.3302307,0.1818695
419,178.997880329,5.815700453,364169,53,SER,0.015523726,47.069275,82.93267,108.86819,128.10892,1.1985419,1.1457884,1.1385064,0.93432456,0.7356009,49483.316,4.130664,196929.12,-0.19200312,967287.25,0.6176905,3011633.2,18.318155,17.703186,17.407747,17.231052,17.60585,18.232779,16.806759,,0.61496925,0.29543877,0.47213364,0.17669487
420,353.694656973,-8.682498155,281533,329,EXP,0.031603154,66.146126,104.81364,130.4665,143.77132,1.3486949,1.3072236,1.6055443,1.6913475,1.0,0.0,6.529613,9276.494,0.33875906,977023.75,-0.2977561,772239.44,17.948738,17.448956,17.211252,17.10582,17.692001,18.314363,17.1496,,0.49978256,0.23770332,0.34313583,0.10543251
421,133.385558386,1.014086117,336661,5593,SER,0.057099704,61.840847,102.64433,131.95786,151.73572,1.6243674,1.5374252,1.4364047,1.090834,1.5477796,69038.17,8.498448,18620.979,-0.54263544,3656851.8,0.2790606,2417146.0,18.02181,17.471663,17.198912,17.047281,17.21923,17.904968,,,0.550148,0.27275085,0.42438126,0.1516304
422,171.490406214,3.194870053,349773,229,SER,0.048086092,83.788506,133.42368,162.24915,184.22797,2.021382,2.045375,1.9355519,1.7731812,1.4704905,190958.8,2.7892053,604310.0,-0.098880686,6777175.5,0.054675724,4534237.0,17.69204,17.186918,16.974545,16.83661,17.413773,17.986229,17.304277,15.280588,0.50512123,0.21237373,0.35030746,0.13793373
423,184.901817513,8.964589555,382773,5064,SER,0.021409845,57.88373,84.61079,96.54148,109.97851,1.427882,1.3954902,1.2473961,1.1427613,1.7902098,38452.53,1.0600386,1840567.8,0.25167522,2776533.0,-0.3123513,2857783.0,18.093609,17.681437,17.538216,17.39673,17.536007,17.970142,15.869492,,0.41217232,0.1432209,0.28470612,0.14148521
424,174.079963663,-0.949415275,325304,2331,SER,0.021457791,67.70633,109.72562,131.34064,135.2043,1.3912833,1.365023,1.2657382,1.1516502,1.303572,72770.73,2.498473,808786.9,0.5124242,4088094.0,-0.10708905,2816214.2,17.923428,17.39923,17.204002,17.172523,17.317184,17.751984,15.482208,13.634687,0.52419853,0.19522667,0.22670555,0.03147888
425,151.50079132,8.094937251,376938,5298,SER,0.023429045,148.61926,250.3258,282.4574,330.0551,1.5553812,1.2940066,1.4915683,1.2606742,4.3233604,15668.17,2.1004992,2988738.0,-0.10190189,4525027.5,0.039881714,4517062.5,17.069813,16.503736,16.372618,16.203533,17.007664,18.214167,,,0.5660763,0.13111877,0.30020332,0.16908455
426,158.578352609,3.845335283,352597,2665,SER,0.049653772,72.169785,155.81567,222.01418,279.7738,1.4859339,1.3389909,1.430827,1.1135057,0.81476444,182517.67,5.301881,77172.36,-0.5565566,6160767.0,-0.3067218,4392839.5,17.85411,17.018473,16.634048,16.382982,16.48823,17.001648,15.498077,19.157875,0.83563805,0.3844242,0.6354904,0.2510662
427,179.258279917,-2.481427373,316685,677,SER,0.020167602,195.92068,382.30505,536.84436,669.64636,1.3344562,1.2263101,1.2196354,1.5196751,0.9479563,3525531.5,8.666526,487710.66,-0.63654554,1.4934062E8,-0.06779807,7.6059296E7,16.7698,16.043976,15.675379,15.435387,15.486178,15.972263,14.206614,13.040538,0.72582436,0.36859703,0.6085892,0.23999214
428,123.860339028,24.479697505,467899,2310,SER,0.04954301,107.3745,146.62914,174.93338,178.8323,1.424689,1.5845588,1.7849662,1.2908168,1.3862594,60408.49,5.323561,23792.812,-0.08926153,1005963.4,-0.037326377,532785.2,17.422747,17.08445,16.892818,16.868885,17.375399,17.970335,16.605148,14.33225,0.3382969,0.19163132,0.21556473,0.02393341
