index,ra,dec,brickid,objid,type,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z
1497,134.759292578,9.654108382,386841,2585,DEV,0.04894645,321.2592,614.63525,835.891,1016.8034,1.380964,1.212712,1.1537684,1.141365,4.0,0.0,3.182601,485061.3,0.009841763,7860000.5,0.02436935,1.0839125E7,16.23286,15.528457,15.194626,14.981908,14.753394,14.358358,12.075928,10.571827,0.7044039,0.33383083,0.54654884,0.21271801
1498,135.227125681,8.264438183,378301,3194,SER,0.097847216,47.97032,138.6359,219.54364,293.60358,1.1403316,1.0367323,1.119137,1.3309085,5.349557,7175.991,2.2866306,102753.79,-0.20681874,953336.3,0.040727228,623250.0,18.29757,17.145311,16.646198,16.330597,16.32228,16.812166,20.155497,15.020299,1.1522579,0.49911308,0.81471443,0.31560135
1499,124.941437694,6.200279138,366820,6348,SER,0.023745853,78.288956,188.72264,285.85394,384.07336,1.6151085,1.3668882,1.4576088,1.2897488,1.4960461,115160.36,3.6813748,192191.23,-0.27327,5284777.0,-0.56926954,6723804.0,17.765749,16.81044,16.35964,16.038965,15.909474,16.210657,15.054774,14.009605,0.9553089,0.45079994,0.77147484,0.3206749
1500,150.366801176,-0.301496962,329529,5960,SER,0.035785034,87.50426,233.20135,347.67776,458.85196,1.0705081,1.4212949,1.3939373,1.1716932,6.0,117874.85,4.42185,317620.2,0.0016026765,6455153.0,-0.014970226,1.1492415E7,17.644928,16.580673,16.147058,15.845819,15.969254,16.361025,16.00094,,1.0642548,0.43361473,0.7348547,0.30123997
1501,171.667497367,2.560307551,345454,3496,SER,0.034790922,43.578213,115.95831,177.59468,240.1884,1.4742652,1.6286174,1.03366,1.1665035,4.1930075,9571.979,1.9317796,199792.12,0.23612669,1252826.9,0.039038483,714229.6,18.401827,17.339245,16.876425,16.54862,16.670475,17.21452,,,1.062582,0.46282005,0.7906246,0.32780457
1502,26.329720372,14.054636788,410400,1189,SER,0.05438106,35.931633,100.97735,0.0,206.71439,1.658308,1.6006256,0.0,1.540051,3.7697198,3124.3,1.4940312,165494.48,-0.21315917,510688.53,0.15728736,452130.4,18.611307,17.48944,Infinity,16.711573,16.767921,17.231575,18.100508,,1.1218662,Infinity,0.7778683,Infinity
1503,59.429204211,-4.99543435,301827,371,SER,0.12185851,37.409943,114.86817,185.17395,258.1163,1.2270293,1.4311005,1.0105231,1.0710683,5.099485,16143.476,5.4490504,55285.44,0.18664674,1004481.3,0.0011382264,492951.03,18.567532,17.3495,16.83105,16.47046,16.901241,17.342485,17.446947,,1.2180309,0.5184498,0.87903976,0.36058998
1504,217.664844062,-0.648447729,326918,7504,SER,0.04530125,53.85249,139.81192,206.41933,267.10275,1.5602516,1.3568385,1.3096415,1.2260629,5.7733917,33140.977,3.8606286,247450.14,0.010082249,1766941.1,-0.10927928,3378103.0,18.171986,17.136139,16.713123,16.433304,16.639462,17.160452,,,1.0358467,0.4230156,0.7028351,0.2798195
1505,211.471547041,14.387489201,413914,5826,DUP,0.016224472,0.0,0.0,0.0,0.0,1.4029747,1.3248622,0.0,1.1288078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,
1506,343.451309584,-8.773495743,281492,2825,SER,0.042627044,76.448555,155.97034,205.57814,245.63965,1.6444132,1.6333538,1.4818825,1.3802459,6.0,2224.5942,1.3111702,507380.3,0.16288091,1091643.6,0.049151488,881087.94,17.791576,17.017395,16.717558,16.524254,16.582487,16.958334,15.907644,14.177608,0.77418137,0.2998371,0.49314117,0.19330406
1507,153.719734784,2.51782447,345382,5366,DEV,0.040548008,44.2533,110.00285,155.56685,203.55968,1.6022877,1.6120349,1.3521321,1.2310874,4.0,0.0,1.647386,118366.0,-0.40867123,543814.9,0.09010899,409255.6,18.385136,17.39649,17.020206,16.728271,16.906378,17.228971,,13.05882,0.98864555,0.37628365,0.6682186,0.29193497
1508,176.253572624,-3.551541282,310916,274,SER,0.027015278,97.79447,243.42627,355.34973,455.26883,1.397947,1.3403517,1.1693763,1.584748,5.5597477,15380.785,2.6488826,200715.08,0.17230108,2673603.5,0.038654298,1733638.5,17.524214,16.53408,16.12336,15.85433,16.019018,16.497284,17.706465,,0.9901333,0.41072083,0.67975044,0.26902962
1509,198.269105621,-2.695818016,315321,1117,SER,0.02731708,56.069767,172.00528,277.97833,388.89212,1.410197,1.2275225,1.3406289,1.1080781,5.6158504,79400.28,4.6327515,163693.03,0.0094614485,3782652.0,-0.030936588,6135156.0,18.128178,16.911146,16.389973,16.025427,16.417267,16.854292,,12.450514,1.2170315,0.5211735,0.8857193,0.36454582
1510,188.631434144,-0.765124909,326802,8999,SER,0.025353508,280.5437,589.121,844.8419,1069.2228,1.4208449,1.1084673,1.5437597,1.2965026,4.186796,584885.6,7.175546,688445.56,-0.017461227,3.3153796E7,-0.22179987,5.1457012E7,16.38,15.574489,15.183062,14.927329,15.168821,15.650446,14.449327,14.158672,0.8055105,0.39142704,0.6471596,0.25573254
