GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,Group
74r,57.74170209790228,-38.09319043677665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62
75r,57.73008414844524,-38.06120787703069,5000.0,0.0166666666666666,,4.040601215625102,8.284640456899584,14.304588303044808,31.315603032781205,31.622319216564254,18.245392034707297,22.97623012410396,12.528416270203536,15.353003249735751,0.4851213672292642,-1.4904354370878217,-0.5257774743132817,-0.0539003721982356,0.1614124625921249,2.7451468641714136,0.317275844487263,0.0328710678018972,0.1129032258064516,0.2784106529988101,0.0747217492328811,0.5196050871664138,0.864911585570862,0.0545422765084983,9.31910209357772,0.7415487642455397,320.3319081779232,319.5176824529376,0.4948499455961529,1.8318422705417643,1.0,0.0,0.27,0.3462954865095246,1.1108987,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,966.0,13.3,72.7,0.0,3.0,0.01646,0.0023300000466406,7.1,0.0,3.0,50.0,3.9,7.1,18.6,0.0,0.0,0.0,0.0,62
76r,57.73091127047771,-38.04190763699464,5000.0,0.0166666666666666,,3.114961938099875,6.352371936094938,10.680865762581409,80.28363500256616,80.4261218475552,13.625123998698406,17.26404495020688,6.4323919445065325,8.302390296835593,0.6018877194139661,-1.0989542034296758,-0.219080525924102,0.1161142079431015,0.3529344201087951,2.6757685625858274,0.0651265172831645,0.0247782362582581,0.0048076923076923,0.0,0.3117763315537085,0.2227016638956077,0.2212560197570068,0.3575968312753726,8.003340909850154,0.4903846357730668,320.47826815877744,320.6553524286294,0.4598200792928227,1.0203784332652794,2.0,0.0,0.27,0.3462954865095246,1.0899554,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,675.0,12.8,52.7,0.0,3.0,0.04394,0.002379999961704,18.4,0.0,3.0,50.0,5.3,18.4,81.5,0.0,0.0,0.0,0.0,62
799r,238.37720159990667,20.95348189536105,5000.0,0.0166666666666666,,2.719708733222829,5.547539050334385,10.849979988323271,261.66483564194107,263.1130585342619,13.448346160381258,17.14667680300306,6.4453185891996885,8.204660106576656,0.5395535728308772,-1.803500795633916,-0.0393837631128537,-0.0435285734905458,0.5658654570579529,3.00453270673994,0.0650744278154987,0.0046872879244951,0.0,0.0,0.0171513217829639,0.1127554894998808,0.3303757977238102,0.6520265190379184,6.800530323829815,1.797430878141567,320.21177154473867,320.24080832687645,0.4455524480520858,1.237833894233363,0.0,0.0,0.27,0.3462954865095246,1.1825005,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1906.0,15.1,126.5,0.0,3.0,0.03546,0.0052499999292194,6.8,0.0,3.0,50.0,3.7,6.8,24.0,0.0,0.0,0.0,0.0,176
800r,238.3782000566084,20.98374857025089,5000.0,0.0166666666666666,,7.384532853745323,17.924408831271386,33.9641370133609,447.8333935955333,445.4978388549261,40.36621778946087,70.6472447284569,19.83243089968473,33.32395357517468,0.6104009999546661,-1.7381700555457829,0.266036798268825,0.0356913522342556,0.2835133671760559,3.313487785878988,0.2149371119680001,0.0940759747616766,0.0731343283582089,0.2051192468513338,0.0301287853566346,0.356936135004947,0.2379340699703054,0.2565083213146844,26.887568896788665,0.7382941144491271,318.8878796931431,320.072050239706,0.787268209310387,3.1374302217902432,0.0,0.0,0.27,0.3462954865095246,1.168923,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,3982.0,14.7,270.5,0.0,3.0,0.05247,0.0052399998530745,10.0,0.0,3.0,50.0,4.6,10.0,30.0,0.0,0.0,0.0,0.0,176
801r,238.36649224844592,20.9680766654786,5000.0,0.0166666666666666,,3.4765230530085325,6.62939470059578,11.864018176025892,129.7489285658213,129.5684411778346,14.974499577630093,16.563167258498023,6.799908416140929,7.487034470327162,0.5081691793999271,-1.5308972524351894,-0.3836507660327743,-0.0367072304825635,0.3627408146858215,2.665433449059482,0.1396237730451715,0.010314556668574,0.0019493177387914,0.0,0.2287327666158361,0.0899712630902682,0.1797433329348943,0.286936044381893,6.9082756702293855,0.8833228291720143,315.6190416331492,319.5696900498256,0.2388705156878662,2.9994445341708404,0.0,0.0,0.27,0.3462954865095246,1.168923,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1066.0,14.7,72.4,0.0,3.0,0.04985,0.0053699999116361,9.3,0.0,3.0,50.0,4.2,9.3,28.8,0.0,0.0,0.0,0.0,176
802r,238.384239462602,20.96381569621643,5000.0,0.0166666666666666,,10.368345787352366,21.86170746273903,41.583894039385775,135.59012582065833,129.06598090810093,55.14936921099663,72.31757010568583,21.41515057996042,34.15964433174336,0.517366939221922,-1.6291610621644257,-0.2700250347715389,-0.0412601178111524,0.1401188969612121,3.016078414549021,0.0643104591979751,-0.0366084301198761,0.1597633136094674,0.8298952009616916,0.0814565908153549,0.17917092192264,0.43786464879417,0.0462006512657112,26.463965547691974,0.5430728958902717,316.10323028253686,316.95950426939186,0.7167923142243824,0.708712333588615,0.0,0.0,0.27,0.3462954865095246,1.168923,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2626.0,14.7,178.4,0.0,3.0,0.02959,0.0052800001576542,5.6,0.0,3.0,50.0,3.7,5.6,10.4,0.0,0.0,0.0,0.0,176
219r,26.88915609167806,-30.261733962511663,5000.0,0.0166666666666666,,4.729126004781411,10.518966140756588,21.008256438115883,457.577097006637,459.3038825115123,25.852490546876982,27.457702384843785,11.9843696452945,12.674778633966495,0.5798526665837179,-1.839380093409995,0.1849611043225305,-0.0086196930661085,0.3838104903697967,3.238045621599591,0.2429778148175199,0.0376869861237856,0.0049504950495049,0.0386899658970025,0.0720714733225949,0.3680983790070633,0.4410318655939224,0.3523649138776022,9.933145876618456,1.2876431576119554,320.34091622933903,320.1980010093173,0.0590653875464135,0.9254147367125852,0.0,0.0,0.27,0.3462954865095246,1.268657,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,6111.0,17.3,352.4,0.0,3.0,0.01865,0.0023099998943507,8.1,0.0,3.0,50.0,4.3,8.1,33.3,0.0,0.0,0.0,0.0,36
220r,26.91355428874401,-30.249131312338257,5000.0,0.0166666666666666,,2.1268883580339293,4.22427948240721,8.021319751039938,37.9374595346282,39.17484509881255,9.777845467503369,14.219259993820438,5.309636954147693,7.72823484190933,0.5244429225944269,-1.7552326308112864,-0.1476313200053649,-0.0517788423142861,0.2862969040870666,2.882505673775786,0.0901731274158784,0.0723893103791511,0.1311475409836065,0.0395158120692596,0.1207205509604977,0.3252918335508491,0.5277616100425484,0.2137070387417604,4.066352817405373,1.8215905334759817,319.9335416986225,319.8332557899942,0.357750035009214,2.472142992870686,0.0,0.0,0.27,0.3462954865095246,1.2979974,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,879.0,18.2,48.4,0.0,3.0,0.01824,0.0023000000510364,7.9,0.0,3.0,50.0,4.1,7.9,19.4,0.0,0.0,0.0,0.0,36
221r,26.904910257130823,-30.25431590443877,5000.0,0.0166666666666666,,3.9209867036559314,7.600163506066642,14.038884065487917,269.1929912058744,272.5973491342458,17.52270954831411,22.625337396261127,8.371077048676081,10.935475346013918,0.5152393343552194,-1.7575718655991954,-0.1915679920814215,-0.061215548306621,0.4467403888702392,2.7696860901243388,0.0958943926104613,0.0361616664324614,0.001310615989515,0.0,0.0324332901052763,0.2139316728604779,0.3718267064012374,0.4104682618682037,9.494138316090169,1.116880813642808,319.9227292566575,319.19192448480084,0.4382900796433452,0.1157296759802375,0.0,0.0,0.27,0.3462954865095246,1.2979974,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3044.0,18.2,167.7,0.0,3.0,0.0237,0.0022700000554323,10.4,0.0,3.0,50.0,4.5,10.4,40.3,0.0,0.0,0.0,0.0,36
222r,26.895233530863702,-30.267672118619416,5000.0,0.0166666666666666,,3.674768886662525,7.176839993950541,11.8106317220693,50.14716588048296,51.36242415281214,14.336591004509296,25.832461222655628,8.286413445792833,11.845030201658352,0.5449966729980802,-1.2295244142860022,-0.4102060495593038,0.0416428126823451,0.2361983060836792,2.5352154846838304,0.2393940816676436,0.0088896509735385,0.75,0.5325893829550399,0.0669448985815849,0.4541058241595168,0.4811527020514385,0.1841271472228669,10.152340735203158,0.5835393905445524,319.92496429662503,320.18399768408005,0.760896093414433,1.4777997955379971,0.0,0.0,0.27,0.3462954865095246,1.268657,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,851.0,17.3,49.1,0.0,3.0,0.02499,0.0022599999792873,11.1,0.0,3.0,50.0,4.3,11.1,38.3,0.0,0.0,0.0,0.0,36
236r,60.32305777137013,-65.02671282137145,5000.0,0.0166666666666666,,7.887709752259589,16.794449633354304,29.68165786281906,197.11157984670015,196.2363169424657,37.31769411122,39.745236343269255,16.847342110853532,19.3594876161773,0.5505244629306524,-0.8791262892182652,-0.6256693900650125,0.0958206641000069,0.1989312171936035,2.877686167110306,0.4726686925783565,0.0501699660577826,0.2097902097902098,0.3311814968673028,0.162067944207864,0.7799478388240665,0.3797106649557907,0.0979910125061143,14.266342676419642,0.637019130409313,320.3334168063777,320.1204548154635,0.2789634891396533,0.0088480071455145,1.0,0.0,0.27,0.3462954865095246,1.2904222,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3938.0,17.9,219.5,0.0,3.0,0.02394,0.0015999999595806,14.9,0.0,3.0,50.0,6.5,14.9,46.8,0.0,0.0,0.0,0.0,63
237r,60.30647095255685,-65.00464748734242,5000.0,0.0166666666666666,,12.80729249363276,28.376147140003862,45.8426279655784,495.81872521330274,497.74412551087374,57.24572025677684,63.88173148606434,28.90631899006233,31.27256440588969,0.5400533711926117,-1.9052833989179356,0.0336255828535572,-0.0571815549689075,0.1886900663375854,2.769060889382307,0.192820365784463,0.0700757095736196,0.0189982728842832,0.1842390489723728,0.0353393015822836,0.2047660954124419,0.3558455381143013,0.0832936425832561,25.55123956528704,0.6662809247477725,319.3429213234904,320.29410024836784,0.16908735766193,1.5937718543653614,0.0,0.0,0.27,0.3462954865095246,1.3337725,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,11914.0,19.2,621.6,0.0,3.0,0.02063,0.0016299999551847,12.7,0.0,3.0,50.0,5.6,12.7,35.6,0.0,0.0,0.0,0.0,63
238r,60.34451261697555,-65.0147865875054,5000.0,0.0166666666666666,,4.708685684623704,9.322174734927986,19.08380974505675,98.7789937881841,98.71375781235832,25.40745261761585,30.30432378063363,9.399264056760952,13.405242632754437,0.5443292826784005,-1.7673894466394937,-0.0407691642207481,-0.0337811432312731,0.2205153256654739,3.038826884796637,0.1085557344505228,0.055965897811004,0.0376470588235294,0.0795839989044053,0.0773270573068986,0.1625498616839794,0.2851092228616717,0.1287383694561976,11.298376270378364,0.7284884411983852,319.9944967613386,319.9487510881649,0.457144914253103,2.781518433737839,0.0,0.0,0.27,0.3462954865095246,1.3148044,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2063.0,18.6,110.8,0.0,3.0,0.02028,0.0015899999998509,12.8,0.0,3.0,50.0,5.7,12.8,38.2,0.0,0.0,0.0,0.0,63
239r,60.31820384620477,-64.98531343845825,5000.0,0.0166666666666666,,8.19004367997662,18.911365381631047,32.49287141290727,168.8195080137823,168.87788214489655,41.48850404786521,48.04519947648566,20.688267109966624,22.75450978934108,0.5410718463084138,-0.9568544971646152,-0.6185941942382733,0.075658352739448,0.1317689269781112,2.9925093694635496,0.1956999873418966,-0.0017501678431029,0.0142131979695431,0.0767231817104341,0.0423519575235293,0.4974680085993767,0.4872269107071475,0.0476097410434477,17.365464231926357,0.784915511972135,319.21286081473016,320.5177288370205,0.1498429758322914,1.895864732888131,0.0,0.0,0.27,0.3462954865095246,1.3176885,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,5910.0,18.7,315.9,0.0,3.0,0.01427,0.0015600000042468,9.2,0.0,3.0,50.0,4.6,9.2,21.9,0.0,0.0,0.0,0.0,63
540r,319.3415437038738,-35.90038915759941,5000.0,0.0166666666666666,,6.502120286458376,16.424584823259426,33.37978572096397,1121.5709842633037,1125.1052188129945,40.84765332979334,53.76906754345925,17.477667398260525,24.115345228615745,0.5825733232031158,-1.8848857384286384,0.2299637665864704,-0.0122515276704961,0.4054073393344879,3.552142724668635,0.2801342127555083,0.0749022461352693,0.1535087719298245,0.1038950385216864,0.0858981488595624,0.6202683105264638,0.3184439941299553,0.3564328552003776,24.6383577653916,0.01,317.893375189558,318.37411537195817,0.5199219478562427,0.6234236890235351,0.0,1.0,0.27,0.3462954865095246,1.1223618,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,8677.0,13.6,639.4,0.0,3.0,0.04238,0.0055599999614059,7.6,0.0,3.0,50.0,4.0,7.6,26.3,0.0,0.0,0.0,0.0,189
541r,319.3556826032616,-35.91792837255518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,189
542r,319.3494413525481,-35.92204608091316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,189
543r,319.3614926524389,-35.92601140014751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,189
852r,314.6599975260892,-48.54113221207729,5000.0,0.0166666666666666,,7.689154377780771,18.387894051294563,35.74032487755471,301.2210143246696,294.56653366847434,44.79695346802616,60.348860355309526,19.314695572876328,29.73286289362648,0.5743823887709621,-1.6344224494709694,0.0158475818996439,0.0144538444067877,0.259977787733078,3.3363995771496007,0.1873574963360758,0.0998353180641034,0.0189982728842832,0.4228923275416029,0.0249365385786065,0.2175374000930539,0.407248893466796,0.2037188516749011,30.049549871122007,0.5445508332169471,319.66054333492195,320.1342114586261,0.8439657520042734,0.390873963790219,0.0,0.0,0.27,0.3462954865095246,1.2371063,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,3681.0,16.5,223.2,0.0,3.0,0.03735,0.0022899999748915,16.3,0.0,3.0,50.0,5.3,16.3,55.0,0.0,0.0,0.0,0.0,187
853r,314.6563639189449,-48.55829945134774,5000.0,0.0166666666666666,,5.420012350619362,12.852263750282964,24.332130372858803,355.4097181761882,354.7914203545384,31.22379514937504,43.20202939866866,13.2420649297059,20.041369575668917,0.4944035848585646,-2.004481564575852,-0.1235965306990394,-0.1161633884660643,0.3413980901241302,3.260899293004502,0.0790720939472671,0.0064897278815022,0.0102489019033674,0.0730063354794472,0.0141764325421646,0.1279370989478859,0.118416224088211,0.2372578927681431,18.803302644168056,0.7470387612163782,320.1477290945477,319.96714687373367,0.6292224380840441,0.553238117962407,0.0,0.0,0.27,0.3462954865095246,1.2289171,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,3701.0,16.3,227.5,0.0,3.0,0.04166,0.0024399999529123,17.1,0.0,3.0,50.0,5.9,17.1,56.7,0.0,0.0,0.0,0.0,187
455r,0.3586687708259794,13.112666328585568,5000.0,0.0166666666666666,,12.428152225725054,27.213320250729097,47.90665641622371,1444.7871609057029,1446.461153945279,60.065995545802224,79.24783805754062,28.113330666949803,36.23545602895981,0.5499606512825843,-1.52672539813619,-0.1796740752428278,0.0052462144288279,0.296438604593277,2.9299464841709275,0.3396884352518462,0.0420462391365464,0.0082801449025357,0.0519778096837577,0.1434553512614585,0.3631832776738919,0.2581125886889872,0.2060491244597581,29.4791525034512,0.8417978532078338,320.760538221273,322.9492269812382,0.3504456189432606,0.9185011297560866,2.0,0.0,0.27,0.3462954865095246,1.2880095,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,15339.0,17.9,858.2,0.0,3.0,0.04076,0.0041499999351799,9.8,0.0,3.0,50.0,4.5,9.8,28.8,0.0,0.0,0.0,0.0,2
456r,0.3333172212276458,13.111234768521603,5000.0,0.0166666666666666,,23.58584306536231,43.72019836028031,71.38313847179413,4241.148704994138,4216.078735737498,92.13100270672284,113.41102836370182,44.25910057431293,58.783671747391296,0.5216426671789602,-1.782022830433469,-0.1429269759737526,-0.0582749329230815,0.3882557153701782,2.4047211697905646,-0.0006203751766749,0.0519848101467841,0.0398613518197573,0.4706542105941748,0.0512267961473403,0.2476000596535163,0.1437768325795533,0.3763020484093843,48.25674375579878,0.6862184169925561,318.4709334528395,319.97240333780525,0.4576303982529207,2.971524449553313,1.0,0.0,0.27,0.3462954865095246,1.2880095,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,30812.0,17.9,1723.9,0.0,3.0,0.06161,0.0043700002133846,14.1,0.0,3.0,50.0,5.2,14.1,45.5,0.0,0.0,0.0,0.0,2
457r,0.3130226203585241,13.113193876849378,5000.0,0.0166666666666666,,10.044197788273012,21.67580085179784,39.39775741920256,443.29432616141935,436.8586742756343,52.61785635857857,65.52460227561157,21.841181103066592,31.871594924916263,0.4983199466291969,-1.6111748729273172,-0.3767720772468443,-0.0576165601739921,0.2553062736988067,2.967781228291856,0.0960898919285378,0.0033389772155182,0.0437100213219616,0.0626458856842765,0.0535759856374067,0.1159748821338726,0.1723895735054447,0.1261505920688053,31.055113169703404,0.8064234816870098,319.46636644855056,320.6956394630919,0.6908051611882063,2.4610349723165257,0.0,0.0,0.27,0.3462954865095246,1.3426262,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,5554.0,19.4,286.0,0.0,3.0,0.0409,0.0045699998736381,9.0,0.0,3.0,50.0,4.4,9.0,23.7,0.0,0.0,0.0,0.0,2
458r,0.3727193221470362,13.098372660280717,5000.0,0.0166666666666666,,14.14454390980229,25.61774827214776,41.42388036921752,178.38063484260817,175.97810739612393,52.632180307231,62.49201566869876,31.69855979490436,39.17840981313215,0.4319602320257303,-1.4473293152533948,-0.8187976360020324,-0.1005381451147489,0.1292435526847839,2.333309153261929,0.2074566177094252,0.1015107975207739,0.9930555555555556,0.9830861711469576,0.230717384188922,0.5512772459839895,1.99906730175707,0.0332760235136881,26.83840217980883,0.3681907258549803,326.77189520539554,317.9432166931921,0.3642464021700543,0.4103103369464397,1.0,0.0,0.27,0.3462954865095246,1.2880095,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,4362.0,17.9,244.1,0.0,3.0,0.02487,0.0041499999351799,6.0,0.0,3.0,50.0,4.0,6.0,9.8,0.0,0.0,0.0,0.0,2
535r,349.2048622165113,-41.67626807424521,5000.0,0.0166666666666666,,3.442361632309079,7.752338487178696,15.618919423351462,82.46026443526962,82.60830560075841,20.64865461355322,24.22113854806392,7.800078898400814,9.299899349966443,0.5561242791227415,-1.9247732203330084,0.1266830233483453,-0.043980441294774,0.2186892926692962,3.2839724593015034,0.1231973312617552,0.0113250077169392,0.0150214592274678,0.0268985705634937,0.0482092312690178,0.2004044798937258,0.2249728183921452,0.1508636005786325,7.552214519709155,1.067269129649704,319.85738867529415,319.66837473075384,0.2922774662318348,2.54614170762013,0.0,0.0,0.27,0.3462954865095246,1.396275,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1572.0,21.0,74.8,0.0,3.0,0.02609,0.0020800000056624,12.5,0.0,3.0,50.0,4.9,12.5,27.0,0.0,0.0,0.0,0.0,264
536r,349.16092898205983,-41.6504325150261,5000.0,0.0166666666666666,,4.675282275770055,9.760124423583404,17.329311491786754,23.736377788278894,22.901739499989983,21.462932957984957,23.4535693866876,9.271606191481029,10.413100443628553,0.505309889593233,-1.7118973039029213,-0.2723712149087722,-0.0646969345452054,0.105211317539215,2.844867355597052,0.1507646543017898,0.0423626847247631,0.0446194225721784,0.0428402277380982,0.0454562104265276,0.1840826446395772,0.2798973877762678,0.0310614194489066,7.998415014048873,0.7813836083404423,320.5831528497425,320.2465828085232,0.2861798069015204,1.3447083689123516,1.0,0.0,0.27,0.3462954865095246,1.3630372,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,904.0,20.0,45.2,0.0,3.0,0.01335,0.002199999988079,6.1,0.0,3.0,50.0,3.8,6.1,12.1,0.0,0.0,0.0,0.0,264
537r,349.19635819900094,-41.65555566365359,5000.0,0.0166666666666666,,7.403742581984263,14.532846163368028,24.72391648142307,116.68431174340564,116.89603001561456,32.13081006799224,35.26765997124307,14.498189552050292,15.732452005506223,0.4771327741549993,-1.7696819899414489,-0.3718031489033291,-0.100624350188412,0.1623672991991043,2.6183297866858206,0.1036033162443688,0.0139674081896526,0.0642857142857142,0.0757063260392474,0.0204862592120705,0.1462662447175293,0.1348632208636902,0.0591932194216777,14.480083325740049,0.6201885730966428,319.89107397604295,319.7474884646408,0.1652179817687047,0.9229706877326264,1.0,0.0,0.27,0.3462954865095246,1.4021525,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3384.0,21.2,159.8,0.0,3.0,0.01877,0.0021699999924749,8.7,0.0,3.0,50.0,4.6,8.7,21.4,0.0,0.0,0.0,0.0,264
