GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,Group
538r,349.1888200855622,-41.66349166342892,5000.0,0.0166666666666666,,3.8642529484187738,7.406123491607126,12.311121119037148,112.05704816763289,112.0485602661446,15.82308109575456,16.344282593249538,7.501678143596235,7.735898331487812,0.4694567088611282,-1.7313044891193918,-0.4363952801776767,-0.1028891822150785,0.3247617781162262,2.5161602851757,0.0231752188290522,0.0002969283767955,0.0,0.0,0.0041299145129119,0.0353734000770648,0.2164939949669148,0.2251176587755089,6.957954369027958,0.7225343220123078,319.92768369781174,319.9589238339472,0.0464598431847777,1.4610483489667614,0.0,0.0,0.27,0.3462954865095246,1.3966619,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1433.0,21.0,68.2,0.0,3.0,0.03024,0.0020999999251216,14.4,0.0,3.0,50.0,5.3,14.4,55.5,0.0,0.0,0.0,0.0,264
539r,349.1664548392152,-41.63235042857593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,264
105r,169.9230362880417,-6.524771868815771,5000.0,0.0166666666666666,,15.033622732891947,33.436938168510274,52.16411460286751,133.1210261561869,136.0029734295751,68.21552512110219,80.14506950367391,31.749609530585744,36.56226678933516,0.5077696516617024,-1.097014929505654,-0.6863088781271545,0.0232068799437994,0.0930270478129386,2.701540964479021,-0.0169289207524437,0.0517654037161678,0.1346562721474132,0.5997391901633546,0.089671296473326,0.1511214415572296,0.4267715037354804,0.017671466640457,21.286174129966977,0.8884916824312301,319.652596429516,317.6690511908816,0.3460586140157045,1.155565824047864,1.0,0.0,0.27,0.3462954865095246,1.2492542,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3030.0,16.8,180.2,0.0,3.0,0.0178,0.0038000000640749,4.7,0.0,3.0,50.0,3.4,4.7,7.4,0.0,0.0,0.0,0.0,101
106r,169.91931864072544,-6.499509834398499,5000.0,0.0166666666666666,,5.199118131646944,9.628917868405532,17.53319557141967,211.1109801555578,210.971378826583,22.39681347398771,28.10057548695839,10.643490127853756,14.822444310062677,0.4994232476246348,-1.7007861440521117,-0.309210126429944,-0.0689802588748551,0.3631896078586578,2.639656958742851,0.2041679634818092,0.0316381658772438,0.0065359477124183,0.0554622146280655,0.0862093501653556,0.2597932775239829,0.5898653911353698,0.2564735384072745,12.217793962919286,0.6004030172178756,319.38861535638955,320.90110717947937,0.4895709186649954,2.3963149385953257,0.0,0.0,0.27,0.3462954865095246,1.2506487,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2045.0,16.9,121.4,0.0,3.0,0.0357,0.0041899997740983,8.5,0.0,3.0,50.0,4.1,8.5,40.0,0.0,0.0,0.0,0.0,101
107r,169.91822684521938,-6.517969278190911,5000.0,0.0166666666666666,,4.297718022923927,8.590608954095197,13.891881846817205,97.2912530884577,98.3194265112437,17.59735288982792,23.004939179960843,8.656756712462688,10.764700353114614,0.5078782580453467,-1.5946089107004624,-0.3409386475601135,-0.0458511631224711,0.2844220399856567,2.547615816245226,0.1030910598942747,0.062860770759994,0.0087260034904013,0.0077285494259916,0.1370274709150338,0.1677935490428831,0.2196826359286078,0.1770603428141822,10.22797312694405,0.5156020352920067,320.903282573448,319.2763190085704,0.4747044870925291,2.5961730902867077,2.0,0.0,0.27,0.3462954865095246,1.2492542,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1114.0,16.8,66.3,0.0,3.0,0.04529,0.0039099999703466,11.6,0.0,3.0,50.0,4.6,11.6,35.3,0.0,0.0,0.0,0.0,101
108r,169.9204868429076,-6.494095456091067,5000.0,0.0166666666666666,,5.235176136855406,11.840337052005276,23.96129012002751,344.1206048722897,343.58274298030994,30.87371997399963,38.62082869129357,12.98166795237326,18.00055228665823,0.5292657141046515,-1.9684022221597857,0.0239680247747564,-0.0766348519166053,0.3289751708507538,3.302894497586391,0.0560628346705083,0.0065407581917125,0.005420054200542,0.014662522387127,0.0275449990931237,-0.0679960627219654,0.3685689786752175,0.2292836808444679,15.531224642280694,1.1889636658184013,320.02952064323324,320.10430000542664,0.552552706936423,1.8530878097781995,0.0,0.0,0.27,0.3462954865095246,1.2506487,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,3737.0,16.9,221.8,0.0,3.0,0.03465,0.0042500002309679,8.2,0.0,3.0,50.0,4.0,8.2,25.0,0.0,0.0,0.0,0.0,101
928r,347.4462157217311,-48.5846358012664,5000.0,0.0166666666666666,,3.874825451906829,7.542795116776554,12.335235254199732,98.78908454267189,100.26828106589964,15.72644537394232,18.92397253962576,8.369919718222597,9.654818814372495,0.4789851587289447,-1.7460971718523388,-0.3789781241980527,-0.0955121997458198,0.2923004627227783,2.5144764644935,0.0994714253907543,0.0006789827718926,0.0015723270440251,0.0,0.0166044241659068,0.1938297143845945,0.7550788298430039,0.1899580882170609,7.26225075356823,0.6784489871426018,320.28683310693896,319.8833163894724,0.1189417906330731,1.0411359856059876,0.0,0.0,0.27,0.3462954865095246,1.2463051,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1402.0,16.7,83.8,0.0,3.0,0.03001,0.0023099998943507,13.0,0.0,3.0,50.0,5.2,13.0,46.7,0.0,0.0,0.0,0.0,213
929r,347.4447523923494,-48.55382324944053,5000.0,0.0166666666666666,,5.004634999771392,10.32830925425156,18.30903249808436,207.27849619542692,206.56302060979016,22.76255405901842,27.198053732353653,10.72400556267266,13.277737563767548,0.4835386362653346,-1.7184851522710731,-0.3755735399627395,-0.0871661862629979,0.3140830099582672,2.81646493361894,0.1727948758883591,0.0089060195976638,0.0110420979986197,0.0026298546826491,0.0855812633718396,0.1983493025771163,0.1828401719165424,0.1841470329107114,11.77992595846983,0.8628005420286398,320.0882724952702,320.26758247507456,0.3386268752165908,0.6345796318955322,0.0,0.0,0.27,0.3462954865095246,1.2293817,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3312.0,16.3,203.4,0.0,3.0,0.02044,0.0021200000774115,9.7,0.0,3.0,50.0,4.6,9.7,38.1,0.0,0.0,0.0,0.0,213
930r,347.43570207834244,-48.56292806266755,5000.0,0.0166666666666666,,4.293443868023367,8.599598382188498,14.306955848484035,92.704074108675,92.56836768751428,18.42822757847302,22.7204793104047,8.690527826611216,11.541213480120357,0.4352363777978209,-1.6362310160534088,-0.6716718357757743,-0.1235520972115812,0.2988486289978027,2.6137072377899773,0.1282321057774205,0.0190809198386704,0.0,0.0,0.0265486259710399,0.0831609498764978,0.1977101421663251,0.1728876918605345,10.88187644918708,0.5425847693847207,319.9970379862613,320.2505069204897,0.5468348191977067,3.09762861172038,0.0,0.0,0.27,0.3462954865095246,1.2609919,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1260.0,17.1,73.6,0.0,3.0,0.03428,0.0021599999163299,15.9,0.0,3.0,50.0,5.4,15.9,56.9,0.0,0.0,0.0,0.0,213
931r,347.45751936478905,-48.57098990803305,5000.0,0.0166666666666666,,8.527529388570025,18.868602130937266,33.5232289341903,488.7899128414591,488.0810899042746,41.09242775219531,46.1991162846801,21.84597794020476,23.929466383946888,0.5281462999873733,-1.835849028420346,-0.0734324383672024,-0.0593181779629286,0.2556467354297638,2.972613090590541,0.3143555291662508,0.0497538306613715,0.1337432744043044,0.1469528257159525,0.1014825704600246,0.4353505279846237,0.8938832856381911,0.1350817711790608,17.403579568366165,0.8636527287930237,319.3024915593205,320.9559619774037,0.1486680884050229,0.7010174591444485,0.0,0.0,0.27,0.3462954865095246,1.2857312,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,7999.0,17.8,449.1,0.0,3.0,0.02313,0.0021800000686198,10.6,0.0,3.0,50.0,4.9,10.6,40.3,0.0,0.0,0.0,0.0,213
848r,9.273463692339794,-63.44432813684325,5000.0,0.0166666666666666,,5.028770756829462,13.0008902014987,26.6168158968813,284.9982151086417,284.87791498511314,33.472029353335095,50.5558530415564,13.777857939002851,22.463302454831283,0.6317126738883321,-2.194981717687757,0.6881000661048597,-0.0067069116091494,0.2665840089321136,3.618471312498986,0.1878485716649873,0.0777822720802578,0.0283582089552238,0.1133642060934576,0.033554533490373,0.258638507387408,0.1492325668297984,0.2091578408144038,18.513685037869596,0.7114246568818081,320.51178628784913,319.77593191068314,0.5761543627051177,1.3170571689005344,0.0,0.0,0.27,0.3462954865095246,1.1724796,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,3925.0,14.8,265.0,0.0,3.0,0.02879,0.0023300000466406,12.4,0.0,3.0,50.0,5.5,12.4,39.4,0.0,0.0,0.0,0.0,13
849r,9.23872961712,-63.44048620220708,5000.0,0.0166666666666666,,4.2369557079846345,9.258511222548956,17.30341538673555,607.9936097137044,609.5128594845936,22.337637303068856,29.362620482315112,9.610765445919368,13.7400719492184,0.4923311899832243,-1.9145866534845009,-0.1961520587182805,-0.1057196667509535,0.6012400984764099,3.0553895478937863,0.0393123168725234,0.0049566516042027,0.0,0.0,0.0121495949332751,0.027358952359439,0.1653767185621777,0.6899628657445169,12.728445435595514,1.0050332662913408,319.7266358962886,320.1108405184931,0.5551114629013489,2.136295053583223,0.0,0.0,0.27,0.3462954865095246,1.1724796,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,3529.0,14.8,238.3,0.0,3.0,0.03957,0.0023000000510364,17.2,0.0,3.0,50.0,5.5,17.2,99.4,0.0,0.0,0.0,0.0,13
850r,9.295400900782896,-63.43775771911234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13
851r,9.32490964473175,-63.44026563175538,5000.0,0.0166666666666666,,2.6527863794441973,5.304809781710092,9.141764832334252,99.24307886220264,99.29211207051084,11.62187385777007,11.976739631080251,5.538019382244167,5.686521885952937,0.4827852599351018,-1.7448040125654514,-0.361063782613388,-0.091570350410847,0.4095880687236786,2.686638830264761,0.0443303800196125,0.0610236776653916,0.0,0.0,0.0452257207908798,0.0529875008479742,0.1886440297251345,0.3576536667257172,4.902129339440777,0.9859578136382144,320.29828648613415,319.7295249287926,0.0565618200746288,2.144336961166687,0.0,0.0,0.27,0.3462954865095246,1.1729002,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1021.0,14.8,68.9,0.0,3.0,0.02778,0.0023099998943507,12.0,0.0,3.0,50.0,4.5,12.0,57.2,0.0,0.0,0.0,0.0,13
789r,336.4906216831463,-11.11702181826612,5000.0,0.0166666666666666,,5.423402551774303,11.926429404782729,19.94891999733746,68.02212943068051,67.81705555840445,26.825506527568383,31.697749536666084,11.872406032552473,14.537338800057649,0.4767193921188343,-1.865092438779388,-0.3077299489376539,-0.1142956507926889,0.1628498882055282,2.828237737661693,0.1282205229965653,0.0329274752134017,0.0305010893246187,0.0316383021176597,0.05835947697001,0.1703728192048921,0.1877944665795691,0.0582474792816637,12.111890713516006,0.6946894565151618,332.62109847092177,327.2379091307976,0.3579723891692224,1.169471728270365,0.0,0.0,0.27,0.3462954865095246,1.1656897,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1332.0,14.6,91.0,0.0,3.0,0.03334,0.0056900000199675,5.9,0.0,3.0,50.0,3.7,5.9,9.6,0.0,0.0,0.0,0.0,203
790r,336.5158098767427,-11.11914344733093,5000.0,0.0166666666666666,,2.5251423587970128,5.486513071083659,10.185296678634035,408.8695684920372,409.4021003913748,12.833499926791765,14.744607733698889,5.849011702966548,6.696882279536636,0.5198316274505942,-1.870885002112513,-0.090310137655587,-0.0724197041175511,0.7402657866477966,3.028439082698045,0.0254864989539282,-0.0031562394606385,0.0,0.0,0.019110867440684,-0.0253579881701637,0.1488181055468413,1.1739987486541668,5.919966137930678,1.3837698942003256,321.90147194013645,319.20292820110296,0.2961397258220908,1.3859469058772265,0.0,0.0,0.27,0.3462954865095246,1.1656897,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1637.0,14.6,111.8,0.0,3.0,0.05651,0.0057000000961124,9.9,0.0,3.0,50.0,4.1,9.9,46.5,0.0,0.0,0.0,0.0,203
791r,336.5308357516936,-11.129621101219136,5000.0,0.0166666666666666,,4.562553730565977,8.456732152469995,13.827028462961458,172.00190800255632,172.85298141171387,17.038824865979073,21.56194650829296,8.725288666449643,11.00292242308844,0.4454585235860879,-1.609200473690298,-0.6398043799814883,-0.1096749274927244,0.3830246925354004,2.407604324552717,0.1350588916151293,0.0523536672291574,0.0253164556962025,0.0,0.067894976282839,0.1746421479894087,0.2686710048614773,0.2968255053053242,10.049058465695603,0.5419033014497319,319.945619123966,320.0706581243361,0.4394790091897905,2.57333975559006,0.0,0.0,0.27,0.3462954865095246,1.2062845,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1347.0,15.7,85.9,0.0,3.0,0.05369,0.0054500000551342,9.8,0.0,3.0,50.0,4.6,9.8,39.0,0.0,0.0,0.0,0.0,203
792r,336.4881374053199,-11.142231564380175,5000.0,0.0166666666666666,,2.6089636515470342,5.017021635260405,8.958651064341907,80.01782676852403,79.96438355480117,11.311445317118892,11.480258234040456,5.168614266429032,5.278694009145275,0.5036716154860269,-1.7215141884122194,-0.2738161707744986,-0.0676555728581319,0.3736998438835144,2.6788729642229905,0.0842184213548669,0.0635007106074321,0.002680965147453,0.0,0.0122327775690889,0.108443804501547,0.2329950555394025,0.3623190568939142,4.465851804730979,0.9626152898888088,319.9579303226891,319.89586646686826,0.1230273435258331,2.4835715339228805,0.0,0.0,0.27,0.3462954865095246,1.2741909,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,669.0,17.5,38.2,0.0,3.0,0.04633,0.0053400001488626,8.7,0.0,3.0,50.0,4.1,8.7,27.6,0.0,0.0,0.0,0.0,203
287r,149.93472449548582,13.70871957368179,5000.0,0.0166666666666666,,4.522227341210801,12.837434600561537,28.02825056208737,793.5462048987348,819.3391502529364,33.845818800132506,55.67040753240212,14.710706731353095,19.81230505025712,0.6030568257815724,-2.336594882003756,0.6443915408473861,-0.0547604310747655,0.3270446956157684,3.961217999391764,0.0216502977185653,-0.0098312870620585,0.0685733976567884,0.0254199425238447,0.0395138905887594,-0.0120553612370859,0.3475142974937604,0.3432038974637987,16.27164637399259,1.8861835315179352,319.9949336910936,319.9959222502044,0.4894235173507649,1.3094777785618947,1.0,0.0,0.27,0.3462954865095246,1.257448,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,7169.0,17.0,420.8,0.0,3.0,0.04465,0.0048799999058246,9.1,0.0,3.0,50.0,4.1,9.1,20.7,0.0,0.0,0.0,0.0,244
288r,149.9036679042402,13.711294355029027,5000.0,0.0166666666666666,,4.156624767580583,8.532469154404174,16.246641290829224,154.23336264817135,153.41444829218648,20.75498779323704,27.920782354553182,8.677076400783966,13.52745248860766,0.4951113199436367,-1.7058631532128103,-0.3270358011025207,-0.0739547715523803,0.3676570951938629,2.960113853695546,0.086465632417069,0.0287126929708546,0.0179640718562874,0.0,0.0579538808978596,0.0972987156651396,0.1934142903227242,0.3233727639510878,12.427971970356335,0.6603050534400279,321.2087987421861,319.0585898750014,0.7185150584542689,2.4763262259125622,0.0,0.0,0.27,0.3462954865095246,1.2551278,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1217.0,17.0,71.7,0.0,3.0,0.05629,0.0046999999321997,12.0,0.0,3.0,50.0,4.6,12.0,42.4,0.0,0.0,0.0,0.0,244
289r,149.9116405124784,13.71033499335558,5000.0,0.0166666666666666,,5.390690125169406,10.742999973159677,18.823292986876982,93.3399487713954,93.443459134058,24.03203643162856,34.37882647872015,11.038074301202188,16.280616910807737,0.4914107910892127,-1.4591935224599024,-0.5162954730436846,-0.0433312164436058,0.218356966972351,2.715256171425656,0.2024463412065941,0.0481183854750748,0.0277777777777777,0.1191866114780668,0.2073357109156591,0.2419569341851417,0.280845172772019,0.1096782298439052,14.10371915484344,0.5400273038094157,321.1134068935545,319.1974836789922,0.6023941040416129,2.69834028889491,0.0,0.0,0.27,0.3462954865095246,1.2551278,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1395.0,17.0,82.2,0.0,3.0,0.03807,0.0047699999995529,8.0,0.0,3.0,50.0,4.0,8.0,20.3,0.0,0.0,0.0,0.0,244
290r,149.9049879222649,13.69516329811332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,244
177r,352.55924599690337,-44.17709784730659,5000.0,0.0166666666666666,,2.1651736680300315,4.127469795415669,7.441260888992747,24.23127655211769,25.020959037011032,9.3731096519693,11.784677147658082,4.748796392586862,5.827771648007216,0.5156235852524382,-1.6762287806261806,-0.2460367080264873,-0.0495284511071252,0.2402358949184417,2.6807689716910774,0.0883410693578031,0.0619962279642,0.0,0.0,0.0490477371736759,0.2529352702083476,0.5037562168019001,0.1774857823329511,3.1544968869745382,1.3577807475247434,319.8980580516715,319.77309618800905,0.0989249378931521,0.8420826036181442,0.0,0.0,0.27,0.3462954865095246,1.2971659,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,580.0,18.1,32.0,0.0,3.0,0.01543,0.0021800000686198,7.1,0.0,3.0,50.0,3.9,7.1,22.3,0.0,0.0,0.0,0.0,216
178r,352.5629084074064,-44.18906453382549,5000.0,0.0166666666666666,,3.9658628353584575,7.22866028925628,11.859819391461484,63.82483673127789,63.85808660402793,15.004168765657742,17.55125630478235,7.4362128811540815,8.55768279809245,0.465765805755691,-1.3572318836014017,-0.713897566173558,-0.0545470841224607,0.2634981572628021,2.3787019295078675,0.1979275897994323,0.0091613303822558,0.5,0.9436165355053966,0.0672450615999745,0.2171053909847143,0.2892646728374618,0.1377552375743009,7.96493540861678,0.6700386240083221,315.5214768776986,316.36913084832054,0.3446920407340952,0.4219383416712877,0.0,0.0,0.27,0.3462954865095246,1.3305397,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1116.0,19.1,58.5,0.0,3.0,0.02384,0.0021100000012665,11.3,0.0,3.0,50.0,4.3,11.3,39.8,0.0,0.0,0.0,0.0,216
179r,352.5292585886297,-44.19669522663937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,216
180r,352.5343296244003,-44.205653410310326,5000.0,0.0166666666666666,,5.488230436548786,10.826374583682345,17.479478832575648,169.64014242066838,169.59852315952375,22.8130197446174,24.85470036687993,10.904117259143888,12.13208894148803,0.4420135093093079,-1.7614719099212814,-0.5513330953434776,-0.1342512212628433,0.2914746701717376,2.5154807080277304,0.1702945508873934,0.0047947940266672,0.0019102196752626,0.0,0.0095272231812649,0.2511446218530725,0.2366229569328902,0.1659784579651171,11.070196826800776,0.5580469811258011,319.8031575575053,320.1758049239912,0.1904677407009797,2.796876103419557,0.0,0.0,0.27,0.3462954865095246,1.3476458,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2249.0,19.6,114.9,0.0,3.0,0.03948,0.0021399999968707,18.5,0.0,3.0,50.0,5.9,18.5,56.2,0.0,0.0,0.0,0.0,216
323r,4.225082286694097,-51.08500231215741,5000.0,0.0166666666666666,,4.947001839202091,11.473653820381728,23.25146742462468,157.26704085907255,161.2392635932851,30.20669252403173,41.140617153408165,13.725906832992171,18.21464729359661,0.5830085753462719,-1.830496215413727,0.1944263252457583,-0.0042604843496989,0.2062390446662902,3.360541475234234,0.1877728360555663,0.0205493114530268,0.0755131964809384,0.0346659296982681,0.0644019845226555,0.2995640521009245,0.5355139262903962,0.1226252162383817,14.61437247637596,1.333085570290447,320.8826819024232,334.0781855058739,0.6284034086449212,2.082769714839864,0.0,0.0,0.27,0.3462954865095246,1.1626971,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,4065.0,14.6,279.1,0.0,3.0,0.01534,0.0018400000408291,8.3,0.0,3.0,50.0,4.1,8.3,20.4,0.0,0.0,0.0,0.0,227
324r,4.248867743506221,-51.03892305484627,5000.0,0.0166666666666666,,3.9455677351392566,9.38258891082553,16.629670226664974,162.69069469245514,163.11592066337232,20.94777671292076,23.272332309501348,10.602669609527402,12.38875689897442,0.5121755471677467,-2.004407251873772,-0.0356768159711293,-0.0985588163143851,0.2900790274143219,3.123870667870116,0.1437015284597634,0.0104187508175766,0.0028708133971291,0.0,0.0034328602114448,0.4315314220905145,0.4535629681929602,0.1575087997073679,8.941920721833556,1.0988832463665452,320.1287380473751,320.13200036955175,0.1038466298009115,1.4044214750157875,1.0,0.0,0.27,0.3462954865095246,1.1605918,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3395.0,14.5,233.9,0.0,3.0,0.01609,0.0018599999602884,8.7,0.0,3.0,50.0,4.2,8.7,31.6,0.0,0.0,0.0,0.0,227
