Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
832,832,333,194.7516223998564,18.59827272731495,SER,0.377395089486831,343.7565,0.0026,344.5595,0.0025,17.0032,0.1430,17.6665,0.0048,3.9950,0.0253,0.8422,0.0013,77.0549,0.2685,343.7565,0.0026,344.5595,0.0025,16.3687,0.0929,16.5893,0.0031,4.4322,0.0166,0.8422,0.0013,77.0549,0.2685,343.7565,0.0026,344.5595,0.0025,15.7633,0.0922,16.1539,0.0031,4.8493,0.0181,0.8422,0.0013,77.0549,0.2685,343.7565,0.0026,344.5595,0.0025,15.1079,0.1436,15.8968,0.0048,5.3009,0.0288,0.8422,0.0013,77.0549,0.2685
833,833,3448,19.59596158545431,15.31061688829307,SER,0.274123816950969,344.0044,0.0051,344.1542,0.0078,11.8290,0.0829,18.1574,0.0046,2.5786,0.0237,0.4589,0.0014,28.1419,0.1333,344.0044,0.0051,344.1542,0.0078,11.2764,0.0541,17.4663,0.0031,2.8414,0.0167,0.4589,0.0014,28.1419,0.1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0044,0.0051,344.1542,0.0078,10.1784,0.1227,16.9556,0.0071,3.3636,0.0444,0.4589,0.0014,28.1419,0.1333
834,834,2227,176.4380016495149,28.10539580689224,SER,0.51518954679765,345.0073,0.0030,343.9026,0.0027,9.3352,0.1409,17.7483,0.0066,6.8000,0.0805,0.6046,0.0014,-85.8447,0.1357,345.0073,0.0030,343.9026,0.0027,8.9378,0.0805,16.9016,0.0040,6.2727,0.0462,0.6046,0.0014,-85.8447,0.1357,345.0073,0.0030,343.9026,0.0027,8.5586,0.0470,16.6015,0.0025,5.7697,0.0263,0.6046,0.0014,-85.8447,0.1357,345.0073,0.0030,343.9026,0.0027,8.1481,0.0831,16.3931,0.0048,5.2251,0.0460,0.6046,0.0014,-85.8447,0.1357
836,836,5190,182.5027057645808,28.82898857078079,SER,0.447410446496744,344.6301,0.0024,343.8651,0.0017,7.7548,0.0227,18.1124,0.0022,1.9572,0.0101,0.4767,0.0005,-66.4149,0.0542,344.6301,0.0024,343.8651,0.0017,7.3541,0.0138,17.1808,0.0012,2.1970,0.0061,0.4767,0.0005,-66.4149,0.0542,344.6301,0.0024,343.8651,0.0017,6.9718,0.0135,16.7616,0.0012,2.4258,0.0068,0.4767,0.0005,-66.4149,0.0542,344.6301,0.0024,343.8651,0.0017,6.5579,0.0225,16.4928,0.0021,2.6734,0.0115,0.4767,0.0005,-66.4149,0.0542
837,837,2604,235.6647330720793,6.778954188378755,SER,0.89386413685207,344.2508,0.0021,344.4152,0.0017,22.3262,0.1350,16.7516,0.0031,4.8599,0.0203,0.6684,0.0007,-53.5721,0.0818,344.2508,0.0021,344.4152,0.0017,20.8317,0.0841,15.8598,0.0022,4.7061,0.0128,0.6684,0.0007,-53.5721,0.0818,344.2508,0.0021,344.4152,0.0017,19.4057,0.0707,15.5282,0.0021,4.5594,0.0112,0.6684,0.0007,-53.5721,0.0818,344.2508,0.0021,344.4152,0.0017,17.8622,0.1103,15.3100,0.0033,4.4006,0.0174,0.6684,0.0007,-53.5721,0.0818
838,838,3627,171.3397146399253,8.136641952195106,SER,0.970713453529096,115.7300,0.0016,114.9417,0.0017,9.2491,0.0628,16.9649,0.0032,5.3706,0.0299,0.8525,0.0011,35.5891,0.2366,115.7300,0.0016,114.9417,0.0017,8.9317,0.0402,16.1004,0.0022,5.1657,0.0190,0.8525,0.0011,35.5891,0.2366,115.7300,0.0016,114.9417,0.0017,8.6289,0.0273,15.7617,0.0017,4.9702,0.0130,0.8525,0.0011,35.5891,0.2366,115.7300,0.0016,114.9417,0.0017,8.3011,0.0357,15.5239,0.0021,4.7586,0.0178,0.8525,0.0011,35.5891,0.2366
840,840,4044,125.3248763509365,17.01947045927978,SER,0.457281967772796,344.5134,0.0049,343.9359,0.0065,15.8114,0.0962,17.9737,0.0046,1.6976,0.0142,0.5906,0.0015,15.3255,0.1534,344.5134,0.0049,343.9359,0.0065,16.6673,0.0905,17.2064,0.0036,2.7817,0.0138,0.5906,0.0015,15.3255,0.1534,344.5134,0.0049,343.9359,0.0065,17.4839,0.1578,16.7769,0.0051,3.8160,0.0247,0.5906,0.0015,15.3255,0.1534,344.5134,0.0049,343.9359,0.0065,18.3679,0.2500,16.5602,0.0067,4.9356,0.0393,0.5906,0.0015,15.3255,0.1534
841,841,5774,150.3096441799343,24.83923357416234,SER,1.0048133163965,115.0347,0.0054,114.7690,0.0047,21.9682,0.0285,17.3322,0.0012,0.9091,0.0026,0.2036,0.0002,-49.2098,0.0125,115.0347,0.0054,114.7690,0.0047,21.0369,0.0197,16.3929,0.0008,1.0403,0.0017,0.2036,0.0002,-49.2098,0.0125,115.0347,0.0054,114.7690,0.0047,20.1482,0.0200,15.9234,0.0009,1.1656,0.0019,0.2036,0.0002,-49.2098,0.0125,115.0347,0.0054,114.7690,0.0047,19.1863,0.0295,15.6391,0.0011,1.3011,0.0029,0.2036,0.0002,-49.2098,0.0125
842,842,4822,176.420373359398,22.62706194934703,SER,0.415413894163623,344.2625,0.0027,343.4368,0.0018,9.3685,0.0295,18.2424,0.0023,1.9292,0.0091,0.4460,0.0004,-66.4759,0.0422,344.2625,0.0027,343.4368,0.0018,9.4375,0.0181,17.1954,0.0013,2.0494,0.0054,0.4460,0.0004,-66.4759,0.0422,344.2625,0.0027,343.4368,0.0018,9.5033,0.0164,16.7396,0.0011,2.1640,0.0046,0.4460,0.0004,-66.4759,0.0422,344.2625,0.0027,343.4368,0.0018,9.5746,0.0266,16.5190,0.0018,2.2881,0.0077,0.4460,0.0004,-66.4759,0.0422
843,843,1033,179.2267385124767,23.09388241885225,EXP,0.419626926858761,344.0617,0.0076,343.4593,0.0064,11.8754,0.0233,18.1533,0.0021,0.6969,0.0032,0.8042,0.0009,-57.5202,0.2425,344.0617,0.0076,343.4593,0.0064,11.7148,0.0142,17.5779,0.0014,0.8750,0.0020,0.8042,0.0009,-57.5202,0.2425,344.0617,0.0076,343.4593,0.0064,11.5616,0.0197,17.3005,0.0016,1.0449,0.0029,0.8042,0.0009,-57.5202,0.2425,344.0617,0.0076,343.4593,0.0064,11.3957,0.0339,17.1496,0.0027,1.2288,0.0050,0.8042,0.0009,-57.5202,0.2425
844,844,5979,33.45413879579417,-8.023161223364609,SER,0.421382796045207,343.3697,0.0010,343.9966,0.0012,10.5266,0.0492,18.2141,0.0025,4.3483,0.0197,0.5990,0.0006,39.9777,0.0562,343.3697,0.0010,343.9966,0.0012,9.8415,0.0296,17.1182,0.0015,4.5661,0.0118,0.5990,0.0006,39.9777,0.0562,343.3697,0.0010,343.9966,0.0012,9.1879,0.0267,16.7188,0.0015,4.7738,0.0123,0.5990,0.0006,39.9777,0.0562,343.3697,0.0010,343.9966,0.0012,8.4803,0.0447,16.4690,0.0026,4.9987,0.0209,0.5990,0.0006,39.9777,0.0562
845,845,13377,138.7482020239743,-0.2146922497913269,SER,0.928744408606391,114.7857,0.0017,114.7234,0.0011,5.4018,0.0117,18.7204,0.0013,2.9721,0.0143,0.2807,0.0006,-63.5186,0.0336,114.7857,0.0017,114.7234,0.0011,5.2598,0.0074,17.5632,0.0009,3.3493,0.0092,0.2807,0.0006,-63.5186,0.0336,114.7857,0.0017,114.7234,0.0011,5.1243,0.0122,17.0831,0.0017,3.7092,0.0151,0.2807,0.0006,-63.5186,0.0336,114.7857,0.0017,114.7234,0.0011,4.9776,0.0209,16.7862,0.0022,4.0988,0.0258,0.2807,0.0006,-63.5186,0.0336
