Group,Gal,ID,ra,dec,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
148,3,4953,208.8462058638437,6.548350787055839,0.446551704494198,625.5034,0.0069,552.1278,0.0066,11.8172,0.0339,18.5121,0.0025,1.0565,0.0061,0.4268,0.0007,46.4898,0.0830,625.5034,0.0069,552.1278,0.0066,11.0061,0.0211,18.0255,0.0019,1.2857,0.0041,0.4268,0.0007,46.4898,0.0830,625.5034,0.0069,552.1278,0.0066,10.2321,0.0297,17.8555,0.0024,1.5044,0.0069,0.4268,0.0007,46.4898,0.0830,625.5034,0.0069,552.1278,0.0066,9.3943,0.0507,17.7475,0.0042,1.7412,0.0117,0.4268,0.0007,46.4898,0.0830
149,3,4093,210.4624352454958,-3.189836695762009,0.398986595617903,496.3020,0.0046,359.7526,0.0019,11.9133,0.0127,17.9209,0.0010,0.7445,0.0027,0.3042,0.0002,73.0455,0.0211,496.3020,0.0046,359.7526,0.0019,11.7183,0.0081,17.2742,0.0007,0.8824,0.0017,0.3042,0.0002,73.0455,0.0211,496.3020,0.0046,359.7526,0.0019,11.5322,0.0100,16.9886,0.0007,1.0140,0.0021,0.3042,0.0002,73.0455,0.0211,496.3020,0.0046,359.7526,0.0019,11.3307,0.0166,16.7812,0.0012,1.1565,0.0036,0.3042,0.0002,73.0455,0.0211
149,4,4205,210.466954744732,-3.205265815364832,0.398986595617903,796.2416,0.0093,786.9741,0.0080,12.2701,0.0186,18.3867,0.0017,0.5354,0.0024,0.8368,0.0009,64.8941,0.2866,796.2416,0.0093,786.9741,0.0080,11.7738,0.0135,17.7603,0.0013,0.6923,0.0016,0.8368,0.0009,64.8941,0.2866,796.2416,0.0093,786.9741,0.0080,11.3001,0.0186,17.4767,0.0021,0.8420,0.0026,0.8368,0.0009,64.8941,0.2866,796.2416,0.0093,786.9741,0.0080,10.7874,0.0296,17.3287,0.0025,1.0041,0.0045,0.8368,0.0009,64.8941,0.2866
149,1,3434,210.4362564194164,-3.156001730929726,0.398986595617903,553.3170,0.0152,567.0185,0.0070,16.2183,0.0371,18.4584,0.0021,0.8112,0.0038,0.3935,0.0005,-74.3634,0.0645,553.3170,0.0152,567.0185,0.0070,15.9435,0.0277,18.1672,0.0019,0.8915,0.0024,0.3935,0.0005,-74.3634,0.0645,553.3170,0.0152,567.0185,0.0070,15.6813,0.0425,18.0660,0.0027,0.9680,0.0042,0.3935,0.0005,-74.3634,0.0645,553.3170,0.0152,567.0185,0.0070,15.3975,0.0687,17.9897,0.0043,1.0509,0.0071,0.3935,0.0005,-74.3634,0.0645
149,2,3677,210.4450919949291,-3.174171328079091,0.398986595617903,917.7476,0.0017,1037.0726,0.0051,27.7953,0.0214,17.0018,0.0007,0.7855,0.0014,0.2641,0.0001,-10.7628,0.0097,917.7476,0.0017,1037.0726,0.0051,25.5089,0.0143,16.2154,0.0005,0.9659,0.0009,0.2641,0.0001,-10.7628,0.0097,917.7476,0.0017,1037.0726,0.0051,23.3273,0.0145,15.8537,0.0005,1.1380,0.0011,0.2641,0.0001,-10.7628,0.0097,917.7476,0.0017,1037.0726,0.0051,20.9657,0.0220,15.6029,0.0008,1.3243,0.0017,0.2641,0.0001,-10.7628,0.0097
152,3,407,211.2030494512003,24.18118515912951,0.505685862476134,792.4393,0.0053,819.8257,0.0028,12.7522,0.0277,17.6925,0.0016,1.6562,0.0059,0.3229,0.0004,63.1345,0.0410,792.4393,0.0053,819.8257,0.0028,12.1248,0.0232,17.1089,0.0015,1.9251,0.0055,0.3229,0.0004,63.1345,0.0410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.4393,0.0053,819.8257,0.0028,10.8782,0.0551,16.7005,0.0032,2.4595,0.0148,0.3229,0.0004,63.1345,0.0410
152,2,113,211.1886959504434,24.19283421747403,0.505685862476134,612.9165,0.0015,658.8990,0.0019,8.7069,0.0113,16.8908,0.0009,1.8665,0.0041,0.6938,0.0005,37.4367,0.0703,612.9165,0.0015,658.8990,0.0019,9.0386,0.0106,16.0626,0.0008,2.4092,0.0037,0.6938,0.0005,37.4367,0.0703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.9165,0.0015,658.8990,0.0019,9.6976,0.0281,15.4272,0.0016,3.4876,0.0100,0.6938,0.0005,37.4367,0.0703
152,1,5125,211.1789376181356,24.18595482555581,0.505685862476134,430.9273,0.0143,538.5401,0.0091,12284.1890,2055.5018,15.3185,0.0752,*17.6385*,*0.4182*,0.2501,0.0008,-84.6665,0.0853,430.9273,0.0143,538.5401,0.0091,11096.3611,1559.9009,14.7932,0.0633,*16.7152*,*0.3191*,0.2501,0.0008,-84.6665,0.0853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.9273,0.0143,538.5401,0.0091,8736.1528,1937.4098,14.4447,0.1106,*14.8807*,*0.4954*,0.2501,0.0008,-84.6665,0.0853
152,4,662,211.2175401345374,24.17235869590111,0.505685862476134,914.9497,0.0325,725.3247,0.0368,8.8920,0.1263,20.0708,0.0120,1.0590,0.0258,0.8753,0.0059,28.5950,2.8647,914.9497,0.0325,725.3247,0.0368,8.5569,0.1718,19.7906,0.0168,1.5445,0.0472,0.8753,0.0059,28.5950,2.8647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.9497,0.0325,725.3247,0.0368,7.8909,0.4764,19.7124,0.0407,2.5092,0.1429,0.8753,0.0059,28.5950,2.8647
154,4,2540,212.8613665823259,-29.63580712305456,0.446973294645973,578.6253,0.0024,355.4516,0.0024,20.1399,0.0735,16.6687,0.0032,1.6663,0.0063,0.6756,0.0005,42.8016,0.0847,578.6253,0.0024,355.4516,0.0024,20.8407,0.0316,15.7786,0.0012,2.2016,0.0025,0.6756,0.0005,42.8016,0.0847,578.6253,0.0024,355.4516,0.0024,21.5093,0.0538,15.4009,0.0019,2.7123,0.0041,0.6756,0.0005,42.8016,0.0847,578.6253,0.0024,355.4516,0.0024,22.2330,0.1080,15.1344,0.0034,3.2652,0.0086,0.6756,0.0005,42.8016,0.0847
154,2,2273,212.852047584767,-29.65098627284609,0.446973294645973,578.3592,0.0055,875.2743,0.0083,30.4758,0.0279,15.9842,0.0010,0.6370,0.0014,0.6445,0.0002,-11.5220,0.0374,578.3592,0.0055,875.2743,0.0083,30.5356,0.0124,15.3718,0.0004,0.8391,0.0005,0.6445,0.0002,-11.5220,0.0374,578.3592,0.0055,875.2743,0.0083,30.5926,0.0238,15.1261,0.0008,1.0320,0.0011,0.6445,0.0002,-11.5220,0.0374,578.3592,0.0055,875.2743,0.0083,30.6544,0.0460,14.9532,0.0016,1.2407,0.0022,0.6445,0.0002,-11.5220,0.0374
154,1,1762,212.8342709724443,-29.63712962986024,0.446973294645973,901.6337,0.0070,861.5599,0.0079,6.5798,0.0211,18.7497,0.0034,0.6195,0.0068,0.8699,0.0014,28.8197,0.5207,901.6337,0.0070,861.5599,0.0079,6.6801,0.0095,18.3164,0.0014,0.6424,0.0024,0.8699,0.0014,28.8197,0.5207,901.6337,0.0070,861.5599,0.0079,6.7758,0.0167,18.1652,0.0034,0.6642,0.0045,0.8699,0.0014,28.8197,0.5207,901.6337,0.0070,861.5599,0.0079,6.8795,0.0325,18.0339,0.0052,0.6879,0.0097,0.8699,0.0014,28.8197,0.5207
154,3,2541,212.8613899081116,-29.67362339446398,0.446973294645973,702.7667,0.0072,650.9118,0.0091,37.2475,0.1792,16.7231,0.0038,1.8012,0.0080,0.5073,0.0005,38.8834,0.0647,702.7667,0.0072,650.9118,0.0091,37.6565,0.0729,16.2845,0.0015,1.9201,0.0032,0.5073,0.0005,38.8834,0.0647,702.7667,0.0072,650.9118,0.0091,38.0468,0.1443,16.1213,0.0030,2.0336,0.0061,0.5073,0.0005,38.8834,0.0647,702.7667,0.0072,650.9118,0.0091,38.4692,0.2878,16.0043,0.0061,2.1564,0.0124,0.5073,0.0005,38.8834,0.0647
155,1,1824,213.2155820397195,23.33220155204234,0.477075388864364,704.4992,0.0032,771.6159,0.0047,4.2899,0.0060,18.5498,0.0013,0.9843,0.0073,0.4832,0.0010,-11.7061,0.1097,704.4992,0.0032,771.6159,0.0047,4.3174,0.0056,18.3206,0.0015,1.0135,0.0063,0.4832,0.0010,-11.7061,0.1097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.4992,0.0032,771.6159,0.0047,4.3722,0.0134,18.2095,0.0031,1.0713,0.0159,0.4832,0.0010,-11.7061,0.1097
155,4,2213,213.2378299669402,23.31804334397334,0.477075388864364,660.3235,0.0095,755.6017,0.0088,3.0806,0.0243,19.7027,0.0057,2.6303,0.0772,0.6417,0.0063,85.3808,0.6767,660.3235,0.0095,755.6017,0.0088,3.3407,0.0330,19.4886,0.0074,2.8249,0.0806,0.6417,0.0063,85.3808,0.6767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.3235,0.0095,755.6017,0.0088,3.8575,0.0965,19.3499,0.0182,3.2117,0.2300,0.6417,0.0063,85.3808,0.6767
155,2,2007,213.2258035175576,23.3377822835228,0.477075388864364,834.6242,0.0108,697.9309,0.0114,21.9795,0.0470,17.9115,0.0018,1.0247,0.0038,0.2316,0.0003,-43.2712,0.0310,834.6242,0.0108,697.9309,0.0114,21.8630,0.0448,17.4676,0.0019,1.2175,0.0037,0.2316,0.0003,-43.2712,0.0310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.6242,0.0108,697.9309,0.0114,21.6315,0.1141,17.1794,0.0040,1.6005,0.0099,0.2316,0.0003,-43.2712,0.0310
155,3,2073,213.2293041745812,23.33653703430425,0.477075388864364,553.8595,0.0045,503.5196,0.0036,7.7469,0.0144,17.8461,0.0015,1.2775,0.0047,0.7065,0.0010,58.0473,0.1587,553.8595,0.0045,503.5196,0.0036,7.3299,0.0100,17.2319,0.0011,1.2979,0.0032,0.7065,0.0010,58.0473,0.1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.8595,0.0045,503.5196,0.0036,6.5013,0.0181,16.8356,0.0021,1.3384,0.0070,0.7065,0.0010,58.0473,0.1587
157,4,3233,215.5173209036256,28.86660178776914,0.394419047445767,754.9829,0.0180,724.7296,0.0217,38.6656,0.1088,16.9344,0.0024,1.1438,0.0039,0.8155,0.0011,-29.1689,0.3042,754.9829,0.0180,724.7296,0.0217,39.5695,0.1229,16.3812,0.0027,1.4042,0.0043,0.8155,0.0011,-29.1689,0.3042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.9829,0.0180,724.7296,0.0217,41.3657,0.3400,16.0341,0.0065,1.9216,0.0124,0.8155,0.0011,-29.1689,0.3042
157,3,2974,215.5025057406916,28.863960761391,0.394419047445767,724.4846,0.0216,653.0438,0.0196,33.9885,0.0455,17.7094,0.0013,0.5933,0.0026,*0.0928*,*0.0002*,47.8626,0.0120,724.4846,0.0216,653.0438,0.0196,33.3049,0.0534,17.3098,0.0018,0.7854,0.0029,*0.0928*,*0.0002*,47.8626,0.0120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.4846,0.0216,653.0438,0.0196,31.9467,0.1446,17.0100,0.0037,1.1672,0.0088,*0.0928*,*0.0002*,47.8626,0.0120
157,1,2929,215.4999678224083,28.86918226815317,0.394419047445767,546.3278,0.0039,689.0239,0.0036,3.0160,0.0070,18.5475,0.0015,1.4094,0.0158,0.7354,0.0023,84.1999,0.3527,546.3278,0.0039,689.0239,0.0036,3.1694,0.0071,18.3691,0.0022,1.5521,0.0150,0.7354,0.0023,84.1999,0.3527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.3278,0.0039,689.0239,0.0036,3.4741,0.0204,18.1774,0.0048,1.8356,0.0394,0.7354,0.0023,84.1999,0.3527
158,3,525,216.5487054032538,29.71449333721601,0.450125524772851,599.7594,0.0028,337.4924,0.0047,21.8810,0.0152,16.2533,0.0006,0.9217,0.0012,0.5116,0.0002,-8.5678,0.0272,599.7594,0.0028,337.4924,0.0047,22.1395,0.0193,15.5064,0.0008,1.4243,0.0016,0.5116,0.0002,-8.5678,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.7594,0.0028,337.4924,0.0047,22.6532,0.0534,14.9247,0.0016,2.4230,0.0048,0.5116,0.0002,-8.5678,0.0272
158,2,473,216.5451448858078,29.74552186279333,0.450125524772851,810.1305,0.0069,773.6271,0.0093,15.5424,0.0299,17.1345,0.0016,1.3008,0.0032,0.7622,0.0006,-11.3660,0.1659,810.1305,0.0069,773.6271,0.0093,15.9139,0.0251,16.6295,0.0015,1.3041,0.0024,0.7622,0.0006,-11.3660,0.1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.1305,0.0069,773.6271,0.0093,16.6519,0.0617,16.2740,0.0032,1.3106,0.0056,0.7622,0.0006,-11.3660,0.1659
158,4,610,216.5532729623645,29.69492654057706,0.450125524772851,654.3783,0.0190,605.8638,0.0239,21.0914,0.0796,17.9985,0.0034,0.9711,0.0052,0.7796,0.0014,35.0414,0.4099,654.3783,0.0190,605.8638,0.0239,21.0699,0.0713,17.4236,0.0034,1.0706,0.0044,0.7796,0.0014,35.0414,0.4099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.3783,0.0190,605.8638,0.0239,21.0271,0.1617,16.9964,0.0066,1.2683,0.0109,0.7796,0.0014,35.0414,0.4099
158,1,328,216.5356359016363,29.72669130498612,0.450125524772851,696.7065,0.0266,1032.4515,0.0326,16.0137,0.0810,18.0881,0.0049,0.8479,0.0068,0.8070,0.0020,-20.7128,0.6738,696.7065,0.0266,1032.4515,0.0326,16.0509,0.0639,17.5306,0.0040,0.9501,0.0049,0.8070,0.0020,-20.7128,0.6738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.7065,0.0266,1032.4515,0.0326,16.1247,0.1368,17.1801,0.0073,1.1530,0.0120,0.8070,0.0020,-20.7128,0.6738
160,3,553,219.7153122101575,9.046957064626492,0.642772114763251,598.7460,0.0018,735.1161,0.0018,6.3725,0.0078,16.9286,0.0008,1.9063,0.0042,0.9858,0.0006,-9.6115,1.6527,598.7460,0.0018,735.1161,0.0018,6.0887,0.0053,16.3358,0.0006,1.8237,0.0026,0.9858,0.0006,-9.6115,1.6527,598.7460,0.0018,735.1161,0.0018,5.8179,0.0055,16.1054,0.0007,1.7448,0.0025,0.9858,0.0006,-9.6115,1.6527,598.7460,0.0018,735.1161,0.0018,5.5247,0.0083,15.9550,0.0011,1.6594,0.0041,0.9858,0.0006,-9.6115,1.6527
160,1,35,219.6912603223076,9.04091980277455,0.642772114763251,925.5664,0.0045,652.3549,0.0038,5.8455,0.0386,18.0732,0.0033,4.0641,0.0308,0.5556,0.0018,-80.1167,0.1544,925.5664,0.0045,652.3549,0.0038,6.6603,0.0303,17.5254,0.0025,3.9393,0.0202,0.5556,0.0018,-80.1167,0.1544,925.5664,0.0045,652.3549,0.0038,7.4377,0.0499,17.3457,0.0035,3.8201,0.0223,0.5556,0.0018,-80.1167,0.1544,925.5664,0.0045,652.3549,0.0038,8.2793,0.0808,17.1026,0.0053,3.6912,0.0355,0.5556,0.0018,-80.1167,0.1544
160,2,159,219.6972295133376,9.03095727003908,0.642772114763251,853.1140,0.0020,509.1393,0.0023,5.5472,0.0260,17.0368,0.0031,*19.9999*,*0.1958*,0.4946,0.0012,82.7472,0.0949,853.1140,0.0020,509.1393,0.0023,3.7181,0.0173,16.2070,0.0025,*16.3193*,*0.1283*,0.4946,0.0012,82.7472,0.0949,853.1140,0.0020,509.1393,0.0023,1.9728,0.0092,16.0450,0.0033,*12.8075*,*0.1493*,0.4946,0.0012,82.7472,0.0949,853.1140,0.0020,509.1393,0.0023,*0.0836*,*0.0031*,16.1919,0.0080,9.0060,0.2409,0.4946,0.0012,82.7472,0.0949
160,4,900,219.7307285148444,9.055148947980484,0.642772114763251,389.8720,0.0039,847.7355,0.0032,10.9904,0.0097,17.1043,0.0008,0.8044,0.0018,0.7846,0.0004,50.8575,0.1137,389.8720,0.0039,847.7355,0.0032,10.9386,0.0075,16.7188,0.0008,0.8917,0.0010,0.7846,0.0004,50.8575,0.1137,389.8720,0.0039,847.7355,0.0032,10.8892,0.0112,16.5177,0.0010,0.9749,0.0017,0.7846,0.0004,50.8575,0.1137,389.8720,0.0039,847.7355,0.0032,10.8357,0.0178,16.4707,0.0016,1.0650,0.0030,0.7846,0.0004,50.8575,0.1137
164,3,287,226.2740593596376,8.71686874945827,0.54058022616801,890.0229,0.0028,476.8564,0.0026,14.6275,0.0111,16.3560,0.0006,1.3321,0.0015,0.9434,0.0004,72.4224,0.2989,890.0229,0.0028,476.8564,0.0026,14.4870,0.0072,15.8105,0.0005,1.4363,0.0010,0.9434,0.0004,72.4224,0.2989,890.0229,0.0028,476.8564,0.0026,14.3530,0.0095,15.5944,0.0008,1.5358,0.0013,0.9434,0.0004,72.4224,0.2989,890.0229,0.0028,476.8564,0.0026,14.2079,0.0157,15.4040,0.0008,1.6434,0.0021,0.9434,0.0004,72.4224,0.2989
164,4,611,226.2860016960066,8.741545801688666,0.54058022616801,706.4758,0.0038,784.6589,0.0068,16.1659,0.0733,18.5224,0.0035,1.6920,0.0142,0.2598,0.0007,-28.3747,0.0562,706.4758,0.0038,784.6589,0.0068,14.7061,0.0485,17.7645,0.0023,2.4875,0.0111,0.2598,0.0007,-28.3747,0.0562,706.4758,0.0038,784.6589,0.0068,13.3132,0.0598,17.3289,0.0030,3.2466,0.0192,0.2598,0.0007,-28.3747,0.0562,706.4758,0.0038,784.6589,0.0068,11.8054,0.0972,17.2024,0.0041,4.0682,0.0315,0.2598,0.0007,-28.3747,0.0562
164,2,211,226.2709126721782,8.731861193811778,0.54058022616801,663.6917,0.0029,578.6430,0.0021,7.1944,0.0090,17.7450,0.0010,1.2850,0.0039,0.5807,0.0006,76.6066,0.0622,663.6917,0.0029,578.6430,0.0021,6.9613,0.0061,17.1190,0.0008,1.4255,0.0027,0.5807,0.0006,76.6066,0.0622,663.6917,0.0029,578.6430,0.0021,6.7388,0.0070,16.8405,0.0010,1.5595,0.0035,0.5807,0.0006,76.6066,0.0622,663.6917,0.0029,578.6430,0.0021,6.4980,0.0110,16.6670,0.0011,1.7046,0.0055,0.5807,0.0006,76.6066,0.0622
164,1,5684,226.257393613647,8.709469189893905,0.54058022616801,501.4397,0.0068,917.7250,0.0089,8.3617,0.0138,18.6234,0.0016,0.3971,0.0039,0.5306,0.0006,-8.1347,0.1098,501.4397,0.0068,917.7250,0.0089,8.3642,0.0113,18.3153,0.0018,0.4699,0.0026,0.5306,0.0006,-8.1347,0.1098,501.4397,0.0068,917.7250,0.0089,8.3665,0.0153,18.1223,0.0023,0.5392,0.0042,0.5306,0.0006,-8.1347,0.1098,501.4397,0.0068,917.7250,0.0089,8.3691,0.0230,18.1039,0.0027,0.6144,0.0071,0.5306,0.0006,-8.1347,0.1098
165,4,3660,226.9098608436222,28.81407667194163,0.458650508919444,375.9112,0.0032,412.6294,0.0038,9.3550,0.0122,17.5219,0.0011,1.1517,0.0030,0.7880,0.0007,-16.9371,0.1470,375.9112,0.0032,412.6294,0.0038,8.9532,0.0093,16.7420,0.0009,1.3759,0.0023,0.7880,0.0007,-16.9371,0.1470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.9112,0.0032,412.6294,0.0038,8.1548,0.0217,16.1808,0.0019,1.8214,0.0064,0.7880,0.0007,-16.9371,0.1470
165,2,3020,226.877785520467,28.84735139818016,0.458650508919444,1012.3591,0.0249,870.4575,0.0076,19.6879,0.0481,18.2965,0.0024,0.5895,0.0048,0.1634,0.0005,73.1729,0.0361,1012.3591,0.0249,870.4575,0.0076,19.2629,0.0500,17.7877,0.0026,0.8892,0.0049,0.1634,0.0005,73.1729,0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.3591,0.0249,870.4575,0.0076,18.4184,0.1342,17.4768,0.0054,1.4847,0.0151,0.1634,0.0005,73.1729,0.0361
165,1,2657,226.8570453536956,28.84742332859366,0.458650508919444,761.5251,0.0044,869.7444,0.0040,*0.0276*,*0.0185*,17.9606,0.1055,3.1005,0.2799,0.5944,0.0057,16.8830,0.5809,761.5251,0.0044,869.7444,0.0040,*0.4676*,*0.0136*,17.6576,0.0012,4.0112,0.1696,0.5944,0.0057,16.8830,0.5809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.5251,0.0044,869.7444,0.0040,1.3420,0.0114,17.3132,0.0039,5.8207,0.1634,0.5944,0.0057,16.8830,0.5809
165,3,3275,226.8911971335406,28.82778694790616,0.458650508919444,600.2262,0.0190,600.3701,0.0139,*0.3176*,*0.0820*,19.5767,0.0061,3.3192,1.0659,0.4691,0.0721,-22.4346,3.9520,600.2262,0.0190,600.3701,0.0139,*0.2536*,*0.0991*,19.9172,0.0126,3.3589,1.6247,0.4691,0.0721,-22.4346,3.9520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.2262,0.0190,600.3701,0.0139,*0.1264*,*0.2330*,20.4623,0.0660,3.4377,4.2624,0.4691,0.0721,-22.4346,3.9520
168,3,4331,228.1697898704123,26.57489943229878,0.462696057480563,410.1721,0.0088,787.6019,0.0065,13.6200,0.0411,18.1675,0.0025,1.2970,0.0056,0.6686,0.0010,-54.6630,0.1735,410.1721,0.0088,787.6019,0.0065,13.0952,0.0357,17.7411,0.0024,1.3789,0.0050,0.6686,0.0010,-54.6630,0.1735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.1721,0.0088,787.6019,0.0065,12.0524,0.0960,17.5221,0.0066,1.5415,0.0146,0.6686,0.0010,-54.6630,0.1735
168,1,3930,228.146769499315,26.561050495425,0.462696057480563,808.3120,0.0050,731.7448,0.0152,23.0896,0.0443,17.7756,0.0015,1.1080,0.0033,0.1943,0.0003,-18.4461,0.0229,808.3120,0.0050,731.7448,0.0152,24.3621,0.0484,17.4185,0.0018,1.1616,0.0031,0.1943,0.0003,-18.4461,0.0229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.3120,0.0050,731.7448,0.0152,26.8907,0.1383,17.1241,0.0044,1.2681,0.0087,0.1943,0.0003,-18.4461,0.0229
168,4,4649,228.187522824389,26.58034235816466,0.462696057480563,627.6507,0.0079,712.5800,0.0037,14.4850,0.0290,17.7945,0.0015,1.3760,0.0040,0.3335,0.0004,-65.6995,0.0413,627.6507,0.0079,712.5800,0.0037,14.3798,0.0291,17.5559,0.0017,1.3788,0.0038,0.3335,0.0004,-65.6995,0.0413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.6507,0.0079,712.5800,0.0037,14.1707,0.0806,17.4411,0.0048,1.3842,0.0105,0.3335,0.0004,-65.6995,0.0413
168,2,4071,228.1551079683782,26.57635339860423,0.462696057480563,911.1864,0.0013,522.3654,0.0017,0.6293,0.0764,16.0723,0.0749,0.2703,0.1570,*0.0807*,*0.0049*,31.6771,0.2749,911.1864,0.0013,522.3654,0.0017,*0.4393*,*0.0594*,16.2920,0.0188,1.1963,0.3280,*0.0807*,*0.0049*,31.6771,0.2749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.1864,0.0013,522.3654,0.0017,*0.0617*,*0.0282*,16.4611,0.0798,3.0363,0.6721,*0.0807*,*0.0049*,31.6771,0.2749
171,1,4233,230.9219656491059,2.666691082692337,0.538540068564265,498.4952,0.0036,737.6125,0.0032,11.1392,0.1639,17.8612,0.0065,6.8773,0.0782,0.6971,0.0022,74.7025,0.2593,498.4952,0.0036,737.6125,0.0032,9.6354,0.0949,17.2399,0.0048,6.3003,0.0472,0.6971,0.0022,74.7025,0.2593,498.4952,0.0036,737.6125,0.0032,8.2006,0.0612,16.8743,0.0041,5.7497,0.0392,0.6971,0.0022,74.7025,0.2593,498.4952,0.0036,737.6125,0.0032,6.6474,0.1051,16.7479,0.0071,5.1537,0.0642,0.6971,0.0022,74.7025,0.2593
171,3,5294,230.9601570421855,2.672556271922697,0.538540068564265,754.6625,0.0032,706.1363,0.0023,13.4541,0.0185,16.3192,0.0009,2.1125,0.0033,0.6161,0.0004,66.9860,0.0499,754.6625,0.0032,706.1363,0.0023,13.8775,0.0118,15.8968,0.0007,1.9715,0.0021,0.6161,0.0004,66.9860,0.0499,754.6625,0.0032,706.1363,0.0023,14.2815,0.0171,15.7066,0.0010,1.8370,0.0024,0.6161,0.0004,66.9860,0.0499,754.6625,0.0032,706.1363,0.0023,14.7188,0.0289,15.4991,0.0016,1.6914,0.0039,0.6161,0.0004,66.9860,0.0499
171,2,4743,230.9415084439488,2.67026416322864,0.538540068564265,1022.7628,0.0041,657.2732,0.0022,34.3820,0.0236,15.8978,0.0006,1.2023,0.0012,0.3655,0.0001,62.4219,0.0127,1022.7628,0.0041,657.2732,0.0022,31.7543,0.0149,15.1602,0.0004,1.4562,0.0008,0.3655,0.0001,62.4219,0.0127,1022.7628,0.0041,657.2732,0.0022,29.2472,0.0196,14.8312,0.0006,1.6983,0.0013,0.3655,0.0001,62.4219,0.0127,1022.7628,0.0041,657.2732,0.0022,26.5332,0.0329,14.5976,0.0009,1.9605,0.0022,0.3655,0.0001,62.4219,0.0127
171,4,5344,230.961707942046,2.665967989545834,0.538540068564265,477.5055,0.0031,646.8416,0.0029,6.6138,0.0167,17.6849,0.0016,2.1561,0.0084,0.8768,0.0011,-64.7945,0.3668,477.5055,0.0031,646.8416,0.0029,7.0061,0.0155,17.1782,0.0016,2.3761,0.0066,0.8768,0.0011,-64.7945,0.3668,477.5055,0.0031,646.8416,0.0029,7.3804,0.0272,16.8052,0.0024,2.5860,0.0107,0.8768,0.0011,-64.7945,0.3668,477.5055,0.0031,646.8416,0.0029,7.7856,0.0433,16.6646,0.0035,2.8133,0.0171,0.8768,0.0011,-64.7945,0.3668
