Group,Gal,ID,ra,dec,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
226,2,2352,359.8578399801947,-20.38666635424384,0.723729372507253,492.1637,0.0074,559.9428,0.0071,9.6997,0.0145,18.0661,0.0013,0.3991,0.0040,0.2711,0.0006,-45.5539,0.0512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.1637,0.0074,559.9428,0.0071,8.9186,0.0183,17.6245,0.0018,0.6345,0.0053,0.2711,0.0006,-45.5539,0.0512,492.1637,0.0074,559.9428,0.0071,8.5057,0.0283,17.5513,0.0039,0.7589,0.0085,0.2711,0.0006,-45.5539,0.0512
227,1,8862,4.225187674543504,-51.08605817611758,1.43773722829804,922.4827,0.0012,356.1126,0.0024,22.8158,0.0348,17.5485,0.0011,1.8359,0.0034,0.3519,0.0001,26.5182,0.0155,922.4827,0.0012,356.1126,0.0024,19.8757,0.0194,16.8920,0.0009,1.9608,0.0020,0.3519,0.0001,26.5182,0.0155,922.4827,0.0012,356.1126,0.0024,17.0704,0.0132,16.6719,0.0005,2.0800,0.0019,0.3519,0.0001,26.5182,0.0155,922.4827,0.0012,356.1126,0.0024,14.0337,0.0247,16.5265,0.0011,2.2091,0.0032,0.3519,0.0001,26.5182,0.0155
227,2,9286,4.235561687625344,-51.06916144689757,1.43773722829804,717.5573,0.0014,989.0311,0.0016,11.2654,0.0218,17.5850,0.0013,2.0755,0.0049,0.7783,0.0004,4.8222,0.0710,717.5573,0.0014,989.0311,0.0016,11.9861,0.0137,16.8247,0.0009,2.3390,0.0029,0.7783,0.0004,4.8222,0.0710,717.5573,0.0014,989.0311,0.0016,12.6737,0.0153,16.4231,0.0007,2.5904,0.0028,0.7783,0.0004,4.8222,0.0710,717.5573,0.0014,989.0311,0.0016,13.4180,0.0253,16.2016,0.0012,2.8625,0.0048,0.7783,0.0004,4.8222,0.0710
227,4,10709,4.267116172257374,-51.06510107078663,1.43773722829804,410.2247,0.0021,900.2455,0.0021,4.3382,0.0055,18.5534,0.0009,1.1485,0.0041,0.9715,0.0007,-86.2881,1.1482,410.2247,0.0021,900.2455,0.0021,4.5924,0.0037,18.1297,0.0009,1.2560,0.0027,0.9715,0.0007,-86.2881,1.1482,410.2247,0.0021,900.2455,0.0021,4.8350,0.0046,17.8277,0.0006,1.3586,0.0030,0.9715,0.0007,-86.2881,1.1482,410.2247,0.0021,900.2455,0.0021,5.0976,0.0075,17.7359,0.0012,1.4696,0.0047,0.9715,0.0007,-86.2881,1.1482
227,3,9850,4.248883098900224,-51.038932954875,1.43773722829804,559.7432,0.0047,629.8393,0.0058,12.6493,0.0216,18.4275,0.0015,0.8445,0.0029,0.7812,0.0006,-25.4521,0.1481,559.7432,0.0047,629.8393,0.0058,12.5754,0.0143,17.8663,0.0014,0.9678,0.0018,0.7812,0.0006,-25.4521,0.1481,559.7432,0.0047,629.8393,0.0058,12.5050,0.0165,17.5956,0.0010,1.0854,0.0022,0.7812,0.0006,-25.4521,0.1481,559.7432,0.0047,629.8393,0.0058,12.4287,0.0264,17.4779,0.0018,1.2127,0.0036,0.7812,0.0006,-25.4521,0.1481
227,5,11434,4.28443846200191,-51.0454105148111,1.43773722829804,832.4022,0.0012,573.7801,0.0009,13.4065,0.0041,16.4062,0.0002,0.8196,0.0007,0.6355,0.0001,-73.8841,0.0139,832.4022,0.0012,573.7801,0.0009,13.2350,0.0028,15.8118,0.0003,0.9621,0.0004,0.6355,0.0001,-73.8841,0.0139,832.4022,0.0012,573.7801,0.0009,13.0715,0.0030,15.5648,0.0001,1.0980,0.0004,0.6355,0.0001,-73.8841,0.0139,832.4022,0.0012,573.7801,0.0009,12.8945,0.0045,15.3645,0.0003,1.2451,0.0007,0.6355,0.0001,-73.8841,0.0139
237,2,10508,71.4588201391717,-62.3993036328353,2.38426286965533,287.2950,0.0032,688.5343,0.0014,24.8330,0.0087,15.1470,0.0004,0.8212,0.0008,0.3528,0.0001,67.4598,0.0072,287.2950,0.0032,688.5343,0.0014,23.7608,0.0060,14.3530,0.0002,0.8848,0.0005,0.3528,0.0001,67.4598,0.0072,287.2950,0.0032,688.5343,0.0014,22.7379,0.0061,14.0525,0.0004,0.9455,0.0006,0.3528,0.0001,67.4598,0.0072,287.2950,0.0032,688.5343,0.0014,21.6305,0.0090,13.7526,0.0003,1.0112,0.0009,0.3528,0.0001,67.4598,0.0072
237,1,10388,71.45481386898662,-62.41776569133625,2.38426286965533,388.8102,0.0045,777.5300,0.0025,19.3114,0.0074,15.6979,0.0005,0.6274,0.0008,0.5380,0.0001,-69.6576,0.0196,388.8102,0.0045,777.5300,0.0025,19.6289,0.0047,14.9868,0.0003,0.7050,0.0006,0.5380,0.0001,-69.6576,0.0196,388.8102,0.0045,777.5300,0.0025,19.9318,0.0065,14.7023,0.0006,0.7790,0.0007,0.5380,0.0001,-69.6576,0.0196,388.8102,0.0045,777.5300,0.0025,20.2598,0.0110,14.4408,0.0005,0.8592,0.0011,0.5380,0.0001,-69.6576,0.0196
237,5,14014,71.57139410468248,-62.40412860209302,2.38426286965533,1004.3740,0.0070,752.9259,0.0066,2.9991,0.1262,18.0506,0.0179,*19.9656*,*0.6951*,0.6484,0.0042,-83.5103,0.5413,1004.3740,0.0070,752.9259,0.0066,17.4122,1.4644,17.6761,0.0254,*17.4334*,*0.5626*,0.6484,0.0042,-83.5103,0.5413,1004.3740,0.0070,752.9259,0.0066,31.1644,2.7809,17.7774,0.0281,*15.0172*,*0.5285*,0.6484,0.0042,-83.5103,0.5413,1004.3740,0.0070,752.9259,0.0066,46.0510,4.2073,18.1666,0.0330,*12.4018*,*0.6110*,0.6484,0.0042,-83.5103,0.5413
237,3,11775,71.50284145323981,-62.40237746487297,2.38426286965533,1018.7680,0.0025,505.3248,0.0022,6.6428,0.0386,17.6632,0.0026,5.2923,0.0424,0.5190,0.0018,65.8308,0.1237,1018.7680,0.0025,505.3248,0.0022,4.5479,0.0255,17.0460,0.0020,8.3910,0.0628,0.5190,0.0018,65.8308,0.1237,1018.7680,0.0025,505.3248,0.0022,2.5491,0.0134,16.5702,0.0023,*11.3475*,*0.1051*,0.5190,0.0018,65.8308,0.1237,1018.7680,0.0025,505.3248,0.0022,*0.3853*,*0.0054*,16.7074,0.0019,*14.5480*,*0.1558*,0.5190,0.0018,65.8308,0.1237
237,4,13527,71.5550729964343,-62.39761875646517,2.38426286965533,724.1657,0.0074,711.4042,0.0025,18.8404,0.0231,17.0493,0.0011,0.9043,0.0025,0.2314,0.0002,-88.7803,0.0178,724.1657,0.0074,711.4042,0.0025,17.7078,0.0149,16.3067,0.0008,1.1039,0.0016,0.2314,0.0002,-88.7803,0.0178,724.1657,0.0074,711.4042,0.0025,16.6271,0.0182,16.0670,0.0012,1.2943,0.0024,0.2314,0.0002,-88.7803,0.0178,724.1657,0.0074,711.4042,0.0025,15.4573,0.0301,15.8017,0.0013,1.5004,0.0041,0.2314,0.0002,-88.7803,0.0178
238,5,5685,75.33889945831166,-18.1922300746974,0.77731920992908,900.4820,0.0011,486.6038,0.0018,11.0324,0.0059,16.8972,0.0005,0.8585,0.0013,0.5569,0.0001,-26.2568,0.0217,900.4820,0.0011,486.6038,0.0018,10.5479,0.0037,16.1685,0.0003,1.0783,0.0008,0.5569,0.0001,-26.2568,0.0217,900.4820,0.0011,486.6038,0.0018,10.0857,0.0046,15.8358,0.0004,1.2881,0.0011,0.5569,0.0001,-26.2568,0.0217,900.4820,0.0011,486.6038,0.0018,9.5853,0.0078,15.6530,0.0006,1.5151,0.0019,0.5569,0.0001,-26.2568,0.0217
238,1,4431,75.3005347833669,-18.20421725302867,0.77731920992908,825.3427,0.0301,922.9547,0.0561,14.6048,0.0899,19.6807,0.0056,0.4948,0.0100,0.4973,0.0022,-25.7310,0.2935,825.3427,0.0301,922.9547,0.0561,14.8854,0.0756,19.5456,0.0057,0.5201,0.0068,0.4973,0.0022,-25.7310,0.2935,825.3427,0.0301,922.9547,0.0561,15.1531,0.1185,19.5005,0.0091,0.5443,0.0123,0.4973,0.0022,-25.7310,0.2935,825.3427,0.0301,922.9547,0.0561,15.4429,0.1864,19.4261,0.0168,0.5704,0.0208,0.4973,0.0022,-25.7310,0.2935
238,3,4830,75.31334202937589,-18.18218176815008,0.77731920992908,733.4539,0.0005,789.3526,0.0005,*0.0208*,*0.0087*,15.0135,0.0621,2.0712,0.0860,0.6989,0.0024,83.1417,0.3341,733.4539,0.0005,789.3526,0.0005,*0.3012*,*0.0054*,15.2349,0.0002,1.4370,0.0532,0.6989,0.0024,83.1417,0.3341,733.4539,0.0005,789.3526,0.0005,0.5689,0.0038,15.4862,0.0004,0.8320,0.0280,0.6989,0.0024,83.1417,0.3341,733.4539,0.0005,789.3526,0.0005,0.8586,0.0056,15.5758,0.0004,0.1770,0.0333,0.6989,0.0024,83.1417,0.3341
238,4,5202,75.32485364141,-18.19691168821875,0.77731920992908,400.5960,0.0017,650.2770,0.0017,5.9110,0.0061,17.3857,0.0008,1.4373,0.0029,0.9482,0.0006,47.4908,0.4431,400.5960,0.0017,650.2770,0.0017,6.0061,0.0033,16.8777,0.0005,1.4503,0.0019,0.9482,0.0006,47.4908,0.4431,400.5960,0.0017,650.2770,0.0017,6.0969,0.0047,16.6752,0.0007,1.4627,0.0023,0.9482,0.0006,47.4908,0.4431,400.5960,0.0017,650.2770,0.0017,6.1951,0.0087,16.5618,0.0012,1.4761,0.0038,0.9482,0.0006,47.4908,0.4431
238,2,4613,75.30641092536658,-18.17264336454641,0.77731920992908,583.2899,0.0065,587.1467,0.0050,26.4556,0.0926,17.4018,0.0026,1.9600,0.0069,0.4705,0.0005,51.9203,0.0564,583.2899,0.0065,587.1467,0.0050,26.0291,0.0504,16.9834,0.0015,2.0751,0.0037,0.4705,0.0005,51.9203,0.0564,583.2899,0.0065,587.1467,0.0050,25.6221,0.0809,16.8084,0.0024,2.1850,0.0060,0.4705,0.0005,51.9203,0.0564,583.2899,0.0065,587.1467,0.0050,25.1816,0.1470,16.7517,0.0044,2.3039,0.0109,0.4705,0.0005,51.9203,0.0564
239,1,3839,80.69087398055728,-31.96297781056928,0.795132367186874,599.6729,0.0000,933.4373,0.0000,409.2633,0.4826,17.4633,0.0003,*19.9998*,*0.0050*,0.8166,0.0001,86.7958,0.0004,599.6729,0.0000,933.4373,0.0000,287.3956,0.3336,16.8766,0.0004,*17.1073*,*0.0047*,0.8166,0.0001,86.7958,0.0004,599.6729,0.0000,933.4373,0.0000,171.1166,0.1923,16.7289,0.0004,*14.3474*,*0.0045*,0.8166,0.0001,86.7958,0.0004,599.6729,0.0000,933.4373,0.0000,45.2450,0.0499,17.0031,0.0004,*11.3599*,*0.0043*,0.8166,0.0001,86.7958,0.0004
239,4,4716,80.71385578854218,-31.9327584234879,0.795132367186874,660.7993,0.0000,788.6673,0.0000,7.9445,0.0002,18.9081,0.0000,0.6424,0.0000,0.3365,0.0000,-12.7100,0.0000,660.7993,0.0000,788.6673,0.0000,7.6952,0.0001,18.7039,0.0000,0.7352,0.0000,0.3365,0.0000,-12.7100,0.0000,660.7993,0.0000,788.6673,0.0000,7.4573,0.0002,18.6673,0.0000,0.8239,0.0001,0.3365,0.0000,-12.7100,0.0000,660.7993,0.0000,788.6673,0.0000,7.1999,0.0004,18.6150,0.0001,0.9198,0.0001,0.3365,0.0000,-12.7100,0.0000
239,2,4414,80.70572925651862,-31.95731224588252,0.795132367186874,592.3120,0.0000,619.6659,0.0000,*0.0166*,*4.8015*,*47.5116*,*0.0211*,5.7381,0.0617,0.6864,0.0014,81.0735,0.1683,592.3120,0.0000,619.6659,0.0000,101.9851,1.5036,16.5657,0.0044,7.2692,0.0338,0.6864,0.0014,81.0735,0.1683,592.3120,0.0000,619.6659,0.0000,199.2774,4.1071,15.9077,0.0060,8.7300,0.0395,0.6864,0.0014,81.0735,0.1683,592.3120,0.0000,619.6659,0.0000,304.5961,8.4022,15.6568,0.0005,*10.3113*,*0.0726*,0.6864,0.0014,81.0735,0.1683
239,5,4775,80.71528053522701,-31.95512138356261,0.795132367186874,703.0877,0.0039,589.6082,0.0035,5.9506,0.0147,18.7618,0.0022,1.5581,0.0064,0.6443,0.0013,48.8563,0.1572,703.0877,0.0039,589.6082,0.0035,5.8482,0.0109,18.6887,0.0020,1.3479,0.0051,0.6443,0.0013,48.8563,0.1572,703.0877,0.0039,589.6082,0.0035,5.7505,0.0179,23.0068,0.1045,1.1474,0.0074,0.6443,0.0013,48.8563,0.1572,703.0877,0.0039,589.6082,0.0035,5.6447,0.0293,18.7201,0.0063,0.9304,0.0115,0.6443,0.0013,48.8563,0.1572
239,3,4548,80.70934884146577,-31.94282519415542,0.795132367186874,876.2704,0.0021,511.8388,0.0026,11.4949,0.0096,17.4366,0.0007,0.9665,0.0016,0.6680,0.0003,-40.3131,0.0496,876.2704,0.0021,511.8388,0.0026,11.4976,0.0061,16.9465,0.0005,1.1264,0.0009,0.6680,0.0003,-40.3131,0.0496,876.2704,0.0021,511.8388,0.0026,11.5001,0.0097,16.7314,0.0007,1.2790,0.0015,0.6680,0.0003,-40.3131,0.0496,876.2704,0.0021,511.8388,0.0026,11.5028,0.0166,16.5833,0.0012,1.4442,0.0027,0.6680,0.0003,-40.3131,0.0496
241,5,3708,142.0325901872984,26.49247322565904,0.46788070326282,504.6726,0.0032,499.7900,0.0039,12.3355,0.0086,16.6752,0.0009,0.7074,0.0014,0.7994,0.0004,-24.2427,0.0862,504.6726,0.0032,499.7900,0.0039,12.2410,0.0060,16.1923,0.0007,0.7943,0.0008,0.7994,0.0004,-24.2427,0.0862,504.6726,0.0032,499.7900,0.0039,12.1509,0.0110,16.0537,0.0013,0.8773,0.0017,0.7994,0.0004,-24.2427,0.0862,504.6726,0.0032,499.7900,0.0039,12.0534,0.0187,16.6591,0.0639,0.9671,0.0031,0.7994,0.0004,-24.2427,0.0862
241,4,3579,142.0258532476654,26.49376774981699,0.46788070326282,775.5758,0.0048,825.1686,0.0164,35.1681,0.0514,17.1581,0.0016,0.7818,0.0026,0.1349,0.0001,16.1028,0.0101,775.5758,0.0048,825.1686,0.0164,33.3905,0.0310,16.7296,0.0012,0.8608,0.0013,0.1349,0.0001,16.1028,0.0101,775.5758,0.0048,825.1686,0.0164,31.6945,0.0513,16.5855,0.0020,0.9362,0.0026,0.1349,0.0001,16.1028,0.0101,775.5758,0.0048,825.1686,0.0164,29.8586,0.0896,17.0065,0.0727,1.0178,0.0048,0.1349,0.0001,16.1028,0.0101
241,3,3301,142.0104928324367,26.5160031019195,0.46788070326282,802.2517,0.0048,771.2455,0.0067,10.7376,0.0179,17.9750,0.0023,0.6865,0.0032,0.6919,0.0006,7.3653,0.1172,802.2517,0.0048,771.2455,0.0067,10.2447,0.0104,17.3728,0.0016,0.8888,0.0016,0.6919,0.0006,7.3653,0.1172,802.2517,0.0048,771.2455,0.0067,9.7744,0.0173,17.0478,0.0024,1.0818,0.0032,0.6919,0.0006,7.3653,0.1172,802.2517,0.0048,771.2455,0.0067,9.2653,0.0307,17.5076,0.0993,1.2908,0.0060,0.6919,0.0006,7.3653,0.1172
241,1,3262,142.008353507385,26.51216933579245,0.46788070326282,587.2282,0.0095,518.2861,0.0069,10.9260,0.0587,18.6110,0.0043,1.7248,0.0141,0.2904,0.0010,-54.3254,0.0779,587.2282,0.0095,518.2861,0.0069,10.9227,0.0359,18.2333,0.0032,1.6381,0.0078,0.2904,0.0010,-54.3254,0.0779,587.2282,0.0095,518.2861,0.0069,10.9195,0.0713,18.1229,0.0065,1.5554,0.0154,0.2904,0.0010,-54.3254,0.0779,587.2282,0.0095,518.2861,0.0069,10.9160,0.1250,18.7945,0.1839,1.4658,0.0277,0.2904,0.0010,-54.3254,0.0779
243,1,2432,146.8651784053754,30.38608495681799,0.419125438394406,757.4865,0.0158,480.2267,0.0181,23.5124,0.0478,17.4975,0.0018,0.7670,0.0027,0.6038,0.0008,40.6547,0.1237,757.4865,0.0158,480.2267,0.0181,22.8068,0.0619,17.2595,0.0028,0.8760,0.0035,0.6038,0.0008,40.6547,0.1237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.4865,0.0158,480.2267,0.0181,21.4048,0.1781,17.1845,0.0081,1.0925,0.0107,0.6038,0.0008,40.6547,0.1237
243,4,2868,146.8886484385735,30.4338800116357,0.419125438394406,668.8932,0.0055,608.0704,0.0140,37.5708,0.0307,16.4676,0.0007,0.8124,0.0011,0.3645,0.0002,21.3376,0.0208,668.8932,0.0055,608.0704,0.0140,36.8293,0.0333,16.1338,0.0009,0.8343,0.0011,0.3645,0.0002,21.3376,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.8932,0.0055,608.0704,0.0140,35.3560,0.0899,15.9627,0.0026,0.8777,0.0034,0.3645,0.0002,21.3376,0.0208
243,2,2613,146.8749693372368,30.38880616977882,0.419125438394406,544.1808,0.0197,806.5317,0.0273,30.2237,0.0627,17.8814,0.0018,0.7235,0.0031,0.2933,0.0004,35.9072,0.0443,544.1808,0.0197,806.5317,0.0273,30.1704,0.0716,17.4215,0.0024,0.7683,0.0031,0.2933,0.0004,35.9072,0.0443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.1808,0.0197,806.5317,0.0273,30.0645,0.1969,17.1461,0.0068,0.8573,0.0095,0.2933,0.0004,35.9072,0.0443
243,3,2762,146.8826141204588,30.39818456029343,0.419125438394406,875.1185,0.0313,441.9069,0.0332,12.7299,0.1193,19.2353,0.0076,1.2369,0.0169,0.9666,0.0049,12.6108,7.0315,875.1185,0.0313,441.9069,0.0332,11.5343,0.1242,19.1673,0.0097,1.2846,0.0193,0.9666,0.0049,12.6108,7.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.1185,0.0313,441.9069,0.0332,9.1587,0.3483,19.3309,0.0338,1.3793,0.0594,0.9666,0.0049,12.6108,7.0315
243,5,2943,146.8930822145775,30.41259558598308,0.419125438394406,596.9073,0.0022,1098.5753,0.0024,7.5126,0.0145,17.4494,0.0013,2.4418,0.0083,0.9806,0.0011,-71.5813,1.9279,596.9073,0.0022,1098.5753,0.0024,6.8705,0.0101,16.7521,0.0010,2.6938,0.0059,0.9806,0.0011,-71.5813,1.9279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.9073,0.0022,1098.5753,0.0024,5.5947,0.0242,16.2854,0.0027,3.1945,0.0154,0.9806,0.0011,-71.5813,1.9279
246,5,1629,178.4763396909785,21.24988013158093,0.7077754867995,642.0706,0.0022,584.7239,0.0016,13.9964,0.0104,15.6839,0.0005,1.6901,0.0016,0.6696,0.0002,-86.2179,0.0319,642.0706,0.0022,584.7239,0.0016,15.3478,0.0064,15.0804,0.0004,1.7715,0.0011,0.6696,0.0002,-86.2179,0.0319,642.0706,0.0022,584.7239,0.0016,16.6372,0.0091,14.8122,0.0005,1.8492,0.0012,0.6696,0.0002,-86.2179,0.0319,642.0706,0.0022,584.7239,0.0016,18.0330,0.0157,14.5770,0.0006,1.9333,0.0018,0.6696,0.0002,-86.2179,0.0319
246,2,906,178.4391983038034,21.22057342786695,0.7077754867995,1050.1386,0.0073,407.2918,0.0056,6.4797,0.0288,18.3851,0.0035,1.0941,0.0109,0.7346,0.0017,56.1795,0.3083,1050.1386,0.0073,407.2918,0.0056,6.5885,0.0185,17.8862,0.0024,1.1259,0.0065,0.7346,0.0017,56.1795,0.3083,1050.1386,0.0073,407.2918,0.0056,6.6923,0.0221,17.5742,0.0023,1.1563,0.0074,0.7346,0.0017,56.1795,0.3083,1050.1386,0.0073,407.2918,0.0056,6.8047,0.0363,17.4268,0.0044,1.1891,0.0127,0.7346,0.0017,56.1795,0.3083
246,1,638,178.4259384473139,21.20632738256356,0.7077754867995,452.8652,0.0022,851.5244,0.0020,*0.0662*,*0.0047*,16.7956,0.0128,*11.4342*,*0.4270*,0.6866,0.0035,27.7397,0.3656,452.8652,0.0022,851.5244,0.0020,*0.0758*,*0.0028*,16.0145,0.0070,*13.2413*,*0.2581*,0.6866,0.0035,27.7397,0.3656,452.8652,0.0022,851.5244,0.0020,*0.0849*,*0.0029*,15.7557,0.0070,*14.9654*,*0.2932*,0.6866,0.0035,27.7397,0.3656,452.8652,0.0022,851.5244,0.0020,*0.0948*,*0.0050*,15.7193,0.0105,*16.8318*,*0.4999*,0.6866,0.0035,27.7397,0.3656
246,3,1260,178.45779519179,21.21923865193194,0.7077754867995,880.3738,0.0061,602.7308,0.0058,9.3485,0.0513,18.1987,0.0044,1.4957,0.0114,0.9090,0.0022,-56.3530,0.9624,880.3738,0.0061,602.7308,0.0058,9.3929,0.0330,17.6697,0.0030,1.7313,0.0070,0.9090,0.0022,-56.3530,0.9624,880.3738,0.0061,602.7308,0.0058,9.4352,0.0462,17.3469,0.0037,1.9561,0.0106,0.9090,0.0022,-56.3530,0.9624,880.3738,0.0061,602.7308,0.0058,9.4809,0.0777,17.2433,0.0057,2.1995,0.0184,0.9090,0.0022,-56.3530,0.9624
246,4,1548,178.4720251631365,21.23763070552733,0.7077754867995,404.9604,0.0086,1005.9691,0.0029,34.1986,0.0442,16.2741,0.0010,1.2656,0.0021,0.2336,0.0001,-71.2997,0.0125,404.9604,0.0086,1005.9691,0.0029,32.7881,0.0304,15.7709,0.0008,1.3007,0.0014,0.2336,0.0001,-71.2997,0.0125,404.9604,0.0086,1005.9691,0.0029,31.4423,0.0329,15.5756,0.0009,1.3341,0.0016,0.2336,0.0001,-71.2997,0.0125,404.9604,0.0086,1005.9691,0.0029,29.9855,0.0500,15.4285,0.0013,1.3703,0.0026,0.2336,0.0001,-71.2997,0.0125
248,1,737,195.01133885339192,33.45221530777214,0.41445168169858,835.6994,0.0040,229.4315,0.0029,0.5352,0.1040,18.8865,0.0010,0.9521,0.6662,0.6222,0.0228,5.9275,3.5471,835.6994,0.0040,229.4315,0.0029,*0.3658*,*0.0503*,18.7435,0.0014,0.6682,0.3366,0.6222,0.0228,5.9275,3.5471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.6994,0.0040,229.4315,0.0029,*0.0291*,*0.2351*,18.7909,1.9947,0.1042,1.4965,0.6222,0.0228,5.9275,3.5471
248,2,769,195.0146038963181,33.39336308096885,0.41445168169858,614.8245,0.0014,838.2105,0.0016,3.4533,0.0049,17.6303,0.0009,2.5192,0.0088,0.8402,0.0010,62.9494,0.2349,614.8245,0.0014,838.2105,0.0016,3.9301,0.0063,17.3131,0.0011,2.6319,0.0077,0.8402,0.0010,62.9494,0.2349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.8245,0.0014,838.2105,0.0016,4.8775,0.0183,17.0174,0.0024,2.8560,0.0180,0.8402,0.0010,62.9494,0.2349
248,5,1207,195.05426451560083,33.43435834920393,0.41445168169858,381.0770,0.0370,792.5901,0.0406,*0.0107*,*0.0104*,20.1167,0.1837,*19.9802*,*4.7675*,0.1672,0.0155,-38.6787,0.8025,381.0770,0.0370,792.5901,0.0406,11.8286,5.1461,20.0055,0.1259,*16.7177*,*3.5990*,0.1672,0.0155,-38.6787,0.8025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0770,0.0370,792.5901,0.0406,35.3105,15.3886,21.2780,0.1918,*10.2351*,*3.6541*,0.1672,0.0155,-38.6787,0.8025
248,4,969,195.033878757742,33.43766273681645,0.41445168169858,748.3933,0.0104,542.1551,0.0177,11.3463,0.0333,19.4235,0.0024,0.6849,0.0071,0.2675,0.0008,30.9607,0.0759,748.3933,0.0104,542.1551,0.0177,11.3215,0.0338,19.1172,0.0030,0.7064,0.0064,0.2675,0.0008,30.9607,0.0759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.3933,0.0104,542.1551,0.0177,11.2723,0.0894,18.9538,0.0073,0.7492,0.0184,0.2675,0.0008,30.9607,0.0759
248,3,839,195.02221144211467,33.41609693029632,0.41445168169858,872.6477,0.0057,1037.8977,0.0050,8.4974,0.0116,18.2360,0.0013,0.7679,0.0026,0.8465,0.0008,-66.4427,0.2822,872.6477,0.0057,1037.8977,0.0050,8.2584,0.0099,17.7300,0.0013,0.8565,0.0021,0.8465,0.0008,-66.4427,0.2822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.6477,0.0057,1037.8977,0.0050,7.7836,0.0224,17.3560,0.0026,1.0326,0.0055,0.8465,0.0008,-66.4427,0.2822
249,4,1400,199.8912236688131,14.10843240323915,0.392428326748765,645.0971,0.0063,920.1769,0.0105,18.1764,0.0337,17.6270,0.0018,0.7983,0.0028,0.5600,0.0005,-19.8114,0.0715,645.0971,0.0063,920.1769,0.0105,17.7028,0.0234,17.0621,0.0014,0.8979,0.0019,0.5600,0.0005,-19.8114,0.0715,645.0971,0.0063,920.1769,0.0105,17.2509,0.0256,16.8275,0.0013,0.9930,0.0023,0.5600,0.0005,-19.8114,0.0715,645.0971,0.0063,920.1769,0.0105,16.7617,0.0388,16.6812,0.0019,1.0959,0.0037,0.5600,0.0005,-19.8114,0.0715
249,2,1157,199.8823166725759,14.09254114802676,0.392428326748765,764.3638,0.0020,701.5608,0.0022,*0.0102*,*0.0091*,17.8910,0.3205,1.4836,0.1461,0.6623,0.0028,-66.0522,0.3067,764.3638,0.0020,701.5608,0.0022,*0.4595*,*0.0044*,17.6245,0.0012,4.3059,0.0684,0.6623,0.0028,-66.0522,0.3067,764.3638,0.0020,701.5608,0.0022,0.8881,0.0031,17.1030,0.0012,6.9989,0.0645,0.6623,0.0028,-66.0522,0.3067,764.3638,0.0020,701.5608,0.0022,1.3521,0.0075,16.9755,0.0046,9.9140,0.1433,0.6623,0.0028,-66.0522,0.3067
249,5,1826,199.9097113741902,14.081538706627,0.392428326748765,929.4768,0.0041,643.9986,0.0064,7.1488,0.0173,18.4510,0.0020,0.7544,0.0058,0.5308,0.0007,3.9067,0.0966,929.4768,0.0041,643.9986,0.0064,6.8948,0.0115,17.9002,0.0015,0.8878,0.0034,0.5308,0.0007,3.9067,0.0966,929.4768,0.0041,643.9986,0.0064,6.6524,0.0125,17.5855,0.0012,1.0151,0.0048,0.5308,0.0007,3.9067,0.0966,929.4768,0.0041,643.9986,0.0064,6.3900,0.0197,17.4025,0.0023,1.1528,0.0084,0.5308,0.0007,3.9067,0.0966
